,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2015-09-30,-0.0052,-0.4507,-0.6693,-0.6667,-0.6667,1.5085,-0.0384,-0.0439,-0.0878,0.0,0.0,-0.25,1.5085,0.0,0.6667,-0.0304,0.0362,200251000.0,-0.0088,55764000.0,144487000.0,0.0,7110000.0,11288000.0,133199000.0,41957000.0,27817000.0,0.0,0.0,0.0,27817000.0,0.0,27817000.0,0.08,0.08,355278797.0,0.249,0.7215,0.348,0.3484,0.139,1.2202,69774000.0,69774000.0,27817000.0,789314000.0,0.0478,224260000.0,565054000.0,0.0,17162000.0,35825000.0,529229000.0,169703000.0,290048000.0,0.0,0.0,0.0,290048000.0,0.0,290048000.0,0.82,0.82,355278797.0,,1.108,0.7159,0.582,0.5825,0.367,0.2438,459751000.0,459751000.0,290048000.0,10.172,18.494,0.688,7.9354,0.2022,0.7801,0.4291,1.663,8.7843,3.112,0.0,0.0355,0.0,6570479000.0,9317942000.0,0.0,34402000.0,0.0,0.0,0.079,0.043,0.582,0.118,0.6634,28.1294,0.0,0.0,0.0,22.9438,0.0,1.351,11.0,0.0217,0.0,9533410500.0,3680183750.0,6710024000.0,0.542,2.222,2.7092,0.0,PSEC,7.13,7.564722222222222,2533137822.61
2015-06-30,0.101,0.218,0.3225,0.35,0.35,1.7545,0.0495,-0.0233,0.076,0.0,0.0,-0.2477,1.7545,0.0,-0.6554,0.0554,0.0479,198830000.0,0.0875,56092000.0,142738000.0,0.0,3528000.0,9931000.0,132807000.0,43289000.0,94769000.0,0.0,0.0,0.0,94769000.0,0.0,94769000.0,0.27,0.27,358793412.0,0.249,0.7179,0.694,0.6944,0.477,0.6732,138058000.0,138058000.0,94769000.0,791084000.0,0.1106,225277000.0,565807000.0,0.0,14918000.0,32400000.0,533407000.0,170660000.0,346339000.0,0.0,0.0,0.0,346339000.0,0.0,346339000.0,0.98,0.98,358793412.0,,1.191,0.7152,0.654,0.6535,0.438,0.0575,516999000.0,516999000.0,346339000.0,10.321,18.947,0.373,8.316,0.3067,0.8058,0.4389,3.1892,1.4124,0.922,0.0,0.0177,0.0,6798054000.0,9671764000.0,0.0,17888500.0,0.0,0.0,0.094,0.051,0.654,0.117,0.1313,15.4871,0.0,0.0,0.0,44.223,0.0,1.215,10.0,0.0189,0.0,9562853500.0,3688618250.0,6775670500.0,0.127,2.205,3.0294,0.0,PSEC,7.37,7.788611111111111,2644307446.44
2015-03-31,-0.0086,0.0866,-0.0074,-0.1154,-0.1154,0.9446,0.0633,-0.1016,0.1085,0.0,0.0,-0.1631,0.9446,0.0,1.9922,-0.0047,0.1548,191350000.0,0.0054,55539000.0,135811000.0,0.0,3444000.0,6157000.0,129654000.0,42213000.0,81492000.0,0.0,0.0,0.0,81492000.0,0.0,81492000.0,0.23,0.23,358401659.0,0.277,0.7098,0.646,0.6465,0.426,-0.3153,123705000.0,123705000.0,81492000.0,775094000.0,0.1138,222383000.0,552711000.0,0.0,21027000.0,26270000.0,526441000.0,169064000.0,323227000.0,0.0,0.0,0.0,323227000.0,0.0,323227000.0,0.91,0.91,358401659.0,,1.273,0.7131,0.635,0.6351,0.417,-0.3429,492291000.0,492291000.0,323227000.0,10.309,18.848,-0.168,8.3258,0.1775,0.8077,0.4417,2.9305,-0.7404,1.204,0.0,0.018,0.0,6755146000.0,9675485000.0,0.0,16273000.0,0.0,0.0,0.088,0.048,0.635,0.116,-0.8223,1.853,0.0,0.0,0.0,47.6307,0.0,1.399,11.0,0.0271,0.0,9423936250.0,3667401500.0,6695474250.0,-0.742,2.163,2.9119,0.0,PSEC,8.45,8.61138888888889,3028494018.5499997
2014-12-31,0.0928,0.1186,0.0071,-0.2,-0.2,0.4343,0.2931,-0.0748,0.5914,0.0,0.0,0.006,0.4343,0.0,0.0388,0.0996,0.2407,198883000.0,0.1168,56865000.0,142018000.0,0.0,3080000.0,8449000.0,133569000.0,42244000.0,85970000.0,0.0,0.0,0.0,85970000.0,0.0,85970000.0,0.24,0.24,352597291.0,0.333,0.7141,0.645,0.6447,0.432,-0.6308,128214000.0,128214000.0,85970000.0,774071000.0,0.237,220184000.0,553887000.0,0.0,18734000.0,26830000.0,527057000.0,158598000.0,323836000.0,0.0,0.0,0.0,323836000.0,0.0,323836000.0,0.94,0.94,352597291.0,,1.327,0.7156,0.623,0.6232,0.418,-1.6727,482434000.0,482434000.0,323836000.0,10.519,19.048,-0.356,8.107,0.302,0.7707,0.4256,3.0351,-1.4594,1.387,0.0,0.0155,0.0,6716417000.0,9468451000.0,0.0,77814500.0,0.0,0.0,0.089,0.049,0.623,0.117,-3.9983,28.7418,0.0,0.0,0.0,9.9476,0.0,1.412,11.0,0.0242,0.0,9197539000.0,3634098500.0,6594903250.0,-3.672,2.195,3.0419,0.0,PSEC,8.26,8.921714285714284,2912453623.66
2014-09-30,0.2371,0.1837,0.0527,-0.2258,-0.2258,1.4115,0.4284,-0.0505,0.7905,0.0,0.0,0.003,1.4115,0.0,0.9907,0.2518,0.3203,202021000.0,0.2545,56781000.0,145240000.0,0.0,4266000.0,7863000.0,137377000.0,42914000.0,84108000.0,0.0,0.0,0.0,84108000.0,0.0,84108000.0,0.24,0.24,342854575.0,0.332,0.7189,0.629,0.6288,0.416,0.4822,127022000.0,127022000.0,84108000.0,753278000.0,0.2274,211448000.0,541830000.0,0.0,18619000.0,26871000.0,514959000.0,145610000.0,323228000.0,0.0,0.0,0.0,323228000.0,0.0,323228000.0,1.0,1.0,342854575.0,,1.325,0.7193,0.622,0.6224,0.429,-1.8467,468838000.0,468838000.0,323228000.0,10.639,19.93,0.284,9.0148,1.4237,0.8473,0.4523,2.9599,1.1582,1.383,0.0,0.0211,0.0,6833065000.0,9435714000.0,0.0,48712500.0,0.0,0.0,0.092,0.052,0.622,0.121,-4.3038,3.8638,0.0,0.0,0.0,15.4638,0.0,1.325,12.0,0.0247,0.0,8571698500.0,3514604000.0,6214304500.0,-4.057,2.197,3.2198,0.0,PSEC,9.9,10.405277777777776,3394260292.5
2014-06-30,0.0614,0.0471,-0.1334,-0.4444,-0.4444,0.5305,0.4561,-0.1763,0.6477,0.0,0.0,0.003,0.5305,0.0,5.726,0.0695,0.6535,182840000.0,0.0983,53198000.0,129642000.0,0.0,10237000.0,3801000.0,125841000.0,41693000.0,71657000.0,0.0,0.0,0.0,71657000.0,0.0,71657000.0,0.2,0.2,342399896.0,0.331,0.709,0.62,0.6199,0.392,-0.9703,113350000.0,113350000.0,71657000.0,712291000.0,0.2359,198296000.0,513995000.0,0.0,16496000.0,26669000.0,487326000.0,130103000.0,319020000.0,0.0,0.0,0.0,319020000.0,0.0,319020000.0,1.06,1.06,342399896.0,,1.324,0.7216,0.631,0.6305,0.448,-2.4221,449123000.0,449123000.0,319020000.0,10.567,18.917,-0.518,8.0989,0.392,0.7664,0.4281,2.7187,-2.4757,1.655,0.0,0.056,0.0,6477269000.0,9116095000.0,0.0,26244500.0,0.0,0.0,0.096,0.056,0.631,0.125,-5.4079,1.133,0.0,0.0,0.0,27.1406,0.0,1.249,13.0,0.0232,0.0,7837622750.0,3330103000.0,5701931000.0,-5.039,2.08,3.4521,0.0,PSEC,10.63,10.09342857142857,3639710894.4800005
2014-03-31,0.5867,0.7439,0.8479,0.3,0.3,-2.5596,0.5698,0.0129,0.9303,0.0,0.0,0.003,-2.5596,0.0,-0.1945,0.6195,0.3758,190327000.0,0.5835,53340000.0,136987000.0,0.0,1151000.0,6717000.0,130270000.0,31747000.0,82101000.0,0.0,0.0,0.0,82101000.0,0.0,82101000.0,0.26,0.26,310346894.0,0.331,0.7197,0.598,0.5982,0.431,-5.7235,113848000.0,113848000.0,82101000.0,695921000.0,0.3578,189422000.0,506499000.0,0.0,7781000.0,27356000.0,479143000.0,113972000.0,330052000.0,0.0,0.0,0.0,330052000.0,0.0,330052000.0,1.23,1.23,310346894.0,,1.323,0.7278,0.638,0.638,0.474,-2.7671,444024000.0,444024000.0,330052000.0,11.475,20.47,-3.51,8.6742,0.886,0.7559,0.4237,3.5861,-13.2683,1.273,0.0,0.006,0.0,6352862000.0,8769896000.0,0.0,36888500.0,0.0,0.0,0.107,0.064,0.638,0.134,-5.8346,15.006,0.0,0.0,0.0,18.8655,0.0,1.076,11.0,0.0112,0.0,7040594750.0,3089681000.0,5194668000.0,-6.205,2.242,3.8959,0.0,PSEC,10.8,10.995428571428574,3351746455.2000003
2013-12-31,0.0403,0.8221,0.8362,0.25,0.25,0.6369,0.4715,0.0236,0.6146,0.0,0.0,0.5613,0.6369,0.0,0.3435,0.0505,0.3567,178090000.0,0.0726,48129000.0,129961000.0,0.0,2965000.0,8490000.0,121471000.0,29256000.0,85362000.0,0.0,0.0,0.0,85362000.0,0.0,85362000.0,0.3,0.3,284192312.0,0.331,0.7297,0.644,0.6436,0.479,-1.2453,114618000.0,114618000.0,85362000.0,625789000.0,0.2824,169944000.0,455845000.0,0.0,8059000.0,26533000.0,429312000.0,103079000.0,292380000.0,0.0,0.0,0.0,292380000.0,0.0,292380000.0,1.17,1.17,284192312.0,,1.322,0.7284,0.632,0.6319,0.467,-1.8255,395459000.0,395459000.0,292380000.0,11.369,18.276,-0.78,6.3204,0.0885,0.5559,0.3458,3.9178,-2.5981,1.103,0.0,0.0166,0.0,5194022000.0,6965089000.0,0.0,67679000.0,0.0,0.0,0.103,0.063,0.632,0.136,-3.9073,55.2205,0.0,0.0,0.0,9.2464,0.0,1.13,12.0,0.0129,0.0,6202339250.0,2838234000.0,4618206750.0,-4.02,2.202,3.8365,0.0,PSEC,11.22,11.287428571428572,3188637740.6400003
2013-09-30,0.2775,0.7661,0.691,0.069,0.069,0.5183,0.6424,-0.0109,1.0648,0.0,0.0,0.0852,0.5183,0.0,0.2532,0.2537,0.5621,161034000.0,0.3025,43629000.0,117405000.0,0.0,2143000.0,7661000.0,109744000.0,27407000.0,79900000.0,0.0,0.0,0.0,79900000.0,0.0,79900000.0,0.31,0.31,259683651.0,0.331,0.7291,0.666,0.6664,0.496,-1.47,107307000.0,107307000.0,79900000.0,613734000.0,0.5769,162925000.0,450809000.0,0.0,7301000.0,27338000.0,423471000.0,90237000.0,253507000.0,0.0,0.0,0.0,253507000.0,0.0,253507000.0,1.11,1.11,259683651.0,,1.203,0.7345,0.56,0.5601,0.413,-2.4953,343744000.0,343744000.0,253507000.0,11.205,18.421,-0.912,6.6475,0.04,0.5933,0.3609,3.9153,-2.9626,1.068,0.0,0.0133,0.0,4783571000.0,6499411000.0,0.0,123621000.0,0.0,0.0,0.097,0.06,0.56,0.146,-6.0411,53.1983,0.0,0.0,0.0,4.9646,0.0,1.084,13.0,0.0119,0.0,5621065750.0,2612118000.0,4202131500.0,-5.897,2.363,3.8093,0.0,PSEC,11.17,11.246571428571427,2900666381.67
2013-06-30,0.591,1.3298,1.2777,0.2857,0.2857,-1.0606,0.9724,-0.0294,1.5341,0.0,0.0,0.082,-1.0606,0.0,5.6174,0.5817,0.8101,166470000.0,0.6212,44324000.0,122146000.0,0.0,1522000.0,4488000.0,117658000.0,25562000.0,82689000.0,0.0,0.0,0.0,82689000.0,0.0,82689000.0,0.36,0.36,207069971.0,0.33,0.7337,0.65,0.6503,0.497,-2.27,108251000.0,108251000.0,82689000.0,576336000.0,0.7959,151031000.0,425305000.0,0.0,6868000.0,24040000.0,401265000.0,76341000.0,220856000.0,0.0,0.0,0.0,220856000.0,0.0,220856000.0,1.07,1.07,207069971.0,,1.177,0.7379,0.516,0.5157,0.383,-3.0992,297197000.0,297197000.0,220856000.0,12.829,21.482,-1.825,8.1277,0.9815,0.6335,0.3784,4.2348,-4.57,0.917,0.0,0.0091,0.0,4448217000.0,5927983000.0,0.0,51691000.0,0.0,0.0,0.094,0.059,0.516,0.154,-8.0874,31.8416,0.0,0.0,0.0,11.1496,0.0,1.1,13.0,0.0119,0.0,4932769750.0,2355510750.0,3734388000.0,-8.626,2.783,3.893,0.0,PSEC,10.8,10.590588235294117,2236355686.8
2013-03-31,0.1965,0.0905,-0.1151,-0.5455,-0.5455,-5.1502,1.2285,-0.057,2.1412,0.0,0.0,0.0855,-5.1502,0.0,0.2513,0.1877,1.0549,120195000.0,0.257,33862000.0,86333000.0,0.0,1429000.0,5894000.0,80439000.0,20854000.0,44429000.0,0.0,0.0,0.0,44429000.0,0.0,44429000.0,0.2,0.2,225581643.0,0.33,0.7183,0.543,0.5431,0.37,-2.5461,65283000.0,65283000.0,44429000.0,512548000.0,0.8664,132615000.0,379933000.0,0.0,5576000.0,21939000.0,357994000.0,60939000.0,174470000.0,0.0,0.0,0.0,174470000.0,0.0,174470000.0,1.01,1.01,225581643.0,,1.151,0.7413,0.459,0.4593,0.34,-3.1054,235409000.0,235409000.0,174470000.0,11.329,17.94,-1.357,6.1822,0.1096,0.5457,0.3446,3.1305,-6.8881,1.65,0.0,0.0119,0.0,4047017000.0,5416874000.0,0.0,38206000.0,0.0,0.0,0.084,0.055,0.459,0.161,-9.1228,32.164,0.0,0.0,0.0,13.4154,0.0,1.14,15.0,0.0109,0.0,4179915750.0,2069380750.0,3186147250.0,-7.056,2.272,3.863,0.0,PSEC,10.91,11.174242424242424,2461095725.13
2012-12-31,1.5334,-0.1528,-0.2792,-0.5932,-0.5932,-50.532,0.9585,0.0374,0.9365,0.0,0.0,-0.3026,-50.532,0.0,0.3785,1.4992,0.913,166035000.0,1.4684,41110000.0,124925000.0,0.0,2207000.0,9295000.0,115630000.0,16414000.0,46489000.0,0.0,0.0,0.0,46489000.0,0.0,46489000.0,0.24,0.24,209480573.0,0.212,0.7524,0.379,0.3789,0.28,-3.6789,62903000.0,62903000.0,46489000.0,487976000.0,1.1827,122220000.0,365756000.0,0.0,5289000.0,20474000.0,345282000.0,49740000.0,180250000.0,0.0,0.0,0.0,180250000.0,0.0,180250000.0,1.25,1.25,209480573.0,,1.125,0.7495,0.471,0.4713,0.369,-2.4835,229990000.0,229990000.0,180250000.0,11.107,16.85,-2.916,5.3107,0.0106,0.4782,0.3152,3.8323,-13.1392,0.883,0.0,0.0133,0.0,3529721000.0,4639995000.0,0.0,38054500.0,0.0,0.0,0.102,0.069,0.471,0.186,-6.7234,30.4304,0.0,0.0,0.0,12.8231,0.0,0.9,13.0,0.0108,0.0,3381946250.0,1760185250.0,2628395250.0,-5.785,2.329,4.6238,0.0,PSEC,10.87,10.618529411764706,2277053828.5099998
2012-09-30,1.2883,0.2436,0.1842,-0.2162,-0.2162,-2.7201,0.686,0.0875,0.5036,0.0,0.0,0.0033,-2.7201,0.0,-0.0646,1.3764,0.5207,123636000.0,1.234,31735000.0,91901000.0,0.0,1710000.0,4363000.0,87538000.0,13511000.0,47249000.0,0.0,0.0,0.0,47249000.0,0.0,47249000.0,0.29,0.29,166236979.0,0.305,0.7433,0.491,0.4914,0.382,-3.9747,60760000.0,60760000.0,47249000.0,389204000.0,1.0527,99062000.0,290142000.0,0.0,4683000.0,14223000.0,275919000.0,43085000.0,198253000.0,0.0,0.0,0.0,198253000.0,0.0,198253000.0,1.6,1.6,166236979.0,,1.218,0.7455,0.62,0.6201,0.509,-1.5127,241338000.0,241338000.0,198253000.0,11.329,17.521,-2.956,5.0291,0.0144,0.4439,0.287,4.4971,-10.4005,1.052,0.0,0.0138,0.0,2912597000.0,3746227000.0,0.0,85064000.0,0.0,0.0,0.135,0.09,0.62,0.177,-2.9696,147.9782,0.0,0.0,0.0,4.5754,0.0,0.761,10.0,0.012,0.0,2815662750.0,1471647500.0,2196520500.0,-3.542,2.341,5.6014,0.0,PSEC,11.52,11.608823529411765,1915049998.08
2012-06-30,0.8468,0.3517,0.3466,0.037,0.037,0.1399,0.4556,0.0198,0.633,0.0,0.0,0.0033,0.1399,0.0,-0.8818,0.9781,0.3305,102682000.0,0.8209,25908000.0,76774000.0,0.0,230000.0,2387000.0,74387000.0,10160000.0,36303000.0,0.0,0.0,0.0,36303000.0,0.0,36303000.0,0.28,0.28,114394554.0,0.305,0.7477,0.452,0.4525,0.354,-1.786,46463000.0,46463000.0,36303000.0,320910000.0,0.8935,82507000.0,238403000.0,0.0,4801000.0,13185000.0,225218000.0,38534000.0,190904000.0,0.0,0.0,0.0,190904000.0,0.0,190904000.0,1.67,1.67,114394554.0,,1.217,0.7429,0.715,0.715,0.595,-0.7149,229438000.0,229438000.0,190904000.0,13.217,19.715,-1.603,5.8057,0.0247,0.4393,0.2945,4.5731,-5.0516,1.089,0.0,0.0022,0.0,2255254000.0,2916567000.0,0.0,30511000.0,0.0,0.0,0.149,0.1,0.715,0.169,-1.2017,60.4,0.0,0.0,0.0,10.5178,0.0,0.729,7.0,0.015,0.0,2449499000.0,1285510000.0,1900258000.0,-2.005,2.805,5.9542,0.0,PSEC,11.39,10.996857142857143,1302953970.0600002
2012-03-31,1.2175,0.5187,0.4873,0.1579,0.1579,1.3839,0.3564,0.1607,0.1999,0.0,0.0,0.0033,1.3839,0.0,0.244,1.2868,0.2446,95623000.0,1.1453,23467000.0,72156000.0,0.0,1142000.0,4429000.0,67727000.0,9655000.0,50209000.0,0.0,0.0,0.0,50209000.0,0.0,50209000.0,0.44,0.44,109776303.0,0.304,0.7546,0.626,0.626,0.525,0.7711,59864000.0,59864000.0,50209000.0,274619000.0,0.9296,71419000.0,203200000.0,0.0,6517000.0,14763000.0,188437000.0,35790000.0,181560000.0,0.0,0.0,0.0,181560000.0,0.0,181560000.0,1.67,1.67,109776303.0,,1.216,0.7399,0.791,0.7915,0.661,-0.944,217350000.0,217350000.0,181560000.0,12.014,16.543,0.672,4.0443,0.3186,0.3366,0.2445,6.2003,1.4686,0.691,0.0,0.0119,0.0,1816009000.0,2224996000.0,0.0,35519500.0,0.0,0.0,0.153,0.105,0.791,0.159,-1.4278,41.5295,0.0,0.0,0.0,7.7315,0.0,0.728,8.0,0.0237,0.0,2208988500.0,1186105750.0,1723773750.0,-2.361,2.502,6.0729,0.0,PSEC,10.98,10.86085714285714,1205343806.94
2011-12-31,1.087,1.171,1.0192,0.5526,0.5526,1.0752,0.6748,-0.0111,2.83,0.0,0.0,0.0033,1.0752,0.0,0.3995,1.168,0.3126,67263000.0,1.0199,17952000.0,49311000.0,0.0,1601000.0,3044000.0,46267000.0,9759000.0,64492000.0,0.0,0.0,0.0,64492000.0,0.0,64492000.0,0.59,0.59,109506161.0,0.304,0.7331,1.104,1.1039,0.959,0.1833,74251000.0,74251000.0,64492000.0,223569000.0,0.723,59986000.0,163583000.0,0.0,6293000.0,13257000.0,150326000.0,31795000.0,165110000.0,0.0,0.0,0.0,165110000.0,0.0,165110000.0,1.61,1.61,109506161.0,,1.215,0.7317,0.881,0.8807,0.739,-2.3484,196905000.0,196905000.0,165110000.0,10.707,16.458,0.113,5.2463,0.017,0.49,0.3188,7.6085,0.1912,0.515,0.0,0.0238,0.0,1802222000.0,2374861000.0,0.0,22765000.0,0.0,0.0,0.152,0.103,0.881,0.139,-3.1799,57.8367,0.0,0.0,0.0,9.8207,0.0,0.755,7.0,0.0281,0.0,2079356250.0,1084634500.0,1604487000.0,-4.795,2.042,6.193,0.0,PSEC,9.29,9.297058823529412,1017312235.6899999
2011-09-30,0.5635,0.755,0.5598,0.0882,0.0882,-9.6978,0.9843,-0.0174,10.9313,-1.0,0.0,0.01,-9.6978,0.0,0.3611,0.584,0.4434,55342000.0,0.5717,15180000.0,40162000.0,0.0,1828000.0,3325000.0,36837000.0,8960000.0,39900000.0,0.0,0.0,0.0,39900000.0,0.0,39900000.0,0.37,0.37,109316449.0,0.304,0.7257,0.883,0.8829,0.721,-2.3869,48860000.0,48860000.0,39900000.0,189606000.0,0.4784,51706000.0,137900000.0,0.0,5836000.0,12500000.0,125400000.0,24297000.0,132558000.0,0.0,0.0,0.0,132558000.0,0.0,132558000.0,1.4,1.4,109316449.0,,1.214,0.7273,0.827,0.8273,0.699,-3.699,156855000.0,156855000.0,132558000.0,10.417,15.803,-1.208,5.0862,0.0181,0.4882,0.3218,5.4531,-3.3107,0.822,0.0,0.033,0.0,1727547000.0,2281572000.0,901500.0,10771000.0,0.0,0.0,0.13,0.093,0.827,0.133,-5.291,23.7493,0.0,0.0,210.3228,17.6034,0.0,0.867,8.0,0.0308,0.0,1791160000.0,1017311000.0,1422955250.0,-6.416,1.734,6.4557,0.0,PSEC,8.41,8.614166666666666,919351336.09
2011-06-30,0.9693,0.966,0.8487,0.125,0.125,-1.4424,0.8606,0.0827,3.0548,0.0,0.0,2.04,-1.4424,0.0,2.8458,0.9244,0.4467,56391000.0,0.9288,14820000.0,41571000.0,0.0,1946000.0,3965000.0,37606000.0,7416000.0,26959000.0,0.0,0.0,0.0,26959000.0,0.0,26959000.0,0.27,0.27,85978757.0,0.304,0.7372,0.61,0.6096,0.478,-3.7809,34375000.0,34375000.0,26959000.0,169476000.0,0.4794,46051000.0,123425000.0,0.0,5350000.0,11606000.0,111819000.0,17598000.0,118238000.0,0.0,0.0,0.0,118238000.0,0.0,118238000.0,1.38,1.38,85978757.0,,1.211,0.7283,0.802,0.8015,0.698,-3.4318,135836000.0,135836000.0,118238000.0,12.961,18.02,-2.48,4.7302,0.0174,0.365,0.2625,4.6352,-7.9086,1.126,0.0,0.0345,0.0,1549317000.0,1954525000.0,0.0,8609000.0,0.0,0.0,0.127,0.098,0.802,0.14,-4.919,17.053,0.0,0.0,0.0,19.6859,0.0,0.878,9.0,0.0316,0.0,1449801500.0,933323000.0,1208718500.0,-6.765,1.971,7.7188,0.0,PSEC,10.11,11.01861111111111,869245233.27
2011-03-31,0.3738,0.4053,0.3014,-0.0732,-0.0732,-13.7786,0.7839,0.0134,5.8266,0.0,0.0,-0.6305,-13.7786,0.0,0.7,0.4046,0.3871,44573000.0,0.3927,12034000.0,32539000.0,0.0,918000.0,2923000.0,29616000.0,5660000.0,33759000.0,0.0,0.0,0.0,33759000.0,0.0,33759000.0,0.38,0.38,88199537.0,0.303,0.73,0.884,0.8844,0.757,-4.309,39419000.0,39419000.0,33759000.0,142321000.0,0.3286,39357000.0,102964000.0,0.0,3911000.0,9209000.0,93755000.0,13084000.0,105862000.0,0.0,0.0,0.0,105862000.0,0.0,105862000.0,1.34,1.34,88199537.0,,1.007,0.7235,0.836,0.8358,0.744,-3.2019,118946000.0,118946000.0,105862000.0,10.351,15.18,-2.178,4.195,0.0272,0.4053,0.2764,6.9645,-5.6892,0.797,0.0,0.0206,0.0,1338862000.0,1706467000.0,0.0,25512500.0,0.0,0.0,0.127,0.103,0.836,0.138,-4.3046,102.0541,0.0,0.0,0.0,5.5785,0.0,0.751,10.0,0.0275,0.0,1194148750.0,832589750.0,1029563000.0,-5.167,1.614,9.091,0.0,PSEC,12.21,11.990277777777777,1076916346.77
2010-12-31,-0.0076,3.7306,3.1997,2.52,2.52,-2.4432,0.5616,-0.0674,14.0,-1.0,0.0,-0.6287,-2.4432,0.0,-0.2373,0.0041,0.5194,33300000.0,0.0471,9672000.0,23628000.0,0.0,1144000.0,2287000.0,21341000.0,2261000.0,31940000.0,0.0,0.0,0.0,31940000.0,0.0,31940000.0,0.38,0.38,83423918.0,0.303,0.7095,1.027,1.0271,0.959,-4.9246,34201000.0,34201000.0,31940000.0,129753000.0,0.3546,35643000.0,94110000.0,0.0,3533000.0,8886000.0,85224000.0,9535000.0,98043000.0,0.0,0.0,0.0,98043000.0,0.0,98043000.0,1.37,1.37,83423918.0,,1.524,0.7253,0.829,0.8291,0.756,-2.132,107578000.0,107578000.0,98043000.0,10.827,12.899,-1.966,1.798,0.0482,0.1661,0.1394,15.1265,-5.1343,0.797,0.0,0.0344,0.0,1076095000.0,1222076000.0,499000.0,8758000.0,0.0,0.0,0.128,0.111,0.829,0.147,-2.8215,28.4229,0.0,0.0,260.0261,14.8154,0.0,1.112,8.0,0.0272,0.0,963401500.0,766731000.0,882479250.0,-3.316,1.555,11.2824,0.0,PSEC,10.8,10.259714285714283,900978314.4000001
2010-09-30,0.6868,6.5637,5.0107,3.6154,3.6154,-1.2975,0.4145,-0.0946,0.0,0.0,0.0,-0.2586,-1.2975,0.0,1.6179,0.6985,0.4602,35212000.0,0.6365,9525000.0,25687000.0,0.0,1343000.0,2431000.0,23256000.0,2261000.0,25580000.0,0.0,0.0,0.0,25580000.0,0.0,25580000.0,0.34,0.34,75733865.0,0.301,0.7295,0.791,0.7907,0.726,-0.3507,27841000.0,27841000.0,25580000.0,128254000.0,0.4879,33963000.0,94291000.0,0.0,3889000.0,9155000.0,85136000.0,9269000.0,51583000.0,0.0,0.0,0.0,51583000.0,0.0,51583000.0,0.74,0.74,75733865.0,,2.038,0.7352,0.474,0.4745,0.402,0.0077,60852000.0,60852000.0,51583000.0,10.601,11.496,-0.163,0.6153,0.014,0.058,0.0535,12.3136,-0.4827,0.885,0.0,0.0381,0.0,870600000.0,916138000.0,901500.0,7618000.0,0.0,0.0,0.074,0.066,0.474,0.163,0.0191,26.1966,5.1312,0.0,142.2673,16.8357,0.0,2.754,13.0,0.0303,0.0,831691500.0,700302750.0,785725500.0,0.013,1.693,6.5651,0.0,PSEC,9.71,9.591388888888888,735375829.1500001
