,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-07-01,-0.0232,1.5281,17.193,14.0,13.0,0.2525,-0.0069,-0.0927,0.0271,-0.1081,0.1235,0.2143,0.4326,0.0,-0.0179,1.7713,-0.0254,411002000.0,0.283,247030000.0,163972000.0,0.0,49163000.0,92489000.0,71483000.0,30136000.0,42264000.0,12388000.0,0.0,0.0,29876000.0,0.0,29876000.0,0.13,0.12,239213450.0,0.085,0.399,0.257,0.1762,0.073,0.1615,105827000.0,72400000.0,29876000.0,1408813000.0,0.1006,788842000.0,619971000.0,0.0,204370000.0,364982000.0,254989000.0,120463000.0,125799000.0,-97769000.0,0.0,0.0,223568000.0,0.0,223568000.0,0.92,0.89,239213450.0,0.31,0.4401,0.268,0.1748,0.159,0.1462,377054000.0,246262000.0,223568000.0,1.8,8.515,0.277,11.7166,0.9403,6.5099,0.6869,2.4024,1.715,2.668,0.654,0.5008,0.1196,0.0,180683000.0,2036933000.0,-3216195000.0,4362010000.0,100885000.0,22642000.0,3102500.0,-0.1672,0.464,0.055,0.0439,0.175,6.0,0.344,1.2501,5.5239,24.6443,0.8506,13.9645,62.2212,454.0896,0.337,27.0,0.1451,0.0,4349692250.0,482333500.0,4094307000.0,0.861,5.889,2.0443,0.1588,-0.263,WEN,17.18,17.004706,4109687071.0
2018-04-01,0.0265,-0.2713,-0.0977,-0.1111,-0.1111,0.6313,0.0399,-0.0903,0.1,0.2164,0.1573,0.2143,1.129,0.0,-0.0187,-0.0899,-0.0304,380564000.0,0.3315,234382000.0,146182000.0,0.0,50356000.0,90920000.0,55262000.0,30178000.0,14353000.0,-5806000.0,0.0,0.0,20159000.0,0.0,20159000.0,0.08,0.08,239414307.0,0.085,0.3841,0.201,0.117,0.053,0.1528,76683000.0,44531000.0,20159000.0,1318153000.0,-0.0181,694290000.0,623863000.0,0.0,205266000.0,414563000.0,209300000.0,119262000.0,83238000.0,-108609000.0,0.0,0.0,191847000.0,0.0,191847000.0,0.78,0.76,239414307.0,0.295,0.4733,0.251,0.1536,0.146,0.1411,331174000.0,202500000.0,191847000.0,1.934,8.588,0.243,11.7287,0.9098,6.0649,0.6832,1.4756,1.769,3.4085,1.063,0.4997,0.1323,0.0,192308000.0,2056066000.0,-3204427000.0,4396159000.0,100099000.0,20583500.0,2935000.0,-0.1538,0.386,0.047,0.0356,0.154,6.0,0.321,1.373,5.3484,30.4244,0.872,13.1685,64.0393,449.1152,0.378,33.0,0.1557,0.0,4329975250.0,496461000.0,4101428000.0,0.777,5.506,1.6979,0.1334,-0.2941,WEN,17.549999,16.681515121212122,4201720848.435693
2017-12-31,0.0485,-0.1514,4.513,4.9091,4.25,0.451,0.04,0.1529,0.0964,0.1575,0.107,0.0769,3.5356,0.0,-0.1516,-0.1594,-0.0577,309247000.0,-0.0021,150967000.0,158280000.0,0.0,51891000.0,91693000.0,66587000.0,30172000.0,37627000.0,-121649000.0,0.0,0.0,159276000.0,0.0,159276000.0,0.65,0.63,242196738.0,0.07,0.5118,0.329,0.2192,0.515,0.1517,101796000.0,67799000.0,159276000.0,1223408000.0,-0.1477,600962000.0,622446000.0,0.0,208581000.0,407688000.0,214758000.0,118059000.0,101019000.0,-93010000.0,0.0,0.0,194029000.0,0.0,194029000.0,0.79,0.77,242196738.0,0.28,0.5088,0.282,0.1791,0.159,0.1389,344765000.0,219078000.0,194029000.0,2.367,8.39,0.194,11.3726,0.8426,4.8053,0.6723,2.2471,1.78,0.4702,0.108,0.504,0.1678,0.0,177191000.0,2032019000.0,-3119382000.0,4355179000.0,106607500.0,25199500.0,3003500.0,-0.3738,0.379,0.048,0.0363,0.179,6.0,0.301,1.2969,6.7916,34.1279,0.9416,11.4758,48.5489,407.3275,0.354,30.0,0.1705,0.0,4230350000.0,511924000.0,4062049750.0,0.702,5.051,1.8557,0.1347,-0.3247,WEN,16.42,15.152727333333333,3976870437.9600005
2017-10-01,-0.0525,-0.4227,-0.7084,-0.6842,-0.6667,0.7818,-0.0059,-0.2684,0.0835,0.0506,0.0912,0.1667,4.9595,0.0,-0.1014,-0.4188,-0.0681,308000000.0,-0.1539,156463000.0,151537000.0,0.0,52960000.0,89880000.0,61657000.0,29977000.0,31555000.0,17298000.0,0.0,0.0,14257000.0,0.0,14257000.0,0.06,0.06,243456241.0,0.07,0.492,0.301,0.1998,0.046,0.1122,92748000.0,61532000.0,14257000.0,1224062000.0,-0.2301,611293000.0,612769000.0,0.0,215494000.0,385383000.0,227386000.0,117206000.0,113964000.0,50320000.0,0.0,0.0,63644000.0,0.0,63644000.0,0.25,0.26,243456241.0,0.275,0.5006,0.288,0.1889,0.052,0.0968,353108000.0,231170000.0,63644000.0,1.9,8.275,0.142,11.1966,0.9064,5.8926,0.6664,2.0526,1.795,3.9391,1.167,0.5075,0.1719,0.0,186459000.0,2014635000.0,-3206797000.0,4285421000.0,112612500.0,32749000.0,2774000.0,-0.3845,0.127,0.016,0.0388,0.189,5.0,0.304,3.3552,7.6861,34.4079,0.8633,10.8697,37.3771,441.2624,1.1,27.0,0.176,0.0,4116985750.0,500557250.0,4022643750.0,0.487,5.028,1.9723,0.0442,-0.4448,WEN,15.53,15.074411764705882,3780875422.73
2017-07-02,0.0319,-0.5656,-1.0697,-1.1,-1.1,0.1574,-0.0064,-0.2372,0.0875,-0.0751,0.2015,0.1667,0.8277,0.0,-0.181,-0.6071,-0.0791,320342000.0,-0.163,152478000.0,167864000.0,0.0,50059000.0,142070000.0,25794000.0,28935000.0,-297000.0,1548000.0,0.0,0.0,-1845000.0,0.0,-1845000.0,-0.01,-0.01,245456174.0,0.07,0.524,0.187,0.0894,-0.006,0.1446,59947000.0,28638000.0,-1845000.0,1280074000.0,-0.2428,658910000.0,621164000.0,0.0,221472000.0,349347000.0,271817000.0,115960000.0,160264000.0,61987000.0,0.0,0.0,98277000.0,0.0,98277000.0,0.38,0.38,245456174.0,0.265,0.4853,0.31,0.2158,0.077,0.0588,396308000.0,276224000.0,98277000.0,1.984,8.261,0.189,11.117,0.9928,5.6026,0.6641,0.9897,1.921,-34.4938,-7.0,0.5065,0.1563,0.0,211393000.0,2027611000.0,-3180691000.0,4283142000.0,110976500.0,31077500.0,2677000.0,-0.2719,0.177,0.024,0.0464,0.216,5.0,0.318,1.9221,6.8328,30.4099,0.8332,11.5346,41.1897,478.1748,0.697,22.0,0.173,0.0,4032463500.0,554552250.0,4028681500.0,0.307,5.215,2.3821,0.067,-0.6016,WEN,15.51,15.779705970588239,3807025258.74
2017-04-02,-0.0468,-0.0465,-0.1191,0.0,0.0,-0.171,-0.0477,-0.2175,0.0203,0.0264,-0.2456,0.1667,1.2853,0.0,-0.2062,-0.0487,-0.0855,285819000.0,-0.2454,143411000.0,142408000.0,0.0,51314000.0,81688000.0,60720000.0,28975000.0,32134000.0,9793000.0,0.0,0.0,22341000.0,0.0,22341000.0,0.09,0.09,246926773.0,0.07,0.4982,0.316,0.2138,0.078,0.0955,90274000.0,61109000.0,22341000.0,1342450000.0,-0.2531,726479000.0,615971000.0,0.0,232537000.0,304300000.0,311671000.0,115668000.0,197842000.0,71240000.0,0.0,0.0,126602000.0,0.0,126602000.0,0.49,0.49,246926773.0,0.255,0.4588,0.323,0.2335,0.094,0.0404,433689000.0,313510000.0,126602000.0,2.126,7.679,0.111,10.338,0.9824,4.8637,0.6459,2.109,2.102,1.8853,0.778,0.5203,0.1795,0.0,229916000.0,1896127000.0,-2988946000.0,3997658000.0,89161500.0,29110500.0,3164000.0,-0.3516,0.209,0.031,0.0552,0.234,5.0,0.333,1.4237,5.9414,24.5583,0.7398,15.0564,46.1157,424.2889,0.52,18.0,0.1732,0.0,3960196000.0,606081000.0,4035320750.0,0.22,5.437,2.7104,0.0891,-0.6989,WEN,13.61,13.608823529411765,3360673380.5299997
2017-01-01,0.0464,-0.5181,-0.6635,-0.6071,-0.5556,-0.6684,-0.0412,-0.2543,0.0355,-0.0575,-0.3388,0.0833,-0.888,0.0,-0.1552,-0.3189,-0.0602,309901000.0,-0.3326,158941000.0,150960000.0,0.0,61161000.0,71745000.0,79215000.0,29319000.0,50572000.0,21681000.0,0.0,0.0,28891000.0,0.0,28891000.0,0.11,0.12,257028237.0,0.065,0.4871,0.355,0.2578,0.093,0.0334,110139000.0,79891000.0,28891000.0,1435418000.0,-0.2325,812461000.0,622957000.0,0.0,245869000.0,308177000.0,314780000.0,114802000.0,201690000.0,72066000.0,0.0,0.0,129624000.0,0.0,129624000.0,0.49,0.49,257028237.0,0.245,0.434,0.307,0.2205,0.09,0.0271,440796000.0,316492000.0,129624000.0,2.053,7.296,0.04,9.7743,0.9954,4.7605,0.6377,2.7249,1.967,1.7867,0.591,0.5239,0.1974,0.0,222451000.0,1875373000.0,-2959046000.0,3901722000.0,101839500.0,40658000.0,3581500.0,-0.7997,0.197,0.032,0.0566,0.22,5.0,0.351,1.4576,7.0271,25.1294,0.725,14.0949,35.3047,400.7868,0.5,18.0,0.1713,0.0,3945685000.0,658266000.0,4084817000.0,0.151,5.585,2.7569,0.0916,-0.794,WEN,13.52,13.16484848484848,3475021764.24
2016-10-02,-0.0761,0.9234,5.4465,5.3333,5.0,-0.5189,0.0082,0.0687,0.0469,0.425,-0.3689,0.0909,-2.1168,0.0,-0.0745,0.8965,-0.1,364012000.0,-0.2166,204080000.0,159932000.0,0.0,58938000.0,53844000.0,106088000.0,28731000.0,77855000.0,28965000.0,0.0,0.0,48890000.0,0.0,48890000.0,0.19,0.18,261255301.0,0.06,0.4394,0.373,0.2928,0.134,-0.024,135948000.0,106586000.0,48890000.0,1589882000.0,-0.1602,973615000.0,616267000.0,0.0,257109000.0,264390000.0,351877000.0,113668000.0,288715000.0,102126000.0,0.0,2825000.0,186589000.0,0.0,186589000.0,0.66,0.64,261255301.0,0.24,0.3876,0.334,0.2531,0.117,0.076,531463000.0,402383000.0,186589000.0,2.597,7.832,-0.033,9.6297,1.338,3.7075,0.6115,3.7098,2.313,0.6447,0.316,0.5027,0.1619,0.0,347851000.0,2046056000.0,-2823012000.0,3947332000.0,93456500.0,50206500.0,3428500.0,-1.277,0.261,0.045,0.0624,0.253,7.0,0.385,1.5703,9.1192,25.2156,0.6091,17.012,31.6669,463.7252,0.364,12.0,0.1617,0.0,3916656000.0,714560500.0,4127168500.0,0.463,6.086,3.54,0.1199,-0.5874,WEN,10.8,10.355588235294116,2821557250.8
2016-07-03,-0.0673,-0.0926,-0.3412,-0.0909,-0.0909,0.7527,-0.1902,-0.4567,0.0466,0.6352,-0.58,0.0909,1.669,0.0,0.0058,0.0208,-0.2661,382718000.0,-0.2182,220047000.0,162671000.0,0.0,61124000.0,97023000.0,65648000.0,28643000.0,37281000.0,10801000.0,0.0,0.0,26480000.0,0.0,26480000.0,0.1,0.1,266532514.0,0.06,0.425,0.254,0.1723,0.069,0.0662,97328000.0,65924000.0,26480000.0,1690499000.0,-0.1219,1061059000.0,629440000.0,0.0,261854000.0,327712000.0,301728000.0,112875000.0,238336000.0,93053000.0,0.0,3564000.0,145283000.0,0.0,145283000.0,0.5,0.49,266532514.0,0.235,0.3723,0.29,0.2078,0.086,0.0813,490838000.0,351211000.0,145283000.0,2.601,7.747,0.095,9.4139,1.1326,3.6198,0.6068,2.3016,2.359,2.0766,0.6,0.5007,0.1597,0.0,377778000.0,2064785000.0,-2786324000.0,3994072000.0,92909500.0,52769000.0,4111500.0,-0.539,0.201,0.035,0.0527,0.208,6.0,0.41,2.2508,8.2461,24.8956,0.5251,18.1951,32.0358,411.1636,0.47,13.0,0.1549,0.0,3900942250.0,721281000.0,4118758000.0,0.516,6.343,3.1115,0.0926,-0.5797,WEN,9.6,10.030882352941179,2558712134.4
2016-04-03,0.0187,0.3491,-0.0779,0.125,0.2857,1.3371,0.004,-0.4178,0.7257,0.152,-0.5458,0.0909,1.3022,0.0,0.0829,0.6837,-0.2655,378787000.0,-0.1615,229393000.0,149394000.0,0.0,64646000.0,85565000.0,63829000.0,28109000.0,35982000.0,10619000.0,0.0,0.0,25363000.0,0.0,25363000.0,0.09,0.09,270010291.0,0.06,0.3944,0.257,0.1692,0.067,0.0315,97381000.0,64091000.0,25363000.0,1797315000.0,-0.0744,1156134000.0,641181000.0,0.0,261501000.0,340793000.0,300388000.0,101433000.0,256509000.0,97511000.0,0.0,-11806000.0,158998000.0,0.0,158998000.0,0.51,0.5,270010291.0,0.23,0.3567,0.283,0.1992,0.088,0.0413,508084000.0,357942000.0,158998000.0,2.717,7.59,0.044,9.2665,1.3137,3.4107,0.6029,2.2801,2.363,2.0032,0.667,0.5062,0.1707,0.0,350360000.0,2049271000.0,-2809366000.0,3939614000.0,82193000.0,54320000.0,5774000.0,-0.7648,0.162,0.036,0.0527,0.199,7.0,0.412,1.9081,7.3858,17.8709,0.7325,21.867,33.0875,311.2773,0.451,14.0,0.1455,0.0,3865732500.0,982596500.0,4361589250.0,0.275,6.656,3.5289,0.1003,-0.7555,WEN,10.99,9.927878787878788,2967413098.09
