,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,-0.056,-0.9264,-0.8772,-0.9,-0.8947,-0.1001,0.1428,0.2173,0.004,0.0,0.0,0.1,-0.0406,0.0,0.4218,-0.9264,0.0565,25746000.0,-0.056,0.0,25746000.0,0.0,15779000.0,24862000.0,884000.0,0.0,884000.0,-31000.0,0.0,0.0,915000.0,0.0,915000.0,0.02,0.02,40159752.0,0.11,1.0,0.06,0.0343,0.036,0.1653,1532000.0,884000.0,915000.0,111748000.0,0.0734,0.0,111748000.0,0.0,49212000.0,71008000.0,40740000.0,0.0,40740000.0,21175000.0,0.0,0.0,19565000.0,0.0,19565000.0,0.51,0.5,40159752.0,0.42,1.0,0.383,0.3646,0.175,0.3644,42800000.0,40740000.0,19565000.0,8.622,75.361,0.106,0.978,5.5724,0.1134,0.0126,0.0,4.635,5.5,0.031,0.6129,0.0,3026497000.0,2841984000.0,0.0,0.0,0.0,0.0033,0.067,0.007,0.365,0.039,2.0913,0.0,0.0,0.0,0.0,0.0,0.0,0.824,10.0,0.4404,0.0,2578588500.0,290986000.0,2899038750.0,1.014,2.783,0.0,-0.0047,HTBK,16.99,17.3028572,682314186.4799999
2018-03-31,0.0867,0.1504,0.3474,0.3529,0.3529,0.0024,0.0544,0.0183,0.0,0.0,0.0,0.1,0.0161,0.0,-0.005,0.1504,0.0085,28037000.0,0.0867,0.0,28037000.0,0.0,11567000.0,15990000.0,12047000.0,0.0,12047000.0,3238000.0,0.0,0.0,8809000.0,0.0,8809000.0,0.23,0.23,38265869.0,0.11,1.0,0.445,0.4297,0.314,0.4418,12484000.0,12047000.0,8809000.0,113274000.0,0.1009,0.0,113274000.0,0.0,44531000.0,61400000.0,51874000.0,0.0,51874000.0,25775000.0,0.0,0.0,26099000.0,0.0,26099000.0,0.69,0.67,38265869.0,0.41,1.0,0.476,0.458,0.23,0.3611,53923000.0,51874000.0,26099000.0,7.082,71.461,0.324,1.0252,7.8919,0.1448,0.0141,0.0,1.4115,0.478,0.0183,0.4126,0.0,2734536000.0,2471776000.0,0.0,0.0,0.0,-0.0037,0.096,0.009,0.458,0.04,1.5858,0.0,0.0,0.0,0.0,0.0,0.0,0.594,7.0,0.3931,0.0,2481637250.0,271726500.0,2801462000.0,1.069,2.96,0.0,-0.0117,HTBK,16.48,16.38088238235294,630621521.12
2017-12-31,0.1302,0.2002,-0.8256,-0.7895,-0.8421,0.5858,0.106,0.0363,0.0,0.0,0.0,0.1111,0.6124,0.0,0.0376,0.2002,0.0072,29299000.0,0.1302,0.0,29299000.0,0.0,10958000.0,15322000.0,13977000.0,0.0,13977000.0,12719000.0,0.0,0.0,1258000.0,0.0,1258000.0,0.04,0.03,38200006.0,0.1,1.0,0.493,0.477,0.043,0.4178,14455000.0,13977000.0,1258000.0,111037000.0,0.0928,0.0,111037000.0,0.0,44589000.0,60738000.0,50299000.0,0.0,50299000.0,26471000.0,0.0,0.0,23828000.0,0.0,23828000.0,0.63,0.62,38200006.0,0.4,1.0,0.472,0.453,0.215,0.3666,52446000.0,50299000.0,23828000.0,7.1,73.094,0.32,1.0257,8.2781,0.1445,0.0138,0.0,9.7417,2.5,0.018,0.374,0.0,2792199000.0,2515160000.0,0.0,0.0,0.0,-0.0011,0.088,0.009,0.453,0.04,1.7357,0.0,0.0,0.0,0.0,0.0,0.0,0.635,6.0,0.4016,0.0,2439112250.0,269954750.0,2765522750.0,1.066,2.907,0.0,-0.0157,HTBK,15.32,15.599090969696968,585224091.92
2017-09-30,0.1414,0.2785,0.3709,0.2222,0.2222,2.704,0.125,-0.1072,0.0,0.0,0.0,0.1111,2.9183,0.0,0.0321,0.2785,0.1807,28666000.0,0.1414,0.0,28666000.0,0.0,10908000.0,14834000.0,13832000.0,0.0,13832000.0,5249000.0,0.0,0.0,8583000.0,0.0,8583000.0,0.22,0.22,38130812.0,0.1,1.0,0.5,0.4825,0.299,0.4131,14329000.0,13832000.0,8583000.0,107661000.0,0.0736,0.0,107661000.0,0.0,44192000.0,59693000.0,47968000.0,0.0,47968000.0,18183000.0,0.0,0.0,29785000.0,0.0,29785000.0,0.78,0.77,38130812.0,0.39,1.0,0.467,0.4455,0.277,0.3349,50227000.0,47968000.0,29785000.0,7.224,73.233,0.311,1.0264,9.0772,0.1421,0.0138,0.0,1.3965,0.455,0.0181,0.3805,0.0,2792417000.0,2485434000.0,0.0,0.0,0.0,-0.0121,0.112,0.011,0.446,0.04,1.2366,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.0,0.4105,0.0,2373363000.0,267107500.0,2697379750.0,0.946,2.823,0.0,-0.0209,HTBK,14.23,13.566285714285717,542601454.76
2017-06-30,0.0468,0.0296,0.0969,0.0526,0.0,-0.3236,0.1491,-0.1152,0.0,0.0,0.0,0.1111,-0.3534,0.0,0.0538,0.0296,0.1816,27272000.0,0.0468,0.0,27272000.0,0.0,11098000.0,15254000.0,12018000.0,0.0,12018000.0,4569000.0,0.0,0.0,7449000.0,0.0,7449000.0,0.2,0.19,38012326.0,0.1,1.0,0.464,0.4407,0.273,0.1626,12655000.0,12018000.0,7449000.0,104110000.0,0.0709,0.0,104110000.0,0.0,43853000.0,59155000.0,44955000.0,0.0,44955000.0,16988000.0,0.0,0.0,27967000.0,504000.0,27463000.0,0.74,0.73,38012326.0,0.38,1.0,0.454,0.4318,0.264,0.2617,47313000.0,44955000.0,27967000.0,7.083,70.532,0.117,1.0291,6.9981,0.1453,0.0143,0.0,0.6327,0.5,0.019,0.4069,0.0,2681073000.0,2454179000.0,0.0,0.0,0.0,-0.059,0.104,0.01,0.432,0.04,1.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.514,5.0,0.4212,0.0,2284645500.0,263576000.0,2618383250.0,0.717,2.739,0.0,-0.0299,HTBK,13.78,13.61972222222222,523809852.28
2017-03-31,0.0523,0.0651,0.1671,0.0625,0.0625,0.5569,0.1351,-0.1123,0.0,0.0,0.0,0.1111,0.5344,0.0,0.0707,0.0651,0.1813,25800000.0,0.0523,0.0,25800000.0,0.0,11625000.0,15328000.0,10472000.0,0.0,10472000.0,3934000.0,0.0,0.0,6538000.0,0.0,6538000.0,0.17,0.17,37944319.0,0.1,1.0,0.427,0.4059,0.253,0.4726,11007000.0,10472000.0,6538000.0,102891000.0,0.1313,0.0,102891000.0,0.0,43286000.0,58282000.0,44609000.0,0.0,44609000.0,16796000.0,0.0,0.0,27813000.0,1008000.0,26805000.0,0.73,0.73,37944319.0,0.37,1.0,0.456,0.4336,0.261,0.2883,46914000.0,44609000.0,27813000.0,6.955,68.245,0.321,0.0,7.586,0.0,0.0,0.0,1.8972,0.588,0.0198,0.4506,0.0,2589522000.0,2301676000.0,0.0,0.0,0.0,-0.0171,0.103,0.011,0.434,0.041,1.1317,0.0,0.0,0.0,0.0,0.0,0.0,0.507,6.0,0.4207,0.0,2212613250.0,260646500.0,2529731250.0,0.782,2.712,0.0,-0.0221,HTBK,14.1,13.970833333333333,535014897.9
2016-12-31,0.054,0.6097,0.8151,0.7273,0.5833,-0.3826,0.0886,-0.1047,-1.0,0.0,0.0,0.125,-0.3726,0.0,-0.0469,0.6097,0.1824,25923000.0,0.054,0.0,25923000.0,0.0,10561000.0,14277000.0,11646000.0,0.0,11646000.0,4431000.0,0.0,0.0,7215000.0,0.0,7215000.0,0.19,0.19,37926537.0,0.09,1.0,0.472,0.4493,0.278,0.2929,12236000.0,11646000.0,7215000.0,101608000.0,0.1915,0.0,101608000.0,0.0,42509000.0,57639000.0,43969000.0,0.0,43969000.0,16588000.0,0.0,0.0,27381000.0,1512000.0,25869000.0,0.72,0.72,37926537.0,0.36,1.0,0.456,0.4327,0.255,0.2502,46300000.0,43969000.0,27381000.0,6.851,66.399,0.2,0.0,7.0163,0.0,0.0,0.0,1.0711,0.474,0.0205,0.4074,0.0,2518266000.0,2252163000.0,0.0,0.0,0.0,-0.0176,0.1,0.011,0.433,0.041,1.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,0.4184,0.0,2169796250.0,257585250.0,2451116750.0,0.67,2.679,0.0,-0.0185,HTBK,14.43,13.216764705882351,547279928.91
2016-09-30,0.139,0.9213,1.0794,0.8,0.8,-0.6318,0.1175,-0.1322,-1.0,0.0,0.0,0.125,-0.6386,0.0,-0.1217,0.9213,0.2143,25115000.0,0.139,0.0,25115000.0,0.0,10569000.0,14296000.0,10819000.0,0.0,10819000.0,4054000.0,0.0,0.0,6765000.0,504000.0,6261000.0,0.18,0.18,32295563.0,0.09,1.0,0.455,0.4308,0.249,0.1203,11415000.0,10819000.0,6765000.0,100281000.0,0.2744,0.0,100281000.0,0.0,43038000.0,60723000.0,39558000.0,0.0,39558000.0,14969000.0,0.0,0.0,24589000.0,1960000.0,22629000.0,0.64,0.65,32295563.0,0.35,1.0,0.417,0.3945,0.226,0.2984,41845000.0,39558000.0,24589000.0,8.091,76.635,0.094,0.0,10.6638,0.0,0.0,0.0,0.5169,0.5,0.021,0.4208,0.0,2474956000.0,2130564000.0,0.0,0.0,0.0,-0.0661,0.089,0.009,0.394,0.042,1.3562,0.0,0.0,0.0,0.0,0.0,0.0,0.547,5.0,0.4292,0.0,2098331750.0,253981750.0,2398791500.0,0.927,3.105,0.0,-0.0248,HTBK,10.94,11.37138888888889,353313459.21999997
2016-06-30,0.3169,0.6286,0.6855,0.3571,0.3571,0.1832,0.4155,0.1351,0.0,0.0,0.0,0.125,0.1826,0.0,0.1718,0.6286,0.213,26053000.0,0.3169,0.0,26053000.0,0.0,10531000.0,14381000.0,11672000.0,0.0,11672000.0,4377000.0,0.0,0.0,7295000.0,504000.0,6791000.0,0.19,0.19,32170920.0,0.09,1.0,0.47,0.448,0.261,0.2633,12256000.0,11672000.0,7295000.0,97216000.0,0.3405,0.0,97216000.0,0.0,44502000.0,62846000.0,34370000.0,0.0,34370000.0,13087000.0,0.0,0.0,21283000.0,1904000.0,19379000.0,0.56,0.57,32170920.0,0.34,1.0,0.375,0.3535,0.199,0.3628,36499000.0,34370000.0,21283000.0,8.005,72.267,0.213,0.0,4.9375,0.0,0.0,0.0,1.0261,0.474,0.0225,0.4042,0.0,2324894000.0,2166050000.0,0.0,0.0,0.0,-0.0156,0.077,0.008,0.354,0.042,1.8701,0.0,0.0,0.0,0.0,0.0,0.0,0.607,6.0,0.4578,0.0,2019807000.0,250646000.0,2332352750.0,1.096,3.022,0.0,-0.0268,HTBK,10.53,10.558888888888884,338759787.59999996
2016-03-31,0.3011,0.497,0.5182,0.2308,0.2308,5.1332,0.408,0.1118,0.0,0.0,0.0,0.125,5.4918,0.0,0.1824,0.497,0.2119,24517000.0,0.3011,0.0,24517000.0,0.0,10857000.0,14685000.0,9832000.0,0.0,9832000.0,3726000.0,0.0,0.0,6106000.0,504000.0,5602000.0,0.16,0.16,32121885.0,0.09,1.0,0.424,0.401,0.228,0.3241,10393000.0,9832000.0,6106000.0,90947000.0,0.3244,0.0,90947000.0,0.0,42958000.0,61082000.0,29865000.0,0.0,29865000.0,11400000.0,0.0,0.0,18465000.0,1848000.0,16617000.0,0.51,0.52,32121885.0,0.33,1.0,0.349,0.3284,0.183,0.3761,31779000.0,29865000.0,18465000.0,7.835,70.779,0.247,0.0,4.456,0.0,0.0,0.0,1.4222,0.563,0.0231,0.4428,0.0,2273543000.0,2130408000.0,0.0,0.0,0.0,-0.0026,0.071,0.008,0.328,0.042,2.116,0.0,0.0,0.0,0.0,0.0,0.0,0.647,-1.0,0.4723,0.0,1861540750.0,233027500.0,2157831250.0,1.065,2.831,0.0,-0.0271,HTBK,10.01,9.563714285714285,321540068.84999996
