,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.0611,0.3603,0.652,0.6322,0.6471,-0.0669,0.0262,0.0227,0.0939,0.0494,0.0,0.0156,0.7163,0.0,-0.0381,0.36,0.0036,1910916000.0,0.034,973636000.0,937280000.0,0.0,593142000.0,668333000.0,268947000.0,39705000.0,228539000.0,48464000.0,703000.0,0.0,180075000.0,0.0,180075000.0,1.42,1.4,121669098.0,0.65,0.4905,0.155,0.1404,0.094,0.0648,295589000.0,268244000.0,180778000.0,7768461000.0,0.0076,3994902000.0,3773559000.0,0.0,2420180000.0,2755354000.0,1018205000.0,150460000.0,863418000.0,200304000.0,4327000.0,0.0,663114000.0,0.0,663114000.0,5.26,5.17,121669098.0,1.57,0.4858,0.147,0.1305,0.085,0.0708,1138527000.0,1013878000.0,667441000.0,44.597,200.891,1.017,22.9266,7.4892,0.5141,0.1133,6.7559,0.7741,0.458,0.0073,0.3104,0.0,24442169000.0,26320420000.0,4263450500.0,236995500.0,0.0,-0.1119,0.122,0.027,0.131,0.318,0.9129,11.857,205.1505,0.0,1.8221,32.7789,0.0,0.298,10.0,0.3115,0.0,26033861250.0,5429943500.0,24461242250.0,4.518,63.849,6.7385,-0.092,WRB,72.410004,75.83257168571429,8810059872.856392
2018-03-31,0.0418,0.1228,0.3479,0.3069,0.3542,-1.2655,0.0442,0.0497,0.0671,0.0885,0.0,0.0769,-1.5417,0.0,0.0112,0.1219,0.0027,1891247000.0,0.0111,963219000.0,928028000.0,0.0,610439000.0,679982000.0,248046000.0,37056000.0,209813000.0,43417000.0,1177000.0,0.0,166396000.0,0.0,166396000.0,1.32,1.3,121542004.0,0.14,0.4907,0.146,0.1305,0.088,-0.018,275896000.0,246869000.0,167573000.0,7705594000.0,-0.0016,3985964000.0,3719630000.0,0.0,2443670000.0,2772612000.0,947018000.0,147554000.0,795271000.0,203228000.0,4193000.0,0.0,592043000.0,0.0,592043000.0,4.71,4.62,121542004.0,1.56,0.4827,0.138,0.1224,0.077,0.0646,1066675000.0,942825000.0,596236000.0,44.855,200.827,-0.281,22.2887,7.8706,0.4969,0.1102,6.6621,-0.1204,0.106,0.0073,0.3228,0.0,24408887000.0,26161302000.0,4059662000.0,233393000.0,0.0,0.7039,0.11,0.024,0.122,0.317,1.0394,11.7826,200.4451,0.0,1.8981,33.0155,0.0,0.331,11.0,0.3171,0.0,25856287000.0,5395043500.0,24304329000.0,4.097,63.399,6.3897,-0.1907,WRB,72.699997,70.29882341176472,8836103326.173988
2017-12-31,-0.0205,-0.1166,0.0118,-0.016,0.0254,0.5511,0.04,0.0684,0.0088,-0.0288,0.0,0.0159,0.3547,0.0,-0.015,-0.1133,0.0035,1934956000.0,-0.0186,976873000.0,958083000.0,0.0,615777000.0,719805000.0,238278000.0,36878000.0,199717000.0,45128000.0,1683000.0,0.0,154589000.0,0.0,154589000.0,1.23,1.21,121794758.0,0.64,0.4951,0.14,0.1223,0.08,0.0763,271414000.0,236595000.0,156272000.0,7684764000.0,0.004,4002348000.0,3682416000.0,0.0,2436932000.0,2762349000.0,920067000.0,147297000.0,768527000.0,219433000.0,4243000.0,0.0,549094000.0,0.0,549094000.0,4.4,4.26,121794758.0,1.55,0.4792,0.134,0.1192,0.071,0.0774,1028780000.0,915824000.0,553337000.0,44.43,198.046,1.212,21.0323,7.8039,0.4734,0.1054,6.4156,1.2228,0.52,0.0074,0.3182,0.0,24120972000.0,25732129000.0,4280950000.0,229794000.0,0.0,-0.2193,0.103,0.023,0.119,0.32,1.2946,11.706,200.3564,0.0,1.7951,33.442,0.0,0.352,11.0,0.3171,0.0,25649243250.0,5327001000.0,24044224500.0,4.887,63.096,6.2175,-0.1628,WRB,71.650002,69.2881816969697,8726594654.289516
2017-09-30,-0.0984,-0.2888,-0.2656,-0.2833,-0.2674,-0.2466,0.0424,0.1159,-0.007,0.0689,0.0,-0.7778,-0.1724,0.0,-0.0091,-0.2868,-0.012,2031342000.0,0.0058,1081174000.0,950168000.0,0.0,600822000.0,687234000.0,262934000.0,36821000.0,225349000.0,63295000.0,764000.0,0.0,162054000.0,0.0,162054000.0,1.29,1.26,121277042.0,0.14,0.4678,0.146,0.1291,0.08,0.1538,295628000.0,262170000.0,162818000.0,7721453000.0,0.0304,4018936000.0,3702517000.0,0.0,2446323000.0,2752017000.0,950500000.0,147296000.0,799764000.0,252470000.0,3440000.0,0.0,547294000.0,0.0,547294000.0,4.42,4.25,121277042.0,1.54,0.4795,0.135,0.1227,0.071,0.0721,1042095000.0,947060000.0,550734000.0,44.778,199.235,2.576,20.8855,6.3821,0.4664,0.1041,7.1201,1.8327,0.109,0.0071,0.2958,0.0,24162654000.0,25921594000.0,4190016000.0,245080500.0,0.0,0.052,0.105,0.023,0.123,0.324,1.1762,10.8032,204.6662,0.0,1.8428,31.5058,0.0,0.348,10.0,0.3168,0.0,25457323500.0,5235967000.0,23810456250.0,4.589,63.668,6.4296,-0.1355,WRB,66.739998,66.20542808571429,8094029540.525916
2017-06-30,-0.0094,0.021,0.0003,-0.0225,0.0,-0.2201,0.042,0.0906,-0.0401,-0.02,0.0,3.9231,-0.6054,0.0,0.0596,0.0243,-0.0112,1848049000.0,-0.0042,964698000.0,883351000.0,0.0,616632000.0,685591000.0,197760000.0,36799000.0,160392000.0,51388000.0,569000.0,0.0,109004000.0,0.0,109004000.0,0.87,0.85,121228108.0,0.64,0.478,0.121,0.1067,0.059,0.039,223737000.0,197191000.0,109573000.0,7709838000.0,0.0511,3903618000.0,3806220000.0,0.0,2451849000.0,2749996000.0,1056224000.0,147518000.0,906017000.0,300127000.0,2689000.0,0.0,605890000.0,0.0,605890000.0,4.93,4.71,121228108.0,2.03,0.4937,0.148,0.1366,0.079,0.0806,1137392000.0,1053535000.0,608579000.0,43.608,196.725,0.595,21.0339,6.5031,0.4823,0.1063,5.3586,1.3705,0.736,0.006,0.3337,0.0,23848578000.0,25610123000.0,4203073500.0,234061500.0,0.0,-0.5172,0.119,0.026,0.137,0.327,1.2229,10.4926,196.9711,0.0,1.8343,32.9394,0.0,0.412,10.0,0.318,0.0,25199245500.0,5109774250.0,23562851250.0,5.127,63.598,7.1417,-0.161,WRB,69.16999799999999,68.3461106111111,8385347987.903783
2017-03-31,0.0067,0.0665,0.0329,0.0412,0.0323,-0.4639,0.0592,0.1025,0.105,-0.0543,0.0,0.0833,-0.5089,0.0,0.0365,0.0686,-0.0112,1870418000.0,0.035,979603000.0,890815000.0,0.0,603700000.0,669719000.0,221096000.0,36799000.0,183070000.0,59623000.0,1227000.0,0.0,123447000.0,0.0,123447000.0,1.01,0.96,121213179.0,0.13,0.4763,0.127,0.1176,0.066,0.0337,238002000.0,219869000.0,124674000.0,7717703000.0,0.0617,3903082000.0,3814621000.0,0.0,2417172000.0,2763091000.0,1051530000.0,145471000.0,904000000.0,298147000.0,2059000.0,0.0,605853000.0,0.0,605853000.0,4.95,4.71,121213179.0,1.52,0.4943,0.146,0.136,0.079,0.0949,1123410000.0,1049471000.0,607912000.0,42.731,193.072,0.52,20.9434,5.0192,0.4901,0.1078,5.9749,0.6114,0.129,0.0061,0.3228,0.0,23402901000.0,25333127000.0,3999299000.0,237439000.0,0.0,-0.1651,0.121,0.026,0.136,0.331,1.2925,10.312,183.8636,0.0,1.9298,32.5039,0.0,0.307,10.0,0.3132,0.0,24941528000.0,5013770000.0,23320944250.0,6.041,63.67,7.2143,-0.0649,WRB,70.629997,70.99944430555554,8561286469.130464
2016-12-31,0.1015,0.4261,0.3922,0.4045,0.3882,-0.533,0.0752,0.1145,0.1429,0.0915,0.0,4.25,-0.5417,0.0,0.0568,0.4297,-0.0155,1971644000.0,0.0887,993461000.0,978183000.0,0.0,625169000.0,709473000.0,268710000.0,36877000.0,230953000.0,78164000.0,880000.0,0.0,152789000.0,0.0,152789000.0,1.25,1.18,121371880.0,0.63,0.4961,0.144,0.1358,0.077,0.0552,284728000.0,267830000.0,153669000.0,7654184000.0,0.0621,3845800000.0,3808384000.0,0.0,2395619000.0,2771050000.0,1037334000.0,140896000.0,894869000.0,292953000.0,1569000.0,0.0,601916000.0,0.0,601916000.0,4.91,4.68,121371880.0,1.51,0.4976,0.147,0.1353,0.079,0.1042,1121816000.0,1035765000.0,603485000.0,41.585,191.316,0.898,20.9225,6.5525,0.5031,0.1087,7.2628,0.7976,0.504,0.0062,0.3171,0.0,23220331000.0,24964450000.0,4161542000.0,218940000.0,0.0,-0.1061,0.123,0.026,0.135,0.333,1.4095,10.1633,207.1288,0.0,1.8393,34.9602,0.0,0.308,9.0,0.313,0.0,24492524000.0,4906671750.0,22991824250.0,6.571,63.064,7.3513,-0.0599,WRB,66.510002,63.56558826470588,8072443981.54376
2016-09-30,0.1276,0.4155,0.4459,0.4516,0.4576,0.3713,0.0739,0.0801,0.1529,-0.0078,0.0,4.25,0.3946,0.0,0.0572,0.4149,-0.005,2019727000.0,0.0853,965856000.0,1053871000.0,0.0,606348000.0,685213000.0,368658000.0,37043000.0,331602000.0,110952000.0,13000.0,0.0,220650000.0,0.0,220650000.0,1.8,1.72,122755417.0,0.63,0.5218,0.194,0.1825,0.109,0.1869,390925000.0,368645000.0,220663000.0,7493908000.0,0.0437,3775311000.0,3718597000.0,0.0,2362343000.0,2762031000.0,956566000.0,135755000.0,819989000.0,261116000.0,822000.0,0.0,558873000.0,0.0,558873000.0,4.55,4.35,122755417.0,1.0,0.4962,0.139,0.1275,0.075,0.1236,1044652000.0,955744000.0,559695000.0,40.127,189.087,3.075,20.7798,7.1122,0.5179,0.1093,9.9518,1.7865,0.35,0.0057,0.3002,0.0,23211510000.0,24889282000.0,4066317000.0,245815000.0,0.0,-0.0423,0.117,0.025,0.128,0.332,1.7669,12.7426,197.2791,0.0,1.8429,30.486,0.0,0.22,9.0,0.3152,0.0,24010416750.0,4794931250.0,22583355000.0,7.546,61.047,7.0402,-0.062,WRB,57.759997999999996,58.06472236111113,7090352640.409165
2016-06-30,0.0093,-0.0856,-0.1143,-0.101,-0.1053,-0.2954,0.0616,0.1088,0.1354,0.13,0.0,0.0833,-0.2861,0.0,0.0146,-0.0859,-0.0179,1855914000.0,0.037,964162000.0,891752000.0,0.0,581955000.0,698686000.0,193066000.0,34752000.0,158375000.0,49408000.0,-61000.0,0.0,108967000.0,0.0,108967000.0,0.89,0.85,122602882.0,0.13,0.4805,0.113,0.1041,0.059,0.0985,209755000.0,193127000.0,108906000.0,7335138000.0,0.0245,3735810000.0,3599328000.0,0.0,2329536000.0,2750859000.0,848469000.0,130353000.0,717178000.0,226348000.0,938000.0,0.0,490830000.0,0.0,490830000.0,3.99,3.81,122602882.0,0.49,0.4907,0.128,0.1155,0.067,0.1117,937276000.0,847531000.0,491768000.0,39.987,186.55,1.491,21.6669,7.7381,0.5419,0.1154,5.5573,1.7579,0.146,0.0067,0.3136,0.0,22871536000.0,24579253000.0,4001363500.0,235851500.0,0.0,-0.0457,0.104,0.022,0.116,0.331,1.7944,12.2655,211.261,0.0,1.8332,31.1007,0.0,0.123,10.0,0.3176,0.0,23517579000.0,4709306500.0,22181582500.0,6.684,59.828,6.5018,-0.0696,WRB,59.919998,56.30444444444445,7346364444.234236
2016-03-31,0.0485,0.015,0.0102,0.0319,0.0449,1.3072,0.0176,0.065,-0.0997,0.1304,0.0,0.0909,1.4058,0.0,0.057,0.0179,-0.0256,1807211000.0,0.0358,922321000.0,884890000.0,0.0,582459000.0,677990000.0,206900000.0,32224000.0,173939000.0,54428000.0,737000.0,0.0,119511000.0,0.0,119511000.0,0.97,0.93,122586752.0,0.12,0.4896,0.131,0.1141,0.066,0.071,236408000.0,206163000.0,120248000.0,7268989000.0,0.0143,3677883000.0,3591106000.0,0.0,2321163000.0,2724485000.0,866621000.0,128632000.0,736976000.0,232078000.0,1013000.0,0.0,504898000.0,0.0,504898000.0,4.09,3.91,122586752.0,0.48,0.494,0.132,0.1191,0.069,0.1228,961789000.0,865608000.0,505911000.0,38.758,180.094,1.047,18.7413,6.832,0.4835,0.1033,6.3978,1.1779,0.124,0.0069,0.3223,0.0,22077187000.0,23537111000.0,3873812500.0,320350500.0,0.0,-0.0885,0.11,0.023,0.119,0.333,1.9035,12.8967,206.4225,0.0,1.8764,22.6907,0.0,0.117,10.0,0.3193,0.0,23153340250.0,4609228000.0,21847569000.0,7.282,59.297,6.7293,-0.0711,WRB,56.200001,53.02371439999999,6889375584.9867525
