,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.0137,0.0825,0.2467,0.2308,0.2308,2.7912,-0.0385,0.0202,-0.2833,0.0,0.0,0.1667,3.6516,0.0,-0.0371,0.0825,0.0011,83383000.0,0.0137,0.0,83383000.0,0.0,28207000.0,34254000.0,49129000.0,0.0,49129000.0,13756000.0,0.0,0.0,35373000.0,0.0,35373000.0,0.32,0.32,110259842.0,0.14,1.0,0.59,0.5892,0.424,0.3286,49226000.0,49129000.0,35373000.0,336454000.0,0.0732,0.0,336454000.0,0.0,115151000.0,139963000.0,196491000.0,0.0,196491000.0,78671000.0,0.0,0.0,117820000.0,0.0,117820000.0,1.07,1.07,110259842.0,0.56,1.0,0.584,0.584,0.35,0.4099,196602000.0,196491000.0,117820000.0,9.826,72.294,0.248,3.7169,1.7109,0.3783,0.0506,0.0,0.7889,0.438,0.0152,0.3383,0.0,7971120000.0,8192309000.0,0.0,8173000.0,0.0,-0.0182,0.11,0.014,0.584,0.041,1.2014,0.0,0.0,0.0,0.0,41.1665,0.0,0.523,13.0,0.3422,0.0,8399079000.0,1074001250.0,8256155250.0,1.251,3.051,0.0,-0.0258,CVBF,22.42,23.37685722857143,2472025657.6400003
2018-03-31,0.0735,0.0888,0.2248,0.2308,0.2308,-0.2927,-0.0237,0.0035,-0.1307,0.0,0.0,0.1667,-0.2929,0.0,0.059,0.0888,0.0161,84437000.0,0.0735,0.0,84437000.0,0.0,29392000.0,35946000.0,48491000.0,0.0,48491000.0,13578000.0,0.0,0.0,34913000.0,0.0,34913000.0,0.32,0.32,110159857.0,0.14,1.0,0.577,0.5743,0.413,0.4702,48748000.0,48491000.0,34913000.0,335330000.0,0.0941,0.0,335330000.0,0.0,116237000.0,142582000.0,192748000.0,0.0,192748000.0,81928000.0,0.0,0.0,110820000.0,0.0,110820000.0,1.01,1.01,110159857.0,0.54,1.0,0.572,0.5748,0.33,0.3471,191802000.0,192748000.0,110820000.0,9.685,74.738,0.36,4.6573,4.2333,0.4809,0.0614,0.0,1.1577,0.438,0.0147,0.3481,0.0,8233089000.0,8279802000.0,0.0,0.0,0.0,-0.0177,0.104,0.013,0.575,0.04,1.0919,0.0,0.0,0.0,0.0,0.0,0.0,0.535,15.0,0.3466,0.0,8514390000.0,1068339250.0,8337240250.0,1.057,3.044,0.0,-0.0381,CVBF,22.639999,23.440882323529408,2494019052.3201427
2017-12-31,0.0908,0.1611,-0.3407,-0.36,-0.36,0.2827,0.0244,0.0594,-0.15,0.0,0.0,0.1667,1.0555,0.0,0.1279,0.1607,0.0187,85357000.0,0.0908,0.0,85357000.0,0.0,29171000.0,35057000.0,50300000.0,0.0,50300000.0,32449000.0,0.0,0.0,17851000.0,0.0,17851000.0,0.16,0.16,110156656.0,0.14,1.0,0.587,0.5893,0.209,0.3556,50088000.0,50300000.0,17851000.0,329548000.0,0.1021,0.0,329548000.0,0.0,114600000.0,140753000.0,188795000.0,0.0,188795000.0,84384000.0,0.0,0.0,104411000.0,0.0,104411000.0,0.95,0.95,110156656.0,0.52,1.0,0.571,0.5729,0.317,0.4087,188150000.0,188795000.0,104411000.0,9.707,73.96,0.276,5.2611,1.4736,0.542,0.0701,0.0,1.7992,0.875,0.0149,0.3418,0.0,8147184000.0,8564402000.0,0.0,11888500.0,0.0,-0.0549,0.098,0.012,0.573,0.039,1.3369,0.0,0.0,0.0,0.0,27.7199,0.0,0.547,16.0,0.3477,0.0,8596798250.0,1063208000.0,8387980500.0,1.223,2.992,0.0,-0.0351,CVBF,23.559998999999998,23.813939303030295,2595290705.203344
2017-09-30,0.1202,0.175,0.1664,0.1739,0.1739,0.0379,0.0322,0.0517,-0.0992,0.0,0.0,0.1667,0.029,0.0,0.047,0.175,0.0203,83277000.0,0.1202,0.0,83277000.0,0.0,28381000.0,34706000.0,48571000.0,0.0,48571000.0,18888000.0,0.0,0.0,29683000.0,0.0,29683000.0,0.27,0.27,110151039.0,0.14,1.0,0.583,0.5832,0.356,0.4857,48540000.0,48571000.0,29683000.0,322444000.0,0.0973,0.0,322444000.0,0.0,111292000.0,140612000.0,181832000.0,0.0,181816000.0,68180000.0,0.0,0.0,113636000.0,0.0,113636000.0,1.04,1.04,110151039.0,0.5,1.0,0.565,0.5639,0.352,0.3637,182057000.0,181816000.0,113636000.0,9.773,74.264,0.367,4.9372,1.4917,0.5052,0.0655,0.0,1.3849,0.519,0.0149,0.3408,0.0,8180271000.0,8559803000.0,0.0,22368000.0,0.0,-0.0161,0.109,0.014,0.564,0.039,1.1498,1.8395,0.0,0.0,0.0,14.4154,0.0,0.481,17.0,0.3452,0.0,8578569000.0,1043607000.0,8338760750.0,1.065,2.927,0.0,-0.1026,CVBF,24.17,21.268285514285708,2662350612.63
2017-06-30,0.0934,0.1126,0.1121,0.1304,0.1304,-0.7302,0.0127,0.0472,-0.072,0.0,0.0,0.0,-0.7747,0.0,0.0539,0.1126,0.0216,82259000.0,0.0934,0.0,82259000.0,0.0,29293000.0,36873000.0,45386000.0,0.0,45386000.0,17013000.0,0.0,0.0,28373000.0,0.0,28373000.0,0.26,0.26,110138557.0,0.12,1.0,0.54,0.5517,0.345,0.0716,44426000.0,45386000.0,28373000.0,313511000.0,0.058,0.0,313511000.0,0.0,110019000.0,138912000.0,174599000.0,0.0,174583000.0,65182000.0,0.0,0.0,109401000.0,0.0,109401000.0,1.0,1.0,110138557.0,0.48,1.0,0.562,0.5569,0.349,0.3704,176298000.0,174583000.0,109401000.0,9.631,75.282,0.053,5.1922,1.9048,0.5391,0.0679,0.0,0.2594,0.462,0.0151,0.3561,0.0,8291491000.0,8653553000.0,0.0,30534500.0,0.0,-0.1998,0.107,0.013,0.557,0.038,1.1806,19.0306,0.0,0.0,0.0,10.2674,0.0,0.48,15.0,0.3509,0.0,8491856500.0,1025316750.0,8274006000.0,1.054,2.847,0.0,-0.101,CVBF,22.43,21.383610999999995,2470407833.5099998
2017-03-31,0.1047,0.2091,0.2186,0.1818,0.1818,0.8241,0.0806,0.0564,-0.1026,0.0,0.0,0.0,0.8459,0.0,0.0061,0.2091,0.0192,78655000.0,0.1047,0.0,78655000.0,0.0,27755000.0,34117000.0,44538000.0,0.0,44538000.0,16034000.0,0.0,0.0,28504000.0,0.0,28504000.0,0.26,0.26,108415281.0,0.12,1.0,0.573,0.5662,0.362,0.7139,45096000.0,44538000.0,28504000.0,306482000.0,0.0417,0.0,306482000.0,0.0,108521000.0,136477000.0,170005000.0,0.0,169989000.0,63447000.0,0.0,0.0,106542000.0,0.0,106542000.0,0.97,0.97,108415281.0,0.48,1.0,0.568,0.5546,0.348,0.445,174212000.0,169989000.0,106542000.0,9.651,77.775,0.518,5.4435,3.8072,0.564,0.069,0.0,2.0049,0.462,0.0148,0.3529,0.0,8432036000.0,8609435000.0,0.0,2076000.0,0.0,-0.0175,0.106,0.013,0.555,0.037,1.3992,0.0,0.0,0.0,0.0,147.631,0.0,0.495,17.0,0.3541,0.0,8339551250.0,1007990250.0,8247532000.0,1.258,2.827,0.0,-0.0852,CVBF,22.09,22.974722222222226,2394893557.29
2016-12-31,0.0709,0.0525,-0.0537,-0.0741,-0.0741,0.2352,0.0525,0.0555,-0.1058,0.0,0.0,-0.5,-0.2824,0.0,0.0229,0.0529,0.0167,78253000.0,0.0709,0.0,78253000.0,0.0,25863000.0,34916000.0,43337000.0,0.0,43321000.0,16245000.0,0.0,0.0,27076000.0,0.0,27076000.0,0.25,0.25,108135993.0,0.12,1.0,0.562,0.5536,0.346,0.1887,43995000.0,43321000.0,27076000.0,299026000.0,0.024,0.0,299026000.0,0.0,108352000.0,136724000.0,162302000.0,0.0,162286000.0,60857000.0,0.0,0.0,101429000.0,0.0,101429000.0,0.94,0.94,108135993.0,0.36,1.0,0.555,0.5427,0.339,0.37,166088000.0,162286000.0,101429000.0,9.163,73.788,0.137,6.305,1.5673,0.6881,0.0844,0.0,0.9248,0.48,0.0117,0.3305,0.0,7979164000.0,8491485000.0,0.0,12736500.0,0.0,-0.4102,0.103,0.013,0.543,0.037,1.2152,29.0229,0.0,0.0,0.0,23.4779,0.0,0.383,17.0,0.3623,0.0,8225720000.0,989372500.0,8087960750.0,1.023,2.765,0.0,-0.1023,CVBF,22.93,21.93617658823529,2479558319.49
2016-09-30,-0.0324,-0.0624,-0.0874,-0.1154,-0.1154,0.1088,0.0549,0.0733,-0.0506,0.0,0.0,0.0,0.1245,0.0,-0.0136,-0.0624,0.0152,74344000.0,-0.0324,0.0,74344000.0,0.0,27108000.0,33006000.0,41338000.0,0.0,41338000.0,15890000.0,0.0,0.0,25448000.0,0.0,25448000.0,0.23,0.23,107957513.0,0.12,1.0,0.575,0.556,0.342,0.5287,42781000.0,41338000.0,25448000.0,293845000.0,0.0133,0.0,293845000.0,0.0,107773000.0,133720000.0,160125000.0,0.0,160125000.0,57159000.0,0.0,0.0,102966000.0,0.0,102966000.0,0.95,0.95,107957513.0,0.48,1.0,0.551,0.5449,0.35,0.3963,161959000.0,160125000.0,102966000.0,9.293,73.654,0.364,5.5926,3.171,0.6018,0.075,0.0,1.5564,0.522,0.0116,0.3646,0.0,7951526000.0,8212953000.0,0.0,42714000.0,0.0,-0.0075,0.106,0.013,0.545,0.037,1.1507,53.5504,0.0,0.0,0.0,6.8794,0.0,0.505,11.0,0.3668,0.0,8157444000.0,972506750.0,7987334000.0,1.079,2.722,0.0,-0.0172,CVBF,17.610001,17.3130555,1901131911.8875132
2016-06-30,0.0291,-0.0187,-0.0484,-0.08,-0.08,0.2668,0.0799,0.0931,-0.1044,0.0,0.0,0.0,0.2329,0.0,0.0654,-0.0187,0.0146,75230000.0,0.0291,0.0,75230000.0,0.0,27795000.0,34438000.0,40792000.0,0.0,40792000.0,15278000.0,0.0,0.0,25514000.0,0.0,25514000.0,0.23,0.23,107806175.0,0.12,1.0,0.563,0.5422,0.339,0.3475,42340000.0,40792000.0,25514000.0,296331000.0,0.0456,0.0,296331000.0,0.0,108147000.0,133456000.0,162875000.0,0.0,162875000.0,57471000.0,0.0,0.0,105404000.0,0.0,105404000.0,0.98,0.98,107806175.0,0.48,1.0,0.549,0.5496,0.356,0.3783,162794000.0,162875000.0,105404000.0,9.197,76.234,0.243,5.7162,7.3322,0.6215,0.0741,0.0,1.0692,0.522,0.0113,0.3695,0.0,8218547000.0,8044332000.0,0.0,52208000.0,0.0,-0.0416,0.111,0.013,0.55,0.038,1.0873,55.0867,0.0,0.0,0.0,5.676,0.0,0.49,13.0,0.365,0.0,8065271500.0,951862750.0,7882701250.0,1.04,2.749,0.0,-0.0218,CVBF,16.389999,16.83138897222222,1766943100.443825
2016-03-31,0.0316,0.5005,0.4774,0.4667,0.4667,0.1144,0.0642,0.0798,0.122,0.0,0.0,-1.0,0.088,0.0,0.0849,-0.0412,0.0032,71199000.0,0.0316,0.0,71199000.0,0.0,27586000.0,34364000.0,36835000.0,0.0,36835000.0,13444000.0,0.0,0.0,23391000.0,0.0,23391000.0,0.22,0.22,106372382.0,0.0,1.0,0.519,0.5174,0.329,0.4272,36972000.0,36835000.0,23391000.0,294204000.0,0.0429,0.0,294204000.0,0.0,106441000.0,130551000.0,163653000.0,0.0,163653000.0,56950000.0,0.0,0.0,106703000.0,0.0,106703000.0,1.0,1.0,106372382.0,0.36,1.0,0.553,0.5563,0.363,0.3642,162587000.0,163653000.0,106703000.0,9.136,73.579,0.286,6.1824,3.1052,0.6767,0.083,0.0,1.3394,0.0,0.0119,0.3874,0.0,7826780000.0,8154110000.0,0.0,3251000.0,0.0,-0.0291,0.115,0.014,0.556,0.038,1.0202,5.1511,0.0,0.0,0.0,90.4965,0.0,0.36,15.0,0.3618,0.0,8013609250.0,927494750.0,7728964000.0,1.007,2.766,0.0,-0.0156,CVBF,17.450001,16.287714400000002,1856198172.272382
