,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-05-04,0.0366,0.3379,0.6412,0.7,0.7,-0.0549,0.0407,0.0166,0.079,-0.0138,0.0,0.0775,0.1714,0.0358,0.0,0.0802,-0.0603,-0.0373,17360000000.0,0.0297,11348000000.0,6012000000.0,0.0,4187000000.0,4547000000.0,1465000000.0,160000000.0,1305000000.0,317000000.0,0.0,0.0,988000000.0,0.0,988000000.0,1.19,1.19,825000000.0,826000000.0,0.41,0.3463,0.107,0.0844,0.057,0.1849,1852000000.0,1465000000.0,988000000.0,69119000000.0,0.0372,45498000000.0,23621000000.0,0.0,15687000000.0,17129000000.0,6492000000.0,633000000.0,5859000000.0,2026000000.0,0.0,0.0,3833000000.0,0.0,3833000000.0,4.59,4.59,825000000.0,1.64,0.3417,0.116,0.0939,0.055,0.0593,8030000000.0,6492000000.0,3833000000.0,6.964,44.787,3.891,19.2048,1.897,2.7579,0.4144,9.1563,1.016,3.4706,0.345,0.0337,0.2412,0.0,259000000.0,36949000000.0,-16459000000.0,35454000000.0,0.0,10004500000.0,12729000000.0,-0.0639,0.0014,7.5994,-0.0126,-0.5659,0.67,0.104,0.1879,0.094,7.0,1.881,1.3564,53.3567,0.0,69.727,0.0,6.9088,5.43,0.357,13.0,0.227,0.0,36734500000.0,5724000000.0,36744750000.0,4.967,83.781,10.2559,0.194,-0.2118,0.0014,-0.0159,-0.7159,LOW,84.230003,85.46166675,69489752475.0
2018-02-02,-0.0379,-0.1348,-0.1644,-0.0946,-0.0946,-0.0599,-1.8822,0.0257,-0.0431,0.0826,0.0,0.0894,0.1714,-62.9,0.0,-0.0074,-0.1348,-0.0461,15494000000.0,-0.0184,10268000000.0,5226000000.0,0.0,3761000000.0,4128000000.0,1098000000.0,154000000.0,944000000.0,390000000.0,0.0,0.0,554000000.0,0.0,554000000.0,0.67,0.67,829760597.0,832000000.0,0.41,0.3373,0.096,0.0709,0.036,-0.04,1490000000.0,1098000000.0,554000000.0,68619000000.0,0.0554,45210000000.0,23409000000.0,0.0,15376000000.0,16823000000.0,6586000000.0,633000000.0,5489000000.0,2042000000.0,0.0,0.0,3447000000.0,0.0,3447000000.0,4.09,4.09,829760597.0,1.58,0.3411,0.112,0.0892,0.05,0.0581,7662000000.0,6122000000.0,3447000000.0,7.078,40.956,-0.746,20.4818,0.7086,2.8938,0.4816,7.1299,1.056,-0.5542,0.612,0.037,0.2427,0.0,676000000.0,33984000000.0,-16646000000.0,38295000000.0,0.0,6620500000.0,10925500000.0,1.0163,0.0014,10.943,-0.0201,-0.7959,0.608,0.094,0.172,0.089,7.0,1.875,1.4694,35.0537,0.0,60.6019,0.0,10.3646,6.2806,0.386,16.0,0.2241,0.0,36858000000.0,5670500000.0,36588750000.0,4.805,82.697,9.6714,0.169,-0.2128,0.0014,-0.0157,-0.7,LOW,101.5,97.24764744117648,84220700595.5
2017-11-03,0.0566,0.6475,1.3008,1.4419,1.4419,-0.0634,-0.5351,0.0399,-0.0859,0.0555,0.0,0.1277,0.1714,-1.0062,0.0,-0.0676,0.6475,-0.0481,16770000000.0,0.0655,11057000000.0,5713000000.0,0.0,3808000000.0,4166000000.0,1547000000.0,160000000.0,1387000000.0,515000000.0,0.0,0.0,872000000.0,0.0,872000000.0,1.05,1.05,831000000.0,842000000.0,0.41,0.3407,0.115,0.0922,0.052,-0.0001,1927000000.0,1547000000.0,872000000.0,68909000000.0,0.1031,45294000000.0,23615000000.0,0.0,15404000000.0,16858000000.0,6757000000.0,639000000.0,5654000000.0,2098000000.0,0.0,0.0,3556000000.0,0.0,3556000000.0,4.17,4.17,831000000.0,1.52,0.3427,0.114,0.0913,0.052,0.067,7841000000.0,6293000000.0,3556000000.0,6.91,42.667,-0.002,19.2996,0.8941,2.7931,0.436,9.6688,1.02,0.3417,0.39,0.0361,0.2271,0.0,271000000.0,35456000000.0,-17032000000.0,37013000000.0,0.0,8369500000.0,11691500000.0,-1.0067,0.0014,7.8931,-0.0179,-0.7895,0.612,0.098,0.1862,0.091,7.0,1.895,1.6085,47.1578,0.0,65.6437,0.0,8.2333,5.8939,0.365,13.0,0.2235,0.0,36407500000.0,5810750000.0,36368000000.0,5.555,82.923,9.8482,0.177,-0.193,0.0014,-0.016,-0.7132,LOW,77.91999799999999,80.04405402702699,64751518337.99999
2017-08-04,0.0608,0.1614,0.2159,0.2727,0.2824,-0.0684,0.2635,0.0054,-0.1592,0.0173,0.0,0.0757,0.1714,0.333,0.0,0.0168,0.1614,-0.0476,19495000000.0,0.0676,12825000000.0,6670000000.0,0.0,3931000000.0,4288000000.0,2382000000.0,159000000.0,2223000000.0,804000000.0,0.0,0.0,1419000000.0,0.0,1419000000.0,1.68,1.68,841000000.0,858000000.0,0.41,0.3421,0.142,0.1222,0.073,0.0774,2761000000.0,2382000000.0,1419000000.0,67878000000.0,0.1111,44569000000.0,23309000000.0,0.0,15680000000.0,17160000000.0,6149000000.0,642000000.0,5043000000.0,1980000000.0,0.0,0.0,3063000000.0,0.0,3063000000.0,3.55,3.55,841000000.0,1.46,0.3434,0.107,0.0838,0.045,0.0728,7265000000.0,5685000000.0,3063000000.0,6.583,42.108,1.794,19.1249,2.0166,2.9053,0.4386,14.9811,1.03,1.2537,0.244,0.0342,0.2016,0.0,408000000.0,35413000000.0,-17099000000.0,36176000000.0,0.0,8172500000.0,11005500000.0,-0.1518,0.0015,5.1681,-0.0138,-0.7124,0.508,0.085,0.1786,0.084,7.0,1.885,1.9794,46.5082,0.0,61.3388,0.0,8.3057,6.1676,0.411,14.0,0.231,0.0,36138750000.0,6025000000.0,36014750000.0,5.874,80.711,8.8551,0.1519,-0.1852,0.0014,-0.0165,-0.7108,LOW,78.370003,77.09027780555556,65909172523.0
2017-05-05,0.0868,-0.3096,-0.319,-0.2857,-0.2857,-0.0632,0.0233,0.0117,-0.1973,0.0428,0.0,0.1085,0.25,0.0251,0.0,0.143,-0.017,-0.0446,16860000000.0,0.1067,11060000000.0,5800000000.0,0.0,3876000000.0,4241000000.0,1559000000.0,161000000.0,934000000.0,332000000.0,0.0,0.0,602000000.0,0.0,602000000.0,0.7,0.7,857000000.0,874000000.0,0.35,0.344,0.088,0.0649,0.036,0.1838,1484000000.0,1095000000.0,602000000.0,66643000000.0,0.1074,43716000000.0,22927000000.0,0.0,15615000000.0,17109000000.0,5818000000.0,649000000.0,4705000000.0,1894000000.0,0.0,0.0,2811000000.0,0.0,2811000000.0,3.19,3.18,857000000.0,1.4,0.344,0.104,0.0803,0.042,0.0685,6950000000.0,5354000000.0,2811000000.0,6.454,42.628,3.616,18.7456,2.2905,2.9045,0.4271,6.8012,1.04,5.4734,0.5,0.0287,0.2299,0.0,590000000.0,36532000000.0,-16806000000.0,35948000000.0,0.0,9363000000.0,11654500000.0,-0.0595,0.0015,9.4461,-0.0116,-0.5039,0.441,0.078,0.1717,0.08,5.0,1.853,2.0249,54.2491,0.0,67.1145,0.0,7.1177,5.7182,0.439,17.0,0.2343,0.0,36104000000.0,6369250000.0,35965500000.0,5.324,77.763,8.2496,0.1382,-0.1983,0.0014,-0.0169,-0.7074,LOW,86.0,83.03972180555553,73702000000.0
2017-02-03,0.184,1.8973,59.2727,23.6667,23.6667,-0.0704,0.4622,0.1005,-0.1156,0.2411,0.0,0.1057,0.25,1.0917,0.0,0.0048,1.8973,-0.0495,15784000000.0,0.1925,10352000000.0,5432000000.0,0.0,3789000000.0,4163000000.0,1269000000.0,159000000.0,1110000000.0,447000000.0,0.0,0.0,663000000.0,0.0,663000000.0,0.74,0.74,869847152.0,885000000.0,0.35,0.3441,0.106,0.0804,0.042,0.0006,1669000000.0,1269000000.0,663000000.0,65017000000.0,0.1006,42553000000.0,22464000000.0,0.0,15129000000.0,16618000000.0,5846000000.0,645000000.0,5201000000.0,2108000000.0,0.0,0.0,3093000000.0,0.0,3093000000.0,3.48,3.47,869847152.0,1.33,0.3455,0.114,0.0899,0.048,0.069,7436000000.0,5846000000.0,3093000000.0,7.397,38.312,0.011,18.048,0.6415,2.44,0.4563,7.9811,1.002,0.5249,0.473,0.0314,0.2401,0.0,26000000.0,33326000000.0,-15974000000.0,36493000000.0,0.0,6142000000.0,9958000000.0,-0.9713,0.0012,9.012,-0.0214,-0.845,0.456,0.086,0.1583,0.09,6.0,1.813,1.816,37.3382,0.0,58.7103,0.0,10.5856,6.5291,0.382,13.0,0.2327,0.0,35553500000.0,6789500000.0,35856500000.0,5.158,74.745,9.0636,0.1548,-0.2012,0.0014,-0.0174,-0.7107,LOW,73.290001,72.3267645,63751098639.927155
2016-10-28,0.0836,-0.2929,-0.4851,-0.4625,-0.4625,-0.0827,0.678,0.0513,-0.1717,0.2071,0.0,0.0533,0.25,1.3165,0.0,0.2425,-0.2929,-0.049,15739000000.0,0.096,10332000000.0,5407000000.0,0.0,4084000000.0,4468000000.0,939000000.0,163000000.0,776000000.0,397000000.0,0.0,0.0,379000000.0,0.0,379000000.0,0.43,0.43,873000000.0,899000000.0,0.35,0.3435,0.086,0.0597,0.024,0.0205,1351000000.0,939000000.0,379000000.0,62469000000.0,0.0701,40849000000.0,21620000000.0,0.0,15112000000.0,16606000000.0,5014000000.0,628000000.0,4386000000.0,1945000000.0,0.0,0.0,2441000000.0,0.0,2441000000.0,2.76,2.75,873000000.0,1.26,0.3461,0.106,0.0803,0.039,0.0699,6599000000.0,5014000000.0,2441000000.0,7.559,39.331,0.369,17.4055,1.0997,2.3026,0.4296,5.7607,1.008,1.6913,0.814,0.0292,0.2595,0.0,95000000.0,34336000000.0,-15934000000.0,35938000000.0,0.0,7587000000.0,10712000000.0,-0.4977,0.0014,10.4456,-0.0203,-0.7743,0.344,0.07,0.1402,0.08,6.0,1.781,2.256,45.7849,0.0,64.2134,0.0,8.2337,5.8317,0.457,14.0,0.2419,0.0,34646250000.0,7094500000.0,35071000000.0,5.003,71.557,7.9841,0.1212,-0.2068,0.0017,-0.0182,-0.7186,LOW,67.029999,71.00081075675674,58517189127.0
2016-07-29,0.0513,0.0401,0.0364,0.1,0.0917,-0.0753,-0.1649,0.1141,-0.161,0.393,0.0,0.0927,0.25,-0.1707,0.0,0.0638,0.0401,-0.0516,18260000000.0,0.0526,11972000000.0,6288000000.0,0.0,3866000000.0,4237000000.0,2051000000.0,166000000.0,1885000000.0,718000000.0,0.0,0.0,1167000000.0,0.0,1167000000.0,1.32,1.31,883000000.0,921000000.0,0.35,0.3444,0.134,0.1123,0.064,0.062,2446000000.0,2051000000.0,1167000000.0,61090000000.0,0.0588,39887000000.0,21203000000.0,0.0,14315000000.0,15800000000.0,5403000000.0,606000000.0,4797000000.0,1999000000.0,0.0,0.0,2798000000.0,0.0,2798000000.0,3.13,3.12,883000000.0,1.19,0.3471,0.114,0.0884,0.046,0.0685,6977000000.0,5403000000.0,2798000000.0,7.829,40.087,1.282,17.906,2.2514,2.2871,0.4335,12.3554,1.013,1.2065,0.265,0.0294,0.2117,0.0,168000000.0,35397000000.0,-16098000000.0,36037000000.0,0.0,7409500000.0,10154000000.0,-0.196,0.0013,5.5826,-0.0151,-0.6987,0.371,0.081,0.152,0.088,6.0,1.764,1.8756,45.982,0.0,63.3567,0.0,8.2448,6.0163,0.38,16.0,0.2343,0.0,33834000000.0,7539250000.0,34639500000.0,4.74,69.185,8.9158,0.1369,-0.2026,0.0018,-0.0174,-0.6753,LOW,82.279999,79.7833326111111,72653239117.0
2016-04-29,0.0648,0.2873,0.3135,0.4,0.4,-0.0826,0.2994,0.0834,-0.1941,0.3573,0.0,0.0415,0.2174,0.3442,0.0,-0.007,0.2873,-0.0558,15234000000.0,0.0782,9897000000.0,5337000000.0,0.0,3391000000.0,3751000000.0,1586000000.0,156000000.0,1430000000.0,546000000.0,0.0,0.0,884000000.0,0.0,884000000.0,0.98,0.98,897000000.0,933000000.0,0.28,0.3503,0.129,0.1041,0.058,0.1984,1969000000.0,1586000000.0,884000000.0,60178000000.0,0.0567,39282000000.0,20896000000.0,0.0,14083000000.0,15572000000.0,5324000000.0,573000000.0,4751000000.0,1994000000.0,0.0,0.0,2757000000.0,0.0,2757000000.0,3.01,3.01,897000000.0,1.12,0.3472,0.115,0.0885,0.046,0.0734,6903000000.0,5324000000.0,2757000000.0,8.04,41.274,3.37,17.1739,5.0847,2.136,0.4144,10.1667,1.167,3.6425,0.286,0.0041,0.2226,0.0,2352000000.0,37023000000.0,-13492000000.0,33746000000.0,0.0,8422000000.0,10834500000.0,-0.0612,0.0016,5.419,-0.0129,-0.5144,0.345,0.082,0.1715,0.088,6.0,1.785,2.0044,53.5024,0.0,67.0523,0.0,7.1453,5.5543,0.372,15.0,0.234,0.0,32547250000.0,7982750000.0,33705750000.0,4.925,67.088,9.2914,0.1264,-0.2005,0.0019,-0.0184,-0.7017,LOW,76.019997,75.3630553611111,68189937309.0
2016-01-29,0.0554,-0.4652,-0.9756,-0.9362,-0.9362,-0.0925,-0.0286,-0.0143,-0.1837,0.1137,0.0,0.0614,0.2174,-1.725,0.0,0.1945,-0.4652,-0.0594,13236000000.0,0.0554,8648000000.0,4588000000.0,0.0,3771000000.0,4150000000.0,438000000.0,143000000.0,295000000.0,284000000.0,0.0,0.0,11000000.0,0.0,11000000.0,0.03,0.03,915104607.0,952000000.0,0.28,0.3466,0.063,0.0331,0.001,-0.0082,833000000.0,438000000.0,11000000.0,59074000000.0,0.0507,38504000000.0,20570000000.0,0.0,14105000000.0,15599000000.0,4971000000.0,552000000.0,4419000000.0,1873000000.0,0.0,0.0,2546000000.0,0.0,2546000000.0,2.73,2.73,915104607.0,1.07,0.3482,0.111,0.0841,0.043,0.0617,6558000000.0,4971000000.0,2546000000.0,8.364,33.998,-0.119,13.8225,0.4426,1.6526,0.4046,3.0629,1.007,21.6364,9.333,0.0049,0.2849,0.0,69000000.0,31112000000.0,-13051000000.0,32864000000.0,0.0,5378500000.0,9184500000.0,-1.458,0.0025,14.3301,-0.0262,-0.8785,0.298,0.077,0.1468,0.084,6.0,1.791,1.879,34.8046,0.0,58.4381,0.0,10.9834,6.4319,0.392,15.0,0.2388,0.0,31926000000.0,8549000000.0,32990250000.0,3.982,64.554,9.0054,0.1296,-0.2383,0.002,-0.0193,-0.7183,LOW,71.660004,73.10764767647059,65576399798.03843
