,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-06-30,0.0473,0.2766,0.4893,0.5,0.5088,0.0172,0.7017,0.1009,0.1099,0.0,-0.0976,-0.5403,-0.3333,1.0042,0.0,-0.1231,0.2662,-0.0124,128411000.0,-0.0261,91812000.0,36599000.0,0.0,17231000.0,17231000.0,19368000.0,22000.0,20049000.0,4860000.0,0.0,0.0,15189000.0,0.0,15189000.0,0.87,0.86,17444901.0,19504000.0,0.32,0.285,0.22,0.1563,0.118,0.2704,28243000.0,20071000.0,15189000.0,482617000.0,-0.2247,346889000.0,135728000.0,0.0,70551000.0,70582000.0,65146000.0,135000.0,66714000.0,17542000.0,0.0,0.0,49172000.0,0.0,49172000.0,2.82,2.79,17444901.0,0.99,0.2812,0.205,0.1385,0.102,0.2428,98804000.0,66849000.0,49172000.0,14.298,17.928,1.991,0.0,7.5501,0.0,0.0,912.3182,3.343,2.3493,0.368,0.0,0.1342,0.0,146099000.0,312758000.0,145132000.0,118687000.0,52850000.0,31747500.0,38127000.0,-0.0268,0.0119,-4.6635,-0.0075,-0.1172,0.209,0.167,0.3431,0.139,5.0,1.639,2.8935,21.8569,37.919,18.1609,9.1318,15.2017,12.6581,0.351,13.0,0.1462,0.0,150318750.0,235152250.0,294469750.0,6.718,27.665,495.1778,0.2083,-0.1763,0.0097,-0.052,-0.7849,RGR,56.0,60.12714317142857,976914456.0
2018-03-31,-0.3575,-0.447,-0.3582,-0.3279,-0.3306,-0.0356,1.3928,-0.0028,0.1012,0.0,-0.2122,-0.5249,-0.4773,2.7514,0.0,-0.2129,-0.451,-0.0374,131159000.0,-0.2163,95339000.0,35820000.0,0.0,17224000.0,17224000.0,18596000.0,27000.0,18901000.0,4637000.0,0.0,0.0,14264000.0,0.0,14264000.0,0.82,0.81,17427090.0,19340000.0,0.23,0.2731,0.207,0.1443,0.109,0.3348,27100000.0,18928000.0,14264000.0,486060000.0,-0.262,351985000.0,134075000.0,0.0,72970000.0,73001000.0,61074000.0,145000.0,62355000.0,18173000.0,0.0,0.0,44182000.0,0.0,44182000.0,2.53,2.5,17427090.0,1.15,0.2758,0.197,0.1286,0.091,0.2053,95610000.0,62500000.0,44182000.0,13.687,17.403,2.52,0.0,5.8912,0.0,0.0,701.037,3.013,3.1767,0.28,0.0,0.1313,0.0,128879000.0,303275000.0,128139000.0,136594000.0,69361000.0,36724000.0,40535000.0,-0.0309,0.0087,-3.7885,-0.0107,-0.1716,0.192,0.154,0.2795,0.129,5.0,1.692,2.8873,21.1471,45.904,19.6084,7.0077,13.2355,11.9911,0.455,14.0,0.1501,0.0,166590500.0,229683500.0,287303000.0,5.727,27.891,431.0345,0.1955,-0.2177,0.0085,-0.0571,-0.8386,RGR,52.5,49.31617617647058,914922225.0
2017-12-31,-0.3814,-0.5567,-0.5032,-0.4595,-0.4685,-0.0598,1.1731,-0.1804,-0.0578,0.0,-0.1348,-0.2718,-0.4878,2.008,0.0,-0.1211,-0.562,-0.0814,118230000.0,-0.2695,85135000.0,33095000.0,0.0,19199000.0,19230000.0,13865000.0,56000.0,14323000.0,3974000.0,0.0,0.0,10349000.0,0.0,10349000.0,0.6,0.59,17428436.0,19377000.0,0.21,0.2799,0.191,0.1216,0.088,0.1843,22617000.0,14379000.0,10349000.0,522256000.0,-0.2139,368248000.0,154008000.0,0.0,77628000.0,77659000.0,76349000.0,152000.0,77646000.0,25504000.0,0.0,0.0,52142000.0,0.0,52142000.0,2.94,2.91,17428436.0,1.36,0.2949,0.215,0.149,0.1,0.1294,112062000.0,77798000.0,52142000.0,13.205,16.313,1.25,0.0,3.6427,0.0,0.0,256.7679,3.166,4.0756,0.35,0.0,0.1624,0.0,114107000.0,284318000.0,112615000.0,168154000.0,64762000.0,40457500.0,47124500.0,-0.4835,0.0086,-2.807,-0.1725,-2.4752,0.23,0.181,0.2838,0.149,5.0,1.816,1.9407,22.6594,41.9908,27.7558,8.0642,12.9088,11.0825,0.463,12.0,0.1486,0.0,180094250.0,226309250.0,287517000.0,3.878,29.966,511.8289,0.2393,-0.332,0.007,-0.0643,-0.9805,RGR,55.849998,53.03636366666667,973378115.743128
2017-09-30,-0.3987,-0.5581,-0.528,-0.4952,-0.4854,-0.0647,-0.01,-0.2309,-0.1024,0.0,-0.2441,0.1973,-0.5306,1.2119,0.0,-0.1628,-0.5571,-0.0685,104817000.0,-0.3507,74603000.0,30214000.0,0.0,16897000.0,16897000.0,13317000.0,30000.0,13441000.0,4071000.0,0.0,0.0,9370000.0,0.0,9370000.0,0.53,0.53,17671859.0,19272000.0,0.23,0.2883,0.199,0.1285,0.089,0.1601,20844000.0,13471000.0,9370000.0,565874000.0,-0.1359,391465000.0,174409000.0,0.0,80273000.0,80268000.0,94141000.0,180000.0,95676000.0,33053000.0,0.0,0.0,62623000.0,0.0,62623000.0,3.44,3.42,17671859.0,1.56,0.3082,0.233,0.1694,0.111,0.0938,131974000.0,95856000.0,62623000.0,12.591,15.705,0.949,0.0,2.5667,0.0,0.0,449.0333,2.821,2.0392,0.434,0.0,0.1612,0.0,98955000.0,277528000.0,98264000.0,177840000.0,61738500.0,42136500.0,47871500.0,-0.1219,0.0096,-2.1761,-0.0222,-0.316,0.266,0.207,0.3308,0.169,5.0,1.867,1.2523,19.8931,34.2854,33.65,9.1657,13.4295,11.8207,0.453,9.0,0.1419,0.0,182770750.0,235247000.0,303157250.0,3.002,32.021,532.5333,0.3286,-0.3235,0.0062,-0.0448,-0.7024,RGR,51.700001,48.974285371428564,913635127.971859
2017-07-01,-0.3836,-0.5725,-0.5663,-0.5323,-0.5328,-0.1575,-0.428,-0.1735,-0.0414,0.0,-0.1449,0.347,0.0,-0.453,0.0,-0.0277,-0.5807,-0.0685,131854000.0,-0.2149,96908000.0,34946000.0,0.0,19650000.0,19650000.0,15296000.0,32000.0,15690000.0,5491000.0,0.0,0.0,10199000.0,0.0,10199000.0,0.58,0.57,17664248.0,19175000.0,0.48,0.265,0.19,0.1192,0.077,0.1314,25049000.0,15722000.0,10199000.0,622484000.0,0.0133,428038000.0,194446000.0,0.0,83559000.0,83554000.0,110892000.0,182000.0,112689000.0,39586000.0,0.0,0.0,73103000.0,0.0,73103000.0,3.96,3.92,17664248.0,1.82,0.3124,0.241,0.1813,0.117,0.0705,150189000.0,112871000.0,73103000.0,12.882,16.083,0.981,0.0,2.4883,0.0,0.0,491.3125,2.736,2.056,0.828,0.0,0.149,0.0,97827000.0,284091000.0,97655000.0,183774000.0,60270000.0,42479500.0,45512000.0,-0.1737,0.0073,-1.7547,-0.0276,-0.3906,0.297,0.226,0.3771,0.181,4.0,1.921,1.0754,20.2851,32.5794,30.6321,10.3283,14.6538,13.6774,0.46,9.0,0.1342,0.0,181881750.0,246149000.0,323988250.0,2.483,35.24,620.1703,0.376,-0.4421,0.0053,-0.0558,-0.9313,RGR,62.150002,65.26857114285713,1097833048.528496
2017-04-01,-0.0568,-0.0599,-0.0453,-0.0081,0.0,-0.1307,-0.3565,-0.0654,-0.0178,0.0,0.0381,0.7029,0.2571,-0.4929,0.0,-0.045,-0.0644,-0.0444,167355000.0,-0.0332,111602000.0,55753000.0,0.0,21882000.0,21882000.0,33871000.0,34000.0,34191000.0,11967000.0,0.0,0.0,22224000.0,0.0,22224000.0,1.22,1.21,18104900.0,20054000.0,0.44,0.3331,0.26,0.2045,0.133,0.0699,43551000.0,34225000.0,22224000.0,658574000.0,0.1215,442380000.0,216194000.0,0.0,84119000.0,84114000.0,132080000.0,185000.0,133741000.0,47322000.0,0.0,0.0,86419000.0,0.0,86419000.0,4.62,4.57,18104900.0,1.82,0.3283,0.259,0.2034,0.131,0.0884,170263000.0,133926000.0,86419000.0,12.429,16.798,0.647,0.0,1.9386,0.0,0.0,1006.6176,2.179,0.8521,0.361,0.0,0.1308,0.0,92475000.0,304131000.0,91792000.0,190609000.0,76169500.0,46809000.0,43616000.0,-0.3819,0.0041,-0.8059,-0.0432,-0.7755,0.342,0.255,0.4331,0.203,7.0,1.943,1.0913,25.0993,43.0042,30.4592,8.6462,14.0694,15.0994,0.394,7.0,0.1277,0.0,176330500.0,252967000.0,338892250.0,3.215,36.375,723.9243,0.4439,-0.3828,0.0047,-0.0548,-0.9935,RGR,53.549999,51.14428554285714,969517376.8951
2016-12-31,0.1089,0.2252,0.2181,0.2198,0.2614,,0.1015,0.0981,0.1508,0.0,-0.0318,0.47,0.64,-0.4596,0.0,-0.0186,0.2131,0.0145,161848000.0,0.062,108352000.0,53496000.0,0.0,21844000.0,21839000.0,31657000.0,84000.0,32354000.0,11524000.0,0.0,0.0,20830000.0,0.0,20830000.0,1.11,1.11,18971854.0,,0.41,0.3305,0.263,0.2004,0.129,0.0448,42530000.0,32438000.0,20830000.0,664328000.0,0.2055,444774000.0,219554000.0,0.0,85150000.0,85145000.0,134409000.0,186000.0,135921000.0,48449000.0,0.0,0.0,87472000.0,0.0,87472000.0,4.62,4.59,18971854.0,1.73,0.3305,0.258,0.2049,0.132,0.1047,171462000.0,136107000.0,87472000.0,14.015,18.284,0.382,0.0,4.5924,0.0,0.0,386.1667,2.655,0.9318,0.369,0.0,0.135,0.0,133870000.0,346879000.0,133784000.0,178860000.0,70581500.0,45742000.0,45817000.0,-0.6268,0.0052,-2.0486,-0.0752,-1.2055,0.341,0.254,0.4697,0.205,7.0,1.93,1.1981,26.6434,38.1533,29.963,9.4122,14.5234,14.4996,0.374,7.0,0.1282,0.0,170658750.0,256648000.0,344215250.0,3.668,35.017,731.7581,0.3674,-0.336,0.0046,-0.053,-0.996,RGR,52.700001,52.280882176470584,999816724.771854
2016-10-01,0.4775,0.6743,0.6593,0.6406,0.6613,,0.3703,0.2311,0.2251,0.0,0.3273,0.069,0.3611,0.2953,0.0,0.2575,0.6741,0.0145,161427000.0,0.3355,111176000.0,50251000.0,0.0,20183000.0,20183000.0,30068000.0,32000.0,30454000.0,10604000.0,0.0,0.0,19850000.0,0.0,19850000.0,1.05,1.03,18971854.0,,0.49,0.3113,0.242,0.1889,0.123,0.047,39059000.0,30486000.0,19850000.0,654876000.0,0.2562,440575000.0,214301000.0,0.0,85564000.0,85451000.0,128850000.0,145000.0,130000000.0,46257000.0,0.0,0.0,83743000.0,0.0,83743000.0,4.43,4.34,18971854.0,1.57,0.3272,0.252,0.1987,0.128,0.1157,164950000.0,130145000.0,83743000.0,14.027,19.02,0.4,0.0,5.3428,0.0,0.0,952.6875,2.712,0.9723,0.467,0.0,0.125,0.0,145913000.0,360852000.0,136382000.0,174284000.0,61652500.0,45295500.0,42167500.0,-0.607,0.0052,-2.5951,-0.0726,-1.3665,0.339,0.249,0.4621,0.199,7.0,1.946,1.2301,29.7807,39.195,24.2863,10.6221,14.4579,15.5303,0.354,8.0,0.1307,0.0,167110000.0,247107500.0,336466250.0,3.992,34.518,897.5517,0.3377,-0.2647,0.005,-0.0416,-0.7834,RGR,57.759997999999996,60.02228585714286,1095814249.096292
2016-07-02,0.1688,0.3466,0.3391,0.3191,0.3407,,-0.2375,0.1784,0.2077,0.0,0.2008,0.1344,0.5,-0.1232,0.0,-0.0736,0.3668,0.0144,167944000.0,0.1922,111250000.0,56694000.0,0.0,20210000.0,20210000.0,36484000.0,35000.0,36742000.0,13227000.0,0.0,0.0,23515000.0,0.0,23515000.0,1.24,1.22,18962738.0,,0.48,0.3376,0.269,0.219,0.14,0.1886,45123000.0,36777000.0,23515000.0,614320000.0,0.2317,416259000.0,198061000.0,0.0,81431000.0,81318000.0,116743000.0,149000.0,117718000.0,41862000.0,0.0,0.0,75856000.0,0.0,75856000.0,4.02,3.93,18962738.0,1.44,0.3224,0.249,0.1919,0.123,0.1205,152951000.0,117867000.0,75856000.0,13.438,18.125,1.67,0.0,5.4353,0.0,0.0,1050.7714,2.78,1.5591,0.387,0.0,0.1203,0.0,140743000.0,343707000.0,130933000.0,161569000.0,59545500.0,46122500.0,36486000.0,-0.1361,0.0044,-2.2842,-0.0297,-0.5977,0.324,0.237,0.4516,0.192,7.0,1.923,1.2892,29.9239,38.6069,23.043,10.3168,13.3193,16.8371,0.358,10.0,0.1326,0.0,164130250.0,234113250.0,319533500.0,3.903,32.396,791.0537,0.3166,-0.2432,0.0059,-0.0387,-0.6778,RGR,65.019997,63.06628548571429,1232957167.871786
2016-04-02,0.428,0.5005,0.5015,0.4819,0.4938,,-0.1023,0.2159,0.2131,0.0,0.1859,0.1018,1.0588,-0.1895,0.0,0.3016,0.5214,0.0112,173109000.0,0.264,113996000.0,59113000.0,0.0,22912000.0,22912000.0,36201000.0,35000.0,36372000.0,13094000.0,0.0,0.0,23278000.0,0.0,23278000.0,1.23,1.21,18946000.0,,0.35,0.3415,0.259,0.2103,0.134,0.1333,44751000.0,36407000.0,23278000.0,587248000.0,0.148,397373000.0,189875000.0,0.0,83036000.0,82923000.0,106952000.0,151000.0,108249000.0,38348000.0,0.0,0.0,69901000.0,0.0,69901000.0,3.72,3.62,18946000.0,1.28,0.3233,0.245,0.1846,0.119,0.1336,144022000.0,108400000.0,69901000.0,12.654,17.176,1.218,0.0,4.247,0.0,0.0,1040.2,2.609,1.2642,0.285,0.0,0.1324,0.0,123928000.0,325423000.0,115291000.0,167922000.0,68888500.0,40701000.0,30783000.0,-0.2156,0.0037,-1.798,-0.0367,-0.7605,0.314,0.228,0.3981,0.185,7.0,1.916,1.5624,30.0398,46.4579,20.0597,8.5246,14.4283,19.077,0.344,12.0,0.1414,0.0,162675750.0,222404500.0,306523500.0,4.142,30.996,717.8808,0.3094,-0.2815,0.0068,-0.0524,-0.8632,RGR,71.620003,70.94411794117647,1356912576.838
