,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.3633,-0.5714,-0.5355,-0.5714,-0.6,10.1585,0.4649,0.8237,0.1034,0.0,0.0,0.0,9.9216,0.0,0.5797,-0.5714,0.1232,8597000.0,0.3633,0.0,8597000.0,0.0,6630000.0,7874000.0,723000.0,0.0,723000.0,220000.0,0.0,0.0,503000.0,0.0,503000.0,0.09,0.08,5916188.0,0.0,1.0,0.133,0.0841,0.059,1.5562,1142000.0,723000.0,503000.0,33879000.0,0.2874,0.0,33879000.0,0.0,24877000.0,29770000.0,4109000.0,0.0,4109000.0,1383000.0,0.0,0.0,2726000.0,0.0,2726000.0,0.46,0.44,5916188.0,0.2,1.0,0.166,0.1213,0.08,0.5585,5632000.0,4109000.0,2726000.0,22.854,161.898,2.261,14.7154,6.0666,0.6439,0.0893,0.0,28.6839,0.0,0.0177,0.7712,0.0,957819000.0,1008987000.0,0.0,0.0,0.0,-0.0727,0.031,0.003,0.121,0.036,7.938,0.0,0.0,0.0,0.0,0.0,0.0,0.435,39.0,0.7343,0.0,998726500.0,89164250.0,949787250.0,3.198,5.726,0.0,-0.1256,CZWI,14.15,13.826285714285712,83714060.2
2018-03-31,0.4065,0.3123,0.4358,0.2778,0.3529,-0.1353,0.4068,0.0188,0.6013,0.0,0.0,0.25,-0.3525,0.0,0.377,0.3123,0.1207,8931000.0,0.4065,0.0,8931000.0,0.0,6195000.0,7103000.0,1828000.0,0.0,1828000.0,487000.0,0.0,0.0,1341000.0,0.0,1341000.0,0.23,0.23,5902481.0,0.2,1.0,0.251,0.2047,0.15,0.2452,2245000.0,1828000.0,1341000.0,31588000.0,0.2056,0.0,31588000.0,0.0,22444000.0,26515000.0,5073000.0,0.0,5073000.0,1767000.0,0.0,0.0,3306000.0,0.0,3306000.0,0.58,0.56,5902481.0,0.2,1.0,0.203,0.1606,0.105,0.2142,6423000.0,5073000.0,3306000.0,12.454,156.369,0.371,19.3951,6.7543,1.5573,0.1217,0.0,2.2968,0.87,0.0185,0.6937,0.0,922964000.0,997576000.0,0.0,0.0,0.0,-0.289,0.046,0.004,0.161,0.036,2.5723,0.0,0.0,0.0,0.0,0.0,0.0,0.345,30.0,0.7105,0.0,922575000.0,71864000.0,872430000.0,1.146,5.352,0.0,-0.2043,CZWI,14.01,13.946470588235295,82693758.81
2017-12-31,0.3774,0.58,0.4255,0.2778,0.2778,2.2031,0.3739,0.043,0.4664,0.0,0.0,0.0,1.9195,0.0,0.2761,0.58,0.1183,9366000.0,0.3774,0.0,9366000.0,0.0,6239000.0,7143000.0,2223000.0,0.0,2223000.0,883000.0,0.0,0.0,1340000.0,0.0,1340000.0,0.23,0.23,5883656.0,0.0,1.0,0.28,0.2373,0.143,0.2366,2620000.0,2223000.0,1340000.0,29007000.0,0.147,0.0,29007000.0,0.0,20748000.0,24369000.0,4638000.0,0.0,4638000.0,1739000.0,0.0,0.0,2899000.0,0.0,2899000.0,0.53,0.5,5883656.0,0.16,1.0,0.2,0.1599,0.1,0.2744,5793000.0,4638000.0,2899000.0,12.654,157.289,0.377,21.0582,9.2409,1.6641,0.1314,0.0,2.0642,0.0,0.0187,0.6661,0.0,925435000.0,994964000.0,0.0,0.0,0.0,-0.1988,0.042,0.004,0.16,0.036,3.0997,0.0,0.0,0.0,0.0,0.0,0.0,0.302,32.0,0.7153,0.0,851654750.0,69581750.0,804447500.0,1.353,4.93,0.0,-0.1143,CZWI,13.5,13.523939393939393,79429356.0
2017-09-30,0.0182,-6.0763,-3.6023,-3.25,-3.5,-0.4909,0.3518,0.1332,0.7117,0.0,0.0,0.0,-0.5327,0.0,0.0047,-6.0763,0.0047,6985000.0,0.0182,0.0,6985000.0,0.0,5813000.0,7650000.0,-665000.0,0.0,-665000.0,-207000.0,0.0,0.0,-458000.0,0.0,-458000.0,-0.09,-0.1,5276724.0,0.0,1.0,-0.054,-0.0952,-0.066,0.1626,-375000.0,-665000.0,-458000.0,26700000.0,0.1164,0.0,26700000.0,0.0,19657000.0,22878000.0,3822000.0,0.0,3822000.0,1323000.0,0.0,0.0,2499000.0,0.0,2499000.0,0.47,0.46,5276724.0,0.16,1.0,0.184,0.1431,0.094,0.1248,4905000.0,3822000.0,2499000.0,13.926,174.897,0.215,22.8018,9.4424,1.6374,0.1279,0.0,-2.9803,0.0,0.0189,0.8322,0.0,922885000.0,993379000.0,0.0,0.0,0.0,-0.1678,0.037,0.003,0.143,0.036,1.569,0.0,0.0,0.0,0.0,0.0,0.0,0.34,31.0,0.7362,0.0,788969750.0,66924750.0,740293000.0,0.632,5.06,0.0,-0.15,CZWI,13.95,13.658,73610299.8
2017-06-30,0.0184,0.2154,0.2377,0.3125,0.25,-0.1964,-0.0793,0.0337,0.1292,0.0,0.0,0.0,-0.1349,0.0,-0.0087,0.2154,0.0042,6306000.0,0.0184,0.0,6306000.0,0.0,4197000.0,4619000.0,1687000.0,0.0,1687000.0,604000.0,0.0,0.0,1083000.0,0.0,1083000.0,0.21,0.2,5267395.0,0.0,1.0,0.307,0.2675,0.172,0.1943,1933000.0,1687000.0,1083000.0,26316000.0,0.1658,0.0,26316000.0,0.0,19371000.0,21698000.0,4618000.0,0.0,4618000.0,1485000.0,0.0,0.0,3133000.0,0.0,3133000.0,0.61,0.59,5267395.0,0.16,1.0,0.226,0.1755,0.119,0.1759,5944000.0,4618000.0,3133000.0,12.532,125.342,0.233,14.9789,6.596,1.1953,0.1185,0.0,1.1939,0.0,0.0081,0.6656,0.0,660225000.0,704381000.0,0.0,0.0,0.0,-0.0526,0.048,0.005,0.175,0.039,1.6716,0.0,0.0,0.0,0.0,0.0,0.0,0.262,27.0,0.7361,0.0,728082500.0,64690000.0,679093250.0,0.879,4.996,0.0,-0.1163,CZWI,13.98,13.899444444444446,73638182.10000001
2017-03-31,0.1679,0.3564,0.3837,0.3846,0.3077,16.2913,0.1108,0.0296,0.1629,0.0,0.0,0.3333,90.4054,0.0,0.1217,0.3564,0.0075,6350000.0,0.1679,0.0,6350000.0,0.0,4499000.0,4957000.0,1393000.0,0.0,1393000.0,459000.0,0.0,0.0,934000.0,0.0,934000.0,0.18,0.17,5266895.0,0.16,1.0,0.254,0.2194,0.147,0.5326,1615000.0,1393000.0,934000.0,26202000.0,0.2081,0.0,26202000.0,0.0,19408000.0,21883000.0,4319000.0,0.0,4319000.0,1394000.0,0.0,0.0,2925000.0,0.0,2925000.0,0.56,0.55,5266895.0,0.16,1.0,0.215,0.1648,0.112,0.1839,5623000.0,4319000.0,2925000.0,12.224,125.88,0.642,13.5737,3.9103,1.1105,0.1069,0.0,3.8137,0.889,0.0082,0.7085,0.0,662999000.0,713895000.0,0.0,0.0,0.0,-0.0505,0.046,0.004,0.165,0.038,1.8985,0.0,0.0,0.0,0.0,0.0,0.0,0.286,32.0,0.7407,0.0,743455500.0,64086250.0,693435250.0,0.915,4.975,0.0,-0.1322,CZWI,13.85,13.011666666666665,72946495.75
2016-12-31,0.2528,0.0716,0.1098,0.125,0.125,-2.9126,0.1799,0.0364,0.4347,0.0,0.0,0.0,-3.8253,0.0,0.3013,0.0716,0.0057,6800000.0,0.2528,0.0,6800000.0,0.0,4889000.0,5393000.0,1407000.0,0.0,1407000.0,467000.0,0.0,0.0,940000.0,0.0,940000.0,0.18,0.18,5261170.0,0.0,1.0,0.255,0.2069,0.138,-0.3544,1732000.0,1407000.0,940000.0,25289000.0,0.1702,0.0,25289000.0,0.0,18920000.0,21336000.0,3953000.0,0.0,3953000.0,1287000.0,0.0,0.0,2666000.0,0.0,2666000.0,0.51,0.51,5261170.0,0.12,1.0,0.207,0.1563,0.105,0.0583,5230000.0,3953000.0,2666000.0,12.132,129.424,-0.458,16.0594,4.0274,1.3238,0.1231,0.0,-2.4457,0.0,0.008,0.719,0.0,680922000.0,744224000.0,0.0,0.0,0.0,0.0483,0.042,0.004,0.156,0.037,0.8241,0.0,0.0,0.0,0.0,0.0,0.0,0.235,32.0,0.7482,0.0,724355250.0,63509000.0,676772000.0,0.28,4.807,0.0,-0.3291,CZWI,12.43,11.722647058823526,65396343.1
2016-09-30,0.2434,-0.9054,-0.8007,-0.7647,-0.7647,0.5096,0.1995,0.0464,0.1936,0.0,0.0,0.0,0.4689,0.0,0.4809,-0.9054,0.0037,6860000.0,0.2434,0.0,6860000.0,0.0,5786000.0,6729000.0,131000.0,0.0,131000.0,-45000.0,0.0,0.0,176000.0,0.0,176000.0,0.04,0.04,5251998.0,0.0,1.0,0.097,0.0191,0.026,0.3544,664000.0,131000.0,176000.0,23917000.0,0.096,0.0,23917000.0,0.0,17788000.0,20058000.0,3859000.0,0.0,3859000.0,1286000.0,0.0,0.0,2573000.0,0.0,2573000.0,0.49,0.49,5251998.0,0.12,1.0,0.211,0.1613,0.108,0.1981,5041000.0,3859000.0,2573000.0,12.289,131.441,0.463,13.3837,2.0546,1.089,0.101,0.0,15.233,0.0,0.008,0.8434,0.0,690330000.0,749830000.0,0.0,0.0,0.0,-0.0932,0.041,0.004,0.161,0.037,2.2145,0.0,0.0,0.0,0.0,0.0,0.0,0.245,28.0,0.7437,0.0,693824000.0,62861500.0,650611000.0,0.902,4.554,0.0,-0.1687,CZWI,11.18,10.675555555555558,58717337.64
2016-06-30,0.1668,0.4626,0.4297,0.3333,0.3333,0.3521,0.2777,0.0711,0.5226,0.0,0.0,0.0,0.3321,0.0,0.0938,0.4626,0.0023,6192000.0,0.1668,0.0,6192000.0,0.0,4234000.0,4804000.0,1388000.0,0.0,1388000.0,513000.0,0.0,0.0,875000.0,0.0,875000.0,0.16,0.16,5245181.0,0.0,1.0,0.26,0.2242,0.141,0.2287,1612000.0,1388000.0,875000.0,22574000.0,0.0289,0.0,22574000.0,0.0,15909000.0,17461000.0,5113000.0,0.0,5113000.0,1833000.0,0.0,0.0,3280000.0,0.0,3280000.0,0.62,0.62,5245181.0,0.12,1.0,0.276,0.2265,0.145,0.1755,6221000.0,5113000.0,3280000.0,12.124,136.905,0.27,13.3216,4.2115,1.0987,0.0966,0.0,1.8389,0.0,0.0068,0.6838,0.0,718089000.0,765873000.0,0.0,0.0,0.0,-0.12,0.053,0.005,0.226,0.036,1.4613,0.0,0.0,0.0,0.0,0.0,0.0,0.194,18.0,0.7047,0.0,659384250.0,62088750.0,621681750.0,0.755,4.304,0.0,-0.1736,CZWI,10.36,9.814444444444444,54340075.16
2016-03-31,0.0146,0.0949,0.1326,0.1818,0.1818,-0.9164,0.0563,0.0422,0.208,0.0,0.0,0.5,-0.9847,0.0,0.0167,0.0949,0.0066,5437000.0,0.0146,0.0,5437000.0,0.0,4011000.0,4410000.0,1027000.0,0.0,1027000.0,352000.0,0.0,0.0,675000.0,0.0,675000.0,0.13,0.13,5227909.0,0.12,1.0,0.225,0.1889,0.124,0.0068,1222000.0,1027000.0,675000.0,21689000.0,-0.0152,0.0,21689000.0,0.0,15546000.0,17015000.0,4674000.0,0.0,4674000.0,1657000.0,0.0,0.0,3017000.0,0.0,3017000.0,0.58,0.58,5227909.0,0.12,1.0,0.268,0.2155,0.139,0.1664,5806000.0,4674000.0,3017000.0,11.873,114.965,0.007,11.7588,4.7828,0.9904,0.1022,0.0,0.3052,0.923,0.0013,0.7377,0.0,601024000.0,637494000.0,0.0,0.0,0.0,-0.8204,0.049,0.005,0.216,0.037,1.4498,0.0,0.0,0.0,0.0,0.0,0.0,0.207,19.0,0.7168,0.0,615588250.0,60999750.0,582399750.0,0.69,4.149,0.0,-0.1751,CZWI,8.95,9.006857142857141,46789785.55
