,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.0595,0.012,-0.0109,0.0,0.0,0.0459,-0.0009,-0.0207,0.0922,0.2406,0.0,0.0472,1.05,0.0,0.0018,0.2342,-0.0039,281412000.0,0.0769,73392000.0,208020000.0,0.0,16776000.0,108680000.0,99340000.0,38074000.0,47841000.0,0.0,748000.0,0.0,47841000.0,0.0,47841000.0,0.28,0.28,169410491.0,0.555,0.7392,0.622,0.3053,0.17,0.4325,175019000.0,85915000.0,48589000.0,1084996000.0,0.4095,283857000.0,801139000.0,0.0,67587000.0,442365000.0,358774000.0,144882000.0,238716000.0,-9737000.0,3124000.0,0.0,248453000.0,3147000.0,245306000.0,1.46,1.46,169410491.0,2.17,0.7384,0.685,0.3535,0.226,0.3906,743144000.0,383598000.0,251577000.0,38.534,63.448,0.718,22.6167,0.2552,0.5869,0.3427,2.2565,3.1571,1.982,0.0387,0.0596,0.0,10748779000.0,14537039000.0,140456000.0,230881000.0,0.0,-0.1942,0.037,0.022,0.354,0.097,2.4305,72.4284,52.3247,0.0,7.7248,4.6994,0.0,1.486,37.0,0.0623,0.0,14343947750.0,6594978750.0,11170012000.0,2.502,6.405,2.6477,-0.2891,REG,62.080002,59.09000002857143,10517003620.100983
2018-03-31,0.406,14.2066,2.585,2.1923,2.1923,3.5893,0.0088,-0.4022,0.1271,0.3316,0.0,0.0882,4.497,0.0,-0.0038,23.2197,0.6312,276693000.0,0.4108,72941000.0,203752000.0,0.0,17606000.0,107763000.0,95989000.0,36785000.0,52660000.0,0.0,805000.0,0.0,52660000.0,0.0,52660000.0,0.31,0.31,170794466.0,0.555,0.7364,0.643,0.3233,0.19,0.3655,177970000.0,89445000.0,53465000.0,1064889000.0,0.6113,275441000.0,789448000.0,0.0,67557000.0,449523000.0,339925000.0,142215000.0,240368000.0,-9737000.0,3056000.0,0.0,250105000.0,4272000.0,245833000.0,1.46,1.46,170794466.0,2.145,0.7413,0.7,0.3593,0.231,0.3395,745256000.0,382583000.0,253161000.0,38.434,63.107,0.592,22.4847,0.5482,0.585,0.3418,2.4316,2.846,1.79,0.0406,0.0636,0.0,10778267000.0,14524899000.0,139715000.0,227576500.0,0.0,-0.3252,0.037,0.022,0.359,0.095,2.3983,72.8414,54.6998,0.0,7.6219,4.6793,0.0,1.469,36.0,0.0634,0.0,14223575500.0,6636025250.0,11172665500.0,2.117,6.235,2.6902,-0.3869,REG,58.98,58.02911752941174,10073457604.68
2017-12-31,0.6543,0.3613,0.5239,-0.0545,-0.037,0.7672,1.4829,0.5863,1.1888,0.5305,0.0,0.06,2.2298,0.0,0.0826,0.5675,0.628,264750000.0,0.6592,70189000.0,194561000.0,0.0,18006000.0,116054000.0,78507000.0,35344000.0,75402000.0,-9737000.0,802000.0,0.0,85139000.0,0.0,85139000.0,0.52,0.52,170110464.0,0.53,0.7349,0.76,0.4183,0.322,0.4275,201190000.0,110746000.0,85941000.0,984326000.0,0.6022,253713000.0,730613000.0,0.0,67624000.0,491050000.0,239563000.0,132629000.0,166340000.0,-9737000.0,2903000.0,0.0,176077000.0,16128000.0,159949000.0,1.0,1.0,170110464.0,2.1,0.7422,0.643,0.3037,0.162,0.2343,633170000.0,298969000.0,178980000.0,39.339,62.706,0.665,21.1332,0.2903,0.5372,0.3225,3.1334,1.4951,1.019,0.043,0.068,0.0,10666891000.0,14212487000.0,141353500.0,186604000.0,0.0,-0.1108,0.024,0.014,0.304,0.088,2.9456,86.8709,63.4033,0.0,6.9636,5.2749,0.0,2.1,51.0,0.0687,0.0,14065263000.0,6677787250.0,11148194500.0,1.356,5.786,2.2542,-0.5105,REG,69.18,68.11757521212118,11768241899.52
2017-09-30,0.7341,1.9983,10.2471,6.0,6.0,1.2694,1.4939,0.5782,1.164,0.5435,0.0,0.06,0.7736,0.0,-0.0528,0.5574,0.628,262141000.0,0.7159,67335000.0,194806000.0,0.0,15199000.0,109868000.0,84938000.0,34679000.0,62813000.0,0.0,769000.0,0.0,62813000.0,3147000.0,59666000.0,0.35,0.35,170104317.0,0.53,0.7431,0.721,0.3719,0.228,0.335,188965000.0,97492000.0,63582000.0,879138000.0,0.4629,225477000.0,653661000.0,0.0,66250000.0,442468000.0,211193000.0,117508000.0,152122000.0,50000.0,2626000.0,0.0,152072000.0,21393000.0,130679000.0,0.92,0.91,170104317.0,2.07,0.7435,0.632,0.3067,0.149,0.1744,555993000.0,269630000.0,154698000.0,38.773,62.373,0.516,20.7057,0.1801,0.534,0.3168,2.8113,2.8159,1.514,0.0458,0.058,0.0,10609877000.0,14101366000.0,117950000.0,211026000.0,0.0,-0.4774,0.023,0.014,0.307,0.093,3.1919,114.7402,59.4342,0.0,7.4535,4.166,0.0,2.25,52.0,0.0754,0.0,12010795250.0,5652599500.0,9483991750.0,0.901,5.168,2.2946,-0.6325,REG,62.040001000000004,64.20685697142858,10553271996.784317
2017-06-30,0.754,0.3167,0.3895,-0.2222,-0.2,0.939,1.5227,0.7726,0.768,0.333,0.0,0.06,0.4157,0.0,0.0242,0.5232,0.7424,261305000.0,0.7145,64976000.0,196329000.0,0.0,16746000.0,115838000.0,80491000.0,35407000.0,49493000.0,0.0,680000.0,0.0,49493000.0,1125000.0,48368000.0,0.28,0.28,170077581.0,0.53,0.7513,0.678,0.3249,0.185,0.2272,177131000.0,84900000.0,50173000.0,769765000.0,0.3041,198573000.0,571192000.0,0.0,67097000.0,390397000.0,180795000.0,104774000.0,99880000.0,50000.0,2400000.0,0.0,99830000.0,23512000.0,76318000.0,0.62,0.61,170077581.0,2.04,0.742,0.572,0.2659,0.099,0.1494,440250000.0,204654000.0,102230000.0,39.348,62.632,0.349,20.626,0.6156,0.5242,0.3134,2.3978,2.9857,1.893,0.0483,0.0641,0.0,10652225000.0,14055550000.0,109714000.0,206036500.0,0.0,-0.5889,0.016,0.01,0.266,0.098,4.234,116.8651,59.4477,0.0,7.0161,3.7361,0.0,3.29,68.0,0.0872,0.0,9965019750.0,4645520250.0,7818877500.0,0.676,4.526,1.9533,-0.6441,REG,62.639998999999996,61.51805569444444,10653659503.762419
2017-03-31,0.3047,-0.9239,-1.6939,-1.5306,-1.5306,-0.5749,1.6851,2.0659,0.8565,0.3203,0.0,0.02,-1.4085,0.0,0.0843,-1.0804,0.0727,196131000.0,0.3108,51213000.0,144918000.0,0.0,17673000.0,149238000.0,-4320000.0,27199000.0,-21317000.0,50000.0,652000.0,0.0,-21367000.0,11856000.0,-33223000.0,-0.26,-0.26,104704642.0,0.51,0.7389,0.336,0.03,-0.169,-0.1474,65935000.0,5882000.0,-20715000.0,660872000.0,0.1414,174075000.0,486797000.0,0.0,66701000.0,333648000.0,153149000.0,93768000.0,90463000.0,50000.0,2288000.0,0.0,90413000.0,27653000.0,62760000.0,0.7,0.68,104704642.0,2.01,0.7366,0.557,0.2788,0.095,0.1476,367895000.0,184231000.0,92701000.0,64.289,100.562,-0.276,32.5413,0.4283,0.5062,0.306,0.2163,-0.9829,-1.962,0.0545,0.0901,0.0,10529265000.0,13891649000.0,105306000.0,200185000.0,0.0,-1.8855,0.018,0.01,0.279,0.108,4.0344,134.0091,66.1894,0.0,6.2757,3.3013,0.0,2.871,47.0,0.1009,0.0,8018144500.0,3514137750.0,6129942000.0,0.932,6.312,1.9648,-0.6146,REG,66.389999,67.77944430555556,6951341077.675359
2016-12-31,0.0761,0.7277,2.1725,1.8947,2.0,0.0472,0.0732,0.1368,-0.119,0.0524,0.0,0.0309,0.1785,0.0,-0.1415,0.0153,0.1097,159561000.0,0.0916,41953000.0,117608000.0,0.0,16632000.0,67524000.0,50084000.0,20223000.0,61133000.0,0.0,525000.0,0.0,61133000.0,5265000.0,55868000.0,0.55,0.54,104493307.0,0.5,0.7371,0.777,0.5099,0.35,0.2196,123962000.0,81356000.0,61658000.0,614371000.0,0.0783,161417000.0,452954000.0,0.0,65327000.0,241735000.0,211219000.0,90712000.0,164922000.0,0.0,2070000.0,0.0,164922000.0,21062000.0,143860000.0,1.43,1.42,104493307.0,2.0,0.7373,0.68,0.4161,0.234,0.3211,417961000.0,255634000.0,166992000.0,24.799,41.822,0.335,15.7179,0.1711,0.6338,0.3659,4.0229,1.2892,0.909,0.0265,0.1042,0.0,4370075000.0,5994616000.0,108943000.0,151725500.0,0.0,-0.5134,0.061,0.033,0.416,0.14,2.067,82.5424,66.3744,0.0,5.6394,4.0492,0.0,1.399,34.0,0.1063,0.0,6005014750.0,2342968250.0,4382792250.0,1.888,5.88,2.8181,-0.3366,REG,68.949997,67.18470585294118,7204813204.170078
2016-09-30,0.0572,-0.6133,-0.9013,-0.9123,-0.9123,-0.1714,0.0689,0.2311,-0.1957,0.0775,0.0,0.0309,-0.5765,0.0,0.0879,0.0369,0.1097,152768000.0,0.0753,40431000.0,112337000.0,0.0,16046000.0,57797000.0,54540000.0,21945000.0,10571000.0,0.0,543000.0,0.0,10571000.0,5266000.0,5305000.0,0.05,0.05,104489542.0,0.5,0.7353,0.479,0.2128,0.035,0.3241,73222000.0,32516000.0,11114000.0,600975000.0,0.0736,156336000.0,444639000.0,0.0,68068000.0,234171000.0,210468000.0,94703000.0,126665000.0,0.0,2209000.0,0.0,126665000.0,21063000.0,105602000.0,1.09,1.07,104489542.0,1.985,0.7399,0.63,0.3683,0.176,0.3194,378669000.0,221368000.0,128874000.0,24.568,41.493,0.474,15.5769,0.4298,0.634,0.3651,1.4817,13.9559,10.0,0.0275,0.105,0.0,4335550000.0,5918264000.0,89412000.0,158496500.0,0.0,-0.3313,0.048,0.025,0.368,0.14,2.7851,88.4837,56.3296,0.0,6.7214,3.7917,0.0,1.821,45.0,0.1133,0.0,5981651500.0,2208670250.0,4306286000.0,1.837,5.752,2.3375,-0.3473,REG,77.489998,79.18138841666668,8096894400.600916
2016-06-30,0.0632,0.0009,0.0717,0.0286,0.0294,0.0209,0.0826,0.1133,-0.0023,0.1108,0.0,0.0309,0.0096,0.0,0.0829,0.0129,0.0348,152412000.0,0.0799,40478000.0,111934000.0,0.0,16350000.0,59089000.0,52845000.0,24401000.0,40076000.0,0.0,568000.0,0.0,40076000.0,5266000.0,34810000.0,0.36,0.35,97611143.0,0.5,0.7344,0.687,0.423,0.228,0.2752,104776000.0,64477000.0,40644000.0,590275000.0,0.0708,151710000.0,438565000.0,0.0,66772000.0,230036000.0,208529000.0,97857000.0,175091000.0,0.0,2403000.0,0.0,175091000.0,21063000.0,154028000.0,1.61,1.59,97611143.0,1.97,0.743,0.723,0.4624,0.261,0.4394,426574000.0,272948000.0,177494000.0,22.198,44.178,0.43,20.3278,0.2914,0.9158,0.4472,2.6424,2.1396,1.389,0.028,0.1073,0.0,4312277000.0,6268049000.0,89365000.0,154013000.0,0.0,-0.4369,0.076,0.036,0.462,0.139,2.0089,102.4065,58.1601,0.0,6.6052,3.8326,0.0,1.224,37.0,0.1131,0.0,6016364750.0,2036640500.0,4234435750.0,2.657,6.047,2.7893,-0.1617,REG,83.730003,78.32555508333331,8172981296.223429
2016-03-31,0.067,0.3541,0.9018,0.8148,0.8148,0.4106,0.007,0.0557,-0.0799,0.0698,0.0,0.0309,61.2477,0.0,-0.0048,0.0631,0.037,149628000.0,0.0657,38555000.0,111073000.0,0.0,16299000.0,57321000.0,53752000.0,24142000.0,53143000.0,0.0,434000.0,0.0,53143000.0,5266000.0,47877000.0,0.49,0.49,97606523.0,0.5,0.7423,0.775,0.5165,0.32,0.4731,116001000.0,77285000.0,53577000.0,578992000.0,0.0623,147084000.0,431908000.0,0.0,65521000.0,224050000.0,207858000.0,100131000.0,172761000.0,0.0,2369000.0,0.0,172761000.0,21063000.0,151698000.0,1.6,1.58,97606523.0,1.955,0.746,0.73,0.4713,0.262,0.4473,422445000.0,272892000.0,175130000.0,20.969,41.338,0.725,18.803,0.3179,0.8967,0.4425,3.2013,1.6045,1.02,0.0271,0.1089,0.0,4034860000.0,5839130000.0,87808000.0,162195500.0,0.0,-0.0785,0.077,0.037,0.471,0.14,2.0297,99.4352,57.2213,0.0,6.5938,3.5697,0.0,1.222,33.0,0.1132,0.0,5950950250.0,1965135250.0,4149852250.0,2.653,5.932,2.7253,-0.1589,REG,74.849998,72.70942862857144,7305848051.336954
