,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-06-30,0.0313,0.4797,0.7664,0.5556,0.75,-0.2183,0.1693,0.2057,0.0748,-0.1355,-0.0492,0.069,-1.9563,0.0,-0.1347,0.4051,0.104,11889570.0,0.0397,5047411.0,6842159.0,0.0,3241058.0,4975936.0,1866223.0,583592.0,1533930.0,446575.0,0.0,0.0,1087355.0,0.0,1087355.0,0.14,0.14,7976783.0,0.155,0.5755,0.327,0.1781,0.091,-0.2345,3883301.0,2117522.0,1087355.0,65736042.0,0.0585,32859619.0,32876423.0,0.0,14502552.0,21261738.0,11614685.0,2346376.0,9877544.0,3104912.0,0.0,0.0,6772632.0,0.0,6772632.0,0.91,0.91,7976783.0,7256046.0,0.6,0.5001,0.291,0.186,0.103,-0.1407,19106355.0,12223920.0,6772632.0,9.958,26.17,-0.35,7.1525,0.1505,0.7183,0.2733,3.6284,0.535,2.9526,1.107,0.0,0.2726,0.0,-11411605.0,208755727.0,-116182294.0,240054780.0,4343495.5,6260016.5,6271041.0,-1.8685,0.0,14.3831,-0.5045,-3.3973,0.097,0.034,0.0397,0.186,4.0,0.334,1.6373,37.6976,22.365,33.942,15.1344,10.5009,10.4825,0.659,23.0,0.2206,0.0,237766905.0,70017776.0,196675256.0,-1.16,8.241,5.2097,0.0452,-1.8344,0.0,-0.3094,-2.9555,RGCO,29.18,27.772285628571428,232762527.94
2018-03-31,0.0163,-0.0287,0.0746,0.0444,0.0444,-0.0836,0.1212,0.3121,0.1077,-0.1499,-0.0319,0.069,0.0088,0.0,0.079,-0.0505,0.0081,24917973.0,0.1378,13911264.0,11006709.0,0.0,3965113.0,5699991.0,5306718.0,633186.0,4876360.0,1410431.0,0.0,0.0,3465929.0,0.0,3465929.0,0.47,0.47,7263289.0,0.155,0.4417,0.292,0.2211,0.139,0.2756,7275325.0,5509546.0,3465929.0,65282296.0,0.0536,32613630.0,32668666.0,0.0,15006961.0,21591997.0,11076669.0,2235084.0,9302409.0,3001570.0,0.0,0.0,6300839.0,0.0,6300839.0,0.86,0.85,7263289.0,7159763.0,0.59,0.5004,0.279,0.1767,0.097,-0.1135,18245239.0,11537493.0,6300839.0,10.918,27.333,0.945,7.6398,0.6673,0.6998,0.2795,8.7013,1.152,3.6375,0.33,0.0,0.1591,0.0,2442959.0,198528906.0,-100697080.0,233083007.0,9542699.5,5535485.5,3066140.5,-0.4554,0.0,6.961,-0.2304,-3.2511,0.097,0.033,0.039,0.177,5.0,0.345,1.9022,30.491,49.0304,16.8652,6.8411,11.7934,21.2914,0.686,22.0,0.2299,0.0,231535878.0,65078108.0,189120013.0,-1.02,8.988,5.162,0.0399,-1.618,0.0004,-0.2971,-2.8911,RGCO,25.4,24.92588229411765,184487540.6
2017-12-31,-0.0338,-0.0628,-0.0774,-0.0968,-0.0968,0.073,0.1155,0.0625,0.2594,-0.0418,0.164,0.0741,0.0435,0.0,-0.0442,-0.0771,0.0073,18756051.0,-0.0017,9682616.0,9073435.0,0.0,3663433.0,5398311.0,3675124.0,612645.0,3195158.0,1135696.0,0.0,0.0,2059462.0,0.0,2059462.0,0.28,0.28,7250093.0,0.145,0.4838,0.297,0.203,0.11,-0.334,5573582.0,3807803.0,2059462.0,62264336.0,0.0068,29772649.0,32491687.0,0.0,14716642.0,21132529.0,11359158.0,2071378.0,9628831.0,3568722.0,0.0,0.0,6060109.0,0.0,6060109.0,0.84,0.83,7250093.0,7097514.0,0.58,0.5218,0.293,0.1879,0.097,-0.1199,18238266.0,11700209.0,6060109.0,8.455,27.073,-0.864,9.6341,0.0461,1.1394,0.3559,6.2153,1.224,-0.9511,0.518,0.0,0.1953,0.0,4005050.0,196281319.0,-113098654.0,247918621.0,11132947.5,6982309.0,7416621.5,2.1986,0.0,12.472,-0.2296,-2.4388,0.101,0.033,0.0399,0.188,5.0,0.339,2.1675,42.3803,63.8688,46.7723,5.5928,8.9174,8.3952,0.69,22.0,0.2364,0.0,225281218.0,60241752.0,183754238.0,-1.03,8.588,5.6485,0.0389,-1.5685,0.001,-0.3309,-3.1512,RGCO,27.08,27.00030306060607,196332518.44
2017-09-30,0.0152,0.1449,0.0984,0.0,0.0,-3.5129,0.1062,0.0682,0.2722,0.0039,0.0559,0.0741,-0.1782,0.0,0.0059,-0.0609,0.0096,10172448.0,0.0193,4218328.0,5954120.0,0.0,3632948.0,5187500.0,766620.0,516953.0,272096.0,112210.0,0.0,0.0,159886.0,0.0,159886.0,0.02,0.02,7218686.0,0.145,0.5853,0.233,0.0776,0.016,-0.6946,2374147.0,789049.0,159886.0,62296870.0,0.0547,29487713.0,32809157.0,0.0,14886111.0,21142848.0,11666309.0,1917254.0,10038255.0,3805390.0,0.0,0.0,6232865.0,0.0,6232865.0,0.86,0.86,7218686.0,7074423.0,0.57,0.5267,0.294,0.1919,0.1,-0.1244,18333877.0,11955509.0,6232865.0,8.317,25.37,-0.979,8.4935,0.0096,1.0212,0.3348,1.5263,1.092,-17.3254,7.25,0.0,0.3571,0.0,1319372.0,183135071.0,-107408995.0,230011210.0,3485843.0,5234237.0,8492004.5,1.5506,0.0,25.7955,-0.4222,-2.7098,0.105,0.035,0.0432,0.192,4.0,0.349,2.0827,30.0153,20.4639,51.1089,17.8714,11.9018,7.3359,0.663,22.0,0.239,0.0,213923942.0,59236666.0,178674344.0,-1.074,8.63,6.2357,0.0418,-1.5972,0.0012,-0.3328,-3.2506,RGCO,28.57,26.94200000000001,206237859.02
2017-06-30,0.051,-0.0163,-0.0183,0.0,-0.1111,-0.1116,0.1511,0.0445,0.2961,0.1343,0.2123,0.0741,-5.1314,0.0,0.0781,-0.0861,0.0103,11435824.0,0.0125,4801422.0,6634402.0,0.0,3745467.0,5306195.0,1328207.0,472300.0,958795.0,343233.0,0.0,0.0,615562.0,0.0,615562.0,0.09,0.08,7225315.0,0.145,0.5801,0.264,0.1251,0.054,-0.0825,3022185.0,1431095.0,615562.0,62104687.0,0.0559,29384461.0,32720226.0,0.0,14864899.0,21004161.0,11716065.0,1816022.0,10039608.0,3821068.0,0.0,0.0,6218540.0,0.0,6218540.0,0.87,0.86,7225315.0,7048149.0,0.56,0.5269,0.292,0.1909,0.1,-0.1076,18113202.0,11855630.0,6218540.0,8.259,24.71,-0.131,7.347,0.1057,0.8896,0.2973,3.0301,0.835,6.6718,1.611,0.0,0.3275,0.0,-2599474.0,178534757.0,-105737756.0,215130675.0,4383346.0,5391753.0,5866301.5,-1.2297,0.0022,17.3122,-0.4416,-3.174,0.107,0.036,0.0452,0.191,4.0,0.356,2.4342,33.6805,27.3823,37.7854,14.1683,11.5185,10.5867,0.644,21.0,0.2394,0.0,202572485.0,58143316.0,174278789.0,-0.925,8.595,6.5284,0.0437,-1.4415,0.0012,-0.3514,-3.4871,RGCO,28.33,25.957222277777774,204693173.95
2017-03-31,0.0169,0.0408,0.0366,0.0227,0.0227,0.1254,0.1628,0.0484,0.2647,0.2346,-0.1978,0.0741,-0.1469,0.0,-0.038,0.0266,0.0106,21900013.0,0.0056,11070283.0,10829730.0,0.0,3674794.0,5240523.0,5589207.0,469480.0,5202782.0,1977583.0,0.0,0.0,3225199.0,0.0,3225199.0,0.45,0.45,7205063.0,0.145,0.4945,0.332,0.259,0.147,0.3108,7268352.0,5672262.0,3225199.0,61964060.0,0.0629,29565896.0,32398164.0,0.0,14593578.0,20556956.0,11841208.0,1740026.0,10139270.0,3909224.0,0.0,0.0,6230046.0,0.0,6230046.0,0.87,0.87,7205063.0,6976424.0,0.55,0.5229,0.29,0.1917,0.101,-0.089,17960852.0,11879296.0,6230046.0,8.321,24.575,0.945,6.9529,0.0758,0.8356,0.2829,12.082,0.842,4.2655,0.322,0.0,0.1678,0.0,-2930182.0,177065805.0,-101490513.0,208064364.0,9335936.5,4752876.5,3500019.5,-0.5052,0.0017,6.8173,-0.3174,-4.3548,0.109,0.037,0.0468,0.192,4.0,0.368,2.5125,33.0899,60.7667,18.3539,6.6372,13.0372,17.7039,0.632,18.0,0.2355,0.0,191825289.0,57362467.0,168419320.0,-0.765,8.6,6.8271,0.0449,-1.3521,0.0011,-0.3416,-3.4802,RGCO,22.0,19.233055472222222,158511386.0
2016-12-31,0.0747,0.1557,0.1609,0.161,0.161,-0.6116,0.1359,0.0489,0.1834,0.4229,-0.1532,0.0547,-0.2525,0.0,-0.0058,0.1384,0.0101,18788585.0,0.1735,9397680.0,9390905.0,0.0,3832902.0,5408630.0,3982275.0,458521.0,3604582.0,1372364.0,0.0,0.0,2232218.0,0.0,2232218.0,0.31,0.31,7197699.0,0.135,0.4998,0.302,0.2163,0.119,-0.3486,5669193.0,4063103.0,2232218.0,61841820.0,-0.0176,29624117.0,32217703.0,0.0,14738894.0,20521388.0,11696315.0,1686486.0,9970272.0,3853978.0,0.0,0.0,6116294.0,0.0,6116294.0,0.86,0.86,7197699.0,6901188.0,0.54,0.521,0.284,0.1885,0.099,-0.0702,17557298.0,11656758.0,6116294.0,7.958,24.447,-0.91,7.7054,0.0245,0.9682,0.3152,8.8613,0.746,-0.9466,0.435,0.0,0.204,0.0,-7303780.0,175961743.0,-97227882.0,202489520.0,9681027.5,5463276.5,7474404.5,2.0999,0.0007,9.7518,-0.2362,-2.7627,0.108,0.038,0.0453,0.188,5.0,0.381,2.3086,39.7515,67.1116,40.4563,6.3879,11.3195,8.2738,0.628,14.0,0.2383,0.0,182048561.0,56520618.0,162221158.0,-0.603,8.592,6.9119,0.0476,-1.3074,0.0011,-0.2985,-3.1284,RGCO,16.653334,16.54882361764706,119865685.478466
2016-09-30,0.0844,0.4939,3.0711,1.8571,1.8571,0.8209,0.1351,0.0451,0.2152,0.0883,-0.0951,0.0547,0.1689,0.0,0.0353,0.2442,0.0081,9980265.0,0.0254,4115076.0,5865189.0,0.0,3611736.0,5048813.0,816376.0,415721.0,273449.0,127888.0,0.0,0.0,145561.0,0.0,145561.0,0.02,0.02,7149906.0,0.135,0.5877,0.216,0.0691,0.015,-0.6008,2153472.0,689170.0,145561.0,59063291.0,-0.1338,27498377.0,31564914.0,0.0,14761212.0,20352822.0,11212092.0,1636321.0,9473050.0,3666184.0,0.0,0.0,5806866.0,0.0,5806866.0,0.81,0.81,7149906.0,6792240.0,0.533,0.5344,0.285,0.1881,0.098,-0.0511,16818896.0,11109371.0,5806866.0,7.786,23.155,-0.839,6.7403,0.09,0.8657,0.2911,1.6578,0.543,-4.2169,6.75,0.0,0.3619,0.0,-13014729.0,165552849.0,-94403453.0,184605380.0,3337778.0,5243626.0,8694765.0,8.7695,0.0,22.0804,-0.5393,-3.676,0.104,0.037,0.0464,0.188,5.0,0.376,2.5697,33.0346,21.4995,51.051,17.6954,11.2638,6.793,0.658,14.0,0.2499,0.0,174743266.0,55716463.0,156956886.0,-0.422,8.261,6.7892,0.0488,-1.2023,0.0011,-0.3038,-3.1423,RGCO,15.793332999999999,15.845185333333331,112920846.37669799
2016-06-30,0.0588,0.5558,0.7667,0.6981,0.9149,-0.1261,0.1041,0.026,0.2712,0.1551,-0.1645,0.0547,-0.8925,0.0,-0.0666,0.5199,0.0083,11295197.0,0.0483,4982857.0,6312340.0,0.0,3474146.0,4858990.0,1453350.0,396304.0,1058457.0,431389.0,0.0,0.0,627068.0,0.0,627068.0,0.09,0.09,7151480.0,0.135,0.5589,0.254,0.1288,0.056,0.0202,2869835.0,1454761.0,627068.0,58816430.0,-0.1443,27708013.0,31108417.0,0.0,14637968.0,20056549.0,11051868.0,1591940.0,9289573.0,3592513.0,0.0,0.0,5697060.0,0.0,5697060.0,0.803,0.803,7151480.0,6693120.0,0.527,0.5289,0.279,0.185,0.097,-0.0721,16419549.0,10881513.0,5697060.0,7.907,21.687,0.032,5.727,0.1265,0.7243,0.2641,3.6708,0.546,7.3717,1.5,0.0,0.3076,0.0,-10440190.0,155096884.0,-85982224.0,172141891.0,3831829.0,4966452.0,5825567.0,-0.9506,0.0019,13.956,-0.389,-3.1053,0.104,0.037,0.0496,0.185,5.0,0.387,2.1254,31.3562,25.4908,32.9117,15.3494,11.8427,10.0963,0.656,14.0,0.2489,0.0,168921058.0,55009943.0,152030473.0,-0.593,8.224,6.8354,0.0485,-1.35,0.0011,-0.2779,-2.9517,RGCO,16.18,15.958148111111107,115710946.39999999
2016-03-31,0.0426,0.1185,0.1195,0.1196,0.1196,-0.2507,0.0601,0.0195,0.197,-0.2454,0.0246,0.0547,-0.4256,0.0,-0.0574,0.1158,0.0065,21777773.0,-0.1761,11128504.0,10649269.0,0.0,3820110.0,5204955.0,5444314.0,415940.0,5033784.0,1922337.0,0.0,0.0,3111447.0,0.0,3111447.0,0.44,0.44,7129260.0,0.135,0.489,0.315,0.2502,0.143,0.3664,6864798.0,5449724.0,3111447.0,58295642.0,-0.167,27537737.0,30757905.0,0.0,14885802.0,20203168.0,10554737.0,1554486.0,8807342.0,3382410.0,0.0,0.0,5424932.0,0.0,5424932.0,0.767,0.76,7129260.0,6633678.0,0.52,0.5276,0.271,0.1777,0.093,-0.0402,15796483.0,10361828.0,5424932.0,7.937,21.359,1.119,5.556,0.0981,0.7,0.2601,13.1022,0.676,3.9287,0.307,0.0,0.1754,0.0,-7199261.0,152273157.0,-80659116.0,168957452.0,9714157.0,4203742.0,3837586.0,-0.3473,0.0015,5.6682,-0.1949,-3.0001,0.099,0.037,0.0482,0.178,5.0,0.393,2.355,24.3452,52.3175,24.3196,6.0011,13.8676,15.1907,0.678,14.0,0.2554,0.0,164557736.0,54538888.0,148375634.0,-0.328,8.177,6.6658,0.0463,-1.1833,0.0012,-0.2593,-2.7817,RGCO,14.413332999999998,14.350285771428574,102756398.42357999
