,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2015-12-31,0.0839,1.4327,1.3802,1.3788,1.3802,0.5226,-0.0054,0.0151,-0.0345,-0.2471,0.0,0.0,1.8584,0.0,-0.188,1.4376,0.0022,535800000.0,-0.0367,235800000.0,300000000.0,0.0,27400000.0,119800000.0,180200000.0,40400000.0,137800000.0,13500000.0,0.0,0.0,124300000.0,0.0,124300000.0,1.0,1.0,124813549.0,,0.1,0.5599,0.524,0.3326,0.232,0.57,280800000.0,178200000.0,124300000.0,2137000000.0,0.1713,993100000.0,1143900000.0,0.0,115800000.0,836800000.0,307100000.0,145300000.0,157700000.0,64400000.0,0.0,0.0,93300000.0,0.0,93300000.0,0.75,0.75,124813549.0,0.4,0.5353,0.326,0.1418,0.044,0.1379,695700000.0,303000000.0,93300000.0,38.237,66.878,2.447,21.5714,3.8794,0.5641,0.3225,4.4109,2.803,2.7289,0.1,0.0,0.0511,0.0,592600000.0,8347300000.0,-2653500000.0,10226800000.0,477852000.0,106186500.0,0.0,-0.0996,0.017,7.864,-0.0631,-0.3294,0.02,0.011,0.0255,0.142,7.0,0.252,10.6977,18.7197,70.1135,0.0,4.4721,20.125,0.0,0.533,15.0,0.0542,0.0,10660195250.0,4777976250.0,8464426500.0,2.36,17.122,2.0853,0.0117,-0.7048,0.0157,-0.3292,-1.7914,RDC,16.950001,18.820571457142854,2115589780.363549
2015-09-30,0.3488,-2.612,-3.0017,-3.0,-3.0,3.145,-0.0552,-0.0931,-0.0003,-0.0036,0.0,0.0,1.293,0.0,-0.1011,-2.6066,0.0023,545400000.0,0.1662,247600000.0,297800000.0,0.0,29700000.0,468400000.0,-170600000.0,41300000.0,-213500000.0,25900000.0,0.0,0.0,-239400000.0,0.0,-239400000.0,-1.92,-1.92,124793925.0,,0.1,0.546,-0.123,-0.3157,-0.439,0.2834,-67341000.0,-172200000.0,-239400000.0,2157403000.0,0.2984,1036724000.0,1120679000.0,0.0,122187000.0,1405593000.0,-284914000.0,134478000.0,-421640000.0,-63708000.0,0.0,23000.0,-357932000.0,0.0,-357932000.0,-2.89,-2.88,124793925.0,0.4,0.5195,0.044,-0.1331,-0.166,-0.1699,95484000.0,-287162000.0,-357932000.0,37.221,66.844,1.239,22.4906,2.3277,0.6042,0.3365,-4.1695,2.624,-0.8779,-0.052,0.0,0.0545,0.0,517677000.0,8341675000.0,-2860389000.0,10539209000.0,509266000.0,109714500.0,0.0,-0.2645,0.0149,-37.3651,-0.1019,-0.5302,-0.075,-0.042,-0.023,-0.133,4.0,0.255,-2.4633,20.1289,86.0031,0.0,4.2363,19.6638,0.0,-0.138,-16.0,0.0566,0.0,10730609500.0,4757701000.0,8475689000.0,-2.937,17.288,-2.1354,-0.0448,-1.4158,0.0163,-0.5786,-3.2622,RDC,16.15,16.829722138888897,2015421888.7499998
2015-06-30,0.429,0.9716,1.5799,1.6154,1.6154,1.9562,-0.0184,-0.024,0.0175,0.1778,0.0,0.0,1.5553,0.0,0.0692,0.9721,0.0032,508736000.0,0.203,253944000.0,254792000.0,0.0,31158000.0,131886000.0,122906000.0,30840000.0,92421000.0,7686000.0,0.0,0.0,84735000.0,0.0,84735000.0,0.68,0.68,124762684.0,,0.1,0.5008,0.428,0.2423,0.167,0.2014,217938000.0,123261000.0,84735000.0,2079695000.0,0.3191,1036031000.0,1043664000.0,0.0,125527000.0,1051794000.0,-8130000.0,118834000.0,-126971000.0,-128036000.0,0.0,23000.0,1065000.0,0.0,1065000.0,-0.01,0.0,124762684.0,0.4,0.5018,0.169,-0.0039,0.001,-0.5043,351153000.0,-8137000.0,1065000.0,39.179,69.386,0.821,22.8987,1.5915,0.5845,0.33,3.9968,1.987,2.407,0.147,0.0,0.0612,0.0,379494000.0,8656767000.0,-3004757000.0,10930719000.0,460329000.0,113875000.0,0.0,-0.4977,0.022,12.1977,-0.1995,-1.0722,0.0,0.0,-0.0006,-0.004,4.0,0.242,678.1268,19.3436,87.3868,0.0,4.5178,18.263,0.0,-40.0,-662.0,0.0604,0.0,10762432000.0,4873964250.0,8597465250.0,-8.406,16.669,-0.0685,0.0001,-2.4521,0.017,-0.8515,-4.9289,RDC,21.110001,21.888055583333333,2633740384.002684
2015-03-31,0.8527,1.1483,1.0752,1.0625,1.0625,2.0397,-0.031,-0.0329,-0.0003,0.3115,0.0,0.0,0.3987,0.0,-0.0766,1.2799,0.0026,547039000.0,0.4487,255734000.0,291305000.0,0.0,27586000.0,116763000.0,174542000.0,32746000.0,140910000.0,17241000.0,0.0,0.0,123669000.0,0.0,123669000.0,0.99,0.99,124569727.0,,0.1,0.5325,0.483,0.3174,0.226,-0.4896,264220000.0,173656000.0,123669000.0,1993837000.0,0.2759,1026665000.0,967172000.0,0.0,123511000.0,1035887000.0,-68715000.0,115686000.0,-184566000.0,-133740000.0,0.0,43000.0,-50826000.0,0.0,-50826000.0,-0.43,-0.42,124569727.0,0.4,0.4851,0.137,-0.0345,-0.025,-0.6699,273411000.0,-68880000.0,-50826000.0,38.584,68.331,-2.15,22.5345,0.4559,0.584,0.3298,5.3031,1.923,1.9792,0.101,0.0,0.0504,0.0,293757000.0,8511964000.0,-3093628000.0,10944053000.0,443393500.0,109080500.0,0.0,-2.0942,0.0095,10.4092,-0.937,-5.6599,-0.01,-0.006,-0.0053,-0.035,4.0,0.231,-11.554,21.6149,92.1089,0.0,4.4968,18.2786,0.0,-0.93,-68.0,0.0619,0.0,10551054000.0,4900002000.0,8637994750.0,-10.722,16.006,-0.5954,-0.0062,-3.2744,0.0161,-0.9644,-5.6176,RDC,17.709999,20.70583333333333,2206129740.600273
2014-12-31,0.63,-7.83,-7.5785,-7.6,-7.575,-0.0362,0.0522,-0.0437,0.3882,0.5824,0.0,0.0,-5.3787,0.0,-0.0472,-7.8076,0.0024,556228000.0,0.4141,279446000.0,276782000.0,0.0,33743000.0,688544000.0,-411762000.0,29592000.0,-441471000.0,-114535000.0,0.0,23000.0,-326936000.0,0.0,-326936000.0,-2.64,-2.63,124538858.0,,0.1,0.4976,-0.574,-0.7405,-0.588,-0.6396,-319333000.0,-411879000.0,-326936000.0,1824400000.0,0.1552,991300000.0,833100000.0,0.0,125800000.0,999800000.0,-166700000.0,103900000.0,-265600000.0,-150700000.0,0.0,-4000000.0,-114900000.0,0.0,-114900000.0,-0.93,-0.93,124538858.0,0.3,0.4566,0.088,-0.0886,-0.063,-0.8294,160900000.0,-161700000.0,-114900000.0,37.67,67.387,-2.857,22.3905,2.7233,0.5944,0.3323,-13.9186,2.818,-0.6814,-0.038,0.0,0.0607,0.0,605718000.0,8392350000.0,-2762012000.0,10508457000.0,444875000.0,113374500.0,0.0,-2.597,0.019,-7.6701,-1.0401,-6.2515,-0.023,-0.013,-0.0135,-0.089,4.0,0.21,-3.6815,20.5614,109.0767,0.0,4.1009,16.0918,0.0,-0.323,-31.0,0.069,0.0,10277983000.0,4937609750.0,8706030750.0,-12.15,14.649,-1.5563,-0.0143,-4.5773,0.0189,-1.0613,-6.0019,RDC,23.32,22.652285685714286,2904246168.56
2014-09-30,0.2913,0.5582,1.3044,1.2857,1.2857,-0.6785,0.1085,0.0693,0.3975,0.0279,0.0,0.0,-369.9098,0.0,-0.0067,0.5499,0.0023,467692000.0,0.2217,246907000.0,220785000.0,0.0,33040000.0,114601000.0,106184000.0,25656000.0,81169000.0,-38428000.0,0.0,0.0,119597000.0,0.0,119597000.0,0.96,0.96,124503567.0,,0.1,0.4721,0.403,0.2284,0.256,-1.128,188328000.0,106825000.0,119597000.0,1661527000.0,0.0788,935407000.0,726120000.0,0.0,127473000.0,420572000.0,305548000.0,90725000.0,219758000.0,-41976000.0,0.0,-4023000.0,261734000.0,0.0,261734000.0,2.1,2.1,124503567.0,0.2,0.437,0.368,0.1869,0.158,-0.6477,611124000.0,310483000.0,261734000.0,41.043,70.912,-4.237,22.5499,5.6844,0.5494,0.318,4.1637,4.963,0.424,0.104,0.0,0.0706,0.0,1038603000.0,8828780000.0,-2418094000.0,10666499000.0,503275000.0,98010500.0,0.0,-11.4037,0.018,11.1498,-1.2364,-7.0948,0.052,0.03,0.0243,0.187,3.0,0.193,1.6481,22.0673,112.0781,0.0,3.3014,16.9525,0.0,0.095,15.0,0.0767,0.0,9785127000.0,4988200250.0,8601883500.0,-8.644,13.345,3.4222,0.0306,-3.4948,0.0184,-0.9073,-5.0144,RDC,25.309998999999998,28.331944694444445,3151185156.266433
2014-06-30,-0.0754,-0.4428,-0.6035,-0.6119,-0.6119,-0.474,0.1213,0.06,0.3975,-0.1011,0.0,0.0,-10.6265,0.0,-0.1239,-0.4449,0.0013,422878000.0,0.0342,244578000.0,178300000.0,0.0,29142000.0,115979000.0,62321000.0,27692000.0,34826000.0,1982000.0,0.0,20000.0,32844000.0,0.0,32844000.0,0.26,0.26,124363044.0,,0.1,0.4216,0.332,0.1478,0.078,-0.4363,140196000.0,62518000.0,32844000.0,1576643000.0,0.0433,900327000.0,676316000.0,0.0,127696000.0,408443000.0,267873000.0,82180000.0,190036000.0,-4001000.0,0.0,-4023000.0,194037000.0,0.0,194037000.0,1.56,1.56,124363044.0,0.1,0.429,0.356,0.1727,0.123,-0.3471,560628000.0,272216000.0,194037000.0,40.143,70.912,-1.483,22.5771,10.0271,0.5624,0.3184,2.2576,5.916,2.1006,0.385,0.0,0.0689,0.0,1447454000.0,8818885000.0,-2084732000.0,10085207000.0,446522500.0,97580500.0,0.0,-3.6741,0.0187,11.1326,-0.5994,-3.2632,0.04,0.023,0.023,0.173,3.0,0.188,2.7745,27.2097,97.8676,0.0,3.5309,16.1574,0.0,0.064,20.0,0.081,0.0,9289757000.0,4902598750.0,8385759750.0,-4.4,12.678,3.3124,0.0229,-2.0164,0.0206,-0.6885,-3.7639,RDC,31.93,31.398571771428564,3970911994.92
2014-03-31,-0.149,-0.1016,-0.1253,-0.1273,-0.1273,-0.2196,0.1336,0.0762,0.3972,-0.1729,0.0,0.0,-68.6038,0.0,0.0151,-0.1533,-0.0001,377602000.0,-0.0422,220369000.0,157233000.0,0.0,29875000.0,80676000.0,76557000.0,20960000.0,59876000.0,281000.0,0.0,-4043000.0,59595000.0,0.0,59595000.0,0.48,0.48,124242665.0,,0.0,0.4164,0.402,0.2141,0.158,-1.1795,151709000.0,80836000.0,59595000.0,1562648000.0,0.0752,871793000.0,690855000.0,0.0,131817000.0,373036000.0,317819000.0,72173000.0,249717000.0,5680000.0,0.0,-4043000.0,244037000.0,0.0,244037000.0,1.97,1.97,124242665.0,0.0,0.4421,0.383,0.206,0.156,-0.2423,599155000.0,321890000.0,244037000.0,39.896,70.701,-3.585,22.6007,11.5934,0.5665,0.3197,3.8567,6.269,1.3512,0.0,0.0,0.0791,0.0,1580342000.0,8784108000.0,-1947072000.0,9851769000.0,423720500.0,82076500.0,0.0,-6.5313,0.02,9.0145,-1.3928,-7.4206,0.051,0.03,0.0282,0.206,5.0,0.192,2.4608,23.3783,89.6089,0.0,3.6879,19.0389,0.0,0.0,16.0,0.0844,0.0,8921770000.0,4830407500.0,8147236750.0,-3.047,12.577,4.46,0.029,-1.6304,0.0217,-0.6266,-3.5313,RDC,33.68,32.583143142857146,4184492957.2
2013-12-31,0.0584,0.3655,-0.0809,-0.0909,-0.0909,0.1319,0.0359,0.0795,-0.0004,-0.1871,0.0,0.0,-0.0439,0.0,0.3739,-0.0003,0.0003,393355000.0,0.1105,223553000.0,169802000.0,0.0,35416000.0,109316000.0,60486000.0,16417000.0,43887000.0,-5811000.0,0.0,0.0,49698000.0,0.0,49698000.0,0.4,0.4,124236421.0,,0.0,0.4317,0.333,0.1533,0.126,0.2066,130891000.0,60304000.0,49698000.0,1579284000.0,0.134,860893000.0,718391000.0,0.0,131373000.0,386715000.0,331676000.0,69794000.0,261239000.0,8663000.0,0.0,0.0,252576000.0,0.0,252576000.0,2.04,2.03,124236421.0,0.0,0.4549,0.381,0.2096,0.16,0.0383,602041000.0,331033000.0,252576000.0,39.391,64.198,0.654,16.1684,8.7965,0.4105,0.2519,3.6733,4.312,4.651,0.0,0.0,0.09,0.0,1174294000.0,7975761000.0,-1553122000.0,8537033000.0,384192500.0,103490000.0,0.0,-0.6485,0.0168,6.9971,-0.3811,-2.1235,0.053,0.032,0.0318,0.21,6.0,0.2,2.4673,28.653,79.6306,0.0,4.1107,15.2603,0.0,0.0,16.0,0.0832,0.0,8583255750.0,4742749500.0,7888507750.0,0.486,12.712,4.743,0.0334,-0.9031,0.0215,-0.3563,-2.0765,RDC,35.360001000000004,34.95657114285714,4392999970.796421
2013-09-30,0.0315,0.3766,0.8819,0.9091,0.9091,4.9084,0.1396,0.0645,0.442,0.2302,0.0,0.0,1.0058,0.0,0.2903,0.1546,0.0001,382808000.0,0.0817,211827000.0,170981000.0,0.0,33263000.0,102472000.0,68509000.0,17111000.0,51447000.0,-453000.0,0.0,0.0,51900000.0,0.0,51900000.0,0.42,0.42,124212268.0,,0.0,0.4466,0.36,0.1791,0.136,0.0037,137832000.0,68558000.0,51900000.0,1540131000.0,0.1726,831108000.0,709023000.0,0.0,121735000.0,377331000.0,331692000.0,66154000.0,248736000.0,-8213000.0,0.0,16466000.0,256949000.0,0.0,256949000.0,2.08,2.08,124212268.0,0.0,0.4604,0.377,0.2045,0.167,0.0417,579888000.0,314890000.0,256949000.0,38.383,64.118,0.012,16.1733,8.1222,0.4214,0.2522,4.0067,5.739,3.0385,0.0,0.0,0.0869,0.0,1323743000.0,7964285000.0,-1593644000.0,8685019000.0,449910500.0,92834500.0,0.0,-0.9909,0.0273,7.2556,-0.4082,-2.2558,0.055,0.033,0.0311,0.204,7.0,0.197,2.3205,22.6489,117.6328,0.0,3.4232,16.5901,0.0,0.0,18.0,0.079,0.0,8546743250.0,4652240250.0,7819439250.0,0.516,12.399,4.76,0.0337,-0.8924,0.0208,-0.3455,-2.0079,RDC,36.720001,36.675428142857136,4561074605.172269
2013-06-30,0.1838,0.9594,0.6758,0.675,0.675,0.3177,0.1192,0.0591,0.3468,0.4247,0.0,0.0,0.646,0.0,0.3253,0.5944,0.0002,408883000.0,0.1648,216044000.0,192839000.0,0.0,33263000.0,80572000.0,112267000.0,17685000.0,94507000.0,11663000.0,0.0,0.0,82844000.0,0.0,82844000.0,0.67,0.67,124199339.0,,0.0,0.4716,0.437,0.2744,0.203,-0.0388,178723000.0,112192000.0,82844000.0,1511233000.0,0.2654,807433000.0,703800000.0,0.0,114252000.0,381281000.0,322519000.0,62733000.0,233401000.0,773000.0,0.0,15302000.0,232628000.0,0.0,232628000.0,1.88,1.88,124199339.0,0.0,0.4657,0.367,0.196,0.154,-0.1222,554885000.0,296134000.0,232628000.0,37.871,63.324,-0.128,16.1768,8.0991,0.4272,0.2555,6.3439,6.228,1.5831,0.0,0.0,0.0814,0.0,1332144000.0,7864793000.0,-1574354000.0,8613259000.0,400197500.0,75823500.0,0.0,-1.121,0.0228,5.6135,-0.3596,-2.2098,0.051,0.031,0.0305,0.196,6.0,0.199,1.9999,18.7488,113.5888,0.0,3.7762,19.9309,0.0,0.0,18.0,0.0756,0.0,8326489500.0,4579921750.0,7575579500.0,-1.486,12.168,4.7205,0.0308,-1.3968,0.0198,-0.43,-2.5114,RDC,34.07,34.13764726470589,4231471479.73
2013-03-31,0.2209,0.4929,0.376,0.375,0.375,0.6305,0.1739,0.0456,0.7908,0.3999,0.0,0.0,0.9134,0.0,0.2765,0.3953,0.0054,394238000.0,0.1822,209469000.0,184769000.0,0.0,29431000.0,94355000.0,90414000.0,18581000.0,71398000.0,3264000.0,0.0,0.0,68134000.0,0.0,68134000.0,0.55,0.55,124251953.0,,0.0,0.4687,0.392,0.2282,0.173,-0.0162,154595000.0,89979000.0,68134000.0,1453368000.0,0.3624,779503000.0,673865000.0,0.0,106087000.0,393200000.0,280665000.0,58041000.0,183158000.0,-16061000.0,0.0,16715000.0,199219000.0,0.0,199219000.0,1.61,1.61,124251953.0,0.0,0.4637,0.34,0.166,0.137,-0.1469,494749000.0,241199000.0,199219000.0,37.071,62.367,-0.052,16.1741,8.2031,0.4363,0.2593,4.8425,6.525,1.5144,0.0,0.0,0.0747,0.0,1336519000.0,7749192000.0,-1564632000.0,8497712000.0,397560500.0,75970000.0,0.0,-1.062,0.0191,6.4065,-0.2779,-1.6958,0.044,0.027,0.027,0.166,6.0,0.197,2.1765,16.0893,116.4804,0.0,3.6557,19.1308,0.0,0.0,22.0,0.073,0.0,8049034500.0,4514114000.0,7366179000.0,-1.719,11.697,4.1557,0.0268,-1.4925,0.0187,-0.4453,-2.5524,RDC,35.360001000000004,34.933939696969695,4393549182.331953
2012-12-31,0.4253,0.0147,0.1989,0.1579,0.1579,7.1268,0.167,0.0542,0.7716,0.4945,0.0,0.0,1.2148,0.0,0.1156,1.008,-0.0063,354202000.0,0.2877,193768000.0,160434000.0,0.0,25778000.0,99932000.0,60502000.0,12777000.0,31384000.0,-22687000.0,0.0,16466000.0,54071000.0,0.0,54071000.0,0.44,0.44,124194069.0,,0.0,0.4529,0.307,0.1247,0.153,0.2399,108738000.0,44161000.0,54071000.0,1392607000.0,0.4827,752173000.0,640434000.0,0.0,99712000.0,385382000.0,255052000.0,50717000.0,160773000.0,-19829000.0,0.0,22697000.0,180602000.0,0.0,180602000.0,1.47,1.46,124194069.0,0.0,0.4599,0.33,0.1519,0.13,-0.2018,459390000.0,211490000.0,180602000.0,36.489,61.996,0.684,16.1811,8.2452,0.4435,0.261,3.4563,5.279,3.7766,0.0,0.0,0.0728,0.0,1258456000.0,7699487000.0,-1615213000.0,8390983000.0,353715500.0,97043000.0,0.0,-0.5838,0.0133,9.0639,-0.3366,-1.8462,0.041,0.026,0.025,0.152,7.0,0.197,2.18,21.7552,111.0875,0.0,3.9371,14.3504,0.0,0.0,23.0,0.0716,0.0,7649188250.0,4457959500.0,7079202500.0,-2.263,11.213,4.17,0.0246,-1.7138,0.0178,-0.4845,-2.7219,RDC,31.27,31.819117294117646,3883548537.63
2012-09-30,0.5797,-0.7435,-0.8577,-0.8581,-0.8562,2.492,0.0341,0.0446,0.2136,0.2408,0.0,0.0,-0.0279,0.0,0.1392,0.8565,-0.0254,353910000.0,0.5079,188152000.0,165758000.0,0.0,25780000.0,106422000.0,59336000.0,13690000.0,36112000.0,8533000.0,0.0,-1164000.0,27579000.0,0.0,27579000.0,0.22,0.22,124195890.0,,0.0,0.4684,0.319,0.1407,0.078,-0.6988,112829000.0,49802000.0,27579000.0,1313473000.0,0.5052,720913000.0,592560000.0,0.0,97040000.0,367879000.0,224681000.0,41010000.0,169841000.0,-1791000.0,0.0,-5753000.0,171632000.0,0.0,171632000.0,1.4,1.4,124195890.0,0.0,0.4511,0.342,0.1605,0.131,-0.5799,448810000.0,210851000.0,171632000.0,36.058,56.273,-1.991,11.2174,2.6433,0.3111,0.1993,3.6378,3.47,0.9678,0.0,0.0,0.0728,0.0,616794000.0,6988846000.0,-1644038000.0,7804004000.0,364314500.0,92837500.0,0.0,-10.266,0.0236,9.4378,-0.7742,-4.3475,0.039,0.025,0.0219,0.161,5.0,0.193,0.9099,25.0381,112.1186,0.0,3.6053,14.1481,0.0,0.0,24.0,0.0739,0.0,7287687250.0,4406525250.0,6803792000.0,-6.133,10.576,5.1415,0.0259,-5.8771,0.0213,-0.6988,-3.8572,RDC,33.77,35.6664705882353,4194095205.3
2012-06-30,0.3692,-0.8791,-0.8939,-0.8916,-0.8904,2.1075,0.0575,0.0652,0.2859,0.2961,0.0,0.0,0.9165,0.0,0.155,0.361,-0.0257,351018000.0,0.5706,188114000.0,162904000.0,0.0,25098000.0,92491000.0,70413000.0,12993000.0,44264000.0,-5171000.0,0.0,1413000.0,49435000.0,0.0,49435000.0,0.4,0.4,124179965.0,,0.0,0.4641,0.338,0.1631,0.141,-0.1277,118587000.0,57257000.0,49435000.0,1194261000.0,0.3626,662528000.0,531733000.0,0.0,93889000.0,334426000.0,197307000.0,31553000.0,323662000.0,-14200000.0,0.0,-166974000.0,337862000.0,0.0,337862000.0,2.73,2.71,124179965.0,0.0,0.4452,0.486,0.2974,0.283,-0.6322,580453000.0,355215000.0,337862000.0,35.757,56.589,-0.361,12.0129,5.4364,0.336,0.2123,4.4068,3.282,2.0134,0.0,0.0,0.0715,0.0,777001000.0,7027191000.0,-1469490000.0,7503439000.0,292389000.0,71924500.0,0.0,-1.4503,0.0188,6.8867,-0.4112,-2.3536,0.077,0.05,0.0202,0.297,4.0,0.177,0.3303,22.6226,100.8867,0.0,4.0845,16.6044,0.0,0.0,13.0,0.0786,0.0,6969663000.0,4386578250.0,6746212750.0,-6.08,9.617,11.2577,0.0513,-7.7654,0.0191,-0.7256,-3.8472,RDC,32.330002,30.829714514285712,4014738516.80993
2012-03-31,0.5982,0.5076,0.5439,0.5385,0.6,-0.4443,0.0549,0.1796,-0.0439,-0.1343,-1.0,0.0,0.6978,0.0,0.1077,0.8124,-0.0218,333477000.0,0.6191,182139000.0,151338000.0,0.0,23056000.0,86537000.0,64801000.0,11257000.0,49013000.0,-504000.0,0.0,5982000.0,49517000.0,0.0,49517000.0,0.4,0.4,123578642.0,,0.0,0.4538,0.358,0.1807,0.148,-0.2216,119236000.0,60270000.0,49517000.0,1066740000.0,0.1407,578931000.0,487809000.0,0.0,90520000.0,309180000.0,178629000.0,26009000.0,745537000.0,-8749000.0,0.0,-589843000.0,754286000.0,0.0,754286000.0,6.02,5.96,123578642.0,0.0,0.4573,0.924,0.7233,0.707,-1.1686,986018000.0,771546000.0,754286000.0,35.455,53.418,-0.598,9.0808,2.8576,0.2561,0.17,5.354,1.645,1.278,0.0,0.0,0.0691,0.0,304681000.0,6601286000.0,-1443056000.0,6898327000.0,357008500.0,117530500.0,197982000.0,-2.1677,0.0155,6.4499,-0.4114,-2.3264,0.174,0.113,0.0186,0.723,6.0,0.16,0.0585,30.0677,113.3644,0.0,2.988,9.0763,5.3881,0.0,6.0,0.0849,0.0,6767906500.0,4346178000.0,6650674750.0,-10.087,8.632,29.6646,0.1251,-29.2738,0.0209,-1.2099,-6.0179,RDC,32.93,35.908571599999995,4069444681.06
2011-12-31,0.0376,-0.4331,-0.2127,-0.1364,-0.1364,-1.1463,0.0612,0.1643,-0.0435,0.0507,0.0,0.0,-8.3002,0.0,-0.0126,-0.388,-0.0098,275068000.0,0.3195,162508000.0,112560000.0,0.0,23106000.0,82429000.0,30131000.0,3070000.0,40452000.0,-4649000.0,0.0,-11984000.0,45101000.0,0.0,45101000.0,0.38,0.38,124980208.0,,0.0,0.4092,0.357,0.1582,0.164,-1.4383,98158000.0,43522000.0,45101000.0,939229000.0,-0.0771,508066000.0,431163000.0,0.0,88278000.0,281580000.0,149583000.0,20071000.0,731182000.0,-5659000.0,0.0,-601102000.0,736841000.0,0.0,736841000.0,5.89,5.83,124980208.0,0.0,0.4591,1.018,0.7999,0.785,-1.509,956125000.0,751253000.0,736841000.0,34.613,52.791,-3.166,9.0763,3.5114,0.2622,0.1719,14.1765,2.359,-0.739,0.0,0.0,0.084,0.0,473344000.0,6597845000.0,-1450143000.0,6944979000.0,276744000.0,96398500.0,0.0,10.8704,0.0284,7.0856,-1.3172,-6.6313,0.175,0.112,0.016,0.8,5.0,0.143,0.1285,43.1683,110.2086,0.0,3.3939,9.7432,0.0,0.0,5.0,0.094,0.0,6719165500.0,4200093750.0,6564851500.0,-11.34,7.515,37.4298,0.1198,-15.9691,0.0235,-1.6098,-7.3799,RDC,30.33,32.24617649999999,3790649708.64
2011-09-30,-0.2028,1.3783,1.8853,1.6724,1.6842,-1.2556,0.0299,0.0742,-0.3184,-0.201,-1.0,0.0,-6.0542,0.0,0.0964,-0.5708,0.1116,234698000.0,-0.0162,129767000.0,104931000.0,0.0,22629000.0,72969000.0,31962000.0,4233000.0,189933000.0,-3876000.0,0.0,-162385000.0,193809000.0,0.0,193809000.0,1.55,1.53,127427323.0,,0.0,0.4471,1.042,0.8273,0.826,-1.0251,244472000.0,194166000.0,193809000.0,872627000.0,0.3945,445541000.0,427086000.0,0.0,88572000.0,258401000.0,168685000.0,22819000.0,761679000.0,12654000.0,0.0,-611323000.0,749025000.0,0.0,749025000.0,5.94,5.87,127427323.0,0.0,0.4894,1.125,0.899,0.858,-1.1086,981994000.0,784498000.0,749025000.0,34.518,53.038,-1.888,9.0087,7.0045,0.261,0.1699,45.8696,2.71,-0.0923,0.0,0.0,0.0964,0.0,824071000.0,6758529000.0,-1053915000.0,6531907000.0,366074000.0,113252000.0,191373000.0,12.4488,0.0139,1.0447,-0.9489,-4.4271,0.185,0.116,0.0194,0.899,6.0,0.135,0.4751,39.9764,136.0087,0.0,2.3837,7.7052,4.5598,0.0,5.0,0.1015,0.0,6559335500.0,4056674500.0,6469754500.0,-7.592,6.848,34.3792,0.1214,-3.7183,0.0212,-1.5165,-6.7005,RDC,30.190001000000002,34.31694444444443,3847031008.797323
