,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-06-30,0.0936,0.0769,-0.3333,-0.4,-0.4,0.3004,0.3235,0.175,0.011,0.5189,0.152,-0.0863,0.0,-0.1111,0.0,0.1056,0.1707,0.0798,2628000000.0,0.1121,2032000000.0,596000000.0,0.0,534000000.0,548000000.0,48000000.0,31000000.0,25000000.0,9000000.0,0.0,3000000.0,16000000.0,0.0,16000000.0,0.03,0.03,557846581.0,358863000.0,0.025,0.2268,0.039,0.0213,0.006,0.003,103000000.0,56000000.0,16000000.0,10659000000.0,0.0055,8156000000.0,2503000000.0,0.0,2123000000.0,2211000000.0,292000000.0,96000000.0,220000000.0,123000000.0,0.0,4000000.0,97000000.0,0.0,97000000.0,0.18,0.17,557846581.0,0.1,0.2348,0.046,0.0296,0.009,0.0358,494000000.0,316000000.0,97000000.0,3.865,9.035,0.014,3.164,1.3391,0.8186,0.2776,1.8065,1.375,2.8125,0.833,0.2074,0.2032,0.0,796000000.0,5040000000.0,-1287000000.0,3938000000.0,1642000000.0,969500000.0,1175000000.0,-0.8222,0.0034,9.8835,-0.0141,-0.7872,0.046,0.016,0.0508,0.03,3.0,1.742,6.0206,36.5034,60.1998,38.4211,6.4915,10.9943,9.0715,0.556,8.0,0.1992,0.0,3875250000.0,2118750000.0,6117250000.0,0.685,19.107,3.2917,0.0639,-0.3459,0.0023,-0.019,-1.1348,ODP,2.55,2.640571428571429,1422508781.55
2018-03-31,-0.0119,-0.4773,-0.6466,-0.6818,-0.6818,0.2968,1.1275,0.1757,0.025,0.5183,0.1487,-0.1238,0.0,1.5,0.0,0.0791,-0.379,0.0771,2830000000.0,0.0575,2163000000.0,667000000.0,0.0,573000000.0,590000000.0,77000000.0,29000000.0,63000000.0,22000000.0,0.0,-8000000.0,41000000.0,0.0,41000000.0,0.07,0.07,554488284.0,357036000.0,0.025,0.2357,0.051,0.0325,0.014,0.0636,143000000.0,92000000.0,41000000.0,10394000000.0,-0.0395,7942000000.0,2452000000.0,0.0,2072000000.0,2167000000.0,285000000.0,79000000.0,233000000.0,128000000.0,0.0,-2000000.0,105000000.0,0.0,105000000.0,0.2,0.19,554488284.0,0.1,0.2359,0.046,0.03,0.01,0.0368,482000000.0,312000000.0,105000000.0,3.89,9.126,0.325,3.212,1.3292,0.8257,0.2787,3.1724,1.39,5.2927,0.357,0.2081,0.2025,0.0,822000000.0,5060000000.0,-1287000000.0,3998000000.0,1683500000.0,902000000.0,1106000000.0,-0.1705,0.0014,7.3007,-0.0131,-0.7255,0.051,0.018,0.0492,0.03,3.0,1.768,5.4571,34.0278,63.2095,36.2753,6.174,11.5233,9.3978,0.5,8.0,0.1993,0.0,3788000000.0,2073500000.0,5880500000.0,0.691,18.745,3.9494,0.0684,-0.3316,0.002,-0.0183,-1.1176,ODP,2.15,2.6002941176470586,1192149810.6
2017-12-30,-0.0719,-0.3068,-1.65,-1.625,-1.6667,0.0113,0.1111,0.1413,0.172,0.5257,0.1412,-0.1454,0.0,-1.25,0.0,-0.0639,0.0172,-0.0232,2581000000.0,-0.0532,1974000000.0,607000000.0,0.0,513000000.0,548000000.0,59000000.0,23000000.0,38000000.0,90000000.0,0.0,3000000.0,-52000000.0,0.0,-52000000.0,-0.1,-0.1,516118302.0,277336000.0,0.025,0.2352,0.04,0.0236,-0.02,-0.0035,104000000.0,61000000.0,-52000000.0,10240000000.0,-0.0709,7779000000.0,2461000000.0,0.0,2022000000.0,2120000000.0,341000000.0,62000000.0,334000000.0,153000000.0,0.0,-35000000.0,181000000.0,0.0,181000000.0,0.35,0.34,516118302.0,0.1,0.2403,0.054,0.0387,0.018,0.0269,555000000.0,396000000.0,181000000.0,4.108,9.734,-0.017,3.5031,1.2052,0.8528,0.2859,2.6522,1.403,-0.7692,-0.25,0.2054,0.1988,0.0,825000000.0,5024000000.0,-1314000000.0,4164000000.0,1683000000.0,892500000.0,1186000000.0,-1.225,0.0015,11.4038,-0.019,-1.1395,0.089,0.032,0.0571,0.039,4.0,1.815,2.5304,31.7949,63.9463,38.9595,6.0844,11.4734,8.6341,0.286,5.0,0.1975,0.0,3694250000.0,2022750000.0,5641750000.0,0.533,19.84,6.3871,0.1168,-0.3996,0.0027,-0.0179,-1.1509,ODP,3.54,3.3291176470588253,1827058789.08
2017-09-30,-0.1281,4.8214,-0.5233,-0.5,-0.5143,0.0102,0.5161,-0.0823,0.1589,-0.1075,-0.0286,-0.0872,0.0,0.2688,0.0,-0.116,-0.0769,-0.0469,2620000000.0,-0.0762,1987000000.0,633000000.0,0.0,503000000.0,525000000.0,108000000.0,13000000.0,94000000.0,2000000.0,0.0,6000000.0,92000000.0,0.0,92000000.0,0.18,0.17,518406220.0,276986000.0,0.025,0.2416,0.055,0.0408,0.035,0.0775,144000000.0,107000000.0,92000000.0,10385000000.0,-0.1179,7878000000.0,2507000000.0,0.0,2065000000.0,2176000000.0,331000000.0,57000000.0,366000000.0,54000000.0,0.0,-64000000.0,312000000.0,0.0,312000000.0,0.61,0.59,518406220.0,0.1,0.2414,0.056,0.0407,0.03,0.027,580000000.0,423000000.0,312000000.0,3.939,9.614,0.392,2.0505,1.52,0.5206,0.197,8.2308,1.524,3.0652,0.139,0.0765,0.192,0.0,974000000.0,4984000000.0,-523000000.0,3401000000.0,1585000000.0,887500000.0,1163000000.0,-0.2801,0.0027,1.9097,-0.0302,-2.1351,0.16,0.057,0.0747,0.041,6.0,1.907,1.4551,31.2455,54.8994,39.013,6.5521,11.7014,8.9295,0.164,7.0,0.1988,0.0,3537000000.0,1955750000.0,5446000000.0,0.54,20.033,7.4211,0.1949,-0.3833,0.0038,-0.0168,-1.1083,ODP,4.54,4.307428571428572,2353564238.8
2017-07-01,-0.1109,-0.7961,-0.8857,-0.8684,-0.8684,0.021,-0.8815,-0.1233,0.1307,-0.2052,-0.2174,-0.2128,0.0,-0.9662,0.0,-0.0972,-0.8487,-0.0608,2363000000.0,-0.0852,1818000000.0,545000000.0,0.0,483000000.0,504000000.0,41000000.0,14000000.0,38000000.0,14000000.0,0.0,-3000000.0,24000000.0,0.0,24000000.0,0.05,0.05,516639998.0,275956000.0,0.025,0.2306,0.039,0.022,0.01,0.0038,91000000.0,52000000.0,24000000.0,10601000000.0,-0.1153,8001000000.0,2600000000.0,0.0,2131000000.0,2260000000.0,340000000.0,63000000.0,225000000.0,-188000000.0,0.0,67000000.0,413000000.0,0.0,413000000.0,0.79,0.77,516639998.0,0.1,0.2453,0.043,0.0272,0.039,0.0224,451000000.0,288000000.0,413000000.0,3.823,9.711,0.017,2.2491,1.4769,0.5884,0.2147,3.7143,1.594,1.4167,0.5,0.073,0.2044,0.0,1085000000.0,5017000000.0,-525000000.0,3589000000.0,1738000000.0,1009000000.0,1394000000.0,-0.7353,0.0025,4.3846,-0.0106,-0.641,0.217,0.074,0.0746,0.027,6.0,1.904,0.8668,30.058,52.5413,42.2809,6.0995,10.5064,7.6047,0.127,12.0,0.201,0.0,3573750000.0,1907500000.0,5567000000.0,0.459,20.519,4.5714,0.248,-0.338,0.0041,-0.0114,-0.7423,ODP,5.64,5.317714285714285,2913849588.72
2017-04-01,-0.0559,1.3467,1.5217,1.75,1.75,0.0078,1.7338,-0.0993,0.2541,-0.2042,-0.2188,-0.2514,0.0,1.4417,0.0,-0.1015,0.4588,-0.0622,2676000000.0,-0.0695,2001000000.0,675000000.0,0.0,531000000.0,551000000.0,124000000.0,13000000.0,163000000.0,47000000.0,0.0,-42000000.0,116000000.0,0.0,116000000.0,0.22,0.22,514820686.0,275320000.0,0.025,0.2522,0.081,0.0658,0.043,0.0269,216000000.0,176000000.0,116000000.0,10821000000.0,-0.1572,8153000000.0,2668000000.0,0.0,2183000000.0,2098000000.0,570000000.0,72000000.0,419000000.0,-180000000.0,0.0,92000000.0,599000000.0,0.0,599000000.0,1.12,1.1,514820686.0,0.075,0.2466,0.061,0.0454,0.055,0.0457,664000000.0,491000000.0,599000000.0,3.795,9.79,0.14,2.2785,1.4452,0.6003,0.2158,13.5385,1.584,0.8793,0.114,0.0727,0.1984,0.0,1078000000.0,5040000000.0,-557000000.0,3623000000.0,1786500000.0,983500000.0,1377000000.0,-0.2941,0.0041,1.9861,-0.0112,-0.75,0.319,0.104,0.124,0.045,7.0,1.88,1.02,28.1651,52.856,39.7685,6.0571,11.0025,7.8584,0.067,6.0,0.2017,0.0,3627250000.0,1878750000.0,5757250000.0,0.96,21.019,6.8194,0.36,-0.1915,0.0047,-0.0108,-0.6763,ODP,4.67,4.557714285714285,2404212603.62
2016-12-31,-0.1966,1.6667,4.3333,7.0,6.5,0.0047,-0.7143,-0.14,0.1999,-0.2089,-0.0478,-0.0903,0.0,-1.0465,0.0,-0.2452,1.1481,-0.0371,2726000000.0,-0.2162,2072000000.0,654000000.0,0.0,548000000.0,596000000.0,58000000.0,17000000.0,71000000.0,-9000000.0,0.0,-25000000.0,80000000.0,0.0,80000000.0,0.16,0.15,528383116.0,274233000.0,0.025,0.2399,0.047,0.0323,0.029,-0.0015,129000000.0,88000000.0,80000000.0,11021000000.0,-0.2391,8313000000.0,2708000000.0,0.0,2242000000.0,2177000000.0,531000000.0,80000000.0,309000000.0,-220000000.0,0.0,150000000.0,529000000.0,0.0,529000000.0,0.98,0.96,528383116.0,0.05,0.2457,0.052,0.0353,0.048,0.0235,570000000.0,389000000.0,529000000.0,3.505,9.735,-0.008,2.2427,1.444,0.6398,0.2139,5.1765,1.464,0.45,0.156,0.0715,0.201,0.0,942000000.0,5144000000.0,-715000000.0,3535000000.0,1611500000.0,940000000.0,1342500000.0,-1.1111,0.0055,3.2713,-0.0147,-0.9756,0.293,0.09,0.1196,0.035,6.0,1.866,0.6994,29.5749,52.0624,42.3587,6.839,11.7245,8.2093,0.051,7.0,0.2034,0.0,3692750000.0,1805500000.0,5907000000.0,0.49,20.858,4.8625,0.3428,-0.3,0.0036,-0.0101,-0.6133,ODP,4.52,4.756176470588235,2388291684.3199997
2016-09-24,-0.0775,-1.5714,31.1667,35.0,34.0,0.0049,0.3778,-0.0895,0.1794,-0.218,-0.2489,-0.2333,0.0,0.6495,0.0,-0.0911,0.4444,-0.0077,2836000000.0,-0.0689,2110000000.0,726000000.0,0.0,569000000.0,609000000.0,117000000.0,19000000.0,-47000000.0,-240000000.0,0.0,137000000.0,193000000.0,0.0,193000000.0,0.36,0.35,543929704.0,274194000.0,0.025,0.256,0.005,-0.0099,0.068,0.0564,15000000.0,-28000000.0,193000000.0,11773000000.0,-0.1707,8905000000.0,2868000000.0,0.0,2421000000.0,2368000000.0,500000000.0,86000000.0,249000000.0,-215000000.0,0.0,175000000.0,464000000.0,0.0,464000000.0,0.84,0.83,543929704.0,0.025,0.2436,0.046,0.0285,0.039,0.0296,538000000.0,335000000.0,464000000.0,3.399,10.075,0.294,2.1896,1.4726,0.6441,0.2025,-1.4737,1.464,0.9637,0.069,0.0682,0.2006,0.0,1078000000.0,5480000000.0,-632000000.0,3548000000.0,1874500000.0,1063500000.0,1401000000.0,-0.1398,0.0039,26.0,-0.0092,-0.6047,0.266,0.076,0.1122,0.028,6.0,1.92,0.9914,27.4688,49.8531,37.6998,6.2806,11.0701,8.4033,0.03,7.0,0.2056,0.0,3789250000.0,1743250000.0,6132500000.0,0.642,21.644,3.8953,0.2764,-0.2413,0.0059,-0.0094,-0.5468,ODP,3.71,3.636285714285714,2017979201.84
2016-06-25,-0.2469,6.7955,4.6207,4.4545,4.4545,-0.0093,4.2247,-0.0294,0.1667,-0.0482,-0.0656,0.0039,0.0,3.0,0.0,-0.278,6.3137,0.007,2583000000.0,-0.2491,1970000000.0,613000000.0,0.0,535000000.0,342000000.0,271000000.0,23000000.0,232000000.0,22000000.0,0.0,22000000.0,210000000.0,0.0,210000000.0,0.38,0.38,550112142.0,270290000.0,0.0,0.2373,0.118,0.0987,0.081,0.103,304000000.0,255000000.0,210000000.0,11983000000.0,-0.2126,9054000000.0,2929000000.0,0.0,2478000000.0,2465000000.0,464000000.0,89000000.0,323000000.0,46000000.0,0.0,74000000.0,277000000.0,0.0,277000000.0,0.49,0.49,550112142.0,0.0,0.2444,0.052,0.0344,0.023,0.0239,619000000.0,412000000.0,277000000.0,3.381,10.449,0.484,2.6576,2.0323,0.786,0.2368,11.087,1.68,1.3667,0.0,0.0688,0.2071,0.0,1556000000.0,5748000000.0,-468000000.0,3803000000.0,2018500000.0,1185000000.0,1557000000.0,-0.0732,0.0054,1.1316,-0.0081,-0.4286,0.165,0.044,0.1035,0.034,7.0,1.909,1.4765,34.8765,59.3966,47.5173,5.9366,10.1122,7.6962,0.0,6.0,0.2068,0.0,3881750000.0,1676000000.0,6277000000.0,0.52,21.783,4.6292,0.1201,-0.3007,0.0048,-0.0103,-0.5942,ODP,3.4,3.7154285714285704,1870381282.8
2016-03-26,-0.2369,-0.2105,0.0222,0.0,0.0,-0.0043,-2.0217,-0.0785,0.0175,-0.0453,-0.0547,0.0135,0.0,-1.2329,0.0,-0.2622,-0.0341,0.0066,2876000000.0,-0.2582,2161000000.0,715000000.0,0.0,591000000.0,630000000.0,85000000.0,22000000.0,53000000.0,7000000.0,0.0,16000000.0,46000000.0,0.0,46000000.0,0.08,0.08,548986561.0,273179000.0,0.0,0.2486,0.043,0.0261,0.016,-0.0567,123000000.0,75000000.0,46000000.0,12840000000.0,-0.178,9710000000.0,3130000000.0,0.0,2684000000.0,2988000000.0,142000000.0,89000000.0,24000000.0,15000000.0,0.0,52000000.0,9000000.0,0.0,9000000.0,0.0,0.0,548986561.0,0.0,0.2438,0.027,0.0088,0.001,-0.0088,347000000.0,113000000.0,9000000.0,3.026,10.21,-0.297,2.6849,1.6011,0.8874,0.2443,3.4091,1.597,-3.0217,0.0,0.0711,0.2055,0.0,1381000000.0,5605000000.0,-677000000.0,3885000000.0,2064000000.0,1191500000.0,1564500000.0,0.1727,0.0,4.8374,-0.0083,-0.5,0.006,0.001,0.0308,0.009,6.0,2.03,3.6667,32.1791,57.0241,44.7722,6.2209,10.7763,8.2071,0.0,37.0,0.209,0.0,3945500000.0,1606750000.0,6323750000.0,-0.206,23.389,1.2697,0.0042,-4.4242,0.0034,-0.0114,-0.6239,ODP,6.91,5.306470588235293,3793497136.51
