,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.0195,0.0163,-0.0084,-0.0036,-0.0036,1.6252,0.0279,0.0148,0.014,0.0631,0.0,0.0282,1.6252,0.0,0.0581,0.0163,-0.0024,8510000000.0,0.0496,4637000000.0,3873000000.0,0.0,747000000.0,2194000000.0,1679000000.0,167000000.0,1512000000.0,218000000.0,0.0,0.0,1294000000.0,0.0,1294000000.0,2.78,2.76,465802115.0,0.73,0.4551,0.207,0.1973,0.152,0.1934,1764000000.0,1679000000.0,1294000000.0,32966000000.0,0.0202,19754000000.0,13212000000.0,0.0,2890000000.0,8857000000.0,4355000000.0,630000000.0,3725000000.0,-114000000.0,0.0,0.0,3839000000.0,0.0,3839000000.0,8.23,8.16,465802115.0,2.86,0.4008,0.137,0.1321,0.116,0.1535,4525000000.0,4355000000.0,3839000000.0,109.426,312.955,3.534,31.1398,2.3637,0.2846,0.0866,10.0539,1.272,0.263,0.1299,0.0878,0.0,145775000000.0,159179000000.0,12640500000.0,17037500000.0,0.0,0.0,0.075,0.023,0.132,0.197,1.3181,196.3732,144.2351,0.0,2.608,1.9349,0.0,0.348,17.0,0.0877,0.0,159205250000.0,50975250000.0,167728750000.0,10.863,70.773,6.9127,0.0,CB,127.019997,131.0094286,59166183249.893654
2018-03-31,0.007,-0.0007,-0.0101,-0.0043,-0.0043,-0.4561,0.0485,0.0457,0.1302,0.0648,0.0,0.029,-0.4561,0.0,0.0237,-0.0007,-0.0036,7831000000.0,0.0427,4253000000.0,3578000000.0,0.0,692000000.0,2204000000.0,1374000000.0,157000000.0,1217000000.0,135000000.0,0.0,0.0,1082000000.0,0.0,1082000000.0,2.32,2.3,464091254.0,0.71,0.4569,0.186,0.1755,0.138,0.0704,1459000000.0,1374000000.0,1082000000.0,32564000000.0,0.0144,19426000000.0,13138000000.0,0.0,2849000000.0,8810000000.0,4328000000.0,610000000.0,3718000000.0,-132000000.0,0.0,0.0,3850000000.0,0.0,3850000000.0,8.24,8.17,464091254.0,2.84,0.4035,0.138,0.1329,0.118,0.1241,4478000000.0,4328000000.0,3850000000.0,110.511,316.011,1.187,34.8531,4.553,0.3154,0.0958,8.7516,0.5092,0.306,0.1311,0.0884,0.0,146658000000.0,160720000000.0,11799500000.0,16373500000.0,0.0,0.0,0.076,0.023,0.133,0.195,1.0496,188.3621,136.4098,0.0,2.7598,1.9888,0.0,0.345,18.0,0.0875,0.0,157906250000.0,50819750000.0,166592250000.0,8.707,70.167,7.0951,0.0,CB,136.770004,141.89647044117646,63473762665.945015
2017-12-31,-0.1409,-0.3539,-0.0478,-0.052,-0.0525,-0.2495,0.0453,0.0626,-0.0362,0.039,0.0,0.029,-0.2495,0.0,0.041,-0.3539,-0.0024,8015000000.0,-0.0187,4448000000.0,3567000000.0,0.0,737000000.0,2260000000.0,1307000000.0,156000000.0,1151000000.0,-382000000.0,0.0,0.0,1533000000.0,0.0,1533000000.0,3.28,3.25,464221986.0,0.71,0.445,0.163,0.1631,0.191,0.1362,1307000000.0,1307000000.0,1533000000.0,32243000000.0,0.0246,19130000000.0,13113000000.0,0.0,2833000000.0,8784000000.0,4329000000.0,607000000.0,3722000000.0,-139000000.0,0.0,0.0,3861000000.0,0.0,3861000000.0,8.26,8.19,464221986.0,2.82,0.4067,0.134,0.1343,0.12,0.1397,4329000000.0,4329000000.0,3861000000.0,110.232,312.282,2.352,30.7719,1.8332,0.2792,0.0855,8.3782,0.7123,0.216,0.132,0.092,0.0,144968000000.0,158402000000.0,11640500000.0,16248500000.0,0.0,0.0,0.077,0.023,0.134,0.196,1.1663,194.1429,134.2926,0.0,2.7699,1.9844,0.0,0.341,19.0,0.0879,0.0,155765000000.0,50304000000.0,164638750000.0,9.7,69.456,7.1318,0.0,CB,146.130005,148.9112118787879,67836761135.28993
2017-09-30,-0.4653,-1.0028,-1.0515,-1.0517,-1.0521,0.0517,0.0356,0.0426,-0.0364,0.1019,0.0,0.029,0.0517,0.0,-0.0751,-1.0028,0.0007,8610000000.0,0.0097,6416000000.0,2194000000.0,0.0,714000000.0,2199000000.0,-5000000.0,150000000.0,-155000000.0,-85000000.0,0.0,0.0,-70000000.0,0.0,-70000000.0,-0.15,-0.15,465416079.0,0.71,0.2548,-0.001,-0.0006,-0.008,0.2057,-5000000.0,-5000000.0,-70000000.0,32396000000.0,0.1578,18698000000.0,13698000000.0,0.0,2804000000.0,8653000000.0,5045000000.0,605000000.0,4440000000.0,502000000.0,0.0,0.0,3938000000.0,0.0,3938000000.0,8.43,8.36,465416079.0,2.8,0.4228,0.16,0.1557,0.122,0.1502,5174000000.0,5045000000.0,3938000000.0,108.443,312.222,3.805,30.7145,2.3377,0.2832,0.0853,-0.0333,-25.3,-4.733,0.1329,0.0829,0.0,145313000000.0,158520000000.0,11499500000.0,16265500000.0,0.0,0.0,0.079,0.024,0.156,0.199,1.2357,188.7982,135.8441,0.0,2.8172,1.9917,0.0,0.332,16.0,0.0866,0.0,154046250000.0,49579750000.0,162829750000.0,10.455,69.607,8.3388,0.0,CB,142.550003,143.1768585142857,66345063457.69824
2017-06-30,0.0864,0.5977,0.7975,0.8,0.7987,-0.4466,0.0174,0.0605,-0.0363,0.1144,0.0,0.029,-0.4466,0.0,-0.1484,0.5977,0.0053,8108000000.0,0.0267,4309000000.0,3799000000.0,0.0,706000000.0,2147000000.0,1652000000.0,147000000.0,1505000000.0,200000000.0,0.0,0.0,1305000000.0,0.0,1305000000.0,2.79,2.77,466925420.0,0.71,0.4685,0.212,0.2037,0.161,0.0773,1717000000.0,1652000000.0,1305000000.0,32313000000.0,0.3284,16706000000.0,15607000000.0,0.0,2862000000.0,8768000000.0,6839000000.0,607000000.0,6232000000.0,864000000.0,0.0,0.0,5368000000.0,0.0,5368000000.0,11.48,11.39,466925420.0,2.78,0.483,0.216,0.2116,0.166,0.1479,6968000000.0,6839000000.0,5368000000.0,107.831,301.922,1.343,30.6366,2.7777,0.2841,0.0878,11.2381,0.4805,0.254,0.1351,0.0871,0.0,140975000000.0,153983000000.0,11625000000.0,16020000000.0,0.0,0.0,0.109,0.033,0.212,0.2,0.8903,184.5615,138.4183,0.0,2.7796,2.017,0.0,0.242,12.0,0.0886,0.0,152742000000.0,49055000000.0,161387750000.0,10.235,69.204,11.2669,0.0,CB,145.380005,143.32833272222223,67881619894.227104
2017-03-31,0.1547,0.9394,1.4897,1.3776,1.3814,-0.0069,0.0276,0.063,-0.036,0.1352,0.0,0.0299,-0.0069,0.0,-0.1244,0.9394,0.0089,7510000000.0,0.092,3957000000.0,3553000000.0,0.0,676000000.0,2178000000.0,1375000000.0,154000000.0,1221000000.0,128000000.0,0.0,0.0,1093000000.0,0.0,1093000000.0,2.33,2.31,465781102.0,0.69,0.4731,0.192,0.1831,0.146,0.1349,1439000000.0,1375000000.0,1093000000.0,32102000000.0,0.4949,16797000000.0,15305000000.0,0.0,2985000000.0,9084000000.0,6221000000.0,613000000.0,5608000000.0,819000000.0,0.0,0.0,4789000000.0,0.0,4789000000.0,10.24,10.16,465781102.0,2.76,0.4768,0.196,0.1938,0.149,0.1646,6285000000.0,6221000000.0,4789000000.0,105.681,298.222,2.175,30.7269,2.2822,0.2908,0.0889,8.9286,0.9268,0.296,0.1371,0.09,0.0,138906000000.0,152155000000.0,10748500000.0,15364500000.0,0.0,0.0,0.099,0.03,0.194,0.2,1.1036,181.2607,129.9478,0.0,2.9866,2.0894,0.0,0.27,12.0,0.093,0.0,152024500000.0,48274250000.0,160691500000.0,11.347,68.921,10.1485,0.0,CB,136.25,136.86750002777777,63462675147.5
2016-12-31,0.872,1.3998,1.3572,0.6398,0.6411,0.2489,0.5618,0.1543,0.3352,0.5419,0.0,-0.4435,0.2489,0.0,0.2421,1.3998,0.4354,8168000000.0,0.7457,4016000000.0,4152000000.0,0.0,708000000.0,2129000000.0,2023000000.0,154000000.0,1869000000.0,259000000.0,0.0,0.0,1610000000.0,0.0,1610000000.0,3.46,3.43,465339149.0,0.69,0.5083,0.248,0.2477,0.197,0.1781,2023000000.0,2023000000.0,1610000000.0,31469000000.0,0.6574,16640000000.0,14829000000.0,0.0,3081000000.0,9274000000.0,5555000000.0,605000000.0,4950000000.0,815000000.0,0.0,0.0,4135000000.0,0.0,4135000000.0,8.94,8.87,465339149.0,2.74,0.4712,0.177,0.1765,0.131,0.1682,5555000000.0,5555000000.0,4135000000.0,103.742,295.894,3.127,31.8499,2.1167,0.307,0.0928,13.1364,0.9037,0.199,0.1383,0.0867,0.0,137691000000.0,151527000000.0,9411500000.0,13434500000.0,0.0,0.0,0.087,0.026,0.177,0.197,1.2798,178.0055,132.4341,0.0,3.3437,2.3424,0.0,0.306,14.0,0.0979,0.0,150746000000.0,47442500000.0,159610750000.0,11.372,67.626,9.1818,0.0,CB,132.119995,129.89353047058825,61480606039.18425
2016-09-30,0.9182,1.4574,1.5758,0.7791,0.7778,1.0842,0.6552,0.1563,1.2583,0.4889,0.0,-0.4435,1.0842,0.0,0.3592,1.4574,0.4363,8527000000.0,0.7506,4424000000.0,4103000000.0,0.0,772000000.0,2314000000.0,1789000000.0,152000000.0,1637000000.0,277000000.0,0.0,0.0,1360000000.0,0.0,1360000000.0,2.9,2.88,465079457.0,0.69,0.4812,0.21,0.2098,0.159,0.1975,1789000000.0,1789000000.0,1360000000.0,27980000000.0,0.4692,15085000000.0,12895000000.0,0.0,2943000000.0,8520000000.0,4375000000.0,544000000.0,3831000000.0,623000000.0,0.0,0.0,3208000000.0,0.0,3208000000.0,7.54,7.48,465079457.0,3.29,0.4609,0.156,0.1564,0.115,0.1788,4375000000.0,4375000000.0,3208000000.0,104.008,299.6,3.621,31.8978,1.8706,0.3067,0.0917,11.7697,1.2382,0.238,0.1389,0.0905,0.0,139338000000.0,153303000000.0,9145500000.0,13494000000.0,0.0,0.0,0.075,0.022,0.156,0.193,1.5592,205.7723,142.7387,0.0,3.0594,2.0735,0.0,0.436,17.0,0.1052,0.0,139351250000.0,42657500000.0,145240750000.0,10.755,60.162,8.0423,0.0,CB,125.650002,126.07805505555558,58437234702.208916
2016-06-30,0.4112,-0.1055,-0.2293,-0.4637,-0.4615,0.3885,0.6046,0.1235,1.26,0.3754,0.0,-0.4435,0.3885,0.0,0.4343,-0.1055,0.4222,7897000000.0,0.5644,4400000000.0,3497000000.0,0.0,829000000.0,2463000000.0,1034000000.0,153000000.0,881000000.0,155000000.0,0.0,0.0,726000000.0,0.0,726000000.0,1.55,1.54,464478489.0,0.69,0.4428,0.131,0.1309,0.092,0.1435,1034000000.0,1034000000.0,726000000.0,24324000000.0,0.2555,13393000000.0,10931000000.0,0.0,2739000000.0,7617000000.0,3314000000.0,460000000.0,2854000000.0,478000000.0,0.0,0.0,2376000000.0,0.0,2376000000.0,6.27,6.22,464478489.0,3.84,0.4494,0.136,0.1362,0.098,0.1696,3314000000.0,3314000000.0,2376000000.0,101.675,295.557,2.439,31.9584,2.1766,0.3143,0.0927,6.7582,1.5606,0.445,0.1431,0.105,0.0,137280000000.0,151113000000.0,9495500000.0,13737000000.0,0.0,0.0,0.063,0.018,0.136,0.188,1.7365,235.6054,165.0033,0.0,2.5616,1.7707,0.0,0.612,22.0,0.1126,0.0,125420000000.0,37846250000.0,129228250000.0,8.883,52.368,7.2043,0.0,CB,130.71000700000002,125.87305599999996,60711986548.53943
2016-03-31,0.448,-0.1841,-0.3554,-0.5288,-0.5268,-0.0512,0.5919,0.0956,1.1156,0.4368,0.0,-0.4508,-0.0512,0.0,0.3935,-0.1841,0.4104,6877000000.0,0.5669,3800000000.0,3077000000.0,0.0,772000000.0,2368000000.0,709000000.0,146000000.0,563000000.0,124000000.0,0.0,0.0,439000000.0,0.0,439000000.0,0.98,0.97,461670290.0,0.67,0.4474,0.103,0.1031,0.064,0.1483,709000000.0,709000000.0,439000000.0,21475000000.0,0.1219,11563000000.0,9912000000.0,0.0,2488000000.0,6476000000.0,3436000000.0,378000000.0,3058000000.0,466000000.0,0.0,0.0,2592000000.0,0.0,2592000000.0,7.61,7.54,461670290.0,4.39,0.4616,0.16,0.16,0.121,0.1774,3436000000.0,3436000000.0,2592000000.0,99.415,288.702,2.209,32.1593,2.3632,0.3235,0.0948,4.8562,2.3235,0.684,0.1491,0.1123,0.0,133285000000.0,147041000000.0,8537500000.0,13106500000.0,0.0,0.0,0.078,0.023,0.16,0.188,1.4695,251.3274,171.1208,0.0,2.5154,1.6385,0.0,0.577,19.0,0.1159,0.0,112554000000.0,33428500000.0,114137500000.0,8.25,46.516,9.0899,0.0,CB,119.150002,117.77942785714286,55008015976.84058
