,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-07-01,0.036,-0.0246,0.1148,0.1348,0.1348,-0.0068,1.4767,0.3765,0.248,0.5482,0.2022,-0.0214,0.0615,2.8068,0.0,0.0139,-0.0149,-0.0165,1751615000.0,0.0533,958195000.0,793420000.0,0.0,449548000.0,477696000.0,315724000.0,34952000.0,263542000.0,36687000.0,-3536000.0,0.0,226855000.0,0.0,226855000.0,1.01,1.01,209266949.0,227046000.0,0.656,0.453,0.214,0.1704,0.13,0.1091,375074000.0,298494000.0,223319000.0,7696331000.0,0.0239,4154102000.0,3542229000.0,0.0,1940487000.0,1978624000.0,1563605000.0,114706000.0,1372321000.0,340827000.0,-1894000.0,0.0,1031494000.0,0.0,1031494000.0,4.56,4.56,209266949.0,2.624,0.4602,0.23,0.1932,0.134,0.1599,1767797000.0,1487027000.0,1029600000.0,5.017,22.528,0.913,21.9864,2.2333,4.3822,0.6213,8.5401,0.941,1.1057,0.65,0.3634,0.2566,0.0,-149152000.0,4714375000.0,-3976731000.0,6333783000.0,459660000.0,484205000.0,926438500.0,-0.2383,0.0075,11.0209,-0.0341,-0.7806,1.097,0.159,0.1696,0.193,6.0,1.186,1.4704,23.5639,23.801,43.4623,16.7435,15.8948,8.3074,0.575,16.0,0.2521,0.0,5314507500.0,940170000.0,6486913500.0,5.881,36.778,12.9638,0.5332,-0.1886,0.0065,-0.0372,-1.0188,HSY,93.059998,92.15735267647057,19474381855.4061
2018-04-01,0.0712,1.1839,1.8006,1.8182,1.8182,-0.0086,0.5016,0.3726,0.1819,0.6239,0.0311,-0.0163,0.0615,0.4477,0.0,0.0565,1.4362,-0.0091,1971959000.0,0.0491,997899000.0,974060000.0,0.0,485324000.0,493548000.0,480512000.0,29339000.0,448715000.0,98512000.0,516000.0,0.0,350203000.0,0.0,350203000.0,1.55,1.55,210483774.0,226887000.0,0.656,0.494,0.28,0.2424,0.178,0.1481,552470000.0,478054000.0,350719000.0,7607707000.0,0.0156,4093051000.0,3514656000.0,0.0,1934313000.0,1946283000.0,1568373000.0,103880000.0,1390670000.0,382530000.0,868000.0,0.0,1008140000.0,0.0,1008140000.0,4.44,4.44,210483774.0,2.586,0.462,0.232,0.1965,0.133,0.1432,1765867000.0,1494550000.0,1009008000.0,4.619,22.114,1.387,21.8995,2.2635,4.7416,0.6286,16.2941,0.613,1.0053,0.423,0.3652,0.2461,0.0,-1435011000.0,4654676000.0,-4072647000.0,5082216000.0,605037000.0,509568500.0,788932000.0,-0.1705,0.0053,7.481,-0.0304,-0.8066,1.131,0.169,0.1725,0.196,6.0,1.272,1.3561,24.9478,29.4724,37.5406,12.574,14.9297,9.643,0.582,16.0,0.2543,0.0,5030919750.0,891510250.0,5980557250.0,5.177,36.144,14.3873,1.4739,-0.2029,0.0065,-0.0365,-1.0222,HSY,98.959999,99.17939418181818,20829474064.556225
2017-12-31,0.1243,0.2872,0.5501,0.5385,0.5385,-0.0079,0.1083,0.0053,0.1731,-0.02,0.0118,0.0096,0.0615,0.127,0.0,0.0036,0.4308,-0.0072,1939636000.0,-0.0155,1105109000.0,834527000.0,0.0,508433000.0,506178000.0,328349000.0,25826000.0,259973000.0,78840000.0,416000.0,0.0,181133000.0,0.0,181133000.0,0.8,0.8,210695396.0,226840000.0,0.656,0.4302,0.182,0.1473,0.093,0.2685,353339000.0,285799000.0,181549000.0,7515426000.0,0.0101,4070907000.0,3444519000.0,0.0,1913403000.0,2169878000.0,1274641000.0,98282000.0,1137112000.0,354131000.0,-26444000.0,0.0,782981000.0,0.0,782981000.0,3.44,3.44,210695396.0,2.548,0.4583,0.199,0.1644,0.104,0.133,1497247000.0,1235394000.0,756537000.0,4.344,20.71,2.471,13.8611,1.8044,3.1906,0.5259,11.0663,0.964,3.4429,0.82,0.2143,0.2621,0.0,-74633000.0,4363509000.0,-2620251000.0,4827267000.0,584821500.0,522882500.0,749257000.0,-0.165,0.0068,7.1894,-0.0531,-1.5236,0.915,0.143,0.2022,0.164,9.0,1.371,1.5958,25.4115,28.57,36.5628,12.8508,14.3731,10.0305,0.741,22.0,0.2546,0.0,5019972000.0,855997750.0,5482954000.0,4.744,35.67,12.5699,0.3853,-0.2001,0.0068,-0.0333,-0.955,HSY,113.510002,111.93393963636363,23916034821.350792
2017-10-01,0.105,0.2057,0.2018,0.2121,0.2121,-0.0093,2.5364,-0.0325,-0.0774,-0.0171,-0.0221,0.1122,0.0615,10.747,0.0,0.0478,0.1738,-0.0035,2033121000.0,0.0148,1092899000.0,940222000.0,0.0,497182000.0,501202000.0,439020000.0,24589000.0,400091000.0,126788000.0,710000.0,0.0,273303000.0,0.0,273303000.0,1.2,1.2,212446809.0,227706000.0,0.656,0.4625,0.239,0.2089,0.134,0.1116,486914000.0,424680000.0,274013000.0,7546034000.0,0.0226,4188344000.0,3357690000.0,0.0,1906561000.0,2171453000.0,1186237000.0,95869000.0,1075758000.0,357057000.0,-26860000.0,0.0,718701000.0,0.0,718701000.0,3.16,3.16,212446809.0,2.51,0.445,0.189,0.1553,0.095,0.1247,1425876000.0,1171627000.0,691841000.0,3.875,20.983,1.068,14.9205,1.2947,3.8503,0.5605,17.2711,0.947,1.0617,0.547,0.2118,0.2445,0.0,-123216000.0,4457674000.0,-2602047000.0,5014764000.0,751225500.0,493735000.0,890853000.0,-0.2183,0.0066,5.9451,-0.0312,-1.0178,0.873,0.131,0.179,0.155,6.0,1.378,1.6538,25.609,35.9306,45.3799,10.045,15.2836,8.4706,0.794,22.0,0.2527,0.0,5061408000.0,823627250.0,5475605750.0,4.428,35.52,12.2211,0.373,-0.2085,0.0069,-0.0328,-0.9746,HSY,109.16999799999999,107.23911850000002,23192817713.63638
2017-07-02,0.0247,0.2018,0.3943,0.3906,0.3906,-0.0074,0.0205,-0.0336,0.1782,-0.0315,-0.1367,0.0748,0.06,0.3828,0.0,-0.0414,0.2197,-0.0027,1662991000.0,0.0155,897144000.0,765847000.0,0.0,443374000.0,445355000.0,320492000.0,24126000.0,281891000.0,78390000.0,-774000.0,0.0,203501000.0,0.0,203501000.0,0.89,0.89,212786698.0,228608000.0,0.618,0.4605,0.224,0.184,0.122,0.0302,373144000.0,306017000.0,202727000.0,7516367000.0,0.0245,4248051000.0,3268316000.0,0.0,1883873000.0,2147075000.0,1121241000.0,95667000.0,1003504000.0,330703000.0,-27570000.0,0.0,672801000.0,0.0,672801000.0,2.95,2.95,212786698.0,2.472,0.4348,0.183,0.1462,0.09,0.0976,1376308000.0,1099171000.0,645231000.0,4.02,19.662,0.236,13.9661,1.006,3.4746,0.5524,12.6841,1.097,0.4976,0.694,0.2224,0.2666,0.0,169324000.0,4183889000.0,-2598717000.0,5199432000.0,450501000.0,463385000.0,903861000.0,-0.5044,0.0075,7.3906,-0.0307,-0.761,0.799,0.122,0.1738,0.146,6.0,1.361,1.4573,22.8986,20.272,45.474,16.6845,16.2206,8.3158,0.838,23.0,0.2506,0.0,5156090500.0,841671000.0,5523089750.0,3.446,35.323,11.4896,0.3054,-0.2521,0.0071,-0.0329,-0.892,HSY,107.370003,112.34235226470588,22846908402.620094
2017-04-02,0.1125,-0.3932,-0.4559,-0.4444,-0.4444,-0.0058,-0.1299,0.0069,0.0177,0.0951,0.0951,0.0325,0.06,-0.1228,0.0,-0.0262,-0.4191,-0.019,1879678000.0,0.0278,970326000.0,909352000.0,0.0,459386000.0,712115000.0,197237000.0,23741000.0,195157000.0,70113000.0,-26796000.0,0.0,125044000.0,0.0,125044000.0,0.55,0.55,212414672.0,228853000.0,0.618,0.4838,0.151,0.1165,0.067,0.1073,283850000.0,218898000.0,98248000.0,7491047000.0,0.0293,4241180000.0,3249867000.0,0.0,1903030000.0,2186356000.0,1063511000.0,92879000.0,954909000.0,339653000.0,-26796000.0,0.0,615256000.0,0.0,615256000.0,2.7,2.7,212414672.0,2.437,0.4338,0.181,0.1399,0.082,0.096,1354664000.0,1047788000.0,588460000.0,3.908,19.517,0.95,13.3634,1.1065,3.4197,0.5313,9.2203,1.095,1.875,1.124,0.224,0.2444,0.0,162944000.0,4145787000.0,-2623071000.0,5038425000.0,569903000.0,467746000.0,782893000.0,-0.1396,0.0064,9.1723,-0.0174,-0.504,0.76,0.11,0.1718,0.14,7.0,1.345,1.5903,24.321,29.0292,38.7559,13.1444,16.0152,9.5684,0.903,25.0,0.254,0.0,4949861750.0,809832250.0,5569878750.0,3.387,35.266,11.2812,0.278,-0.2648,0.0074,-0.0346,-0.8442,HSY,109.25,108.59764752941177,23206302916.0
2016-12-31,-0.1312,-0.3002,-0.4524,-0.4348,-0.4286,-0.008,-0.1491,0.0337,-0.1955,0.2312,-0.0295,-0.007,0.06,-0.1481,0.0,0.0144,-0.3311,-0.0211,1970244000.0,0.032,1227975000.0,742269000.0,0.0,506619000.0,512781000.0,229488000.0,23413000.0,198619000.0,81766000.0,0.0,0.0,116853000.0,0.0,116853000.0,0.52,0.52,212229426.0,228655000.0,0.618,0.3767,0.143,0.1127,0.059,0.2345,281968000.0,222032000.0,116853000.0,7440181000.0,0.0073,4282290000.0,3157891000.0,0.0,1915378000.0,1952108000.0,1205783000.0,90143000.0,1099481000.0,379437000.0,0.0,0.0,720044000.0,0.0,720044000.0,3.15,3.14,212229426.0,2.402,0.4244,0.2,0.1599,0.097,0.1005,1491461000.0,1189624000.0,720044000.0,3.703,19.881,2.177,14.0422,1.3993,3.7923,0.5395,9.4833,0.951,4.8152,1.188,0.2362,0.2571,0.0,-92665000.0,4219252000.0,-2879868000.0,4993011000.0,590227000.0,498401000.0,748324000.0,-0.1788,0.0071,9.516,-0.0511,-1.679,0.889,0.129,0.1928,0.16,7.0,1.338,1.4075,25.6345,28.5214,36.5814,12.6056,14.9281,9.9425,0.763,21.0,0.2574,0.0,4742484250.0,810172500.0,5560742500.0,3.523,35.057,13.1971,0.3454,-0.2623,0.0074,-0.0357,-0.8807,HSY,103.43,99.8967650588235,21950889531.18
2016-10-02,-0.0462,0.1997,0.4693,0.5,0.5,-0.0021,-0.2457,0.0381,0.037,0.1648,-0.0015,0.0368,0.06,-0.175,0.0,-0.0516,0.2343,-0.0282,2003454000.0,0.0218,1152606000.0,850848000.0,0.0,474494000.0,476824000.0,374024000.0,24387000.0,327837000.0,100434000.0,0.0,0.0,227403000.0,0.0,227403000.0,0.99,0.99,213189504.0,229849000.0,0.618,0.4247,0.218,0.1758,0.114,0.0096,437346000.0,352224000.0,227403000.0,7379159000.0,-0.0145,4109177000.0,3269982000.0,0.0,1908206000.0,1950608000.0,1319374000.0,87457000.0,1197403000.0,380828000.0,0.0,0.0,816575000.0,0.0,816575000.0,3.54,3.53,213189504.0,2.367,0.4431,0.215,0.1741,0.111,0.1122,1588834000.0,1284860000.0,816575000.0,4.2,21.197,0.091,15.1268,1.5636,3.6014,0.5517,14.4431,1.056,0.3608,0.624,0.2269,0.2368,0.0,113482000.0,4518989000.0,-2772824000.0,5393494000.0,760204000.0,453313500.0,828551000.0,-0.7647,0.0072,6.6116,-0.0313,-0.7371,0.946,0.148,0.1913,0.174,7.0,1.338,1.3618,22.6557,37.5735,41.7235,9.7068,16.2783,8.9061,0.669,18.0,0.2586,0.0,4528456500.0,863207750.0,5515752000.0,3.883,34.613,14.6913,0.3592,-0.2555,0.0102,-0.0385,-0.9346,HSY,95.599998,101.82647047058826,20380916156.020992
2016-07-03,0.0163,91.8982,2.4604,2.5238,2.5238,0.0033,-0.563,0.0217,-0.3502,0.2712,0.0904,-0.0031,0.0897,-0.7375,0.0,0.0153,34.0349,-0.0259,1637671000.0,0.0373,890273000.0,747398000.0,0.0,462531000.0,484636000.0,262762000.0,21338000.0,233296000.0,87340000.0,0.0,0.0,145956000.0,0.0,145956000.0,0.64,0.64,213372883.0,230301000.0,0.583,0.4564,0.215,0.1555,0.089,0.0222,351500000.0,254634000.0,145956000.0,7336484000.0,-0.0203,4025286000.0,3311198000.0,0.0,1934018000.0,2062834000.0,1248364000.0,110037000.0,1116204000.0,372261000.0,0.0,0.0,743943000.0,0.0,743943000.0,3.21,3.2,213372883.0,2.332,0.4513,0.206,0.1671,0.101,0.1134,1509147000.0,1226241000.0,743943000.0,3.412,19.814,0.17,14.3804,1.1725,4.2151,0.5511,11.9334,0.677,0.6799,0.911,0.2406,0.2824,0.0,-863847000.0,4227771000.0,-2985124000.0,4374517000.0,463498500.0,439302000.0,872640500.0,-0.6343,0.0089,8.0176,-0.0384,-0.6498,0.864,0.136,0.1905,0.167,6.0,1.343,1.5306,22.6481,24.057,43.3476,15.8285,16.7003,8.4072,0.726,21.0,0.2636,0.0,4365488750.0,861499750.0,5462053750.0,3.899,34.383,11.1439,0.5574,-0.2694,0.0098,-0.0418,-1.0842,HSY,111.949997,95.37088208823533,23887093611.73135
2016-04-03,-0.0927,-0.0844,-0.0609,-0.0481,-0.0388,0.0028,0.0395,-0.0784,-0.3302,0.0536,-0.1033,0.033,0.0897,0.169,0.0,-0.0822,-0.1162,-0.0195,1828812000.0,-0.0562,1011436000.0,817376000.0,0.0,471734000.0,477867000.0,339509000.0,21005000.0,339729000.0,109897000.0,0.0,0.0,229832000.0,0.0,229832000.0,0.99,0.99,216519701.0,230194000.0,0.583,0.4469,0.23,0.1973,0.126,0.1257,420647000.0,360734000.0,229832000.0,7277638000.0,-0.0281,3978430000.0,3299208000.0,0.0,1927032000.0,2306106000.0,993102000.0,107576000.0,866772000.0,368726000.0,0.0,0.0,498046000.0,0.0,498046000.0,2.15,2.14,216519701.0,2.284,0.4533,0.168,0.1339,0.068,0.1283,1220851000.0,974348000.0,498046000.0,3.84,19.582,1.062,11.971,1.3207,3.1174,0.4885,17.1737,0.759,1.1725,0.589,0.2009,0.2579,0.0,-564054000.0,4239877000.0,-2653569000.0,4208915000.0,575357000.0,442746000.0,758071500.0,-0.1466,0.0064,5.4821,-0.0216,-0.6594,0.515,0.092,0.1698,0.134,6.0,1.34,2.543,21.8842,27.2849,38.6375,12.6489,16.4375,9.6002,1.062,23.0,0.2648,0.0,4378940250.0,967077000.0,5432540250.0,4.314,33.612,9.0573,0.2989,-0.2626,0.0091,-0.0457,-1.3492,HSY,93.709999,91.56393915151519,20290060964.1903
