,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.9398,1.0438,1.0503,1.0548,1.0548,0.0032,0.0405,-0.1655,-0.1358,0.0,0.0842,-0.5319,-1.0,4.5336,0.0,0.0974,0.6063,0.0129,54014000.0,0.1776,54713000.0,-699000.0,0.0,5092000.0,5702000.0,-6401000.0,92000.0,632000.0,83000.0,0.0,0.0,549000.0,0.0,549000.0,0.04,0.04,15043068.0,14506000.0,0.0,-0.0129,0.062,0.0134,0.01,0.7958,3335000.0,724000.0,549000.0,198465000.0,-0.0305,224894000.0,-26429000.0,0.0,19031000.0,27674000.0,-54103000.0,693000.0,-47625000.0,-15490000.0,0.0,0.0,-32135000.0,0.0,-32135000.0,-2.16,-2.16,15043068.0,0.02,-0.1332,-0.182,-0.2365,-0.162,0.0741,-36139000.0,-46932000.0,-32135000.0,14.318,17.064,2.858,0.0,2.1275,0.0,0.0,7.8696,4.673,-22.4608,0.0,0.0,0.0943,0.0,132673000.0,256689000.0,127493000.0,188566000.0,72659500.0,17647000.0,8714000.0,-4.486,-0.144,-0.117,-0.1867,-0.236,2.0,0.722,1.1787,29.3615,139.0298,10.22,2.7314,11.2464,22.7754,-0.009,-3.0,0.0959,0.0,218324250.0,223204000.0,275007750.0,0.977,13.193,-67.7229,-0.1498,-1.3882,GIFI,9.0,10.01657142857143,135387612.0
2018-03-31,1.1387,0.4821,0.1794,0.2045,0.2045,0.0027,0.0655,-0.1166,-0.1744,0.0,0.261,-0.5717,-1.0,0.1045,0.0,0.1982,0.4813,0.013,57290000.0,0.5079,56611000.0,679000.0,0.0,4709000.0,5459000.0,-4780000.0,469000.0,-5237000.0,59000.0,0.0,0.0,-5296000.0,0.0,-5296000.0,-0.35,-0.35,15043068.0,14500000.0,0.0,0.0119,-0.035,-0.0832,-0.092,-0.2419,-2019000.0,-4768000.0,-5296000.0,190319000.0,-0.2081,227669000.0,-37350000.0,0.0,18579000.0,26612000.0,-63962000.0,747000.0,-64929000.0,-21322000.0,0.0,0.0,-43607000.0,0.0,-43607000.0,-2.93,-2.93,15043068.0,0.03,-0.1962,-0.28,-0.3372,-0.229,-0.2125,-53224000.0,-64182000.0,-43607000.0,14.232,17.89,-0.921,0.6648,0.4316,0.0467,0.0372,-10.1663,4.34,2.6616,0.0,0.0,0.0822,0.0,137070000.0,269122000.0,123074000.0,231590000.0,58154500.0,13685000.0,8425500.0,-0.0169,-0.189,-0.152,-0.1804,-0.337,1.0,0.661,0.8805,36.1876,124.406,9.6908,3.2726,13.9071,22.5885,-0.01,-2.0,0.0976,0.0,230912500.0,230870000.0,287732000.0,-2.689,12.652,-85.9197,-0.1955,0.0534,GIFI,7.1,9.301470588235292,106805782.8
2017-12-31,-149.6686,-5.842,-5.8312,-5.8333,-5.8333,0.0061,-1.0206,-0.1599,-0.1797,0.0,0.2094,-0.588,0.0,-0.806,0.0,-0.0351,-6.3062,0.0173,37277000.0,-0.3279,63192000.0,-25915000.0,0.0,4860000.0,12143000.0,-38058000.0,87000.0,-38149000.0,-13871000.0,0.0,0.0,-24278000.0,0.0,-24278000.0,-1.64,-1.64,14897661.0,14496000.0,0.01,-0.6952,-0.947,-1.0211,-0.651,-0.2712,-35294000.0,-38062000.0,-24278000.0,171022000.0,-0.4027,213947000.0,-42925000.0,0.0,17800000.0,25472000.0,-68397000.0,349000.0,-68959000.0,-24193000.0,0.0,0.0,-44766000.0,0.0,-44766000.0,-3.02,-3.02,14897661.0,0.04,-0.251,-0.326,-0.4012,-0.262,-0.246,-55701000.0,-68610000.0,-44766000.0,14.733,18.18,-0.679,0.0,0.603,0.0,0.0,-437.4943,3.682,0.4047,-0.006,0.0,0.1304,0.0,130499000.0,270840000.0,127817000.0,213192000.0,51918500.0,13698000.0,8453000.0,0.0289,-0.185,-0.151,-0.2005,-0.401,2.0,0.577,0.8798,39.2164,121.3074,10.5281,3.294,12.4852,20.2321,-0.013,-3.0,0.1041,0.0,233544250.0,241348500.0,296616500.0,-2.824,11.48,-196.5903,-0.204,0.068,GIFI,13.43,12.676060606060606,200075587.23
2017-09-30,-1.0939,-7.1556,-6.7486,-6.25,-6.25,0.0041,-1.2136,-0.1003,-0.0972,0.0,0.5083,-0.3258,0.0,-1.7517,0.0,-0.1408,-29.1156,0.015,49884000.0,-0.2371,50378000.0,-494000.0,0.0,4370000.0,4370000.0,-4864000.0,45000.0,-4871000.0,-1761000.0,0.0,0.0,-3110000.0,0.0,-3110000.0,-0.21,-0.21,14851833.0,14468000.0,0.01,-0.0099,-0.043,-0.0967,-0.062,-0.0865,-2161000.0,-4826000.0,-3110000.0,189207000.0,-0.3382,206390000.0,-17183000.0,0.0,17977000.0,18366000.0,-35549000.0,334000.0,-36456000.0,-12415000.0,0.0,0.0,-24041000.0,0.0,-24041000.0,-1.62,-1.62,14851833.0,0.04,-0.0908,-0.105,-0.1909,-0.127,-0.1985,-19795000.0,-36122000.0,-24041000.0,16.419,20.427,-0.29,0.0,1.198,0.0,0.0,-107.2444,4.593,0.5219,-0.048,0.0,0.0876,0.0,163969000.0,303380000.0,150075000.0,239949000.0,56810500.0,15055500.0,15303000.0,1.658,-0.095,-0.078,-0.0926,-0.191,1.0,0.611,1.4318,41.3928,131.8022,23.7762,3.3305,12.5673,12.364,-0.025,-5.0,0.095,0.0,239219500.0,252233250.0,309508500.0,-2.528,12.74,-108.1497,-0.0943,0.0909,GIFI,12.7,11.515142857142857,188618279.1
2017-06-30,-1.8261,-2.8265,-2.9717,-2.973,-2.973,0.0036,-1.9585,-0.1007,-0.0849,0.0,0.3467,-0.373,0.0,-2.1046,0.0,-0.0834,-2.8059,0.015,45868000.0,-0.4372,57488000.0,-11620000.0,0.0,4640000.0,4640000.0,-16260000.0,146000.0,-16672000.0,-5749000.0,0.0,0.0,-10923000.0,0.0,-10923000.0,-0.73,-0.73,14850833.0,14460000.0,0.01,-0.2533,-0.3,-0.3603,-0.238,-0.2652,-13750000.0,-16526000.0,-10923000.0,204707000.0,-0.2893,216137000.0,-11430000.0,0.0,18693000.0,19082000.0,-30512000.0,399000.0,-30911000.0,-10521000.0,0.0,0.0,-20390000.0,0.0,-20390000.0,-1.37,-1.37,14850833.0,0.04,-0.0558,-0.051,-0.1491,-0.1,-0.1343,-10466000.0,-30512000.0,-20390000.0,16.568,20.712,-0.819,0.0,1.5005,0.0,0.0,-113.1918,4.616,1.1766,-0.014,0.0,0.1012,0.0,167737000.0,307586000.0,152589000.0,238919000.0,60748000.0,15704000.0,15401500.0,-0.0535,-0.079,-0.064,-0.0798,-0.149,1.0,0.644,1.2359,34.4643,124.3186,21.1664,3.3698,13.0353,13.2914,-0.029,-5.0,0.0913,0.0,238236750.0,257800250.0,317966500.0,-1.852,13.784,-76.4712,-0.0789,0.0912,GIFI,11.6,9.907777777777781,172269662.79999998
2017-03-31,-1.859,-6.6833,-7.5258,-7.2857,-7.2857,0.0059,-8.5711,-0.1017,-0.0248,0.0,-0.131,-0.338,0.0,-6.0292,0.0,-0.1237,-8.5789,0.015,37993000.0,-0.5476,42890000.0,-4897000.0,0.0,3930000.0,4319000.0,-9216000.0,59000.0,-9266000.0,-2812000.0,0.0,0.0,-6454000.0,0.0,-6454000.0,-0.44,-0.44,14850154.0,14461000.0,0.01,-0.1289,-0.119,-0.2423,-0.17,-0.4073,-4507000.0,-9207000.0,-6454000.0,240341000.0,-0.1737,226085000.0,14256000.0,0.0,19115000.0,19504000.0,-5248000.0,341000.0,-5279000.0,-1352000.0,0.0,0.0,-3927000.0,0.0,-3927000.0,-0.27,-0.27,14850154.0,0.04,0.0593,0.078,-0.0205,-0.016,-0.018,18643000.0,-4938000.0,-3927000.0,17.239,20.516,-1.042,0.0,2.3342,0.0,0.0,-156.0508,7.562,2.3372,-0.023,0.0,0.1034,0.0,182936000.0,304660000.0,162156000.0,242117000.0,55319000.0,8711500.0,14810500.0,0.0259,-0.015,-0.012,-0.0135,-0.021,5.0,0.736,-0.2699,12.9103,78.1222,17.9173,4.3446,27.5889,16.2277,-0.148,-24.0,0.0795,0.0,238478250.0,262512750.0,326577750.0,-0.291,16.184,-14.4809,-0.0143,-5.0764,GIFI,11.55,11.655555555555559,171519278.70000002
2016-12-31,0.9902,0.7539,0.7577,0.7624,0.7624,0.002,0.3891,0.0173,0.0164,0.0,-0.2152,-0.0744,-0.9,0.3728,0.0,0.1347,0.7696,0.0062,55462000.0,0.0081,55634000.0,-172000.0,0.0,5037000.0,5037000.0,-5209000.0,84000.0,-5647000.0,-2093000.0,0.0,0.0,-3554000.0,0.0,-3554000.0,-0.24,-0.24,14644507.0,14408000.0,0.01,-0.0031,0.011,-0.1003,-0.064,-0.1009,623000.0,-5563000.0,-3554000.0,286326000.0,-0.0647,261473000.0,24853000.0,0.0,19670000.0,19670000.0,5183000.0,332000.0,5556000.0,2041000.0,0.0,0.0,3515000.0,0.0,3515000.0,0.24,0.24,14644507.0,0.04,0.0868,0.109,0.0206,0.012,0.0497,31336000.0,5888000.0,3515000.0,17.961,22.016,-0.382,0.0,3.4939,0.0,0.0,-66.2262,3.207,1.3683,-0.042,0.0,0.0908,0.0,78012000.0,322408000.0,53984000.0,235893000.0,53440000.0,11312500.0,12454500.0,0.1511,0.013,0.01,0.0137,0.021,6.0,0.854,4.1445,11.4997,59.9117,15.2628,5.3579,25.3106,22.9898,0.167,20.0,0.0687,0.0,239441250.0,263168500.0,335204750.0,0.972,19.552,17.7349,0.0124,-0.0231,GIFI,11.9,11.652941176470586,174269633.3
2016-09-30,1.671,1.043,1.0446,1.0476,1.0476,0.0045,2.6823,-0.0061,-0.0296,0.0,-0.2761,0.3698,-0.9,1.8674,0.0,0.3391,1.0095,0.0062,65384000.0,-0.0318,60125000.0,5259000.0,0.0,5086000.0,5086000.0,173000.0,110000.0,674000.0,133000.0,0.0,0.0,541000.0,0.0,541000.0,0.04,0.04,14632507.0,14409000.0,0.01,0.0804,0.11,0.012,0.008,0.0878,7168000.0,784000.0,541000.0,285883000.0,-0.2394,278429000.0,7454000.0,0.0,19072000.0,19674000.0,-12220000.0,287000.0,-11443000.0,-3846000.0,0.0,0.0,-7597000.0,0.0,-7597000.0,-0.53,-0.53,14632507.0,0.13,0.0261,0.051,-0.039,-0.027,0.0381,14636000.0,-11156000.0,-7597000.0,18.187,22.904,0.392,0.0,3.8026,0.0,0.0,7.1273,2.835,14.0462,0.25,0.0061,0.0778,0.0,79772000.0,335143000.0,52158000.0,236018000.0,53935500.0,11762000.0,15813500.0,-0.2448,-0.029,-0.023,-0.0321,-0.039,3.0,0.856,-1.5098,11.049,57.834,23.3402,5.3005,24.3056,18.0784,-0.245,-8.0,0.0667,0.0,241516500.0,261709750.0,333833500.0,0.745,19.538,-38.8711,-0.0261,-0.0494,GIFI,9.2,8.93222222222222,134619064.39999998
2016-06-30,1.4231,3.3024,3.0825,3.1111,3.1111,0.0061,1.0084,-0.0434,-0.0777,0.0,-0.1751,0.9133,-0.9,1.3264,0.0,0.3586,3.3309,0.0062,81502000.0,-0.0336,67436000.0,14066000.0,0.0,5062000.0,5062000.0,9004000.0,88000.0,8960000.0,3420000.0,0.0,0.0,5540000.0,0.0,5540000.0,0.37,0.37,14630952.0,14408000.0,0.01,0.1726,0.188,0.111,0.068,0.1351,15359000.0,9048000.0,5540000.0,288030000.0,-0.3244,293672000.0,-5642000.0,0.0,17784000.0,24986000.0,-30628000.0,216000.0,-30383000.0,-10108000.0,0.0,0.0,-20275000.0,0.0,-20275000.0,-1.41,-1.41,14630952.0,0.22,-0.0196,-0.015,-0.1047,-0.07,-0.005,-4225000.0,-30167000.0,-20275000.0,18.106,23.235,0.753,0.0,3.4219,0.0,0.0,102.8182,2.512,2.4202,0.027,0.0061,0.0621,0.0,75589000.0,339945000.0,48457000.0,239885000.0,57266500.0,13929000.0,14413500.0,-0.1786,-0.077,-0.061,-0.0791,-0.105,1.0,0.861,0.0319,15.3069,65.6083,23.9912,5.0296,20.6784,19.9833,-0.156,-2.0,0.0617,0.0,247708500.0,263320250.0,334354500.0,-0.099,19.686,-139.662,-0.0701,1.2477,GIFI,6.94,6.857222222222221,101538806.88000001
2016-03-31,0.2817,8.878,10.9157,0.0,0.0,0.0034,-1.0955,-0.094,-0.0853,0.0,-0.2262,0.7568,-0.9,-0.8014,0.0,0.0447,6.8452,-0.0073,83979000.0,-0.1537,78278000.0,5701000.0,0.0,4485000.0,4485000.0,1216000.0,50000.0,1570000.0,581000.0,0.0,0.0,989000.0,0.0,989000.0,0.07,0.07,14630686.0,14376000.0,0.01,0.0679,0.097,0.0193,0.012,0.0366,8187000.0,1620000.0,989000.0,290866000.0,-0.3827,304769000.0,-13903000.0,0.0,16448000.0,23650000.0,-37553000.0,178000.0,-37290000.0,-12832000.0,0.0,0.0,-24458000.0,0.0,-24458000.0,-1.69,-1.69,14630686.0,0.31,-0.0478,-0.038,-0.1276,-0.084,-0.0266,-10940000.0,-37112000.0,-24458000.0,17.677,23.038,0.21,0.0,2.6794,0.0,0.0,32.4,2.293,-1.5935,0.143,0.0062,0.0534,0.0,67098000.0,337063000.0,38445000.0,245969000.0,67851500.0,17362500.0,13984000.0,-2.9524,-0.091,-0.072,-0.0946,-0.128,2.0,0.86,0.3017,11.196,74.2847,22.3656,4.2868,16.7525,20.7999,-0.183,-2.0,0.0565,0.0,255047500.0,268457000.0,338233250.0,-0.528,19.881,-208.4944,-0.086,0.0478,GIFI,7.85,8.681428571428569,114850885.1
