,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-04-28,0.1193,0.1295,0.5862,0.6129,0.6129,-0.0066,-0.2026,0.301,0.1624,1.1407,0.2257,0.4525,0.2222,-0.3959,0.0,0.125,0.0615,0.0016,249000000.0,0.1328,187100000.0,61900000.0,0.0,32400000.0,34300000.0,27600000.0,600000.0,30800000.0,-6000000.0,0.0,0.0,36800000.0,0.0,36800000.0,1.0,1.0,36846729.0,37292934.0,0.11,0.2486,0.159,0.1261,0.148,0.0711,39500000.0,31400000.0,36800000.0,908300000.0,0.1124,668700000.0,239600000.0,0.0,115700000.0,121300000.0,118300000.0,900000.0,123800000.0,66600000.0,0.0,0.0,57200000.0,0.0,57200000.0,1.54,1.54,36846729.0,0.4,0.2638,0.168,0.1373,0.063,0.0772,152800000.0,124700000.0,57200000.0,17.098,21.595,0.48,1.5687,6.679,0.0917,0.0631,52.3333,3.503,0.8342,0.11,0.1312,0.1301,0.0,393000000.0,795700000.0,264100000.0,450400000.0,183950000.0,82400000.0,71000000.0,-0.4235,0.0028,-4.7671,-0.0522,-1.6049,0.094,0.064,0.143,0.137,3.0,1.021,2.0594,35.9655,81.4147,33.7956,4.9378,11.0231,12.793,0.26,10.0,0.1274,0.0,448925000.0,608350000.0,889350000.0,1.902,24.651,138.5556,0.103,-0.4049,0.0044,-0.0525,-1.6975,MEI,40.549999,39.85714300000001,1494134824.103271
2018-01-27,0.1255,0.309,-2.0253,-2.0156,-2.0156,0.0053,-0.0256,0.439,0.1931,2.2135,0.3095,0.3484,0.2222,-0.3995,0.0,-0.0506,0.2234,0.002,228000000.0,0.1656,167900000.0,60100000.0,0.0,22500000.0,24500000.0,35600000.0,300000.0,39100000.0,63400000.0,0.0,0.0,-24300000.0,0.0,-24300000.0,-0.65,-0.65,37292934.0,37668100.0,0.11,0.2636,0.204,0.1728,-0.107,0.1035,46500000.0,39400000.0,-24300000.0,879100000.0,0.0858,646100000.0,233000000.0,0.0,112100000.0,116300000.0,116700000.0,400000.0,120900000.0,77300000.0,0.0,0.0,43600000.0,0.0,43600000.0,1.17,1.17,37292934.0,0.38,0.265,0.168,0.138,0.05,0.0929,148000000.0,121300000.0,43600000.0,16.282,22.38,0.633,3.1883,8.1517,0.1958,0.1239,131.3333,4.027,-1.7243,-0.169,0.1304,0.0987,0.0,455000000.0,834600000.0,252700000.0,499200000.0,177600000.0,77800000.0,72800000.0,-0.4368,-0.0171,-3.9806,-0.0803,-2.5775,0.074,0.052,0.1435,0.138,3.0,1.051,2.8807,36.4958,83.6207,34.7105,4.9499,11.2995,12.0755,0.325,12.0,0.1275,0.0,412425000.0,586125000.0,836375000.0,2.191,23.573,303.25,0.0716,-0.3495,0.0067,-0.0499,-1.6442,MEI,41.849998,41.057575666666665,1560709213.314132
2017-10-28,0.1151,-0.0548,-0.0281,-0.0152,-0.0152,-0.0187,-0.2628,0.3478,0.2336,1.2,0.2523,0.2937,0.0,-0.45,0.0,0.2046,0.0206,-0.0019,230100000.0,0.0994,168100000.0,62000000.0,0.0,31200000.0,32300000.0,29700000.0,200000.0,29100000.0,4900000.0,0.0,0.0,24200000.0,0.0,24200000.0,0.65,0.65,37283500.0,37561240.0,0.09,0.2694,0.159,0.1273,0.105,0.0574,36600000.0,29300000.0,24200000.0,846700000.0,0.0602,620400000.0,226300000.0,0.0,113300000.0,116100000.0,110200000.0,-100000.0,112100000.0,20500000.0,0.0,0.0,91600000.0,0.0,91600000.0,2.46,2.46,37283500.0,0.36,0.2673,0.162,0.1323,0.108,0.115,137500000.0,112000000.0,91600000.0,16.275,20.784,0.354,2.8914,6.936,0.1777,0.12,146.5,3.735,0.8926,0.138,0.1374,0.1356,0.0,416600000.0,774900000.0,277400000.0,471800000.0,193700000.0,87600000.0,69500000.0,-0.3889,0.0135,-4.1202,-0.0365,-1.1507,0.163,0.12,0.1406,0.132,4.0,1.109,1.3832,42.8068,92.8558,33.7971,4.3712,9.6655,12.1827,0.146,13.0,0.1338,0.0,366425000.0,561300000.0,763175000.0,2.612,22.71,-1120.0,0.1685,-0.2313,0.0149,-0.0346,-1.149,MEI,46.75,42.87916644444445,1743003625.0
2017-07-29,0.0277,-0.0712,-0.033,-0.0351,-0.0351,-0.0411,-0.314,0.194,0.2154,-0.0481,0.0558,-0.0211,0.0,-0.4834,0.0,0.1045,-0.0487,-0.002,201200000.0,0.0485,145600000.0,55600000.0,0.0,29600000.0,30200000.0,25400000.0,0.0,24800000.0,4300000.0,0.0,0.0,20500000.0,0.0,20500000.0,0.55,0.55,37248689.0,37470653.0,0.09,0.2763,0.151,0.1233,0.102,0.0775,30400000.0,24800000.0,20500000.0,825900000.0,0.0354,606000000.0,219900000.0,0.0,108000000.0,110300000.0,109600000.0,-400000.0,114100000.0,21800000.0,0.0,0.0,92300000.0,0.0,92300000.0,2.47,2.47,37248689.0,0.36,0.2663,0.167,0.1377,0.112,0.131,137800000.0,113700000.0,92300000.0,15.823,20.062,0.419,1.3799,7.9976,0.0872,0.0656,0.0,4.323,1.1512,0.164,0.0461,0.1471,0.0,420400000.0,747300000.0,352900000.0,374300000.0,160150000.0,75250000.0,65500000.0,-0.339,0.0204,-8.1086,-0.0398,-1.4286,0.173,0.131,0.1888,0.138,6.0,1.171,1.4561,35.8857,72.6995,28.6378,5.157,10.9754,12.6092,0.146,10.0,0.1308,0.0,334125000.0,532800000.0,705225000.0,2.905,22.173,-284.25,0.1716,-0.1949,0.0156,-0.0317,-1.0871,MEI,39.650002,40.69285757142859,1476910593.347378
2017-04-29,-0.0905,-0.0608,0.0265,0.0164,0.0164,-0.0382,0.4312,0.0733,0.155,-0.5263,-0.0581,-0.1254,0.0,0.4019,0.0,0.0627,-0.1693,-0.0034,219800000.0,0.0329,164500000.0,55300000.0,0.0,28800000.0,29300000.0,26000000.0,-100000.0,27900000.0,4700000.0,0.0,0.0,23200000.0,0.0,23200000.0,0.62,0.62,36787301.0,37541250.0,0.09,0.2516,0.157,0.1265,0.106,0.1333,34500000.0,27800000.0,23200000.0,816500000.0,0.0091,598200000.0,218300000.0,0.0,105200000.0,107500000.0,110800000.0,-400000.0,115900000.0,23000000.0,0.0,0.0,92900000.0,0.0,92900000.0,2.49,2.49,36787301.0,0.36,0.2674,0.171,0.1415,0.114,0.1504,139800000.0,115500000.0,92900000.0,14.709,18.914,0.796,0.7339,7.9919,0.0499,0.0384,-278.0,4.263,1.6595,0.145,0.0116,0.131,0.0,405900000.0,695800000.0,367400000.0,304400000.0,170400000.0,71750000.0,62050000.0,-0.239,0.0118,-7.7391,-0.0419,-1.3731,0.183,0.138,0.2425,0.141,8.0,1.213,1.563,33.6614,73.8941,25.883,4.7917,11.3798,13.1587,0.145,12.0,0.1288,0.0,326925000.0,506925000.0,673400000.0,3.338,22.195,-288.75,0.1871,-0.1543,0.0152,-0.0274,-0.9218,MEI,44.549999,44.09571408571429,1638874222.762699
2017-01-28,0.1218,0.326,0.3779,0.4222,0.4222,-0.0542,0.2392,0.0888,0.1915,-0.3273,0.0491,-0.1436,0.0,0.4556,0.0,-0.092,0.3535,-0.0247,195600000.0,0.0596,142200000.0,53400000.0,0.0,23700000.0,24300000.0,29100000.0,-200000.0,30300000.0,6600000.0,0.0,0.0,23700000.0,0.0,23700000.0,0.64,0.64,37217302.0,37469292.0,0.09,0.273,0.184,0.1539,0.121,0.2009,36000000.0,30100000.0,23700000.0,809600000.0,-0.017,585700000.0,223900000.0,0.0,103500000.0,107700000.0,116200000.0,-1000000.0,118400000.0,26000000.0,0.0,0.0,92400000.0,0.0,92400000.0,2.48,2.48,37217302.0,0.36,0.2766,0.174,0.145,0.114,0.1413,141100000.0,117400000.0,92400000.0,13.647,17.685,1.056,0.9942,7.2224,0.0728,0.0555,-150.5,4.488,1.8143,0.141,0.0132,0.1212,0.0,387900000.0,658200000.0,340000000.0,315200000.0,150200000.0,66000000.0,67200000.0,-0.086,0.0143,-6.4389,-0.0189,-0.6271,0.189,0.14,0.253,0.145,7.0,1.224,1.4459,30.5219,69.3392,27.9521,5.3901,12.2667,12.0476,0.145,11.0,0.1278,0.0,339975000.0,489175000.0,661375000.0,3.074,21.753,-117.4,0.1943,-0.1437,0.0153,-0.0237,-0.8101,MEI,42.200001,41.74212096969696,1570570181.617302
2016-10-29,0.0923,0.1524,0.1745,0.2,0.2222,-0.0313,-0.0266,0.0928,0.1067,1.2273,0.0412,-0.0846,0.0,-0.0943,0.0,0.0571,0.1023,-0.0416,209300000.0,0.0043,153700000.0,55600000.0,0.0,25900000.0,26500000.0,29100000.0,-100000.0,31100000.0,6200000.0,0.0,0.0,24900000.0,0.0,24900000.0,0.66,0.66,37353423.0,38278231.0,0.09,0.2656,0.176,0.1481,0.119,0.1147,36900000.0,31000000.0,24900000.0,798600000.0,-0.0549,580500000.0,218100000.0,0.0,105900000.0,109500000.0,108600000.0,-800000.0,110800000.0,24900000.0,0.0,0.0,85900000.0,0.0,85900000.0,2.29,2.29,37353423.0,0.36,0.2731,0.167,0.1377,0.108,0.1278,133600000.0,110000000.0,85900000.0,13.193,17.591,0.643,1.3118,6.6821,0.0994,0.0735,-310.0,4.364,1.1767,0.136,0.0141,0.1237,0.0,383200000.0,657100000.0,323400000.0,342600000.0,168600000.0,73550000.0,63400000.0,-0.1809,0.0162,-5.4363,-0.0253,-0.8983,0.182,0.133,0.224,0.138,6.0,1.233,1.4587,34.6901,78.6126,27.6972,4.7367,10.8579,12.5962,0.157,8.0,0.1326,0.0,347400000.0,471475000.0,647775000.0,2.733,21.38,-137.5,0.182,-0.1852,0.0153,-0.0291,-0.9831,MEI,30.4,34.11083308333334,1135544059.2
2016-07-30,0.0093,-0.1359,-0.0979,-0.05,-0.05,0.0111,0.8105,0.1162,0.0779,26.0,-0.0244,-0.0502,0.0,1.3053,0.0,0.1552,-0.1217,-0.0407,191900000.0,-0.0561,137800000.0,54100000.0,0.0,26800000.0,27400000.0,26700000.0,0.0,26700000.0,5500000.0,0.0,0.0,21200000.0,0.0,21200000.0,0.57,0.57,37322548.0,39077839.0,0.09,0.2819,0.169,0.1391,0.11,0.1574,32500000.0,26700000.0,21200000.0,797700000.0,-0.0792,584300000.0,213400000.0,0.0,104500000.0,107500000.0,105900000.0,-700000.0,106600000.0,24400000.0,0.0,0.0,82200000.0,0.0,82200000.0,2.18,2.17,37322548.0,0.36,0.2675,0.162,0.1328,0.103,0.1311,129400000.0,105900000.0,82200000.0,13.019,17.309,0.809,1.4468,6.6796,0.1111,0.0823,0.0,4.638,1.6226,0.158,0.0154,0.1397,0.0,382700000.0,646000000.0,317700000.0,345500000.0,157750000.0,68650000.0,67950000.0,-0.1221,0.0188,-6.0092,-0.0219,-0.7241,0.177,0.13,0.2195,0.133,6.0,1.259,1.5341,31.7093,71.2887,30.2908,5.0567,11.6198,11.7395,0.165,11.0,0.131,0.0,342275000.0,464425000.0,633625000.0,2.803,21.373,-151.2857,0.1738,-0.1705,0.0133,-0.027,-0.9149,MEI,35.029999,32.53914305714286,1307408819.117452
2016-04-30,0.1692,0.3097,-0.1504,-0.1029,-0.0896,0.0145,0.8811,0.0827,0.0644,10.4,0.0299,-0.0663,0.0,3.5435,0.0,0.0884,1.1586,-0.0374,212800000.0,-0.0638,152000000.0,60800000.0,0.0,27100000.0,29500000.0,31300000.0,-700000.0,30300000.0,7700000.0,0.0,0.0,22600000.0,0.0,22600000.0,0.61,0.61,36912869.0,39030798.0,0.09,0.2857,0.168,0.1391,0.106,0.0982,35700000.0,29600000.0,22600000.0,809100000.0,-0.0817,596200000.0,212900000.0,0.0,100800000.0,103200000.0,109700000.0,-700000.0,110900000.0,26300000.0,0.0,0.0,84600000.0,0.0,84600000.0,2.21,2.21,36912869.0,0.36,0.2631,0.166,0.1362,0.105,0.1081,134100000.0,110200000.0,84600000.0,12.735,17.482,0.566,1.5442,6.1713,0.1213,0.0869,-42.2857,4.209,1.1903,0.148,0.0162,0.1273,0.0,378300000.0,645300000.0,310400000.0,356600000.0,172950000.0,69150000.0,68550000.0,-0.223,0.0122,-4.7843,-0.0282,-0.9836,0.184,0.137,0.221,0.136,6.0,1.312,1.3085,30.7663,79.1713,29.864,4.6782,11.7007,11.8031,0.163,9.0,0.1246,0.0,332300000.0,460425000.0,616550000.0,2.37,21.919,-157.4286,0.1795,-0.2096,0.0091,-0.0287,-0.9707,MEI,29.73,28.76142865714286,1097419595.3700001
2016-01-30,-0.153,-0.3551,-0.3653,-0.3478,-0.3382,0.0293,-0.2357,0.0425,0.0319,1.75,0.0096,-0.1371,0.0,-0.3779,0.0,0.214,-0.3804,-0.0163,184600000.0,-0.1039,137000000.0,47600000.0,0.0,26100000.0,26100000.0,21500000.0,0.0,22700000.0,5500000.0,0.0,0.0,17200000.0,0.0,17200000.0,0.45,0.45,38159789.0,39615541.0,0.09,0.2579,0.154,0.123,0.093,0.1463,28500000.0,22700000.0,17200000.0,823600000.0,-0.0627,619500000.0,204100000.0,0.0,98700000.0,111300000.0,92800000.0,0.0,103100000.0,14600000.0,-100000.0,0.0,88500000.0,0.0,88500000.0,2.28,2.26,38159789.0,0.36,0.2478,0.154,0.1252,0.107,0.0864,126800000.0,103100000.0,88400000.0,11.454,15.763,0.708,1.4413,5.3014,0.1258,0.0898,0.0,4.151,2.0174,0.2,0.0181,0.1414,0.0,344400000.0,601500000.0,278200000.0,344900000.0,145900000.0,69300000.0,78150000.0,-0.2219,0.0141,-5.1684,-0.0417,-1.3276,0.193,0.147,0.1927,0.125,6.0,1.364,1.1085,28.4962,64.9696,32.086,5.645,11.8846,10.5387,0.158,8.0,0.1198,0.0,317925000.0,457600000.0,604025000.0,1.866,21.583,0.0,0.2028,-0.2742,0.0068,-0.0327,-1.135,MEI,26.059998999999998,29.010605999999992,994444063.180211
