,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,-0.0934,-0.4142,-0.4542,-0.4163,-0.419,-0.071,-0.1743,0.0793,-0.2299,0.3471,0.084,0.2113,0.06,-0.1728,0.0,-0.058,-0.2135,-0.0642,994600000.0,0.0218,647000000.0,347600000.0,0.0,144500000.0,161900000.0,185700000.0,23200000.0,123600000.0,40700000.0,-100000.0,42700000.0,82900000.0,0.0,82900000.0,1.5,1.47,55400000.0,56300000.0,0.53,0.3495,0.169,0.1476,0.083,0.4754,168000000.0,146800000.0,82800000.0,2343300000.0,0.0024,1541600000.0,801700000.0,0.0,480800000.0,498800000.0,302900000.0,80800000.0,182400000.0,5300000.0,0.0,26500000.0,177100000.0,0.0,177100000.0,3.23,3.16,55400000.0,2.12,0.3421,0.147,0.1123,0.076,0.0861,344300000.0,263200000.0,177100000.0,9.502,37.24,8.534,41.3339,0.5343,4.3501,0.6425,6.3276,1.598,5.7829,0.353,0.4211,0.1453,0.0,493700000.0,2063100000.0,-1713600000.0,3498100000.0,677200000.0,185600000.0,456850000.0,-0.0138,0.327,0.055,0.0627,0.112,5.0,0.732,1.5144,30.4673,109.7352,77.9595,3.4603,12.6255,5.1293,0.656,26.0,0.2052,0.0,3094075000.0,542200000.0,3199300000.0,3.643,42.298,3.2574,0.1751,-0.2476,SMG,83.160004,84.43200008571428,4607064221.6
2018-03-31,-0.1187,-0.1888,-0.0981,-0.0435,-0.0513,-0.0449,0.0247,-0.0571,-0.2348,0.0957,-0.048,0.0007,0.06,0.0185,0.0,-0.0716,-0.1858,-0.0552,1013300000.0,-0.0657,604100000.0,409200000.0,0.0,166000000.0,176900000.0,232300000.0,22600000.0,198200000.0,49300000.0,100000.0,3700000.0,148900000.0,0.0,148900000.0,2.64,2.59,56500000.0,57400000.0,0.53,0.4038,0.237,0.2179,0.147,-0.282,240600000.0,220800000.0,149000000.0,2322100000.0,-0.0154,1484600000.0,837500000.0,0.0,489700000.0,484200000.0,353300000.0,79400000.0,287600000.0,41500000.0,100000.0,-23500000.0,246100000.0,0.0,246100000.0,4.3,4.22,56500000.0,2.09,0.3607,0.192,0.158,0.106,0.1295,446800000.0,367000000.0,246200000.0,8.687,41.258,-5.058,40.2389,0.5841,4.6322,0.6359,9.7699,1.809,-1.8287,0.201,0.348,0.1638,0.0,733200000.0,2331100000.0,-1440300000.0,3665500000.0,954800000.0,262150000.0,596700000.0,0.0496,0.415,0.079,0.0744,0.158,5.0,0.741,1.501,39.8465,146.3867,93.8239,2.432,8.8579,3.8916,0.486,18.0,0.2109,0.0,2942150000.0,593200000.0,3133850000.0,5.32,41.099,4.6222,0.2056,-0.1862,SMG,85.75,89.56088208823526,4844875000.0
2017-12-30,-0.0761,0.1484,0.6753,0.6606,0.6606,-0.0695,-0.0033,-0.0337,-0.0952,0.0552,-0.029,0.0149,0.06,-0.0182,0.0,0.0394,-0.1634,-0.0416,221500000.0,0.068,187500000.0,34000000.0,0.0,108200000.0,105900000.0,-71900000.0,17800000.0,-87800000.0,-66600000.0,0.0,1200000.0,-21200000.0,0.0,-21200000.0,-0.37,-0.37,57600000.0,57600000.0,0.53,0.1535,-0.227,-0.316,-0.096,-1.0379,-50200000.0,-70000000.0,-21200000.0,2393400000.0,-0.0499,1500800000.0,892600000.0,0.0,502500000.0,486300000.0,406300000.0,78300000.0,340100000.0,77800000.0,100000.0,-38300000.0,262300000.0,0.0,262300000.0,4.42,4.36,57600000.0,2.06,0.3729,0.208,0.1748,0.11,0.1233,498200000.0,418400000.0,262400000.0,8.729,28.865,-3.991,30.9566,0.9462,3.5463,0.6126,-3.9326,2.086,9.9292,-1.432,0.4288,0.4885,0.0,511800000.0,1662600000.0,-1420100000.0,2920100000.0,173150000.0,220800000.0,691000000.0,0.0922,0.41,0.082,0.103,0.175,5.0,0.751,1.382,34.0386,26.017,106.1571,13.8227,10.8397,3.4637,0.466,18.0,0.21,0.0,3002900000.0,640225000.0,3187975000.0,5.125,41.552,5.3436,0.2688,-0.1857,SMG,106.989998,100.62117652941181,6162623884.8
2017-09-30,1.3696,-0.1986,-0.2594,-0.3171,-0.2927,-0.0354,0.0199,-0.0032,-0.0588,0.1523,-0.05,0.0324,0.06,0.0041,0.0,0.1965,-0.0588,-0.0362,113900000.0,0.5732,103000000.0,10900000.0,0.0,62100000.0,54100000.0,-43200000.0,17200000.0,-51600000.0,-18100000.0,0.0,-21100000.0,-33500000.0,0.0,-33500000.0,-0.54,-0.53,58411264.0,60000000.0,0.53,0.0957,-0.124,-0.302,-0.294,2.1484,-14100000.0,-34400000.0,-33500000.0,2642100000.0,0.0542,1669500000.0,972600000.0,0.0,550900000.0,539200000.0,433400000.0,76100000.0,334900000.0,116600000.0,500000.0,-20500000.0,218300000.0,0.0,218300000.0,3.68,3.63,58411264.0,2.03,0.3681,0.186,0.1556,0.083,0.1098,491100000.0,411000000.0,218800000.0,11.107,26.647,4.189,23.9868,2.063,2.1595,0.51,-2.0,1.619,-8.1075,-0.981,0.4334,0.5452,0.0,337200000.0,1556500000.0,-1203600000.0,2292600000.0,294150000.0,142150000.0,401100000.0,-0.099,0.331,0.068,0.1224,0.156,7.0,0.822,1.6216,21.1504,39.5931,56.2952,8.9822,18.5867,6.5871,0.552,18.0,0.2085,0.0,3024625000.0,659475000.0,3213325000.0,4.967,45.233,5.4008,0.2712,-0.1805,SMG,97.339996,95.40257131428572,5685752204.1149435
2017-07-01,0.0727,-0.1633,-0.2872,-0.2636,-0.2645,-0.0146,-0.0306,0.0149,-0.0726,0.1283,-0.1823,-0.1207,0.0638,-0.0309,0.0,0.0099,0.0885,-0.0311,973400000.0,-0.0208,590000000.0,383400000.0,0.0,153400000.0,147300000.0,236100000.0,21800000.0,228800000.0,76900000.0,0.0,-7300000.0,151900000.0,0.0,151900000.0,2.57,2.53,59200000.0,60600000.0,0.5,0.3939,0.278,0.2574,0.156,0.5872,270500000.0,250600000.0,151900000.0,2337800000.0,-0.0467,1448700000.0,889100000.0,0.0,488200000.0,470300000.0,418800000.0,69200000.0,342700000.0,117600000.0,200000.0,-12100000.0,225100000.0,0.0,225100000.0,3.83,3.76,59200000.0,2.0,0.3803,0.21,0.1762,0.096,0.1276,490900000.0,411900000.0,225300000.0,12.338,36.282,9.655,28.7145,1.4848,2.3274,0.5148,11.4954,1.753,3.8223,0.195,0.3495,0.1576,0.0,654900000.0,2147900000.0,-1034700000.0,2890400000.0,722350000.0,212550000.0,441550000.0,-0.0155,0.333,0.07,0.0999,0.176,6.0,0.727,1.59,27.4164,101.4687,64.5128,3.2364,10.9988,5.2945,0.522,18.0,0.2088,0.0,2995000000.0,676075000.0,3215525000.0,5.039,39.49,5.9523,0.2062,-0.1665,SMG,89.459999,87.52485748571429,5296031940.8
2017-04-01,-0.1099,-0.23,-0.2142,-0.193,-0.1923,-0.0353,0.0346,0.0306,0.0321,0.0579,-0.1589,-0.0373,0.0638,0.0208,0.0,-0.11,-0.2272,-0.0261,1084600000.0,-0.129,620300000.0,464300000.0,0.0,178800000.0,179000000.0,285300000.0,21500000.0,250700000.0,85600000.0,100000.0,-11100000.0,165100000.0,0.0,165100000.0,2.76,2.73,59800000.0,60100000.0,0.5,0.4281,0.269,0.251,0.152,-0.2685,292000000.0,272200000.0,165200000.0,2358500000.0,-0.0821,1495400000.0,863100000.0,0.0,486700000.0,463500000.0,399600000.0,64300000.0,396500000.0,110200000.0,-200000.0,-90500000.0,286300000.0,0.0,286300000.0,4.75,4.67,59800000.0,1.97,0.366,0.228,0.1954,0.121,0.1342,537400000.0,460800000.0,286100000.0,11.353,44.559,-4.87,34.699,0.9264,3.0564,0.5472,12.6605,2.639,-1.6911,0.181,0.2973,0.1649,0.0,1271700000.0,2664600000.0,-1053200000.0,3908500000.0,1070700000.0,282300000.0,608050000.0,0.043,0.411,0.089,0.0838,0.195,7.0,0.736,1.314,41.9088,151.4011,92.314,2.2028,8.3546,3.8788,0.415,16.0,0.2064,0.0,2921175000.0,696700000.0,3203375000.0,5.293,39.44,7.1664,0.1675,-0.1587,SMG,93.389999,92.23399985714285,5584721940.2
2016-12-31,1.2036,0.2424,0.1968,0.1742,0.1742,-0.0032,0.3804,0.1071,0.1548,0.1109,-0.0892,-0.0851,0.0638,0.3632,0.0,-0.0812,0.3675,-0.0228,207400000.0,0.0663,170600000.0,36800000.0,0.0,104100000.0,98600000.0,-61800000.0,15300000.0,-97500000.0,-32200000.0,400000.0,6800000.0,-65300000.0,0.0,-65300000.0,-1.09,-1.09,60100000.0,61900000.0,0.5,0.1774,-0.299,-0.3963,-0.315,-1.0887,-62100000.0,-82200000.0,-64900000.0,2519100000.0,0.0513,1598700000.0,920400000.0,0.0,508800000.0,436900000.0,483500000.0,61900000.0,480200000.0,148900000.0,-600000.0,-63400000.0,331300000.0,0.0,331300000.0,5.41,5.32,60100000.0,1.94,0.3654,0.245,0.2152,0.132,0.1232,617600000.0,542100000.0,330700000.0,9.647,31.295,-3.757,28.1181,1.2163,2.9146,0.561,-5.3725,2.53,3.2129,-0.459,0.3756,0.5019,0.0,750600000.0,1880800000.0,-1178800000.0,3007000000.0,184300000.0,224800000.0,717800000.0,0.0763,0.476,0.104,0.122,0.215,6.0,0.793,1.1053,31.6446,25.4577,99.3821,13.6685,11.206,3.5095,0.359,13.0,0.202,0.0,2860500000.0,695825000.0,3175200000.0,5.163,41.915,8.7577,0.2787,-0.1526,SMG,95.550003,92.34647085294117,5742555180.3
2016-09-30,1.7188,0.1681,-0.1271,-0.0513,-0.0789,0.023,0.1958,0.0905,0.1648,0.0504,-0.0287,-0.0028,0.0638,0.2041,0.0,0.3206,0.3451,-0.0107,72400000.0,2.9135,67800000.0,4600000.0,0.0,51900000.0,45400000.0,-40800000.0,10600000.0,-39300000.0,-12700000.0,-300000.0,-500000.0,-26600000.0,0.0,-26600000.0,-0.41,-0.41,60606902.0,62200000.0,0.5,0.0635,-0.131,-0.3964,-0.367,3.366,-9500000.0,-28700000.0,-26900000.0,2506200000.0,0.057,1605900000.0,900300000.0,0.0,518000000.0,452700000.0,447600000.0,62900000.0,452900000.0,137600000.0,-500000.0,-68700000.0,315300000.0,0.0,315300000.0,5.16,5.09,60606902.0,1.91,0.3592,0.235,0.2058,0.126,0.0724,589300000.0,515800000.0,314800000.0,11.801,27.949,4.021,20.0621,0.4719,1.7001,0.4412,-2.7075,1.461,-10.0113,-1.22,0.3853,0.7169,0.0,325800000.0,1693900000.0,-988600000.0,2174100000.0,306150000.0,162150000.0,395250000.0,-0.0849,0.464,0.102,0.128,0.206,6.0,0.808,0.7529,19.1078,43.9392,57.4836,8.1862,15.4561,6.3408,0.37,13.0,0.2067,0.0,2810700000.0,679325000.0,3102375000.0,2.995,41.352,8.2003,0.4091,-0.2355,SMG,83.269997,81.8099997222222,5046736547.719295
2016-07-02,-0.0736,0.4282,0.5975,0.6009,0.6075,-0.0144,-0.11,0.078,0.1993,0.4364,0.0149,0.1753,0.0444,-0.1061,0.0,-0.0219,0.1332,-0.0033,994100000.0,-0.1055,636700000.0,357400000.0,0.0,151900000.0,140500000.0,216900000.0,16900000.0,282600000.0,69500000.0,-400000.0,-85700000.0,213100000.0,0.0,213100000.0,3.49,3.44,61100000.0,61500000.0,0.47,0.3595,0.319,0.3013,0.214,0.5933,317000000.0,299500000.0,212700000.0,2452300000.0,-0.0534,1563000000.0,889300000.0,0.0,505400000.0,463200000.0,426100000.0,62100000.0,447900000.0,129600000.0,-1200000.0,-95000000.0,318300000.0,0.0,318300000.0,5.2,5.12,61100000.0,1.88,0.3626,0.238,0.208,0.13,0.0572,582800000.0,510000000.0,317100000.0,13.304,35.301,9.653,24.6579,1.2635,1.8534,0.4631,17.7219,1.494,2.8104,0.135,0.3371,0.1528,0.0,489900000.0,2156900000.0,-940200000.0,2595100000.0,788950000.0,279050000.0,434850000.0,-0.0152,0.485,0.105,0.1045,0.208,6.0,0.805,0.6089,37.1355,118.2979,69.9399,3.1083,8.788,5.6394,0.362,12.0,0.2061,0.0,2781150000.0,655700000.0,3045225000.0,2.295,40.136,8.2126,0.3388,-0.2766,SMG,69.599998,68.36028497142857,4252559877.8
2016-04-02,0.2279,0.6245,0.6862,0.6683,0.6816,-0.0095,0.2423,0.2224,0.2047,0.288,0.1127,0.0608,0.0444,0.2374,0.0,0.0635,0.5941,0.0082,1245200000.0,0.1618,723600000.0,521600000.0,0.0,200900000.0,152400000.0,369200000.0,19100000.0,334400000.0,124300000.0,-300000.0,16000000.0,210100000.0,0.0,210100000.0,3.42,3.38,61400000.0,62300000.0,0.47,0.4189,0.299,0.2839,0.169,-0.2388,372200000.0,353500000.0,209800000.0,2569500000.0,-0.0101,1651800000.0,917700000.0,0.0,508800000.0,517100000.0,400600000.0,59500000.0,360700000.0,122100000.0,-1200000.0,-27200000.0,238600000.0,0.0,238600000.0,3.89,3.82,61400000.0,1.86,0.3572,0.192,0.1635,0.093,0.0818,494000000.0,420200000.0,237400000.0,11.0,44.749,-4.844,31.9446,0.9332,2.9041,0.5331,18.5079,2.24,-1.3765,0.137,0.2532,0.1613,0.0,1222900000.0,2747600000.0,-782600000.0,3665800000.0,1104200000.0,294150000.0,601850000.0,0.0284,0.383,0.08,0.0886,0.164,6.0,0.86,1.1224,41.7346,165.2195,88.0148,2.327,8.7353,4.2693,0.478,14.0,0.198,0.0,2556175000.0,622475000.0,2986375000.0,3.423,41.849,7.0622,0.1438,-0.2151,SMG,73.010002,70.69705838235294,4482814122.8
