,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.0321,0.0262,0.0576,0.0603,0.0614,-0.0042,-4.017,0.0193,-0.1194,0.0031,0.1701,0.0,0.0,-4.017,0.0,0.0393,0.013,-0.01,3022620000.0,0.0842,1731426000.0,1291194000.0,0.0,941999000.0,941999000.0,349195000.0,48686000.0,346032000.0,27036000.0,17804000.0,0.0,318996000.0,0.0,318996000.0,1.23,1.21,258375000.0,263822000.0,0.22,0.4272,0.138,0.1306,0.106,-0.1236,417153000.0,394718000.0,336800000.0,11622598000.0,0.0542,8277423000.0,3345175000.0,0.0,3613319000.0,3613319000.0,-268144000.0,187861000.0,-467307000.0,75910000.0,27221000.0,0.0,-543217000.0,0.0,-543217000.0,-2.14,-2.17,258375000.0,263822000.0,0.88,0.2878,-0.015,-0.024,-0.047,-0.0386,-174059000.0,-279446000.0,-515996000.0,37.388,237.58,-1.446,12.4514,11.7293,0.333,0.0506,8.1074,-1.1708,0.179,0.0346,0.3116,0.0,61384804000.0,61571360000.0,8866194000.0,3993187500.0,0.0,0.0,-0.056,-0.008,-0.024,0.181,0.8267,134.7027,300.2673,0.0,1.3109,2.9106,0.0,-0.411,-50.0,0.3109,0.0,61675209250.0,9769176000.0,64037574000.0,-1.738,44.983,-1.4875,0.0,XL,55.950001,55.86828582857142,14456081508.375
2018-03-31,0.0155,0.099,-0.0013,0.0172,0.0175,-0.0318,-4.0135,0.0707,-0.0927,0.2236,0.2638,0.0,0.0,-4.0135,0.0,0.0359,-0.0555,-0.033,2814942000.0,0.0216,1632313000.0,1182629000.0,0.0,936390000.0,936390000.0,246239000.0,53545000.0,184550000.0,31902000.0,8585000.0,0.0,152648000.0,0.0,152648000.0,0.59,0.58,256922000.0,261176000.0,0.22,0.4201,0.093,0.0846,0.054,-0.0846,260576000.0,238095000.0,161233000.0,11387738000.0,0.0463,8082675000.0,3305063000.0,0.0,3577682000.0,3577682000.0,-272619000.0,193193000.0,-482713000.0,77880000.0,17840000.0,0.0,-560593000.0,0.0,-560593000.0,-2.21,-2.24,256922000.0,261176000.0,0.88,0.2902,-0.017,-0.0254,-0.049,-0.0132,-189430000.0,-289520000.0,-542753000.0,37.476,245.629,-0.927,12.6126,14.1669,0.3365,0.0496,4.4466,-1.56,0.373,0.0341,0.3326,0.0,63107457000.0,62708132000.0,8470176500.0,4143649000.0,0.0,0.0,-0.055,-0.009,-0.025,0.179,0.2676,152.2365,303.1215,0.0,1.3445,2.7482,0.0,-0.398,-48.0,0.3142,0.0,61296156000.0,10124311250.0,63736664250.0,-0.584,44.324,-1.4986,0.0,XL,55.259997999999996,49.92588197058822,14197509206.155998
2017-12-31,-0.1905,-0.5579,-0.9054,-0.9091,-0.9074,-0.1059,-1.5655,0.0856,-0.0556,0.2165,0.295,0.0,0.1,-1.5655,0.0,-0.0331,-0.544,-0.0467,2901052000.0,0.0027,1836369000.0,1064683000.0,0.0,879889000.0,879889000.0,184794000.0,51711000.0,105932000.0,77104000.0,31029000.0,0.0,28828000.0,0.0,28828000.0,0.1,0.1,255967000.0,243778000.0,0.22,0.367,0.069,0.0543,0.01,-0.0519,200572000.0,157643000.0,59857000.0,11328157000.0,0.0742,8041109000.0,3287048000.0,0.0,3545199000.0,3545199000.0,-258151000.0,190359000.0,-501328000.0,59070000.0,70261000.0,0.0,-560398000.0,0.0,-560398000.0,-2.16,-2.16,259894000.0,259894000.0,0.88,0.2902,-0.019,-0.0275,-0.049,0.0029,-213931000.0,-310969000.0,-490137000.0,38.475,239.134,-0.588,12.5828,14.0387,0.327,0.0508,3.0485,-5.2204,2.2,0.0351,0.3033,0.0,61210485000.0,60837803000.0,7147488500.0,3358415500.0,0.0,0.0,-0.054,-0.009,-0.027,0.181,-0.0595,130.1424,259.8949,0.0,1.5849,3.3731,0.0,-0.407,-29.0,0.313,0.0,60106919500.0,10460900000.0,62658328250.0,0.128,43.588,-1.6336,0.0,XL,35.16,37.20636354545456,8999799720.0
2017-09-30,-1.1773,-8.7644,-15.7829,-16.6154,-17.24,-0.057,-0.3513,0.0497,-0.0886,0.2127,0.2743,0.0,0.1,-0.3513,0.0,-0.0628,-6.8866,-0.0608,2883984000.0,0.1143,3077315000.0,-193331000.0,0.0,855041000.0,855041000.0,-1048372000.0,33919000.0,-1103821000.0,-60132000.0,-30197000.0,0.0,-1043689000.0,0.0,-1043689000.0,-4.06,-4.06,257022000.0,261298000.0,0.22,-0.067,-0.365,-0.371,-0.362,0.1086,-1052360000.0,-1069902000.0,-1073886000.0,11320422000.0,0.1008,7782851000.0,3537571000.0,0.0,3575308000.0,3575308000.0,-37737000.0,190925000.0,-302942000.0,-18416000.0,44146000.0,0.0,-284526000.0,0.0,-284526000.0,-1.22,-1.27,257022000.0,261298000.0,0.86,0.3125,-0.002,-0.0099,-0.025,0.0404,-25859000.0,-112017000.0,-240380000.0,38.673,239.525,1.218,12.4894,12.4103,0.3229,0.0503,-31.5429,-0.3,-0.054,0.0349,0.2965,0.0,61563194000.0,61583542000.0,7455225500.0,3524105000.0,0.0,0.0,-0.027,-0.005,-0.01,0.184,-1.607,128.3117,269.3663,0.0,1.5185,3.2123,0.0,-0.705,-90.0,0.3158,0.0,58721877250.0,10733448750.0,61407794750.0,1.779,44.045,-0.5867,0.0,XL,39.450001,40.90571411428572,10139518157.022
2017-06-30,0.2392,2.7715,5.8891,6.25,6.6,-0.0706,-1.2194,0.0193,0.0239,0.212,0.1262,0.0,0.1,-1.2194,0.0,-0.0389,4.1827,-0.0738,2787760000.0,0.053,1536678000.0,1251082000.0,0.0,906362000.0,906362000.0,344720000.0,54018000.0,330626000.0,29006000.0,8423000.0,0.0,301620000.0,0.0,301620000.0,1.16,1.14,260990000.0,264943000.0,0.22,0.4488,0.144,0.138,0.108,-0.0267,401782000.0,384644000.0,310043000.0,11024558000.0,0.0739,6203214000.0,4821344000.0,0.0,3632613000.0,3632613000.0,1188731000.0,206451000.0,889229000.0,59465000.0,132419000.0,0.0,829764000.0,0.0,829764000.0,3.1,3.04,260990000.0,264943000.0,0.84,0.4373,0.108,0.0994,0.075,0.0569,1191667000.0,1095680000.0,962183000.0,42.456,230.518,-0.285,12.2891,12.7018,0.2895,0.0514,7.1207,-0.2468,0.19,0.0356,0.3251,0.0,60162860000.0,60055147000.0,7713329000.0,3392100000.0,0.0,0.0,0.074,0.014,0.099,0.182,0.7554,122.4023,270.5265,0.0,1.4293,3.2501,0.0,0.271,10.0,0.3295,0.0,57736387750.0,11151528500.0,60653255250.0,2.401,42.241,5.3072,0.0,XL,43.799999,42.968888500000006,11431361739.01
2017-03-31,0.1309,1.2454,5.9839,7.2857,7.1429,-0.0907,0.6702,0.0062,0.0318,-0.0021,0.138,0.0,0.1,0.6702,0.0,-0.016,1.3454,-0.09,2755361000.0,0.1399,1590747000.0,1164614000.0,0.0,903907000.0,903907000.0,260707000.0,50711000.0,165935000.0,13092000.0,61006000.0,0.0,152843000.0,0.0,152843000.0,0.58,0.57,265690000.0,269767000.0,0.22,0.4227,0.086,0.0786,0.055,-0.0172,236075000.0,216646000.0,213849000.0,10884220000.0,0.0564,6304404000.0,4579816000.0,0.0,3669292000.0,3669292000.0,910524000.0,208171000.0,604852000.0,32926000.0,129040000.0,0.0,571926000.0,0.0,571926000.0,2.1,2.05,265690000.0,269767000.0,0.82,0.4208,0.085,0.0747,0.053,0.0956,927923000.0,813023000.0,700966000.0,41.307,221.371,-0.179,9.9678,13.2228,0.2413,0.0434,4.2722,-0.3108,0.379,0.0362,0.3281,0.0,58816007000.0,57951186000.0,7029330000.0,3098033000.0,0.0,0.0,0.051,0.009,0.075,0.18,1.8192,118.6336,250.9468,0.0,1.5484,3.5133,0.0,0.39,12.0,0.3371,0.0,57254597000.0,11302687500.0,60357252750.0,3.916,40.966,3.9056,0.0,XL,39.860001000000004,40.319444250000004,10590403665.69
2016-12-31,0.0974,0.477,0.3332,0.4474,0.44,-0.0959,0.9716,-0.0042,0.0371,0.001,0.1616,0.0,0.0,0.9716,0.0,-0.0683,0.8276,-0.0967,2893317000.0,0.0996,1578111000.0,1315206000.0,0.0,909998000.0,909998000.0,405208000.0,52277000.0,304318000.0,-382000.0,4914000.0,0.0,304700000.0,0.0,304700000.0,1.1,1.08,268502000.0,272657000.0,0.2,0.4546,0.134,0.1232,0.105,0.092,388644000.0,356595000.0,309614000.0,10546086000.0,0.1329,6101079000.0,4445007000.0,0.0,3684033000.0,3684033000.0,760974000.0,209763000.0,483097000.0,42129000.0,129177000.0,0.0,440968000.0,0.0,440968000.0,1.58,1.56,278957000.0,282758000.0,0.8,0.4215,0.077,0.0657,0.042,0.0895,810923000.0,692860000.0,570145000.0,40.739,209.423,0.991,9.8609,13.3351,0.2421,0.0453,6.8213,0.8734,0.182,0.0377,0.3145,0.0,56230449000.0,55297634000.0,5795591500.0,2462756500.0,0.0,0.0,0.038,0.007,0.066,0.175,2.1405,92.6761,215.581,0.0,1.8197,4.2822,0.0,0.506,13.0,0.3493,0.0,57287819000.0,11481152500.0,60262521000.0,3.384,37.805,3.3031,0.0,XL,37.259997999999996,37.08647038235294,10004383982.995998
2016-09-30,0.007,2.2677,1.5878,1.8889,1.7778,-0.0973,-0.0131,0.0059,0.0729,-0.0293,0.1345,0.0,0.0,-0.0131,0.0,-0.0684,0.7204,-0.0934,2588120000.0,0.0072,1497678000.0,1090442000.0,0.0,912346000.0,912346000.0,178096000.0,49445000.0,88350000.0,17749000.0,58076000.0,0.0,70601000.0,0.0,70601000.0,0.26,0.25,273660000.0,277094000.0,0.2,0.4213,0.064,0.0532,0.027,0.1865,165166000.0,137795000.0,128677000.0,10284082000.0,0.2657,5955811000.0,4328271000.0,0.0,3750784000.0,3750784000.0,577487000.0,209667000.0,368033000.0,3215000.0,130292000.0,0.0,364818000.0,0.0,364818000.0,1.25,1.22,273660000.0,277094000.0,0.8,0.4209,0.069,0.0562,0.035,0.079,705365000.0,577700000.0,495110000.0,42.433,213.908,1.763,9.6726,12.9482,0.228,0.0436,2.7868,6.8353,0.769,0.0368,0.3525,0.0,58537979000.0,57641584000.0,6167386500.0,2759436500.0,0.0,0.0,0.031,0.006,0.056,0.17,2.2279,108.9114,232.6872,0.0,1.6675,3.7269,0.0,0.64,15.0,0.3647,0.0,57390014000.0,11665794250.0,60324730000.0,2.97,37.58,2.7553,0.0,XL,33.630001,33.950000055555556,9203186073.66
2016-06-30,-0.3323,-0.8978,-0.9522,-0.9494,-0.9518,-0.0303,24.4379,-0.0089,-0.0201,-0.0294,0.1295,0.0,0.25,24.4379,0.0,0.1108,-0.8997,-0.0264,2647422000.0,-0.0141,1637868000.0,1009554000.0,0.0,943041000.0,943041000.0,66513000.0,55738000.0,46249000.0,2467000.0,5044000.0,0.0,43782000.0,0.0,43782000.0,0.16,0.15,281793000.0,285082000.0,0.2,0.3813,0.052,0.0385,0.017,0.1281,138038000.0,101987000.0,48826000.0,10265664000.0,0.4461,5944997000.0,4320667000.0,0.0,3817753000.0,3817753000.0,502914000.0,212151000.0,269923000.0,-51576000.0,130105000.0,0.0,321499000.0,0.0,321499000.0,1.08,1.06,281793000.0,285082000.0,0.8,0.4209,0.059,0.047,0.031,0.0798,603681000.0,482074000.0,451604000.0,41.467,209.304,1.204,9.391,12.4155,0.2265,0.0432,1.8298,7.7484,1.25,0.0362,0.3562,0.0,58980267000.0,58127984000.0,6839596000.0,2865288500.0,0.0,0.0,0.027,0.005,0.047,0.17,2.548,109.7641,257.976,0.0,1.5009,3.5828,0.0,0.741,19.0,0.3719,0.0,57340086000.0,11747310000.0,60235848250.0,2.907,36.43,2.2723,0.0,XL,33.310001,33.34777802777778,9386525111.793
2016-03-31,0.6258,-0.1381,-0.3968,-0.5,-0.5,0.1379,-5.118,0.3161,-0.0006,0.0039,1.1653,0.0,0.25,-5.118,0.0,0.9164,-0.2784,0.1417,2417227000.0,0.6991,1387422000.0,1029805000.0,0.0,918648000.0,918648000.0,111157000.0,52303000.0,44180000.0,22295000.0,61143000.0,0.0,21885000.0,0.0,21885000.0,0.07,0.07,291969000.0,296666000.0,0.2,0.426,0.049,0.0399,0.009,-0.0596,119075000.0,96483000.0,83028000.0,10303538000.0,0.652,5480405000.0,4823133000.0,0.0,3723683000.0,3723683000.0,1099450000.0,206080000.0,1171672000.0,-21084000.0,129940000.0,0.0,1192756000.0,0.0,1192756000.0,4.08,4.02,291969000.0,296666000.0,0.76,0.4681,0.144,0.1337,0.116,0.0452,1481750000.0,1377752000.0,1322696000.0,40.034,200.063,-0.493,9.0896,10.2131,0.227,0.0438,1.8447,-6.5816,2.857,0.0368,0.38,0.0,58412095000.0,58084074000.0,4806115000.0,1646267500.0,0.0,0.0,0.1,0.02,0.134,0.171,0.3902,94.1744,232.9346,0.0,2.1438,6.2587,0.0,0.186,7.0,0.3614,0.0,57631782750.0,11887837500.0,60373964750.0,1.594,35.29,6.6855,0.0,XL,36.799999,35.426285857142865,10744458908.031
