,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-05-31,0.1085,0.4638,1.2101,1.1923,1.1842,0.0827,0.0167,0.2928,-0.1909,0.0932,0.0077,0.0,0.0098,0.0,0.078,0.4974,0.0133,1669550000.0,0.091,917212000.0,752338000.0,0.0,471807000.0,486838000.0,265500000.0,24828000.0,237915000.0,51744000.0,0.0,3127000.0,186171000.0,0.0,186171000.0,1.71,1.66,106720902.0,0.0,0.4506,0.202,0.1574,0.112,0.1363,337257000.0,262743000.0,186171000.0,6476632000.0,0.2166,3568109000.0,2908523000.0,0.0,1916792000.0,1958689000.0,949834000.0,110175000.0,899655000.0,57069000.0,0.0,-58654000.0,842586000.0,0.0,842586000.0,7.78,7.56,106720902.0,1.62,0.4491,0.199,0.1559,0.13,0.1069,1289246000.0,1009830000.0,842586000.0,28.266,33.41,2.133,23.7564,1.2999,0.8405,0.3644,10.5825,2.549,1.6291,0.0,0.4876,0.2826,0.0,1202075000.0,3565558000.0,-1963756000.0,5186286000.0,770295500.0,196062500.0,279282500.0,-0.2495,0.016,7.1061,-0.0453,-1.0154,0.306,0.122,0.0982,0.156,7.0,0.935,1.1443,12.1208,45.3434,15.7994,8.408,33.0335,23.1903,0.208,22.0,0.296,0.0,5124830750.0,2757359250.0,6929303500.0,6.489,60.688,9.1657,0.326,-0.2818,0.0174,-0.042,-0.9724,CTAS,182.25,176.9199990555556,19449884389.5
2018-02-28,0.251,0.0708,1.56,1.5364,1.5327,0.5483,0.6222,0.3105,1.3785,0.3012,0.0097,0.0,0.8407,0.0,0.3682,0.0418,0.0138,1589138000.0,0.2659,888675000.0,700463000.0,0.0,490618000.0,500439000.0,200024000.0,25901000.0,180813000.0,-121282000.0,0.0,-6306000.0,302095000.0,0.0,302095000.0,2.79,2.71,106488799.0,0.0,0.4408,0.172,0.1301,0.19,0.1374,272777000.0,206714000.0,302095000.0,6337369000.0,0.279,3502458000.0,2834911000.0,0.0,1882658000.0,1973270000.0,861641000.0,130736000.0,795849000.0,55199000.0,0.0,-63842000.0,740650000.0,0.0,740650000.0,6.85,6.66,106488799.0,1.62,0.4473,0.189,0.1462,0.117,0.1089,1196368000.0,926585000.0,740650000.0,27.177,33.349,2.05,25.5638,1.4327,0.9407,0.3929,7.9809,2.157,0.933,0.0,0.4875,0.3087,0.0,1062003000.0,3551249000.0,-2055020000.0,5203373000.0,689041500.0,150060500.0,273500000.0,-0.2256,0.0194,9.297,-0.04,-0.9623,0.287,0.107,0.0896,0.146,4.0,0.918,1.2705,9.9167,44.8791,15.8282,9.1974,42.2321,23.1714,0.236,22.0,0.2971,0.0,5155294250.0,2578926000.0,6900764250.0,6.482,59.512,7.0875,0.3048,-0.2665,0.0176,-0.0396,-0.9294,CTAS,170.66000400000001,163.2660007714286,18173378863.295197
2017-11-30,0.2674,0.0729,-0.0233,-0.0455,-0.0465,-0.1352,0.6559,0.2441,1.5514,0.257,0.0362,0.218,-0.1902,0.0,0.2951,0.1734,0.013,1606441000.0,0.2638,890072000.0,716369000.0,0.0,468084000.0,481158000.0,235211000.0,29129000.0,205745000.0,68636000.0,0.0,628000.0,137109000.0,0.0,137109000.0,1.26,1.23,106304385.0,1.62,0.4459,0.19,0.1462,0.085,0.034,305204000.0,234874000.0,137109000.0,6003598000.0,0.2214,3309226000.0,2694372000.0,0.0,1750629000.0,1840764000.0,853608000.0,118531000.0,794393000.0,237833000.0,0.0,-58587000.0,556560000.0,0.0,556560000.0,5.16,5.02,106304385.0,1.62,0.4488,0.193,0.1521,0.093,0.0984,1161308000.0,912924000.0,556560000.0,24.016,33.878,0.515,26.6614,2.2201,1.1101,0.4061,8.0632,1.77,0.9091,1.286,0.4839,0.2914,0.0,889078000.0,3601431000.0,-2382319000.0,5045280000.0,685503500.0,145398000.0,268065500.0,-0.5612,0.0165,8.4386,-0.0435,-0.9946,0.232,0.089,0.091,0.152,4.0,0.963,1.5114,9.9087,46.4218,16.5872,8.7579,41.2908,22.396,0.314,21.0,0.2916,0.0,4588884500.0,2399991250.0,6236407000.0,5.555,56.476,7.702,0.2482,-0.2979,0.0174,-0.0417,-1.009,CTAS,157.440002,149.75916716666666,16736562587.00877
2017-08-31,0.2826,0.4838,0.573,0.5659,0.5556,0.6141,0.6442,0.276,1.3511,0.2476,0.0803,0.0,1.4282,0.0,0.3153,0.2215,0.0118,1611503000.0,0.2723,872150000.0,739353000.0,0.0,486283000.0,490254000.0,249099000.0,30317000.0,275182000.0,57971000.0,0.0,-56103000.0,217211000.0,0.0,217211000.0,2.02,1.96,105435865.0,0.0,0.4588,0.232,0.1896,0.135,0.119,374008000.0,305499000.0,217211000.0,5668234000.0,0.1655,3125013000.0,2543221000.0,0.0,1643960000.0,1724368000.0,818853000.0,102669000.0,794295000.0,234467000.0,0.0,-77642000.0,559828000.0,0.0,559828000.0,5.22,5.08,105435865.0,1.33,0.4487,0.197,0.1582,0.099,0.1065,1118900000.0,896964000.0,559828000.0,24.336,32.811,1.82,26.9464,1.8155,1.1073,0.4147,10.0768,1.842,1.1711,0.0,0.4951,0.3018,0.0,879758000.0,3459471000.0,-2361172000.0,5064384000.0,658974500.0,159610500.0,272676500.0,-0.2458,0.0178,7.0268,-0.0388,-0.9125,0.247,0.101,0.0867,0.158,4.0,1.022,1.5374,12.2072,47.1091,18.2362,8.6016,35.5129,20.7874,0.255,19.0,0.29,0.0,4089108250.0,2268159250.0,5545351500.0,5.723,53.76,8.7365,0.2521,-0.2989,0.0171,-0.0454,-1.1591,CTAS,135.009995,132.77918943243245,14234895606.470675
2017-05-31,0.2923,-0.1521,-0.3565,-0.3607,-0.3719,0.6606,0.6698,0.2696,1.4208,0.3468,0.1157,0.0,1.2363,0.0,0.3063,-0.0675,-0.0157,1530287000.0,0.3173,851561000.0,678726000.0,0.0,437673000.0,501419000.0,177307000.0,45389000.0,134109000.0,49874000.0,0.0,-2061000.0,84235000.0,0.0,84235000.0,0.78,0.76,105322553.0,0.0,0.4435,0.16,0.1173,0.055,0.1473,244379000.0,179498000.0,84235000.0,5323381000.0,0.11,2943086000.0,2380295000.0,0.0,1527380000.0,1606604000.0,773691000.0,86524000.0,710826000.0,230118000.0,0.0,-23422000.0,480708000.0,0.0,480708000.0,4.49,4.38,105322553.0,1.33,0.4471,0.187,0.1498,0.09,0.0922,993945000.0,797350000.0,480708000.0,21.864,32.991,2.14,29.7517,1.6071,1.3607,0.4578,3.9547,1.728,3.3256,0.0,0.4923,0.286,0.0,823626000.0,3474734000.0,-2586786000.0,5308140000.0,641248000.0,143995500.0,263790000.0,-0.1953,0.0165,12.0388,-0.0357,-0.843,0.226,0.099,0.0822,0.15,5.0,1.092,1.5891,12.1396,50.4647,19.0761,8.3016,36.9691,20.1804,0.296,18.0,0.2869,0.0,3618596750.0,2123539500.0,4874236250.0,4.658,50.544,9.2154,0.2239,-0.3578,0.0167,-0.0513,-1.3903,CTAS,125.879997,122.77771471428568,13258002655.67234
2017-02-28,0.0673,-0.0015,0.0057,0.028,0.019,4.6679,0.0094,0.1499,-0.1196,0.0874,0.0665,0.0,3.2138,0.0,0.0812,-0.005,-0.0286,1255367000.0,0.0323,695443000.0,559924000.0,0.0,358589000.0,367933000.0,191991000.0,13696000.0,179357000.0,61352000.0,0.0,-1051000.0,118005000.0,0.0,118005000.0,1.1,1.07,105039128.0,0.0,0.446,0.189,0.1538,0.094,0.0945,237717000.0,193053000.0,118005000.0,4954813000.0,0.0611,2728056000.0,2226757000.0,0.0,1424762000.0,1440240000.0,786517000.0,56911000.0,772628000.0,245257000.0,0.0,-42584000.0,527371000.0,0.0,527371000.0,4.93,4.83,105039128.0,1.33,0.4494,0.203,0.1674,0.106,0.0739,1003861000.0,829539000.0,527371000.0,20.738,27.46,1.129,10.8963,1.4018,0.5254,0.268,14.0956,1.727,1.5426,0.0,0.3247,0.2856,0.0,685973000.0,2884406000.0,-462965000.0,2937734000.0,574805500.0,139886500.0,263692000.0,-0.3485,0.0191,4.1953,-0.0505,-1.4206,0.263,0.126,0.1373,0.167,7.0,1.183,1.2372,9.4248,44.1157,20.0504,8.62,35.4202,18.7902,0.27,16.0,0.2876,0.0,3062575500.0,2008506000.0,4187925750.0,3.484,47.171,14.5761,0.2969,-0.4391,0.0173,-0.0578,-1.6435,CTAS,118.010002,116.21857148571426,12395667705.358255
2016-11-30,0.0717,-0.491,-0.5932,-0.5756,-0.5784,0.1819,-0.0531,0.0829,-0.1455,0.1061,0.047,0.2667,0.076,0.0,0.1051,0.0005,-0.028,1271077000.0,0.0427,705859000.0,565218000.0,0.0,361415000.0,364762000.0,200456000.0,13267000.0,205647000.0,65270000.0,0.0,-18427000.0,140377000.0,0.0,140377000.0,1.32,1.29,104935651.0,1.33,0.4447,0.207,0.1722,0.11,0.0531,262796000.0,218914000.0,140377000.0,4915529000.0,0.0774,2724088000.0,2191441000.0,0.0,1397829000.0,1403963000.0,787478000.0,59378000.0,770457000.0,243750000.0,0.0,-41595000.0,526707000.0,0.0,526707000.0,4.9,4.81,104935651.0,1.33,0.4458,0.204,0.1688,0.107,0.0394,1001270000.0,829835000.0,526707000.0,19.304,26.947,0.644,10.5859,1.3682,0.5484,0.2636,16.5006,2.138,1.0268,1.008,0.3291,0.2843,0.0,851905000.0,2827671000.0,-588212000.0,3046175000.0,578321000.0,131329000.0,257389000.0,-0.5314,0.0148,3.6807,-0.0603,-1.7454,0.27,0.126,0.1453,0.169,7.0,1.177,0.9541,9.4908,45.106,19.5513,8.4997,37.4291,19.0977,0.271,16.0,0.2844,0.0,3074761000.0,1951468000.0,4177937250.0,1.847,46.843,13.9755,0.2745,-0.6144,0.016,-0.0628,-1.8009,CTAS,114.599998,108.79499969444447,12025625394.728699
2016-08-31,0.0997,0.1463,0.3784,0.4494,0.4318,0.1014,0.0107,0.137,-0.0704,0.104,0.0921,0.0,-0.0179,0.0,0.0917,0.0993,-0.0545,1266650000.0,0.0565,690223000.0,576427000.0,0.0,369703000.0,372490000.0,203937000.0,14172000.0,191713000.0,53622000.0,0.0,-1883000.0,138091000.0,0.0,138091000.0,1.29,1.26,104207491.0,0.0,0.4551,0.197,0.1625,0.109,0.0624,249053000.0,205885000.0,138091000.0,4863532000.0,0.0889,2709909000.0,2153623000.0,0.0,1363465000.0,1366252000.0,787371000.0,62282000.0,978746000.0,247316000.0,0.0,-252815000.0,731430000.0,0.0,731430000.0,6.69,6.58,104207491.0,1.05,0.4428,0.249,0.214,0.15,0.0389,1209707000.0,1041028000.0,731430000.0,19.072,26.716,0.758,11.5964,0.952,0.608,0.29,14.5276,2.243,1.1412,0.0,0.3319,0.2919,0.0,883889000.0,2783978000.0,-584995000.0,3182338000.0,558749500.0,130803000.0,251101000.0,-0.4986,0.0164,4.1945,-0.062,-1.8203,0.38,0.173,0.1424,0.214,8.0,1.148,0.6567,9.73,44.0062,19.6744,8.7043,37.1821,19.3688,0.157,13.0,0.2803,0.0,2980529500.0,1926173750.0,4236990500.0,1.814,46.672,16.7147,0.3815,-0.6065,0.0157,-0.0599,-1.7272,CTAS,117.510002,108.2772969189189,12245422475.824982
2016-05-31,0.1461,0.1911,0.2441,0.3407,0.3444,-0.1675,-0.0223,0.0194,-0.0043,0.1015,0.1023,0.0,-0.3186,0.0,0.1424,0.1527,-0.0646,1161719000.0,0.122,636531000.0,525188000.0,0.0,335055000.0,335055000.0,190133000.0,15776000.0,195911000.0,65013000.0,0.0,-21223000.0,130898000.0,0.0,130898000.0,1.22,1.21,107003201.0,0.0,0.4521,0.219,0.1822,0.113,0.0868,254295000.0,211687000.0,130898000.0,4795772000.0,0.0975,2694432000.0,2101340000.0,0.0,1332399000.0,1332399000.0,768941000.0,64522000.0,950230000.0,256710000.0,0.0,-244915000.0,693520000.0,0.0,693520000.0,6.3,6.21,107003201.0,1.05,0.4382,0.246,0.2116,0.145,0.0397,1180031000.0,1014752000.0,693520000.0,17.221,25.649,0.942,12.097,1.3024,0.7025,0.3158,13.4183,1.95,1.2887,0.0,0.3304,0.2884,0.0,775024000.0,2744545000.0,-665577000.0,3084055000.0,521309000.0,110273500.0,237786500.0,-0.4024,0.019,4.2654,-0.0584,-1.5932,0.367,0.164,0.1446,0.212,6.0,1.135,0.6717,8.4435,41.5925,18.9786,9.1995,43.4898,20.1684,0.167,11.0,0.2778,0.0,2927183500.0,1891490500.0,4225941500.0,1.78,44.819,15.7272,0.3921,-0.5912,0.0165,-0.0574,-1.6662,CTAS,94.800003,91.05472205555554,10143903775.809603
2016-02-29,0.1037,0.1491,0.2367,0.321,0.3125,-0.6225,-0.0082,0.0333,0.0,0.106,0.0876,0.0,-2.528,0.0,0.0993,0.1114,-0.0784,1216083000.0,0.0967,691475000.0,524608000.0,0.0,331656000.0,331656000.0,192952000.0,16163000.0,177186000.0,59845000.0,0.0,-62000.0,117341000.0,0.0,117341000.0,1.07,1.05,108130453.0,0.0,0.4314,0.193,0.159,0.096,-0.044,235126000.0,193349000.0,117341000.0,4669427000.0,0.1136,2635029000.0,2034398000.0,0.0,1290639000.0,1290639000.0,743759000.0,65141000.0,915645000.0,247808000.0,0.0,-236291000.0,667837000.0,0.0,667837000.0,5.98,5.89,108130453.0,1.05,0.4357,0.245,0.21,0.143,0.0509,1142499000.0,980786000.0,667837000.0,18.035,26.453,-0.495,12.0225,2.9142,0.6666,0.3072,11.9624,2.048,0.2737,0.0,0.324,0.2727,0.0,900020000.0,2860396000.0,-522280000.0,2986476000.0,524363000.0,131892500.0,244922000.0,-2.6679,0.0139,3.8838,-0.0705,-2.051,0.349,0.157,0.1437,0.21,6.0,1.099,0.7484,11.8685,43.0509,19.9487,8.905,35.4033,19.065,0.176,10.0,0.2764,0.0,2988337750.0,1913939500.0,4249352750.0,2.197,43.183,15.0564,0.3581,-0.5246,0.0146,-0.0561,-1.6213,CTAS,83.989998,83.86147014705885,9081876531.209093
