,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.9218,2.3814,3.4311,3.2,3.1,0.0179,-6.3283,0.1363,0.0643,0.6321,0.368,0.2705,0.0,-24.4819,0.0,0.2319,3.8279,0.0088,71893763.0,0.3957,56177441.0,15716322.0,0.0,7738752.0,8428969.0,7287353.0,403852.0,4654270.0,976998.0,0.0,0.0,3677272.0,0.0,3677272.0,0.42,0.41,8776239.0,8863776.0,0.0,0.2186,0.099,0.0704,0.051,-0.1198,7085856.0,5058122.0,3677272.0,237807423.0,0.4765,198358237.0,39449186.0,0.0,26131659.0,26704728.0,12744458.0,1267669.0,8854515.0,1532137.0,0.0,0.0,7322378.0,0.0,7322378.0,0.83,0.82,8776239.0,0.13,0.1659,0.076,0.0426,0.031,-0.0448,18125708.0,10122184.0,7322378.0,11.146,21.255,-0.981,6.1455,0.0022,0.5513,0.2666,12.5247,3.925,-1.9264,0.0,0.0778,0.1076,0.0,112286215.0,186539674.0,46210843.0,202072130.0,35806117.0,24575553.0,80928680.0,0.2155,0.079,0.042,0.0486,0.043,5.0,1.358,-0.6677,41.9898,63.4984,139.0136,6.6415,9.6766,2.9385,0.157,21.0,0.1099,0.0,157896718.0,92735833.0,175144836.0,-1.213,27.097,7.9849,0.0495,1.1773,SYNL,19.950001,19.510285971428573,175085976.826239
2018-03-31,0.5173,3.2265,4.2113,4.5,4.5,0.0171,0.1869,0.0675,0.0393,0.1435,0.3358,0.2114,0.0,0.0742,0.0,-0.0055,3.6499,0.0083,58480602.0,0.3857,47247183.0,11233419.0,0.0,5856120.0,5856120.0,5377299.0,313984.0,4894163.0,1059000.0,0.0,0.0,3835163.0,0.0,3835163.0,0.44,0.44,8745958.0,8806089.0,0.0,0.1921,0.123,0.0891,0.066,-0.1276,7202545.0,5208147.0,3835163.0,217424705.0,0.5051,185513914.0,31910791.0,0.0,24674895.0,24944266.0,6966525.0,1204822.0,5355124.0,880139.0,0.0,0.0,4474985.0,0.0,4474985.0,0.51,0.51,8745958.0,0.13,0.1468,0.067,0.0302,0.021,-0.0109,14610431.0,6559946.0,4474985.0,10.717,18.257,-0.853,3.9189,0.0021,0.3657,0.1948,16.5873,3.335,-1.4622,0.0,0.0927,0.1001,0.0,86755605.0,159676833.0,41647373.0,156778303.0,30415452.0,23016132.5,75620375.5,0.3308,0.049,0.026,0.0314,0.03,6.0,1.286,0.7875,49.3834,58.4005,139.0818,7.1485,9.4466,2.8752,0.255,23.0,0.1135,0.0,145072730.0,91056900.0,169079831.0,-0.271,24.86,5.4447,0.0366,-1.6732,SYNL,14.6,14.045588235294117,127690986.8
2017-12-31,1.0799,1.7968,1.7082,1.6471,1.6471,0.0091,0.3505,0.1532,0.0051,1.9433,0.5921,0.1863,0.0,0.2335,0.0,0.0563,1.9424,0.0074,52837134.0,0.5987,45174309.0,7662825.0,0.0,5948996.0,5878014.0,1784811.0,270235.0,1028834.0,12139.0,0.0,0.0,1016695.0,0.0,1016695.0,0.11,0.11,8728498.0,8716893.0,0.13,0.145,0.062,0.0246,0.019,0.0519,3293579.0,1299069.0,1016695.0,201147682.0,0.4516,173066732.0,28080950.0,0.0,24874589.0,25335299.0,2745651.0,985366.0,1478501.0,137139.0,0.0,0.0,1341362.0,0.0,1341362.0,0.15,0.15,8728498.0,0.13,0.1396,0.051,0.0122,0.007,-0.0148,10201679.0,2463867.0,1341362.0,10.277,16.382,0.314,2.9688,0.0017,0.2889,0.1621,4.8072,3.237,4.1868,1.182,0.1056,0.1126,0.0,74396174.0,142990104.0,37472716.0,135638689.0,23366713.5,20470660.0,66462345.0,-0.3557,0.015,0.008,0.0136,0.012,7.0,1.21,1.6666,44.0161,52.0868,130.8774,8.6083,9.8261,3.0265,0.867,58.0,0.1237,0.0,141635659.0,89986872.0,166297804.0,-0.34,23.045,2.5005,0.0123,-2.3288,SYNL,13.4,12.999696969696966,116961873.2
2017-09-30,0.0738,0.6048,0.5373,0.5333,0.5333,0.0103,2.0684,0.2833,-0.0086,2.1656,0.5059,0.1918,0.0,-0.8542,0.0,0.133,0.5473,0.0068,54595924.0,0.5918,49759304.0,4836620.0,0.0,6587791.0,6541625.0,-1705005.0,279598.0,-1722752.0,-516000.0,0.0,0.0,-1206752.0,0.0,-1206752.0,-0.14,-0.14,8716893.0,8723138.0,0.0,0.0886,0.01,-0.0264,-0.022,0.0492,543728.0,-1443154.0,-1206752.0,181360419.0,0.2855,157258003.0,24102416.0,0.0,24390110.0,25035507.0,-933091.0,911064.0,-1256500.0,-180000.0,0.0,0.0,-1076500.0,0.0,-1076500.0,-0.13,-0.13,8716893.0,0.0,0.1329,0.038,-0.0019,-0.006,-0.0192,6925901.0,-345436.0,-1076500.0,10.289,16.627,0.308,3.0657,0.0018,0.2979,0.1645,-5.1615,3.18,-2.9383,0.0,0.1077,0.1207,0.0,75333781.0,144939373.0,37140726.0,137097748.0,25220595.5,18902811.0,64831482.0,-0.2424,-0.012,-0.007,-0.0046,-0.002,5.0,1.127,-1.0504,49.8498,61.0061,141.8982,7.191,9.5944,2.7974,0.0,-411.0,0.1345,0.0,132996120.0,89709905.0,160988782.0,-0.4,20.806,-0.3792,-0.0098,-4.086,SYNL,12.5,11.40514285714286,108961162.5
2017-06-30,1.0457,1.7752,1.4932,1.5263,1.5263,-0.0016,-0.656,0.2068,-0.0205,0.1616,0.6078,0.1973,0.0,-1.1169,0.0,0.1109,1.8715,0.0071,51511045.0,0.4757,43333118.0,8177927.0,0.0,6281988.0,6668507.0,1509420.0,341005.0,1154879.0,325000.0,0.0,0.0,829879.0,0.0,829879.0,0.1,0.1,8699488.0,8708124.0,0.0,0.1588,0.069,0.029,0.016,-0.0066,3570579.0,1495884.0,829879.0,161061726.0,0.1118,137291511.0,23770215.0,0.0,23616974.0,26764918.0,-2994703.0,904453.0,-3458024.0,-980000.0,0.0,0.0,-2478024.0,0.0,-2478024.0,-0.29,-0.29,8699488.0,0.0,0.1476,0.027,-0.0159,-0.015,0.076,4387993.0,-2553571.0,-2478024.0,10.473,18.382,-0.039,3.7985,0.0061,0.3627,0.1856,4.3867,2.951,1.602,0.0,0.1017,0.122,0.0,82194143.0,159917116.0,37414099.0,150776180.0,24525511.5,18142157.0,65413410.5,-1.2542,-0.028,-0.016,-0.0142,-0.016,4.0,1.059,2.3139,49.389,68.5332,161.5497,6.5671,8.8778,2.4622,0.0,-50.0,0.1466,0.0,123984709.0,89751865.0,152024780.0,1.408,18.514,-2.8233,-0.0211,-3.1356,SYNL,11.31,11.589444444444444,98391209.28
2017-03-31,0.5692,2.0739,1.5385,1.5,1.5,-0.0088,-2.155,0.1075,-0.049,-0.0314,0.2759,0.1314,0.0,-1.8277,0.0,0.0569,2.3545,0.0045,42203579.0,0.1622,34800000.0,7403579.0,0.0,5888675.0,6247152.0,1156427.0,180315.0,1051937.0,316000.0,0.0,0.0,735937.0,0.0,735937.0,0.08,0.08,8673799.0,8658361.0,0.0,0.1754,0.069,0.0292,0.017,-0.191,2913977.0,1232252.0,735937.0,144457349.0,-0.0978,124867467.0,19589882.0,0.0,22989645.0,25826070.0,-6236188.0,831591.0,-6810632.0,-1820000.0,0.0,99334.0,-4990632.0,0.0,-4990632.0,-0.58,-0.58,8673799.0,0.0,0.1356,0.005,-0.0414,-0.035,0.1071,674500.0,-5979041.0,-4990632.0,10.312,16.971,-0.929,3.4556,0.0367,0.3351,0.1818,6.8339,3.311,-9.371,0.0,0.1071,0.1395,0.0,78168506.0,147206415.0,36585162.0,143030017.0,23227069.5,13574796.0,64419303.0,0.1689,-0.055,-0.035,-0.0298,-0.041,5.0,1.0,0.6409,41.982,65.8019,172.8058,6.2194,10.6416,2.2425,0.0,-19.0,0.1591,0.0,119523372.0,90066243.0,144397979.0,1.784,16.654,-7.1899,-0.0441,-5.8373,SYNL,12.25,11.3125,106254037.75
2016-12-31,0.076,0.9158,0.9243,0.9217,0.9217,-0.0111,-0.7009,-0.0698,-0.0631,-0.6849,0.0046,-0.0473,-1.0,-0.6857,0.0,0.0011,0.9014,-0.0062,33049871.0,-0.0707,29365581.0,3684290.0,0.0,5631656.0,5578223.0,-1893933.0,110146.0,-1740564.0,-305000.0,0.0,0.0,-1435564.0,0.0,-1435564.0,-0.17,-0.17,8664577.0,8638584.0,0.0,0.1115,-0.003,-0.0493,-0.043,0.0673,-102383.0,-1630418.0,-1435564.0,138565782.0,-0.2103,121661303.0,16904479.0,0.0,22672872.0,25150877.0,-8246398.0,932572.0,-9291301.0,-2198000.0,0.0,99334.0,-7093301.0,0.0,-7093301.0,-0.82,-0.82,8664577.0,0.0,0.122,-0.012,-0.0603,-0.051,0.1493,-1663739.0,-8358729.0,-7093301.0,10.225,14.424,0.257,1.0161,0.0073,0.0994,0.0635,-14.8023,2.988,-2.1956,0.0,0.0986,0.1704,0.0,64868490.0,124974495.0,47458277.0,101080533.0,17987532.5,14475219.0,62307572.0,-0.2947,-0.078,-0.051,-0.0487,-0.06,5.0,0.987,-0.2132,43.9491,47.4906,160.1537,7.7034,9.5726,2.2239,0.0,-12.0,0.1636,0.0,118884126.0,91111243.0,140397919.0,2.387,15.992,-8.9631,-0.0769,12.6793,SYNL,10.95,10.607352941176472,94877118.14999999
2016-09-30,-0.0072,-2.7803,-2.9247,-2.875,-2.875,-0.0127,-1.6482,-0.2855,-0.2285,-0.7386,-0.0846,-0.1296,0.0,36.9427,0.0,0.1138,-31.4504,-0.0073,34297231.0,-0.0994,29792812.0,4504419.0,0.0,5814655.0,8271036.0,-3766617.0,272987.0,-3924276.0,-1316000.0,0.0,0.0,-2608276.0,0.0,-2608276.0,-0.3,-0.3,8658361.0,8634563.0,0.0,0.1313,-0.058,-0.1065,-0.076,0.5371,-1994180.0,-3651289.0,-2608276.0,141081372.0,-0.2514,124437266.0,16644106.0,0.0,22666776.0,42212775.0,-25568669.0,1135014.0,-27218287.0,-2592000.0,0.0,1350392.0,-24626287.0,0.0,-24626287.0,-2.82,-2.82,8658361.0,0.3,0.118,-0.138,-0.1849,-0.175,0.181,-19504110.0,-26083273.0,-24626287.0,10.378,12.971,2.128,0.975,0.0298,0.0939,0.0667,-13.3753,4.365,1.2724,0.0,0.1128,0.1695,0.0,65405412.0,112304842.0,48123672.0,101052106.0,21058249.5,12054311.0,63560065.5,-6.5505,-0.266,-0.172,-0.1495,-0.185,5.0,0.987,-0.3614,33.7271,52.0759,153.0484,6.6996,11.7038,2.2197,-0.106,-4.0,0.1607,0.0,127039642.0,92751677.0,142999276.0,2.949,16.294,-22.9806,-0.2656,1.8693,SYNL,9.51,8.00861111111111,82341013.11
2016-06-30,-0.525,-1.5532,-1.6853,-1.6786,-1.6786,0.0012,-0.6745,-0.1841,-0.1957,-0.1609,-0.27,-0.1525,0.0,-0.7372,0.0,-0.0116,-1.5463,-0.0096,34906668.0,-0.3041,30909074.0,3997594.0,0.0,5654659.0,5729659.0,-1732065.0,268143.0,-2197729.0,-515000.0,0.0,99334.0,-1682729.0,0.0,-1682729.0,-0.19,-0.19,8638584.0,8721833.0,0.0,0.1145,-0.004,-0.0553,-0.048,0.0828,-142914.0,-1929586.0,-1682729.0,144867425.0,-0.2714,128190568.0,16676857.0,0.0,22072868.0,38594982.0,-21918125.0,1203750.0,-21584821.0,-922000.0,0.0,1350392.0,-20662821.0,0.0,-20662821.0,-2.36,-2.36,8638584.0,0.3,0.1151,-0.095,-0.1407,-0.143,0.0525,-13763430.0,-20381071.0,-20662821.0,10.692,15.353,0.334,3.2932,0.2489,0.308,0.1929,-7.1961,3.341,-2.2967,0.0,0.1009,0.162,0.0,60860016.0,132632389.0,31710749.0,132930833.0,22288028.5,13243897.0,64896457.5,-0.2524,-0.207,-0.133,-0.1106,-0.141,3.0,0.931,-0.8391,36.5099,47.3919,150.0152,6.4998,10.9384,2.2323,-0.127,-5.0,0.1524,0.0,139607631.0,99616867.0,155646823.0,0.88,16.77,-16.9313,-0.1938,-0.5618,SYNL,7.66,7.5649999999999995,66171553.44
2016-03-31,-0.4723,-1.2106,-1.3757,-1.381,-1.381,0.0039,0.8014,-0.2233,-0.1656,-0.3104,-0.2942,-0.1681,0.0,0.7792,0.0,0.0375,-1.2727,-0.0092,36312012.0,-0.2969,31593836.0,4718176.0,0.0,5571902.0,5571959.0,-853783.0,281296.0,-1428732.0,-62000.0,0.0,0.0,-1366732.0,0.0,-1366732.0,-0.16,-0.16,8634563.0,8734975.0,0.0,0.1299,0.016,-0.0316,-0.038,-0.0785,575738.0,-1147436.0,-1366732.0,160124205.0,-0.2048,139028873.0,21095332.0,0.0,22139201.0,38111085.0,-17015753.0,1256449.0,-16219807.0,305000.0,0.0,1251058.0,-16524807.0,0.0,-16524807.0,-1.89,-1.89,8634563.0,0.3,0.1317,-0.052,-0.0934,-0.103,0.0981,-8369828.0,-14963358.0,-16524807.0,10.843,15.446,-0.33,3.5839,0.0296,0.3305,0.2079,-4.0791,3.639,1.5994,0.0,0.1041,0.1534,0.0,62253556.0,133370198.0,30606793.0,140473030.0,24664559.5,11472427.5,66552879.0,0.3042,-0.157,-0.101,-0.0821,-0.093,4.0,0.977,-1.5339,24.0126,46.5276,137.787,6.4921,13.9573,2.406,-0.159,-6.0,0.1383,0.0,144943831.0,105514806.0,163970084.0,1.819,18.545,-11.9092,-0.1527,-0.3805,SYNL,7.92,8.184857142857144,68385738.96
