,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-06-30,0.0027,0.0158,0.1395,0.1316,0.1316,0.0672,0.018,0.006,0.0033,-0.011,0.0,0.0196,-0.7286,0.0,0.0295,0.0122,0.0279,56293000.0,0.0069,13653000.0,42640000.0,0.0,4647000.0,15998000.0,26642000.0,11237000.0,12543000.0,0.0,3359000.0,0.0,12543000.0,2953000.0,9590000.0,0.43,0.43,22100000.0,0.52,0.7575,0.624,0.4224,0.17,0.1048,35131000.0,23780000.0,15902000.0,225701000.0,0.0176,55892000.0,169809000.0,0.0,18428000.0,63789000.0,106020000.0,46224000.0,48174000.0,0.0,11548000.0,0.0,48174000.0,14871000.0,33303000.0,1.51,1.5,22100000.0,2.06,0.7524,0.619,0.4182,0.148,0.2471,139759000.0,94398000.0,59722000.0,15.246,65.452,0.267,43.7502,0.2907,2.8695,0.6684,2.1162,2.9097,1.209,0.0,0.0826,0.0,1446482000.0,2406937000.0,50916000.0,27065000.0,0.0,-0.7886,0.0115,-0.3909,-1.9387,0.1,0.023,0.418,0.158,2.9859,47.0245,81.8845,0.0,4.4328,8.3392,0.0,1.364,23.0,0.0816,0.0,2384438000.0,333733250.0,1430452250.0,2.524,10.213,2.0422,-0.4391,0.0078,-0.1935,-0.9627,BFS,53.580002,50.33399994285713,1184118044.2
2018-03-31,-0.0596,-0.0569,-0.3537,-0.3673,-0.3673,-0.1827,0.0066,0.0135,-0.0058,-0.0231,0.0,0.0196,-0.5556,0.0,0.0277,-0.0954,0.0233,56496000.0,-0.0337,13968000.0,42528000.0,0.0,4420000.0,15769000.0,26759000.0,11526000.0,12588000.0,0.0,2359000.0,0.0,12588000.0,5731000.0,6857000.0,0.31,0.31,22000000.0,0.52,0.7528,0.628,0.4268,0.121,0.2221,35463000.0,24114000.0,14947000.0,225315000.0,0.0307,55619000.0,169696000.0,0.0,18295000.0,63996000.0,105700000.0,46887000.0,47141000.0,0.0,11100000.0,0.0,47141000.0,15012000.0,32129000.0,1.46,1.45,22000000.0,2.05,0.7532,0.62,0.4173,0.143,0.3178,139729000.0,94028000.0,58241000.0,15.188,64.961,0.57,43.8178,0.4081,2.8851,0.6745,2.0921,3.7607,1.677,0.0,0.0782,0.0,1429147000.0,2384160000.0,51421000.0,23407000.0,0.0,-0.5134,0.0079,-0.2344,-1.1666,0.097,0.023,0.417,0.158,3.0404,42.1755,82.3277,0.0,4.3818,9.626,0.0,1.404,22.0,0.0812,0.0,2375740250.0,330952750.0,1424051250.0,3.255,10.242,2.0054,-0.2669,0.008,-0.1157,-0.5706,BFS,50.970001,50.38235276470588,1121340022.0
2017-12-31,0.0404,0.014,0.0113,0.0,0.0,0.5479,0.0591,0.026,0.0648,0.0243,0.0,0.0851,0.0568,0.0,0.0004,0.0518,0.0234,56675000.0,0.0456,14019000.0,42656000.0,0.0,4998000.0,16296000.0,26360000.0,11640000.0,11560000.0,0.0,2928000.0,0.0,11560000.0,3094000.0,8466000.0,0.39,0.38,21900000.0,0.51,0.7526,0.609,0.4094,0.149,0.3608,34498000.0,23200000.0,14488000.0,227285000.0,0.0471,54686000.0,172599000.0,0.0,18176000.0,63870000.0,108729000.0,47225000.0,48257000.0,0.0,12411000.0,0.0,48257000.0,12375000.0,35882000.0,1.64,1.63,21900000.0,2.04,0.7594,0.621,0.4201,0.158,0.3841,141176000.0,95482000.0,60668000.0,15.27,64.952,0.934,43.7727,0.4981,2.8666,0.6739,1.9931,3.4263,1.308,0.0,0.0882,0.0,1422452000.0,2370166000.0,53415500.0,21980500.0,0.0,-0.295,0.0057,-0.151,-0.7573,0.109,0.025,0.42,0.16,2.8831,37.1335,86.8109,0.0,4.255,10.3403,0.0,1.244,24.0,0.08,0.0,2374637500.0,327972750.0,1421710000.0,3.986,10.378,2.0219,-0.1562,0.0074,-0.0711,-0.3535,BFS,61.75,62.410302727272736,1352325000.0
2017-09-30,0.0404,0.0708,0.1741,0.1515,0.1515,-0.0039,0.086,0.0221,0.1093,0.0518,0.0,0.0851,0.4666,0.0,0.0818,0.0658,0.0187,56237000.0,0.0564,14252000.0,41985000.0,0.0,4363000.0,15726000.0,26259000.0,11821000.0,11483000.0,0.0,2902000.0,0.0,11483000.0,3093000.0,8390000.0,0.38,0.38,21800000.0,0.51,0.7466,0.616,0.4144,0.149,0.3001,34667000.0,23304000.0,14385000.0,224811000.0,0.0419,54075000.0,170736000.0,0.0,18174000.0,63512000.0,107224000.0,47000000.0,48162000.0,0.0,12394000.0,0.0,48162000.0,12375000.0,35787000.0,1.64,1.63,21800000.0,2.0,0.7595,0.625,0.4233,0.159,0.3834,140497000.0,95162000.0,60556000.0,15.113,65.309,0.774,44.1351,0.4305,2.9204,0.6758,1.9714,1.9956,1.342,0.0,0.0776,0.0,1423728000.0,2376489000.0,54249500.0,24644500.0,0.0,0.0079,0.006,0.0024,0.0117,0.11,0.026,0.423,0.16,2.6038,39.3996,90.3022,0.0,4.144,9.1222,0.0,1.22,24.0,0.0808,0.0,2340844000.0,323997750.0,1401853250.0,3.954,10.312,2.0247,-0.075,0.0074,-0.0311,-0.1541,BFS,61.91,60.75828562857142,1349638000.0
2017-06-30,0.0497,0.0506,0.1172,0.0857,0.0857,0.1767,0.0968,0.0192,0.1247,0.0555,0.0,0.0851,0.5406,0.0,0.0243,0.0408,0.019,55907000.0,0.0607,13380000.0,42527000.0,0.0,4514000.0,16205000.0,26322000.0,11900000.0,11510000.0,0.0,2911000.0,0.0,11510000.0,3094000.0,8416000.0,0.38,0.38,21500000.0,0.51,0.7607,0.628,0.4187,0.151,0.3888,35101000.0,23410000.0,14421000.0,221807000.0,0.0321,52703000.0,169104000.0,0.0,17844000.0,63502000.0,105602000.0,46703000.0,46918000.0,0.0,11976000.0,0.0,46918000.0,12375000.0,34543000.0,1.59,1.58,21500000.0,1.96,0.7624,0.628,0.4221,0.156,0.3644,139219000.0,93621000.0,58894000.0,15.155,66.087,1.011,44.8215,0.5765,2.9576,0.6782,1.9672,3.1069,1.342,0.0,0.0807,0.0,1420878000.0,2372146000.0,49853000.0,25458500.0,0.0,-0.1688,0.0124,-0.0789,-0.3775,0.108,0.025,0.422,0.161,2.6995,41.2249,84.2501,0.0,4.4492,8.7125,0.0,1.233,24.0,0.0804,0.0,2288840500.0,320741000.0,1373672250.0,3.759,10.317,2.0046,-0.1332,0.0075,-0.056,-0.2724,BFS,57.98,58.33833349999999,1246570000.0
2017-03-31,0.0518,0.0637,0.0767,0.0652,0.0652,0.0074,0.0908,0.0317,0.1207,0.0705,0.0,0.186,0.3033,0.0,0.0594,0.0602,0.0199,58466000.0,0.0271,13242000.0,45224000.0,0.0,4301000.0,15643000.0,29581000.0,11864000.0,13704000.0,0.0,3670000.0,0.0,13704000.0,3094000.0,10610000.0,0.49,0.49,21500000.0,0.51,0.7735,0.631,0.4373,0.181,0.4829,36910000.0,25568000.0,17374000.0,218610000.0,0.0219,51520000.0,167090000.0,0.0,17737000.0,62521000.0,104569000.0,46458000.0,46035000.0,0.0,11685000.0,0.0,46035000.0,12375000.0,33660000.0,1.56,1.55,21500000.0,1.92,0.7643,0.628,0.4231,0.154,0.3348,137217000.0,92493000.0,57720000.0,14.986,66.036,1.313,45.0994,0.4498,3.0094,0.6829,2.1551,2.9738,1.041,0.0,0.0736,0.0,1419782000.0,2379749000.0,50307000.0,25836000.0,0.0,-0.1052,0.0055,-0.0568,-0.2925,0.106,0.025,0.423,0.163,2.6536,34.6934,86.8563,0.0,4.3455,8.4614,0.0,1.231,24.0,0.0811,0.0,2231127000.0,317717500.0,1342316500.0,3.405,10.168,1.9909,-0.1805,0.0075,-0.0737,-0.3604,BFS,61.619999,63.151667194444435,1324829978.5
2016-12-31,0.0122,0.0202,0.0264,0.0263,0.0,-0.2247,0.0368,0.0402,0.039,0.0332,0.0,0.093,0.926,0.0,0.0765,0.0067,0.0094,54201000.0,0.0246,13201000.0,41000000.0,0.0,4996000.0,15938000.0,25062000.0,11415000.0,11465000.0,0.0,2911000.0,0.0,11465000.0,3094000.0,8371000.0,0.39,0.38,21400000.0,0.47,0.7564,0.624,0.4221,0.154,0.357,33819000.0,22880000.0,14376000.0,217070000.0,0.0382,52207000.0,164863000.0,0.0,17496000.0,61973000.0,102890000.0,45683000.0,45279000.0,0.0,11441000.0,0.0,45279000.0,12375000.0,32904000.0,1.53,1.52,21400000.0,1.84,0.7595,0.624,0.419,0.152,0.307,135379000.0,90962000.0,56720000.0,14.883,62.758,0.904,42.0696,0.3889,2.8266,0.6703,2.0044,2.2386,1.205,0.0,0.0922,0.0,1343025000.0,2234992000.0,51925000.0,24262500.0,0.0,0.0327,0.0059,0.0113,0.056,0.105,0.025,0.419,0.165,2.7076,35.0388,88.7387,0.0,4.1805,8.9467,0.0,1.203,25.0,0.0806,0.0,2174058250.0,313718750.0,1312779750.0,3.114,10.143,1.9912,-0.2521,0.0074,-0.1035,-0.5057,BFS,66.610001,64.90264755882353,1425454021.3999999
2016-09-30,0.0054,-0.0037,-0.05,-0.0833,-0.0833,0.0332,0.0108,0.0481,-0.0024,0.0401,0.0,0.093,4.2044,0.0,0.0608,-0.018,0.0094,53233000.0,0.0164,12880000.0,40353000.0,0.0,4033000.0,15716000.0,24637000.0,11524000.0,10239000.0,0.0,2484000.0,0.0,10239000.0,3093000.0,7146000.0,0.33,0.33,21400000.0,0.47,0.758,0.627,0.4088,0.134,0.2162,33389000.0,21763000.0,12723000.0,215771000.0,0.0402,51404000.0,164367000.0,0.0,17141000.0,61645000.0,102722000.0,45445000.0,45064000.0,0.0,11365000.0,0.0,45064000.0,12375000.0,32689000.0,1.52,1.52,21400000.0,1.8,0.7618,0.625,0.4195,0.151,0.2657,134875000.0,90509000.0,56429000.0,14.786,61.262,0.538,40.5284,0.4596,2.7409,0.6616,1.8885,2.3522,1.424,0.0,0.0758,0.0,1311004000.0,2168475000.0,51861500.0,28361500.0,0.0,-0.3154,0.0062,-0.0996,-0.456,0.105,0.025,0.419,0.166,2.8915,42.3274,89.4522,0.0,4.1605,7.6079,0.0,1.184,25.0,0.0794,0.0,2153287750.0,309924500.0,1300875500.0,2.679,10.083,1.9916,-0.3935,0.0073,-0.1724,-0.8384,BFS,66.599998,65.9536112777778,1425239957.2
2016-06-30,0.022,0.0245,0.0316,0.0,0.0,-0.1204,0.0136,0.0533,0.004,0.0302,0.0,0.093,-0.0354,0.0,0.0647,0.0243,0.0,52710000.0,0.0193,12197000.0,40513000.0,0.0,4407000.0,15224000.0,25289000.0,11655000.0,10627000.0,0.0,2620000.0,0.0,10627000.0,3094000.0,7533000.0,0.35,0.35,21100000.0,0.47,0.7686,0.628,0.4227,0.143,0.2677,33099000.0,22282000.0,13247000.0,214914000.0,0.045,50765000.0,164149000.0,0.0,16910000.0,60976000.0,103173000.0,45150000.0,45440000.0,0.0,11498000.0,0.0,45440000.0,12375000.0,33065000.0,1.55,1.55,21100000.0,1.76,0.7638,0.626,0.4215,0.154,0.2235,134461000.0,90590000.0,56938000.0,14.869,61.396,0.669,40.6075,0.5204,2.7311,0.6614,1.9118,2.9498,1.343,0.0,0.0836,0.0,1295455000.0,2141292000.0,47796000.0,28794500.0,0.0,-0.3651,0.0125,-0.1539,-0.75,0.108,0.025,0.422,0.166,2.8423,43.9279,82.3837,0.0,4.4965,7.4637,0.0,1.135,24.0,0.0787,0.0,2150526750.0,305584250.0,1297362000.0,2.276,10.185,2.0064,-0.4889,0.0072,-0.2138,-1.0474,BFS,61.709998999999996,57.369722194444456,1302080978.8999999
2016-03-31,0.1147,0.1122,0.3854,0.3529,0.3529,0.3505,0.0244,0.0212,0.0145,0.0191,0.0,0.075,0.3394,0.0,0.0766,0.1464,0.0136,56926000.0,0.0929,13929000.0,42997000.0,0.0,4060000.0,15095000.0,27902000.0,11089000.0,12948000.0,0.0,3426000.0,0.0,12948000.0,3094000.0,9854000.0,0.46,0.46,21081418.0,0.43,0.7553,0.616,0.4222,0.173,0.3805,35072000.0,24037000.0,16374000.0,213915000.0,0.0372,50640000.0,163275000.0,0.0,16642000.0,60702000.0,102573000.0,44848000.0,45209000.0,0.0,11415000.0,0.0,45209000.0,12375000.0,32834000.0,1.55,1.55,21081418.0,1.72,0.7633,0.626,0.421,0.153,0.2269,133922000.0,90057000.0,56624000.0,14.525,61.743,1.028,41.0405,0.7282,2.8255,0.6647,2.1676,3.1785,0.935,0.0,0.0713,0.0,1301635000.0,2151474000.0,48137500.0,29183000.0,0.0,-0.3084,0.0051,-0.1697,-0.8752,0.109,0.025,0.421,0.165,2.955,52.7123,82.9135,0.0,4.4438,7.3301,0.0,1.11,22.0,0.0778,0.0,2145134000.0,301613250.0,1293009000.0,2.303,10.147,2.008,-0.4996,0.0069,-0.2266,-1.1051,BFS,53.02,50.65399971428571,1117736782.3600001
