,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.0707,0.0714,0.1669,0.2,0.2022,-0.0262,0.1143,0.0487,0.1353,0.012,0.0241,0.0,0.2093,0.1143,0.0,0.07,0.0714,-0.0251,5589000000.0,0.0297,3031000000.0,2558000000.0,0.0,1070000000.0,1373000000.0,1185000000.0,54000000.0,1131000000.0,299000000.0,0.0,0.0,832000000.0,0.0,832000000.0,1.08,1.07,772949000.0,777807000.0,0.26,0.4577,0.212,0.212,0.149,0.2807,1185000000.0,1185000000.0,832000000.0,21983000000.0,-0.019,12163000000.0,9820000000.0,0.0,4233000000.0,5405000000.0,4415000000.0,228000000.0,4187000000.0,-661000000.0,0.0,0.0,4848000000.0,0.0,4848000000.0,6.175,6.125,772949000.0,777807000.0,0.96,0.4467,0.201,0.2008,0.221,0.2625,4415000000.0,4415000000.0,4848000000.0,30.791,183.694,2.03,6.8763,4.977,0.2233,0.0374,21.9444,1.8858,0.241,0.0,0.1914,0.0,141986000000.0,143454000000.0,881500000.0,2187500000.0,0.0,0.0,0.205,0.034,0.201,0.156,1.1902,61.6331,14.8105,0.0,24.9382,10.0494,0.0,0.155,8.0,0.1926,0.0,141880250000.0,23665500000.0,140660500000.0,7.465,28.44,19.364,0.0,AFL,43.02,45.07885737142857,33252265980.000004
2018-03-31,0.0731,0.0813,0.2111,0.2432,0.2466,-0.0301,-0.2954,0.1026,0.2304,0.0232,0.466,0.0,0.2093,-0.2954,0.0,0.0668,0.0813,-0.0296,5464000000.0,0.0292,3042000000.0,2422000000.0,0.0,1070000000.0,1384000000.0,1038000000.0,56000000.0,982000000.0,265000000.0,0.0,0.0,717000000.0,0.0,717000000.0,0.92,0.91,778550000.0,783852000.0,0.26,0.4433,0.19,0.19,0.131,0.2266,1038000000.0,1038000000.0,717000000.0,21822000000.0,-0.0265,12171000000.0,9651000000.0,0.0,4163000000.0,5315000000.0,4336000000.0,235000000.0,4101000000.0,-628000000.0,0.0,0.0,4729000000.0,0.0,4729000000.0,5.995,5.945,778550000.0,783852000.0,0.915,0.4423,0.199,0.1987,0.217,0.257,4336000000.0,4336000000.0,4729000000.0,31.195,189.27,1.59,6.9,5.2405,0.2212,0.0365,18.5357,1.7266,0.283,0.0,0.1958,0.0,147356000000.0,148648000000.0,762000000.0,3425000000.0,0.0,0.0,0.205,0.034,0.199,0.157,1.1861,89.7865,15.154,0.0,28.6378,6.3714,0.0,0.153,8.0,0.1908,0.0,140112250000.0,23091250000.0,139012500000.0,7.204,28.029,18.4511,0.0,AFL,43.759997999999996,44.38764661764706,34069346442.899998
2017-12-31,-0.1025,-0.1363,2.4394,2.5543,2.5464,-0.0351,-0.1794,0.057,0.246,-0.0132,0.2362,0.0,0.0465,-0.1794,0.0,-0.0928,-0.1363,-0.0361,5424000000.0,-0.0892,3007000000.0,2417000000.0,0.0,1075000000.0,1359000000.0,1058000000.0,59000000.0,999000000.0,-1584000000.0,0.0,0.0,2583000000.0,0.0,2583000000.0,3.27,3.245,784230000.0,789994000.0,0.225,0.4456,0.195,0.1951,0.476,0.2824,1058000000.0,1058000000.0,2583000000.0,21667000000.0,-0.0395,12181000000.0,9486000000.0,0.0,4096000000.0,5228000000.0,4258000000.0,240000000.0,4018000000.0,-586000000.0,0.0,0.0,4604000000.0,0.0,4604000000.0,5.815,5.77,792042000.0,797860000.0,0.87,0.4378,0.197,0.1965,0.212,0.2828,4258000000.0,4258000000.0,4604000000.0,31.366,174.97,1.954,6.7442,4.4515,0.215,0.0385,17.9322,0.5931,0.069,0.0,0.1982,0.0,137217000000.0,139015000000.0,748000000.0,566000000.0,0.0,0.0,0.208,0.034,0.197,0.16,1.331,10.2086,13.9316,0.0,28.9666,38.2809,0.0,0.15,8.0,0.189,0.0,136624000000.0,22104500000.0,135586000000.0,7.737,27.356,17.7417,0.0,AFL,43.889998999999996,43.448939575757585,34419853915.77
2017-09-30,0.0364,0.1031,0.1383,0.1753,0.1765,-0.0335,0.1303,-0.0556,-0.0011,-0.0897,0.3599,0.0,0.0488,0.1303,0.0,-0.0097,0.1031,-0.0344,5506000000.0,-0.0367,3083000000.0,2423000000.0,0.0,1018000000.0,1289000000.0,1134000000.0,59000000.0,1075000000.0,359000000.0,0.0,0.0,716000000.0,0.0,716000000.0,0.905,0.9,788958000.0,794762000.0,0.215,0.4401,0.206,0.206,0.13,0.2599,1134000000.0,1134000000.0,716000000.0,22198000000.0,0.0125,12436000000.0,9762000000.0,0.0,4206000000.0,5337000000.0,4425000000.0,254000000.0,4171000000.0,1399000000.0,0.0,0.0,2772000000.0,0.0,2772000000.0,3.465,3.435,788958000.0,794762000.0,0.86,0.4398,0.199,0.1993,0.125,0.2912,4425000000.0,4425000000.0,2772000000.0,27.856,172.484,1.814,6.6518,6.2449,0.2388,0.0386,19.2203,1.9986,0.238,0.0,0.1849,0.0,136083000000.0,136404000000.0,813000000.0,787500000.0,0.0,0.0,0.132,0.021,0.199,0.166,2.3315,8.5832,15.407,0.0,27.3038,28.1879,0.0,0.248,7.0,0.1895,0.0,134450250000.0,21075500000.0,133736500000.0,8.192,28.136,17.4213,0.0,AFL,40.695,40.930857285714275,32106645810.0
2017-06-30,0.0944,0.2289,0.3011,0.3534,0.3485,-0.0362,-0.0755,-0.0417,-0.0093,0.0485,0.1491,0.0,0.0488,-0.0755,0.0,0.001,0.2289,-0.0374,5428000000.0,-0.0017,3039000000.0,2389000000.0,0.0,1000000000.0,1283000000.0,1106000000.0,61000000.0,1045000000.0,332000000.0,0.0,0.0,713000000.0,0.0,713000000.0,0.9,0.89,792865000.0,798695000.0,0.215,0.4401,0.204,0.2038,0.131,0.2594,1106000000.0,1106000000.0,713000000.0,22408000000.0,0.0546,12731000000.0,9677000000.0,0.0,4216000000.0,5358000000.0,4319000000.0,260000000.0,4059000000.0,1374000000.0,0.0,0.0,2685000000.0,0.0,2685000000.0,3.33,3.3,792865000.0,798695000.0,0.85,0.4319,0.193,0.1927,0.12,0.2811,4319000000.0,4319000000.0,2685000000.0,27.121,170.766,1.776,6.6241,5.378,0.2442,0.0388,18.1311,1.9748,0.239,0.0,0.1842,0.0,135394000000.0,136382000000.0,814500000.0,744500000.0,0.0,0.0,0.126,0.02,0.193,0.165,2.3456,10.7995,14.1876,0.0,27.5114,30.0981,0.0,0.255,7.0,0.1881,0.0,136498250000.0,21277500000.0,135741000000.0,7.943,28.262,16.6115,0.0,AFL,38.84,38.02875002777779,30794876600.000004
2017-03-31,-0.0697,-0.1878,-0.1902,-0.1543,-0.1609,-0.04,0.3201,0.0461,0.0605,0.0534,-0.1452,0.0,0.0488,0.3201,0.0,0.0536,-0.1878,-0.0421,5309000000.0,-0.0261,3052000000.0,2257000000.0,0.0,1003000000.0,1297000000.0,960000000.0,62000000.0,898000000.0,306000000.0,0.0,0.0,592000000.0,0.0,592000000.0,0.74,0.73,802259000.0,808138000.0,0.215,0.4251,0.181,0.1808,0.112,0.3309,960000000.0,960000000.0,592000000.0,22417000000.0,0.0626,12946000000.0,9471000000.0,0.0,4215000000.0,5358000000.0,4113000000.0,265000000.0,3848000000.0,1328000000.0,0.0,0.0,2520000000.0,0.0,2520000000.0,3.095,3.07,802259000.0,808138000.0,0.84,0.4225,0.183,0.1835,0.112,0.2861,4113000000.0,4113000000.0,2520000000.0,25.353,166.592,2.19,6.544,5.2414,0.2581,0.0393,15.4839,2.9679,0.291,0.0,0.1889,0.0,133650000000.0,134695000000.0,670500000.0,1156000000.0,0.0,0.0,0.117,0.018,0.183,0.163,2.5448,24.1303,10.0625,0.0,33.4333,19.3919,0.0,0.271,7.0,0.188,0.0,138051750000.0,21539250000.0,137214250000.0,7.994,27.942,15.5208,0.0,AFL,36.209998999999996,35.8941666388889,29049797587.740997
2016-12-31,0.1272,0.0426,0.0288,0.076,0.0702,-0.0425,-0.0693,0.0978,0.2084,0.0783,-0.0511,0.0,0.0488,-0.0693,0.0,0.2633,0.0426,-0.0428,5955000000.0,0.1196,3262000000.0,2693000000.0,0.0,1185000000.0,1468000000.0,1225000000.0,72000000.0,1153000000.0,402000000.0,0.0,0.0,751000000.0,0.0,751000000.0,0.92,0.915,813630000.0,818692000.0,0.215,0.4522,0.206,0.2057,0.126,0.3135,1225000000.0,1225000000.0,751000000.0,22559000000.0,0.0808,12919000000.0,9640000000.0,0.0,4164000000.0,5305000000.0,4335000000.0,268000000.0,4067000000.0,1408000000.0,0.0,0.0,2659000000.0,0.0,2659000000.0,3.23,3.21,822942000.0,827842000.0,0.83,0.4273,0.192,0.1922,0.118,0.2654,4335000000.0,4335000000.0,2659000000.0,25.174,159.555,2.295,6.5878,5.972,0.2617,0.0413,17.0139,2.486,0.234,0.0,0.199,0.0,129819000000.0,130320000000.0,687000000.0,733500000.0,0.0,0.0,0.124,0.02,0.192,0.166,2.2516,8.5106,10.8243,0.0,32.837,30.7553,0.0,0.257,7.0,0.1846,0.0,136703250000.0,21459500000.0,135743250000.0,7.275,27.413,16.1754,0.0,AFL,34.799999,35.228970970588236,28314323186.37
2016-09-30,0.1065,0.1042,0.1093,0.1667,0.1591,-0.0463,-0.2406,0.2269,0.3858,0.1509,-0.0958,0.0,0.0513,-0.2406,0.0,0.1126,0.1042,-0.0472,5716000000.0,0.1341,3378000000.0,2338000000.0,0.0,1028000000.0,1310000000.0,1028000000.0,65000000.0,963000000.0,334000000.0,0.0,0.0,629000000.0,0.0,629000000.0,0.77,0.765,817038000.0,822280000.0,0.205,0.409,0.18,0.1798,0.11,0.2215,1028000000.0,1028000000.0,629000000.0,21923000000.0,0.0406,12587000000.0,9336000000.0,0.0,3917000000.0,5051000000.0,4285000000.0,261000000.0,4024000000.0,1386000000.0,0.0,0.0,2638000000.0,0.0,2638000000.0,3.165,3.15,817038000.0,822280000.0,0.82,0.4259,0.195,0.1955,0.12,0.2794,4285000000.0,4285000000.0,2638000000.0,27.887,176.37,1.549,7.056,6.4501,0.253,0.04,15.8154,2.0127,0.266,0.0,0.1798,0.0,144101000000.0,144596000000.0,725500000.0,980000000.0,0.0,0.0,0.127,0.02,0.195,0.165,2.3222,17.5316,11.4713,0.0,30.2178,22.3704,0.0,0.259,7.0,0.1787,0.0,133842500000.0,20766000000.0,132852500000.0,7.498,26.832,16.4176,0.0,AFL,35.935001,36.3911106388889,29360261347.038
2016-06-30,-0.0711,-0.0506,-0.0436,0.0,0.0,-0.0459,-0.073,0.2224,0.3888,-0.0767,-0.0965,0.0,0.0513,-0.073,0.0,-0.129,-0.0506,-0.0459,5437000000.0,0.0284,3254000000.0,2183000000.0,0.0,999000000.0,1283000000.0,900000000.0,66000000.0,834000000.0,286000000.0,0.0,0.0,548000000.0,0.0,548000000.0,0.665,0.66,823706000.0,828652000.0,0.205,0.4015,0.166,0.1655,0.101,0.2801,900000000.0,900000000.0,548000000.0,21247000000.0,-0.0237,12136000000.0,9111000000.0,0.0,3813000000.0,4923000000.0,4188000000.0,263000000.0,3925000000.0,1349000000.0,0.0,0.0,2576000000.0,0.0,2576000000.0,3.055,3.045,823706000.0,828652000.0,0.81,0.4288,0.197,0.1971,0.121,0.3072,4188000000.0,4188000000.0,2576000000.0,27.376,171.526,1.849,6.0811,4.4919,0.2221,0.0355,13.6364,2.7792,0.308,0.0,0.1837,0.0,141287000000.0,142596000000.0,798500000.0,924500000.0,0.0,0.0,0.133,0.02,0.197,0.168,2.5338,14.1898,13.0216,0.0,26.6086,22.9822,0.0,0.265,7.0,0.1795,0.0,127429500000.0,19383500000.0,126191000000.0,7.924,25.794,15.924,0.0,AFL,36.080002,34.65472227777778,29719314127.412
2016-03-31,0.0668,0.0785,0.1026,0.1513,0.1523,-0.0432,-0.0884,0.0524,0.1219,-0.2066,0.0329,0.0,0.0513,-0.0884,0.0,0.0566,0.0785,-0.0424,5451000000.0,0.0431,3025000000.0,2426000000.0,0.0,952000000.0,1244000000.0,1182000000.0,65000000.0,1117000000.0,386000000.0,0.0,0.0,731000000.0,0.0,731000000.0,0.875,0.87,837496000.0,841840000.0,0.205,0.4451,0.217,0.2168,0.134,0.2442,1182000000.0,1182000000.0,731000000.0,21097000000.0,-0.0545,11819000000.0,9278000000.0,0.0,3961000000.0,5042000000.0,4236000000.0,271000000.0,3965000000.0,1364000000.0,0.0,0.0,2601000000.0,0.0,2601000000.0,3.055,3.045,837496000.0,841840000.0,0.8,0.4398,0.201,0.2008,0.123,0.3151,4236000000.0,4236000000.0,2601000000.0,23.906,152.557,1.589,5.9511,4.1182,0.2489,0.039,18.1846,1.8208,0.234,0.0,0.1746,0.0,127766000000.0,129301000000.0,711500000.0,1722500000.0,0.0,0.0,0.144,0.022,0.201,0.176,2.5556,14.3599,12.5087,0.0,29.6514,12.2479,0.0,0.262,6.0,0.1878,0.0,121256250000.0,18000500000.0,119764500000.0,7.937,25.191,15.631,0.0,AFL,31.57,30.449571485714284,26439748720.0
