,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-06-30,0.1695,4.1385,4.0625,4.1579,4.1053,0.0041,0.2419,-0.0024,0.5011,0.0161,0.074,-0.1317,0.0259,-0.0243,0.0,0.1356,2.8994,0.0031,5833000000.0,0.0836,3922000000.0,1911000000.0,0.0,854000000.0,1252000000.0,659000000.0,133000000.0,535000000.0,130000000.0,2000000.0,23000000.0,405000000.0,0.0,405000000.0,0.98,0.97,417700000.0,417700000.0,0.475,0.3276,0.171,0.1145,0.069,0.0621,998000000.0,668000000.0,407000000.0,21914000000.0,0.1193,15125000000.0,6789000000.0,0.0,3115000000.0,4709000000.0,2080000000.0,561000000.0,2129000000.0,-860000000.0,3000000.0,-379000000.0,2989000000.0,0.0,2989000000.0,7.24,7.15,417700000.0,1.888,0.3098,0.186,0.1228,0.136,0.0136,4066000000.0,2690000000.0,2992000000.0,16.385,72.823,0.867,42.576,2.5688,2.5985,0.5262,5.0226,1.575,1.9778,0.485,0.1,0.1464,0.0,2654000000.0,30418000000.0,-19660000000.0,42511000000.0,3404500000.0,2420000000.0,2205500000.0,-0.5481,0.0,16.7445,-0.0753,-1.3303,0.468,0.088,0.0452,0.123,6.0,0.647,0.6501,41.2736,58.7291,34.1448,6.4368,9.0554,9.9361,0.261,14.0,0.1421,0.0,42531500000.0,6381250000.0,33885500000.0,0.713,52.463,4.795,0.184,-0.8466,0.0,-0.0751,-1.1955,IP,52.080002,55.129142914285715,21753816835.4
2018-03-31,0.1198,1.2476,2.488,2.451,2.48,0.007,0.0474,0.0219,0.5752,0.0043,0.1098,-0.1408,0.0259,-0.3269,0.0,0.0621,0.266,0.0053,5621000000.0,0.0953,3948000000.0,1673000000.0,0.0,787000000.0,1178000000.0,495000000.0,135000000.0,818000000.0,89000000.0,1000000.0,-368000000.0,729000000.0,0.0,729000000.0,1.76,1.74,418200000.0,418200000.0,0.475,0.2976,0.227,0.1695,0.13,0.0311,1278000000.0,953000000.0,730000000.0,21464000000.0,0.0998,14952000000.0,6512000000.0,0.0,3013000000.0,4922000000.0,1590000000.0,565000000.0,1587000000.0,-1077000000.0,1000000.0,-398000000.0,2664000000.0,0.0,2664000000.0,6.45,6.37,418200000.0,1.876,0.3034,0.166,0.1003,0.124,0.0143,3555000000.0,2152000000.0,2665000000.0,17.324,73.209,0.418,42.1784,2.7284,2.4346,0.5183,7.0593,1.626,0.9095,0.27,0.1003,0.14,0.0,2795000000.0,30616000000.0,-19505000000.0,42649000000.0,3247000000.0,2457000000.0,2225500000.0,-0.736,0.0,12.9092,-0.0868,-1.5015,0.459,0.079,0.0343,0.1,7.0,0.633,0.6708,43.0912,58.0898,34.9797,6.6104,8.7359,9.6446,0.291,18.0,0.1404,0.0,42385750000.0,5806500000.0,33905750000.0,0.734,51.325,3.8088,0.1606,-0.8282,0.0,-0.069,-1.0549,IP,53.43,56.109117941176486,22344426000.0
2017-12-31,0.2129,-0.0956,5.6972,5.6792,5.5849,0.0065,0.3026,0.0245,0.4962,-0.0085,0.1525,0.0358,0.0259,0.556,0.0,0.1587,0.0627,0.0042,4547000000.0,0.1975,3231000000.0,1316000000.0,0.0,657000000.0,1045000000.0,271000000.0,141000000.0,228000000.0,-1232000000.0,0.0,-34000000.0,1460000000.0,0.0,1460000000.0,3.54,3.49,412928210.0,417400000.0,0.475,0.2894,0.158,0.0812,0.321,0.1619,717000000.0,369000000.0,1460000000.0,21743000000.0,0.1153,15300000000.0,6443000000.0,0.0,3087000000.0,5020000000.0,1423000000.0,572000000.0,1059000000.0,-1085000000.0,0.0,-34000000.0,2144000000.0,0.0,2144000000.0,5.19,5.13,412928210.0,1.864,0.2963,0.14,0.075,0.099,0.018,3054000000.0,1631000000.0,2144000000.0,15.795,73.843,1.782,42.2543,2.4653,2.6753,0.5146,2.617,1.622,0.8137,0.134,0.1006,0.1445,0.0,3175000000.0,30492000000.0,-19085000000.0,41820000000.0,3069500000.0,2328500000.0,2273000000.0,-0.3805,0.0,22.9149,-0.0994,-1.2989,0.417,0.064,0.0317,0.075,6.0,0.645,0.8195,41.2625,55.1789,38.8284,7.0836,9.3378,9.5658,0.359,25.0,0.142,0.0,42272750000.0,5139000000.0,33723500000.0,0.949,52.656,2.8514,0.127,-0.7769,0.0,-0.0628,-0.9592,IP,57.939999,56.16606075757576,23925060074.47179
2017-09-30,0.149,0.2704,0.266,0.2632,0.2667,0.0058,-3.0792,0.0372,0.1616,0.0836,0.191,0.1094,0.0523,-13.6623,0.0,0.1146,0.2843,0.0051,5913000000.0,0.1229,4024000000.0,1889000000.0,0.0,817000000.0,1234000000.0,655000000.0,152000000.0,548000000.0,153000000.0,0.0,0.0,395000000.0,0.0,395000000.0,0.96,0.95,417400000.0,416400000.0,0.463,0.3195,0.181,0.1184,0.067,-0.1649,1073000000.0,700000000.0,395000000.0,20225000000.0,0.0398,14123000000.0,6102000000.0,0.0,2877000000.0,4632000000.0,1470000000.0,567000000.0,1095000000.0,193000000.0,1000000.0,-120000000.0,902000000.0,0.0,902000000.0,2.19,2.17,417400000.0,1.852,0.3017,0.152,0.0822,0.045,0.0064,3065000000.0,1662000000.0,903000000.0,11.773,72.815,-2.336,44.6095,2.391,3.7892,0.5507,4.6053,1.481,-1.7949,0.482,0.1011,0.1382,0.0,2342000000.0,30393000000.0,-21669000000.0,43146000000.0,3075000000.0,2219500000.0,2343500000.0,0.3752,0.0,16.4231,-0.045,-0.7131,0.196,0.027,0.0318,0.082,4.0,0.603,1.6419,43.4571,60.331,44.4858,6.5772,9.1124,8.6303,0.846,24.0,0.1422,0.0,42374000000.0,4593750000.0,33521000000.0,0.309,48.455,2.9312,0.0535,-0.9129,0.0,-0.0668,-0.9636,IP,56.82,55.103142800000015,23716668000.0
2017-06-30,0.3504,-0.1875,1.0,0.9,0.9,-0.0036,0.0661,0.0792,0.1249,0.1129,0.1572,0.0905,0.0523,0.325,0.0,0.0372,0.1818,0.0041,5383000000.0,0.0115,3749000000.0,1634000000.0,0.0,752000000.0,1465000000.0,169000000.0,137000000.0,-7000000.0,-87000000.0,0.0,4000000.0,80000000.0,0.0,80000000.0,0.19,0.19,416400000.0,416000000.0,0.463,0.3035,0.09,0.0242,0.015,0.0689,487000000.0,130000000.0,80000000.0,19578000000.0,-0.015,13721000000.0,5857000000.0,0.0,2793000000.0,4532000000.0,1325000000.0,547000000.0,966000000.0,147000000.0,-2000000.0,-120000000.0,819000000.0,0.0,819000000.0,1.99,1.97,416400000.0,1.829,0.2992,0.146,0.0773,0.042,0.0603,2857000000.0,1513000000.0,817000000.0,10.915,73.17,0.891,42.0341,2.5,3.851,0.5167,0.9489,1.447,8.0625,2.437,0.1006,0.1397,0.0,2235000000.0,30468000000.0,-22075000000.0,41928000000.0,3060000000.0,2189000000.0,2263000000.0,-0.4248,0.0,33.8029,-0.0509,-0.7675,0.185,0.025,0.0289,0.077,4.0,0.589,3.0904,44.0357,61.2062,44.017,6.398,8.9438,8.6513,0.919,26.0,0.1427,0.0,41667250000.0,4417500000.0,33218000000.0,2.836,47.017,2.766,0.049,-0.5334,0.0,-0.069,-1.0045,IP,56.610001000000004,54.25583294444444,23572404416.4
2017-03-31,-0.0033,-0.1486,-0.3743,-0.3704,-0.3827,-0.0156,0.021,0.0727,0.0754,0.1219,0.1655,0.0798,0.0523,-0.185,0.0,0.0647,-0.1803,0.0048,5132000000.0,0.0043,3638000000.0,1494000000.0,0.0,741000000.0,1103000000.0,391000000.0,142000000.0,282000000.0,73000000.0,0.0,-17000000.0,209000000.0,0.0,209000000.0,0.51,0.5,416000000.0,415300000.0,0.463,0.2911,0.15,0.0826,0.041,0.0507,769000000.0,424000000.0,209000000.0,19517000000.0,-0.0371,14084000000.0,5433000000.0,0.0,2766000000.0,4134000000.0,1299000000.0,539000000.0,1004000000.0,225000000.0,-2000000.0,-124000000.0,779000000.0,0.0,779000000.0,1.9,1.88,416000000.0,1.805,0.2784,0.145,0.0791,0.04,0.0558,2831000000.0,1543000000.0,777000000.0,10.998,71.873,0.625,42.2188,2.399,3.8389,0.5274,2.9859,1.575,3.0287,0.908,0.1022,0.1444,0.0,2454000000.0,29899000000.0,-21986000000.0,42197000000.0,2859500000.0,2222500000.0,2305500000.0,-0.5893,0.0,21.541,-0.0727,-1.0812,0.182,0.024,0.0285,0.079,3.0,0.599,3.1977,44.5099,57.5637,44.7717,6.8253,8.7816,8.4654,0.95,24.0,0.1417,0.0,40789250000.0,4287250000.0,32596750000.0,2.62,46.916,2.8627,0.0459,-0.5624,0.0,-0.0718,-1.0877,IP,50.779999,51.892500000000005,21124479584.0
2016-12-31,-0.0507,0.0681,0.2247,0.2045,0.2326,-0.0212,-0.0788,0.0839,0.1268,0.1319,0.0662,0.0022,0.0523,-0.0652,0.0,0.1272,0.0119,-0.0081,3797000000.0,0.0117,2712000000.0,1085000000.0,0.0,567000000.0,830000000.0,255000000.0,136000000.0,272000000.0,54000000.0,1000000.0,-107000000.0,218000000.0,0.0,218000000.0,0.53,0.53,411213412.0,414700000.0,0.463,0.2858,0.194,0.1075,0.057,0.1246,736000000.0,408000000.0,219000000.0,19495000000.0,-0.0571,14057000000.0,5438000000.0,0.0,2721000000.0,4053000000.0,1385000000.0,520000000.0,1097000000.0,193000000.0,-2000000.0,-102000000.0,904000000.0,0.0,904000000.0,2.2,2.18,411213412.0,1.782,0.2789,0.146,0.0829,0.046,0.0589,2844000000.0,1617000000.0,902000000.0,10.557,72.296,1.15,42.7953,2.5121,4.0539,0.5318,3.0,1.639,4.1835,0.874,0.1017,0.1493,0.0,2601000000.0,29729000000.0,-22064000000.0,42225000000.0,2763500000.0,2138500000.0,2230500000.0,-0.4814,0.0,22.5068,-0.1156,-1.3384,0.215,0.028,0.0307,0.083,4.0,0.609,2.7412,41.1713,53.3973,41.8079,7.0545,9.1162,8.7402,0.81,23.0,0.1396,0.0,39762500000.0,4202000000.0,32032250000.0,2.794,47.408,3.1096,0.0563,-0.5363,0.0,-0.0682,-1.0831,IP,53.060001,51.20264702941178,21818984051.93341
2016-09-30,-0.0867,0.1799,0.4182,0.434,0.4151,-0.0341,-0.5926,0.0194,-0.0271,0.0796,-0.0088,-0.0504,0.1,-0.8533,0.0,-0.024,-0.2226,-0.0053,5266000000.0,-0.0747,3622000000.0,1644000000.0,0.0,733000000.0,1134000000.0,510000000.0,132000000.0,419000000.0,107000000.0,-3000000.0,0.0,312000000.0,0.0,312000000.0,0.76,0.75,415300000.0,414000000.0,0.44,0.3122,0.164,0.1046,0.059,0.0146,865000000.0,551000000.0,309000000.0,19451000000.0,-0.1493,13955000000.0,5496000000.0,0.0,2657000000.0,4114000000.0,1382000000.0,517000000.0,1074000000.0,210000000.0,-3000000.0,-80000000.0,864000000.0,0.0,864000000.0,2.11,2.09,415300000.0,1.76,0.2826,0.144,0.0818,0.044,0.0608,2804000000.0,1591000000.0,861000000.0,10.135,70.405,0.185,41.3749,6.169,4.0824,0.5271,4.1742,2.288,1.0929,0.579,0.1031,0.1392,0.0,4562000000.0,29239000000.0,-20269000000.0,40319000000.0,2819500000.0,2063500000.0,2281000000.0,-0.7742,0.0,16.9029,-0.0501,-0.8408,0.211,0.028,0.0325,0.082,5.0,0.62,2.9583,38.1119,52.6736,41.6961,6.8987,9.4262,8.5274,0.834,21.0,0.1366,0.0,38648500000.0,4087750000.0,31391750000.0,2.846,46.836,3.0774,0.0502,-0.5376,0.0,-0.0706,-1.1327,IP,47.98,47.97138900000001,19926094000.0
2016-06-30,-0.307,-0.6674,-0.8238,-0.8148,-0.8148,-0.0338,4.2609,0.1141,-0.1632,0.3128,-0.0965,-0.1068,0.1,2.2227,0.0,-0.0584,-0.6512,-0.0171,5322000000.0,-0.0686,4112000000.0,1210000000.0,0.0,725000000.0,1067000000.0,143000000.0,129000000.0,31000000.0,-9000000.0,0.0,0.0,40000000.0,0.0,40000000.0,0.1,0.1,414700000.0,417500000.0,0.44,0.2274,0.087,0.0301,0.008,0.0526,461000000.0,160000000.0,40000000.0,19876000000.0,-0.1442,14224000000.0,5652000000.0,0.0,2675000000.0,4124000000.0,1528000000.0,526000000.0,981000000.0,209000000.0,-10000000.0,-80000000.0,772000000.0,0.0,772000000.0,1.88,1.87,414700000.0,1.72,0.2844,0.138,0.0758,0.039,0.082,2735000000.0,1507000000.0,762000000.0,9.703,67.579,0.675,37.9238,3.0239,3.9083,0.501,1.2403,1.683,15.125,4.4,0.1073,0.1362,0.0,2789000000.0,28025000000.0,-20475000000.0,38416000000.0,2988500000.0,2380000000.0,2294500000.0,-0.5372,0.0,31.3948,-0.0611,-1.0797,0.187,0.025,0.0358,0.076,5.0,0.636,3.9534,37.0215,52.0983,39.7577,6.6508,8.3513,8.6625,0.915,21.0,0.1346,0.0,37012250000.0,4122750000.0,31236750000.0,3.931,47.929,2.865,0.0499,-0.4659,0.0,-0.0715,-1.158,IP,42.380001,42.0216665,17574986414.7
2016-03-31,-0.104,-0.1414,0.0671,0.0946,0.0946,-0.0315,-0.0282,0.11,-0.1081,0.4006,-0.1409,-0.0903,0.1,-0.0274,0.0,-0.0878,-0.1215,-0.0229,5110000000.0,-0.0738,3611000000.0,1499000000.0,0.0,696000000.0,1022000000.0,477000000.0,123000000.0,375000000.0,41000000.0,0.0,5000000.0,334000000.0,0.0,334000000.0,0.81,0.81,414000000.0,421900000.0,0.44,0.2933,0.153,0.0975,0.065,0.0624,782000000.0,498000000.0,334000000.0,20268000000.0,-0.1342,14080000000.0,6188000000.0,0.0,2720000000.0,4393000000.0,1795000000.0,541000000.0,1287000000.0,328000000.0,-19000000.0,-80000000.0,959000000.0,0.0,959000000.0,2.32,2.31,414000000.0,1.68,0.3053,0.152,0.0902,0.047,0.0553,3083000000.0,1828000000.0,940000000.0,10.227,66.882,0.771,37.8116,2.7899,3.6972,0.5043,4.0488,1.657,1.8563,0.543,0.108,0.1362,0.0,2694000000.0,27689000000.0,-19991000000.0,38090000000.0,2857500000.0,2371500000.0,2327000000.0,-0.4855,0.0,18.5409,-0.0589,-1.0599,0.221,0.032,0.0426,0.09,5.0,0.666,2.6715,37.1879,47.5609,39.9253,7.0929,8.5465,8.7099,0.724,17.0,0.1342,0.0,34852750000.0,4339750000.0,30433250000.0,2.708,48.957,3.3789,0.0634,-0.5625,0.0,-0.0711,-1.1482,IP,41.040001000000004,37.90057122857142,16990560414.000002
