,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-06-30,-0.0346,0.1166,0.2474,0.3411,0.3359,-0.3729,-0.0015,-0.3784,0.0816,0.2051,0.0,0.2424,-0.8054,0.0,-0.0726,-0.0054,-0.0674,5346000000.0,0.0259,4313000000.0,1033000000.0,0.0,217000000.0,293000000.0,740000000.0,85000000.0,796000000.0,186000000.0,0.0,0.0,610000000.0,0.0,610000000.0,1.73,1.71,353355376.0,0.41,0.1932,0.178,0.1648,0.114,0.0243,951000000.0,881000000.0,610000000.0,21890000000.0,0.1214,18135000000.0,3755000000.0,0.0,922000000.0,1313000000.0,2442000000.0,305000000.0,3057000000.0,1456000000.0,0.0,0.0,1601000000.0,0.0,1601000000.0,4.46,4.39,353355376.0,1.4,0.1715,0.167,0.1536,0.073,0.0794,3645000000.0,3362000000.0,1601000000.0,8.04,17.832,0.368,25.4446,1.0358,3.1647,0.3771,10.3647,0.477,0.7443,0.237,0.7357,0.0406,0.0,-3087000000.0,6301000000.0,-18186000000.0,9022000000.0,1989000000.0,742000000.0,0.0,-0.7137,0.0095,9.0694,-0.0606,-4.6286,0.442,0.066,0.0839,0.154,6.0,0.908,1.4135,13.9063,36.2499,0.0,11.0055,29.5013,0.0,0.314,16.0,0.0421,0.0,8577500000.0,3625250000.0,24102500000.0,4.921,61.949,11.023,-1.4181,-0.2316,0.0082,-0.0239,-1.8516,MAR,126.599998,136.45571539999997,44734789894.889244
2018-03-31,-0.0291,0.023,0.0728,0.1563,0.1474,0.461,0.0234,-0.2595,0.0444,0.1975,0.0,0.1,0.4758,0.0,0.1651,-0.0842,-0.0681,5006000000.0,0.0191,4171000000.0,835000000.0,0.0,247000000.0,335000000.0,500000000.0,75000000.0,502000000.0,104000000.0,0.0,0.0,398000000.0,0.0,398000000.0,1.11,1.09,357437289.0,0.33,0.1668,0.13,0.1153,0.08,0.1221,650000000.0,577000000.0,398000000.0,21755000000.0,0.1945,17963000000.0,3792000000.0,0.0,939000000.0,1346000000.0,2446000000.0,293000000.0,2977000000.0,1497000000.0,0.0,0.0,1480000000.0,0.0,1480000000.0,4.02,3.96,357437289.0,1.32,0.1743,0.164,0.1503,0.068,0.1047,3566000000.0,3270000000.0,1480000000.0,9.977,18.521,1.709,24.7484,1.9612,2.4807,0.3613,7.6933,0.487,1.696,0.297,0.7296,0.0493,0.0,-3317000000.0,6620000000.0,-17766000000.0,8296000000.0,1925000000.0,713500000.0,0.0,-0.0948,0.0084,12.5308,-0.0128,-0.8767,0.357,0.061,0.0835,0.15,6.0,0.902,1.7115,12.8518,35.1997,0.0,11.3013,30.4905,0.0,0.328,17.0,0.0432,0.0,8567500000.0,4140250000.0,24111750000.0,6.37,60.864,11.1604,-0.9699,-0.1011,0.008,-0.0118,-0.8649,MAR,135.979996,139.4979405294118,48604321128.47084
2017-12-31,0.0884,1.7314,-0.1762,-0.05,-0.0833,0.0924,-0.0122,-0.2838,-0.0315,0.164,0.0,0.1,0.0636,0.0,0.1068,0.2925,-0.0663,5875000000.0,0.0768,4915000000.0,960000000.0,0.0,259000000.0,390000000.0,570000000.0,72000000.0,1179000000.0,978000000.0,0.0,0.0,201000000.0,0.0,201000000.0,0.57,0.55,364581283.0,0.33,0.1634,0.225,0.2129,0.034,0.074,1323000000.0,1251000000.0,201000000.0,22894000000.0,0.341,19192000000.0,3702000000.0,0.0,894000000.0,1343000000.0,2359000000.0,288000000.0,2836000000.0,1464000000.0,0.0,0.0,1372000000.0,0.0,1372000000.0,3.66,3.61,364581283.0,1.29,0.1617,0.149,0.1365,0.06,0.0959,3414000000.0,3124000000.0,1372000000.0,9.825,16.718,1.193,22.5958,1.0505,2.2998,0.3455,17.375,0.472,2.5871,0.579,0.7444,0.0441,0.0,-3067000000.0,6095000000.0,-17524000000.0,8143000000.0,1834000000.0,735000000.0,0.0,-0.1635,0.0071,5.9373,-0.0145,-1.1806,0.302,0.057,0.0817,0.136,7.0,0.955,1.7755,12.4834,31.4556,0.0,12.4831,31.1483,0.0,0.352,18.0,0.039,0.0,8820750000.0,4540750000.0,23972000000.0,6.023,62.795,10.8472,-1.0769,-0.0985,0.0079,-0.0105,-0.8276,MAR,135.729996,128.76757642424243,49484616083.26487
2017-09-30,0.5554,2.5108,4.6,3.0385,3.0,0.7849,-0.0306,-0.4723,-0.0173,0.1226,0.0,0.1,0.9414,0.0,0.236,2.6959,0.4639,5663000000.0,0.4366,4736000000.0,927000000.0,0.0,199000000.0,295000000.0,632000000.0,73000000.0,580000000.0,188000000.0,0.0,0.0,392000000.0,0.0,392000000.0,1.05,1.04,372420122.0,0.33,0.1637,0.127,0.1153,0.069,0.0994,721000000.0,653000000.0,392000000.0,21242000000.0,0.3864,17503000000.0,3739000000.0,0.0,879000000.0,1376000000.0,2363000000.0,291000000.0,2173000000.0,677000000.0,0.0,0.0,1496000000.0,0.0,1496000000.0,3.9,3.87,372420122.0,1.26,0.176,0.129,0.116,0.07,0.0967,2748000000.0,2464000000.0,1496000000.0,12.115,16.906,1.512,23.2775,1.3641,1.9213,0.3577,8.9452,0.525,1.5663,0.314,0.7402,0.0351,0.0,-2664000000.0,6296000000.0,-16780000000.0,8849000000.0,1809500000.0,700000000.0,0.0,-0.0831,0.0078,11.319,-0.009,-0.75,0.3,0.062,0.0798,0.116,4.0,0.883,1.5214,12.5951,32.8881,0.0,11.7392,30.3457,0.0,0.323,20.0,0.0414,0.0,9228250000.0,4984500000.0,24045500000.0,5.515,57.038,8.4674,-1.9429,-0.0975,0.011,-0.0105,-0.7817,MAR,110.260002,103.6925718,41063043396.56024
2017-06-30,0.8228,0.9676,0.9798,0.3299,0.3333,0.547,2.5911,1.9499,0.9067,0.566,0.0,0.1,0.5463,0.0,0.5195,0.9126,0.4903,5211000000.0,0.3355,4141000000.0,1070000000.0,0.0,234000000.0,326000000.0,744000000.0,73000000.0,716000000.0,227000000.0,0.0,0.0,489000000.0,0.0,489000000.0,1.29,1.28,378890739.0,0.33,0.2053,0.167,0.1514,0.094,0.1282,872000000.0,789000000.0,489000000.0,19521000000.0,0.3051,16113000000.0,3408000000.0,0.0,841000000.0,1506000000.0,1902000000.0,273000000.0,1724000000.0,550000000.0,0.0,0.0,1174000000.0,0.0,1174000000.0,3.11,3.09,378890739.0,1.23,0.1746,0.115,0.1023,0.06,0.0912,2249000000.0,1997000000.0,1174000000.0,12.935,17.235,1.763,21.9404,1.3144,1.6962,0.3481,10.8082,0.528,1.4806,0.256,0.7266,0.0449,0.0,-2533000000.0,6530000000.0,-16150000000.0,8982000000.0,1478000000.0,635500000.0,0.0,-0.0773,0.009,8.9622,-0.0107,-0.6747,0.221,0.048,0.0645,0.102,5.0,0.805,1.7087,12.1536,33.7309,0.0,13.2077,30.7175,0.0,0.395,23.0,0.0431,0.0,9589500000.0,5316750000.0,24237000000.0,4.701,51.521,7.315,-2.7239,-0.1122,0.0127,-0.0115,-0.8929,MAR,100.309998,104.37472180555557,38006529271.30852
2017-03-31,0.533,0.5121,0.6941,0.1163,0.1176,0.1726,2.9087,1.9314,1.0365,0.5328,0.0,0.2,0.1761,0.0,0.3677,0.4877,0.5132,4912000000.0,0.3022,4052000000.0,860000000.0,0.0,212000000.0,314000000.0,546000000.0,70000000.0,494000000.0,123000000.0,0.0,0.0,371000000.0,0.0,371000000.0,0.96,0.95,383561428.0,0.3,0.1751,0.127,0.1148,0.076,0.0843,626000000.0,564000000.0,371000000.0,18212000000.0,0.2351,15287000000.0,2925000000.0,0.0,761000000.0,1378000000.0,1547000000.0,257000000.0,1352000000.0,420000000.0,0.0,0.0,932000000.0,0.0,932000000.0,2.79,2.77,383561428.0,1.2,0.1606,0.099,0.0883,0.051,0.0848,1808000000.0,1609000000.0,932000000.0,13.474,17.729,1.079,22.0825,1.9241,1.6389,0.354,8.0571,0.598,1.2453,0.313,0.7158,0.0432,0.0,-2102000000.0,6800000000.0,-15636000000.0,9309000000.0,1447500000.0,629000000.0,0.0,-0.1039,0.0098,12.3514,-0.0098,-0.7742,0.289,0.047,0.0529,0.088,6.0,0.914,1.8777,13.2476,35.1131,0.0,12.5817,28.9539,0.0,0.43,27.0,0.0418,0.0,8510750000.0,3226000000.0,19929250000.0,4.028,47.481,6.2607,133.1429,-0.1171,0.0127,-0.0113,-1.0302,MAR,94.18,88.91916591666669,36123815289.04
2016-12-31,0.6642,0.3879,0.2079,-0.2405,-0.2208,0.0943,2.9691,1.9826,1.0711,0.5367,0.0,0.2,0.1753,0.0,0.2447,0.4226,0.5186,5456000000.0,0.4722,4574000000.0,882000000.0,0.0,234000000.0,441000000.0,441000000.0,75000000.0,383000000.0,139000000.0,0.0,0.0,244000000.0,0.0,244000000.0,0.6,0.6,390479820.0,0.3,0.1617,0.097,0.0839,0.045,0.075,529000000.0,458000000.0,244000000.0,17072000000.0,0.1785,14446000000.0,2626000000.0,0.0,704000000.0,1258000000.0,1368000000.0,234000000.0,1184000000.0,404000000.0,0.0,0.0,780000000.0,0.0,780000000.0,2.68,2.64,390479820.0,1.15,0.1538,0.093,0.0831,0.046,0.0869,1586000000.0,1418000000.0,780000000.0,13.719,18.623,1.047,21.7835,2.1973,1.5878,0.3524,6.1067,0.655,1.9508,0.5,0.6988,0.0429,0.0,-1776000000.0,7272000000.0,-15412000000.0,9773000000.0,1399000000.0,640000000.0,0.0,-0.1408,0.0174,14.4575,-0.0123,-0.9437,0.767,0.05,0.0464,0.083,6.0,1.103,2.1564,14.6881,36.2392,0.0,12.203,26.675,0.0,0.429,28.0,0.0412,0.0,7313500000.0,1017250000.0,15478250000.0,3.798,43.721,6.0598,1.3953,-0.1183,0.0124,-0.0117,-1.1845,MAR,82.68,81.17764708823532,32284871517.600002
2016-09-30,0.1484,-0.4716,-0.6667,-0.675,-0.6667,0.0488,3.0634,2.701,1.0497,0.4904,0.0,0.2,0.0781,0.0,0.0805,-0.4956,-0.0432,3942000000.0,0.1017,3346000000.0,596000000.0,0.0,161000000.0,425000000.0,171000000.0,55000000.0,131000000.0,61000000.0,0.0,0.0,70000000.0,0.0,70000000.0,0.26,0.26,254400460.0,0.3,0.1512,0.056,0.0472,0.018,0.0736,222000000.0,186000000.0,70000000.0,15322000000.0,0.0686,13048000000.0,2274000000.0,0.0,658000000.0,1037000000.0,1237000000.0,205000000.0,1085000000.0,347000000.0,0.0,0.0,738000000.0,0.0,738000000.0,2.88,2.84,254400460.0,1.1,0.1484,0.093,0.0842,0.048,0.0928,1419000000.0,1290000000.0,738000000.0,22.96,30.578,1.14,34.6776,4.2374,1.5104,0.3529,3.3818,0.724,4.9143,1.154,0.6889,0.0408,0.0,-1442000000.0,7779000000.0,-15374000000.0,10294000000.0,1424500000.0,622000000.0,0.0,-0.157,0.0147,34.8829,-0.0137,-1.5,-0.605,0.067,0.0407,0.084,7.0,1.398,2.2236,15.8892,40.6164,0.0,10.7561,24.6334,0.0,0.382,16.0,0.0429,0.0,5986750000.0,-1219500000.0,10963750000.0,5.59,60.228,6.2927,0.7616,-0.1335,0.0095,-0.0143,-1.6977,MAR,67.33000200000001,70.47000030555556,17128783480.600922
2016-06-30,0.0615,0.0101,0.0292,0.1023,0.1034,-0.0449,0.052,-0.2344,0.1131,-0.0303,0.0,0.2,0.064,0.0,0.0132,0.0542,-0.0754,3902000000.0,0.0577,3315000000.0,587000000.0,0.0,154000000.0,198000000.0,389000000.0,57000000.0,344000000.0,97000000.0,0.0,0.0,247000000.0,0.0,247000000.0,0.97,0.96,254231720.0,0.3,0.1504,0.11,0.1028,0.063,0.1107,431000000.0,401000000.0,247000000.0,14958000000.0,0.0518,12761000000.0,2197000000.0,0.0,646000000.0,792000000.0,1405000000.0,193000000.0,1263000000.0,385000000.0,0.0,0.0,878000000.0,0.0,878000000.0,3.42,3.36,254231720.0,1.05,0.1469,0.106,0.0973,0.059,0.0937,1580000000.0,1456000000.0,878000000.0,-13.617,16.638,1.699,17.1497,2.6708,-1.2594,0.6556,7.0351,0.604,1.8947,0.309,0.3639,0.0395,0.0,-1285000000.0,4230000000.0,-8153000000.0,4667000000.0,1170000000.0,630500000.0,0.0,-0.0769,0.0079,8.5406,-0.0092,-1.2,-0.245,0.14,0.2898,0.097,8.0,2.393,1.8508,15.1534,28.1107,0.0,12.7846,23.724,0.0,0.307,14.0,0.0432,0.0,4521500000.0,-3577000000.0,6251500000.0,5.511,58.836,7.544,-3.8341,-0.1378,0.0078,-0.015,-1.8065,MAR,66.459999,66.36972152777777,16896239856.968279
2016-03-31,0.0768,0.0875,0.058,0.1467,0.1644,0.5038,-0.1002,-0.577,0.0325,-0.0247,0.0,0.25,0.8824,0.0,0.069,0.1054,-0.0834,3772000000.0,0.0737,3211000000.0,561000000.0,0.0,155000000.0,194000000.0,367000000.0,47000000.0,326000000.0,107000000.0,0.0,0.0,219000000.0,0.0,219000000.0,0.86,0.85,253481935.0,0.25,0.1487,0.107,0.0989,0.058,0.0933,404000000.0,373000000.0,219000000.0,14745000000.0,0.052,12582000000.0,2163000000.0,0.0,644000000.0,778000000.0,1385000000.0,178000000.0,1274000000.0,403000000.0,0.0,0.0,871000000.0,0.0,871000000.0,3.33,3.27,253481935.0,1.0,0.1467,0.107,0.0985,0.059,0.0933,1578000000.0,1452000000.0,871000000.0,-14.467,14.624,1.389,16.4075,0.3906,-1.1342,0.6795,7.9362,0.439,1.7991,0.291,0.3944,0.0411,0.0,-1823000000.0,3707000000.0,-8364000000.0,4520000000.0,1157500000.0,600500000.0,0.0,-0.1066,0.0074,10.0495,-0.0111,-1.3548,-0.251,0.141,0.2815,0.098,7.0,2.39,1.8909,14.7782,28.294,0.0,12.7387,24.5545,0.0,0.3,15.0,0.0437,0.0,4396500000.0,-3469750000.0,6169250000.0,5.424,58.17,8.1573,-1.1152,-0.1651,0.0079,-0.0184,-2.1587,MAR,71.18,68.46942885714286,18042844133.300003
