,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-06-30,-0.8147,-1.082,-1.0879,-1.0882,-1.0882,-0.4937,-0.034,-0.0166,0.0,-0.3669,0.0,0.0,-0.6792,0.0,0.2372,-1.0135,0.0087,2960000.0,-0.6829,1457000.0,1503000.0,0.0,725000.0,1593000.0,-90000.0,37000.0,-570000.0,0.0,0.0,0.0,-570000.0,0.0,-570000.0,-0.03,-0.03,19178296.0,0.0,0.5078,-0.18,-0.1801,-0.193,0.0547,-533000.0,-533000.0,-570000.0,10860000.0,-0.7609,7154000.0,3706000.0,0.0,2996000.0,6881000.0,-3175000.0,151000.0,-2947000.0,0.0,0.0,0.0,-2947000.0,0.0,-2947000.0,-0.16,-0.16,19178296.0,8041403.0,0.0,0.3413,-0.079,-0.2575,-0.271,0.1227,-859000.0,-2796000.0,-2947000.0,1.597,2.304,0.008,0.0644,0.0603,0.0403,0.0279,-14.4054,1.176,-0.4965,0.0,0.0,0.2449,0.0,365000.0,44191000.0,-11121000.0,42191000.0,1190500.0,568000.0,0.0,-0.4276,0.0,-0.1482,-0.0409,0.0,-0.096,-0.066,-0.0485,-0.257,2.0,0.243,-0.5239,24.1317,31.0216,0.0,9.1222,19.1197,0.0,0.0,-77.0,0.2759,0.0,43108250.0,30828750.0,44717000.0,0.07,0.566,-18.5166,-0.0977,-0.1367,0.0413,-0.0194,-0.1089,MLP,11.2,11.36142857142857,214796915.2
2018-03-31,-0.8691,-1.1564,-1.1653,-1.1613,-1.1613,-0.926,0.1092,0.2923,0.0,-0.4816,0.0,0.0,-0.9239,0.0,0.6994,-1.1292,0.0046,2542000.0,-0.7375,1452000.0,1090000.0,0.0,831000.0,1951000.0,-861000.0,37000.0,-964000.0,0.0,0.0,0.0,-964000.0,0.0,-964000.0,-0.05,-0.05,19103582.0,0.0,0.4288,-0.365,-0.3647,-0.379,0.1699,-927000.0,-927000.0,-964000.0,17236000.0,-0.6812,6923000.0,10313000.0,0.0,2857000.0,6746000.0,3567000.0,133000.0,4104000.0,0.0,0.0,0.0,4104000.0,0.0,4104000.0,0.21,0.21,19103582.0,7959472.0,0.0,0.5983,0.358,0.2458,0.238,0.0972,6174000.0,4237000.0,4104000.0,1.618,2.33,0.023,0.0646,0.055,0.0399,0.0277,-25.0541,1.292,-0.5415,0.0,0.0,0.3269,0.0,548000.0,44514000.0,-11169000.0,42821000.0,1423500.0,689000.0,0.0,-0.1724,0.0,-0.1996,-0.0354,0.0,0.133,0.091,0.0536,0.246,4.0,0.382,0.4435,14.4848,20.5837,0.0,12.1082,25.016,0.0,0.0,53.0,0.1658,0.0,43718750.0,30889500.0,45106000.0,0.088,0.902,31.8571,0.1333,-0.0791,0.026,-0.0084,-0.0743,MLP,11.65,11.842647058823529,222556730.3
2017-12-31,-1.029,-1.115,-1.1267,-1.1316,-1.1282,-0.9663,0.1522,0.7471,-0.8199,-0.3746,0.0,0.0,-0.9657,0.0,1.0256,-1.3729,0.0047,2518000.0,-0.8763,2854000.0,-336000.0,0.0,792000.0,1771000.0,-2107000.0,38000.0,-929000.0,0.0,0.0,0.0,-929000.0,0.0,-929000.0,-0.05,-0.05,19109499.0,0.0,-0.1334,0.415,-0.3539,-0.369,0.2399,1046000.0,-891000.0,-929000.0,24377000.0,-0.4853,6826000.0,17551000.0,0.0,2515000.0,6461000.0,11090000.0,190000.0,10900000.0,0.0,0.0,0.0,10900000.0,0.0,10900000.0,0.57,0.57,19109499.0,,0.0,0.72,0.534,0.4549,0.447,0.3425,13027000.0,11090000.0,10900000.0,1.63,2.344,0.032,0.0646,0.0538,0.0397,0.0276,-23.4474,1.267,-0.6502,0.0,0.0,0.3145,0.0,493000.0,44801000.0,-11317000.0,43160000.0,1221500.0,632500.0,0.0,0.0,0.1779,0.1969,0.0,0.0,0.374,0.248,0.1653,0.455,5.0,0.554,0.7661,10.4213,14.0747,0.0,19.9566,38.5407,0.0,0.0,30.0,0.1032,0.0,42405500.0,29113500.0,44010750.0,0.437,1.276,58.3684,0.3497,0.0,0.0184,0.0,0.0,MLP,17.299999,16.039393999999998,330594313.590501
2017-09-30,-0.6454,-1.1656,-1.1956,-1.2308,-1.2308,-0.9264,0.0161,4.7286,-0.9496,-0.1486,0.0,0.0,-0.9264,0.0,0.0,-1.0374,0.0035,2840000.0,-0.5315,1391000.0,1449000.0,0.0,648000.0,1566000.0,-117000.0,39000.0,-484000.0,0.0,0.0,0.0,-484000.0,0.0,-484000.0,-0.03,-0.03,19091407.0,0.0,0.5102,-0.157,-0.1567,-0.17,0.0475,-445000.0,-445000.0,-484000.0,42207000.0,0.4181,12715000.0,29492000.0,0.0,2114000.0,10645000.0,18847000.0,569000.0,19161000.0,0.0,0.0,0.0,19161000.0,0.0,19161000.0,1.0,1.01,19091407.0,,0.0,0.6987,0.538,0.4675,0.454,0.5675,22720000.0,19730000.0,19161000.0,1.604,2.376,0.007,0.0647,0.0319,0.0403,0.0272,-11.4103,1.451,-0.2789,0.0,0.0,0.2282,0.0,779000.0,45362000.0,-12230000.0,44261000.0,1545000.0,484500.0,0.0,0.0,0.0,-1.4067,0.0,0.0,0.744,0.451,0.2738,0.467,7.0,0.992,1.3386,5.2406,12.2886,0.0,27.3184,87.1146,0.0,0.0,14.0,0.0501,0.0,42300500.0,25763000.0,42531250.0,1.255,2.211,34.6749,0.6005,-0.0662,0.0075,-0.0402,-0.5679,MLP,13.95,13.315714285714286,266325127.64999998
2017-06-30,-0.5182,-0.5293,-0.5151,-0.5211,-0.5143,-0.9606,0.0148,14.9216,-0.9532,-0.3155,0.0,0.0,-0.9644,0.0,0.4258,-0.5699,0.0005,9336000.0,-0.4807,1226000.0,8110000.0,0.0,586000.0,1458000.0,6652000.0,19000.0,6481000.0,0.0,0.0,0.0,6481000.0,0.0,6481000.0,0.34,0.34,19012416.0,0.0,0.8687,0.696,0.6962,0.694,0.0541,6500000.0,6500000.0,6481000.0,45429000.0,0.1898,13300000.0,32129000.0,0.0,2114000.0,10035000.0,22094000.0,743000.0,22120000.0,0.0,0.0,0.0,22120000.0,0.0,22120000.0,1.16,1.17,19012416.0,,0.0,0.7072,0.569,0.5033,0.487,0.5646,25853000.0,22863000.0,22120000.0,1.624,2.406,0.027,0.065,0.0298,0.04,0.027,342.1053,1.341,0.0863,0.0,0.0,0.0628,0.0,607000.0,45747000.0,-12489000.0,44633000.0,1794000.0,674000.0,0.0,-0.0966,0.0,0.1028,-0.0058,0.0,1.138,0.522,0.3182,0.503,7.0,1.073,1.2363,3.3584,11.7143,0.0,25.3227,67.4021,0.0,0.0,17.0,0.0465,0.0,47605250.0,19440500.0,42351500.0,1.349,2.389,30.7712,0.687,-0.0621,0.0069,-0.0374,-0.5679,MLP,20.299999,18.619444388888887,385952025.787584
2017-03-31,6.331,8.6268,5.2946,5.4286,5.4286,112.9365,-0.1343,3.0194,-0.9696,-0.1569,0.0,0.0,91.0952,0.0,-0.3515,9.574,0.006,9683000.0,2.2537,1355000.0,8328000.0,0.0,489000.0,1666000.0,6662000.0,94000.0,5832000.0,0.0,0.0,0.0,5832000.0,0.0,5832000.0,0.31,0.31,19016709.0,0.0,0.8601,0.612,0.612,0.602,0.5862,5926000.0,5926000.0,5832000.0,54071000.0,1.3542,13218000.0,40853000.0,0.0,1939000.0,9944000.0,30909000.0,1169000.0,29004000.0,0.0,0.0,0.0,29004000.0,0.0,29004000.0,1.53,1.53,19016709.0,,0.0,0.7555,0.613,0.558,0.536,0.7277,33163000.0,30173000.0,29004000.0,1.252,2.11,0.298,0.0649,0.0304,0.0519,0.0308,63.0426,0.901,1.2092,0.0,0.0,0.0505,0.0,-318000.0,40133000.0,-13415000.0,37568000.0,2049500.0,782500.0,0.0,-0.1951,0.0,0.1107,-0.1421,0.0,2.376,0.688,0.5317,0.558,8.0,1.282,1.4133,4.6848,12.657,0.0,26.3825,69.1003,0.0,0.0,8.0,0.0359,0.0,53293750.0,12206500.0,42184250.0,2.069,2.843,25.8109,1.1597,-0.0401,0.0058,-0.0304,-0.5498,MLP,11.75,9.970833333333333,223446330.75
2016-12-31,11.3985,22.7669,8.8754,8.6,8.8,46.0957,-0.1656,2.6114,-0.831,-0.0164,0.0,0.0,52.1159,0.0,-0.2227,16.8708,0.0062,20348000.0,6.4074,8743000.0,11605000.0,0.0,391000.0,5955000.0,5650000.0,417000.0,7332000.0,0.0,0.0,0.0,7332000.0,0.0,7332000.0,0.38,0.39,19021014.0,0.0,0.5703,0.528,0.3808,0.36,0.8667,10739000.0,7749000.0,7332000.0,47364000.0,1.0786,13703000.0,33661000.0,0.0,2204000.0,10191000.0,23470000.0,1656000.0,21814000.0,0.0,0.0,0.0,21814000.0,0.0,21814000.0,1.15,1.15,19021014.0,,0.0,0.7107,0.559,0.4955,0.461,0.7096,26460000.0,23470000.0,21814000.0,0.933,2.044,0.927,0.3605,0.0316,0.3865,0.1763,18.5827,1.148,2.4418,0.0,0.0,0.0192,0.0,356000.0,38883000.0,-18387000.0,42740000.0,1515500.0,622000.0,0.0,-0.015,0.0155,0.5825,-0.0132,-0.0896,6.567,0.499,0.4088,0.496,8.0,1.083,1.553,4.3849,11.5825,0.0,31.2531,76.1479,0.0,0.0,7.0,0.0465,0.0,54295500.0,3321750.0,43741000.0,1.767,2.49,14.1727,0.8358,-0.0079,0.0067,-0.0057,-0.0896,MLP,7.2,6.95,136951300.8
2016-09-30,-0.6484,-0.7414,-0.7439,-0.7451,-0.7451,-0.8405,-0.0735,1.8358,-0.4019,0.2281,0.0,0.0,-0.8405,0.0,0.064,-0.6989,0.0063,6062000.0,-0.5814,1976000.0,4086000.0,0.0,648000.0,956000.0,3130000.0,213000.0,2475000.0,0.0,0.0,0.0,2475000.0,0.0,2475000.0,0.13,0.13,19025319.0,0.0,0.674,0.443,0.4434,0.408,0.3025,2688000.0,2688000.0,2475000.0,29763000.0,-0.3092,6771000.0,22992000.0,0.0,2316000.0,5528000.0,17464000.0,1814000.0,13551000.0,0.0,0.0,0.0,13551000.0,0.0,13551000.0,0.72,0.71,19025319.0,,0.0,0.7725,0.594,0.5162,0.455,0.5251,17673000.0,15365000.0,13551000.0,0.28,2.347,0.096,1.2878,0.0235,4.5915,0.5488,12.6197,0.718,0.741,0.0,0.0,0.1069,0.0,-906000.0,44643000.0,-36998000.0,65480000.0,1514000.0,658500.0,0.0,0.0,0.0,8.9479,0.0,0.0,-3.521,0.297,0.2663,0.516,5.0,0.652,1.1495,4.4517,20.4679,0.0,19.6585,45.1982,0.0,0.0,10.0,0.0778,0.0,54165000.0,-3848500.0,45670000.0,0.821,1.564,8.4702,0.4482,0.0033,0.0063,0.0017,0.0225,MLP,6.64,6.779999999999998,126328118.16
2016-06-30,18.0646,66.7619,17.1804,18.75,18.5,20.699,-0.067,1.1187,-0.4807,0.2068,0.0,0.0,20.699,0.0,-0.1561,41.918,0.0057,17978000.0,5.502,1144000.0,16834000.0,0.0,411000.0,1367000.0,15467000.0,445000.0,13365000.0,0.0,0.0,0.0,13365000.0,0.0,13365000.0,0.71,0.7,19003807.0,0.0,0.9364,0.768,0.7682,0.743,0.79,13810000.0,13810000.0,13365000.0,38181000.0,0.2181,7653000.0,30528000.0,0.0,2277000.0,5800000.0,24728000.0,2332000.0,20739000.0,0.0,0.0,0.0,20739000.0,0.0,20739000.0,1.1,1.09,19003807.0,,0.0,0.7996,0.665,0.6043,0.543,0.6624,25379000.0,23071000.0,20739000.0,0.102,2.372,0.747,1.3875,0.039,13.641,0.5849,31.0337,0.877,1.0627,0.0,0.0,0.0229,0.0,-409000.0,45078000.0,-40237000.0,67387000.0,1947500.0,872000.0,0.0,0.0,0.0,1.8556,0.0,0.0,-3.066,0.445,0.3768,0.604,8.0,0.82,1.217,8.8905,20.3622,0.0,19.6051,43.7856,0.0,0.0,8.0,0.0596,0.0,48451500.0,-6764250.0,46555250.0,1.331,2.009,9.8932,0.6679,0.0021,0.0049,0.0014,0.0225,MLP,7.22,6.327222222222222,137207486.54
2016-03-31,-0.2095,-0.5665,-0.2425,-0.1667,-0.1667,-1.2593,-0.0642,0.2566,-0.2011,0.3168,0.0,0.0,-1.2593,0.0,0.2955,-1.3689,0.0061,2976000.0,0.0651,1840000.0,1136000.0,0.0,754000.0,1913000.0,-777000.0,581000.0,-1358000.0,0.0,0.0,0.0,-1358000.0,0.0,-1358000.0,-0.07,-0.07,18903035.0,0.0,0.3817,-0.261,-0.2611,-0.456,-0.0212,-777000.0,-777000.0,-1358000.0,22968000.0,-0.3162,8391000.0,14577000.0,0.0,2353000.0,5694000.0,8883000.0,2503000.0,6548000.0,0.0,0.0,0.0,6548000.0,0.0,6548000.0,0.35,0.35,18903035.0,,0.0,0.6347,0.495,0.3941,0.285,0.4514,11359000.0,9051000.0,6548000.0,-0.62,2.453,-0.003,2.146,0.0408,-3.46,0.875,-1.3373,0.091,0.0464,0.0,0.0,0.2534,0.0,-40531000.0,46360000.0,-54037000.0,41575000.0,1956500.0,779000.0,0.0,0.0,0.0,-51.2136,0.0,0.0,-0.579,0.138,0.1335,0.394,4.0,0.485,1.5753,13.8416,35.3431,0.0,11.7393,29.484,0.0,0.0,17.0,0.1024,0.0,55478000.0,-11306750.0,47364250.0,0.548,1.215,3.6161,-0.7633,0.005,0.0081,0.0023,0.0225,MLP,5.85,5.469999999999999,110582754.75
