,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.0959,0.1029,0.3884,0.375,0.3542,0.0204,-0.0405,0.0262,0.3262,-0.0467,0.0886,0.0,0.3077,-33.2344,0.0,0.0773,0.1192,0.0067,116983000.0,0.0675,63055000.0,53928000.0,0.0,29479000.0,29479000.0,24449000.0,2999000.0,21106000.0,5194000.0,0.0,0.0,15912000.0,0.0,15912000.0,0.66,0.65,24145000.0,24584000.0,0.34,0.461,0.38,0.2061,0.136,-0.0353,44465000.0,24105000.0,15912000.0,479683000.0,0.1112,262121000.0,217562000.0,0.0,113999000.0,113999000.0,103563000.0,11875000.0,91409000.0,-73455000.0,0.0,0.0,164864000.0,0.0,164864000.0,6.86,6.77,24145000.0,24584000.0,1.12,0.4536,0.382,0.2153,0.344,0.1037,183236000.0,103284000.0,164864000.0,22.249,47.426,-0.171,13.0404,0.1857,0.5861,0.2668,8.0377,1.4211,0.515,0.0297,0.252,0.0,1145112000.0,1455488000.0,100817000.0,85698000.0,0.0,-1.1825,0.329,0.142,0.215,0.414,0.7689,67.7705,79.9688,0.0,4.758,5.5974,0.0,0.163,18.0,0.2377,0.0,1430206750.0,501111250.0,1158334000.0,2.059,19.867,8.6976,-0.6077,MGRC,63.27,64.68514294285713,1527654150.0
2018-03-31,0.1488,0.3715,0.8144,0.8182,0.7879,0.0102,0.206,0.016,0.3305,-0.0718,0.0599,0.0,0.0196,0.2543,0.0,0.0101,0.3931,0.0049,105085000.0,0.1081,54915000.0,50170000.0,0.0,28128000.0,28128000.0,22042000.0,2992000.0,19018000.0,4552000.0,0.0,0.0,14466000.0,0.0,14466000.0,0.6,0.59,24067000.0,24478000.0,0.26,0.4774,0.399,0.2094,0.138,0.1144,41938000.0,22010000.0,14466000.0,472282000.0,0.1107,259437000.0,212845000.0,0.0,111885000.0,111885000.0,100960000.0,11825000.0,89211000.0,-71202000.0,0.0,0.0,160413000.0,0.0,160413000.0,6.68,6.6,24067000.0,24478000.0,1.04,0.4507,0.381,0.2139,0.34,0.1143,179975000.0,101036000.0,160413000.0,22.034,46.269,0.5,12.4899,0.1848,0.5669,0.2616,7.3563,2.1535,0.433,0.0307,0.2677,0.0,1113544000.0,1409691000.0,95322000.0,81738500.0,0.0,-0.614,0.343,0.139,0.214,0.41,0.7961,65.4336,75.8097,0.0,4.9546,5.778,0.0,0.156,16.0,0.2369,0.0,1426977750.0,467403750.0,1150812500.0,2.243,19.624,8.5443,-0.5774,MGRC,53.689999,50.93529414705882,1292157205.933
2017-12-31,0.1088,0.1924,11.0941,10.9512,10.8049,0.0183,0.1646,0.0174,0.323,-0.07,0.0928,0.0,0.0196,0.0906,0.0,0.0479,0.1802,0.0049,122227000.0,0.1609,67538000.0,54689000.0,0.0,27903000.0,27903000.0,26786000.0,2898000.0,23949000.0,-93775000.0,0.0,0.0,117724000.0,0.0,117724000.0,4.9,4.84,24044000.0,24473000.0,0.26,0.4474,0.383,0.2196,0.963,0.2282,46838000.0,26847000.0,117724000.0,462034000.0,0.0895,255689000.0,206345000.0,0.0,111605000.0,111605000.0,94740000.0,11622000.0,83452000.0,-70468000.0,0.0,0.0,153920000.0,0.0,153920000.0,6.41,6.34,23999000.0,24269000.0,1.035,0.4466,0.375,0.2058,0.333,0.1115,173490000.0,95074000.0,153920000.0,21.801,46.262,1.16,12.6191,0.104,0.5788,0.2643,9.264,0.3504,0.053,0.031,0.2283,0.0,1112322000.0,1413235000.0,101374500.0,82306500.0,0.0,-0.3237,0.355,0.134,0.206,0.403,0.7951,68.261,83.6373,0.0,4.5577,5.6136,0.0,0.161,15.0,0.2416,0.0,1428733000.0,433989000.0,1146281500.0,2.147,19.252,8.1805,-0.5789,MGRC,46.98,46.63909106060606,1129587120.0
2017-09-30,0.1654,0.2521,0.3022,0.2963,0.2778,0.0078,-0.0349,0.01,0.0522,-0.0642,0.0328,0.0,0.0196,-0.4174,0.0,0.0873,0.2498,0.0043,135388000.0,0.1098,76613000.0,58775000.0,0.0,28489000.0,28489000.0,30286000.0,2986000.0,27336000.0,10574000.0,0.0,0.0,16762000.0,0.0,16762000.0,0.7,0.69,24015000.0,24228000.0,0.26,0.4341,0.369,0.224,0.124,0.1029,49995000.0,30322000.0,16762000.0,445090000.0,0.0495,244111000.0,200979000.0,0.0,110329000.0,110329000.0,90650000.0,11445000.0,79298000.0,33368000.0,0.0,0.0,45930000.0,0.0,45930000.0,1.92,1.91,24015000.0,24228000.0,1.03,0.4515,0.379,0.2039,0.103,0.1106,168819000.0,90743000.0,45930000.0,17.189,46.665,0.58,13.4548,0.057,0.7828,0.2794,10.1547,1.8937,0.371,0.0309,0.2104,0.0,1120665000.0,1442413000.0,105708500.0,77081000.0,0.0,-0.5612,0.114,0.04,0.204,0.39,2.5378,67.0521,88.085,0.0,4.2105,5.7743,0.0,0.536,15.0,0.2479,0.0,1429746000.0,401514750.0,1141387000.0,2.05,18.534,7.9286,-0.5777,MGRC,43.75,40.35285691428571,1050656250.0
2017-06-30,0.1247,0.2145,0.2624,0.2632,0.2632,0.006,-0.2826,0.0018,0.046,-0.0904,0.0071,0.0,0.0196,-0.9859,0.0,0.0655,0.2088,0.0036,109582000.0,0.0628,60371000.0,49211000.0,0.0,27365000.0,27365000.0,21846000.0,2949000.0,18908000.0,7447000.0,0.0,0.0,11461000.0,0.0,11461000.0,0.48,0.48,23985000.0,24092000.0,0.26,0.4491,0.376,0.1995,0.105,0.0012,41204000.0,21857000.0,11461000.0,431695000.0,0.0399,239058000.0,192637000.0,0.0,108041000.0,108041000.0,84596000.0,11399000.0,73239000.0,31199000.0,0.0,0.0,42040000.0,0.0,42040000.0,1.76,1.76,23985000.0,24092000.0,1.025,0.4462,0.378,0.1961,0.097,0.1371,163152000.0,84638000.0,42040000.0,16.776,46.452,0.005,13.7706,0.078,0.8209,0.2872,7.4117,2.0564,0.542,0.0313,0.2497,0.0,1114156000.0,1442572000.0,96199500.0,78055500.0,0.0,-0.9946,0.106,0.037,0.196,0.379,2.7999,69.6121,81.6241,0.0,4.4875,5.5306,0.0,0.582,14.0,0.2503,0.0,1432267000.0,395969250.0,1138514000.0,2.468,17.999,7.425,-0.4971,MGRC,34.630001,34.044999638888896,830600573.985
2017-03-31,0.0742,0.1137,0.2143,0.1786,0.2222,0.0134,-0.3466,-0.0014,0.0386,-0.1146,0.0073,0.0,0.02,-0.563,0.0,0.055,0.1097,0.0037,94837000.0,0.0121,51167000.0,43670000.0,0.0,27848000.0,27848000.0,15822000.0,2789000.0,13259000.0,5286000.0,0.0,0.0,7973000.0,0.0,7973000.0,0.33,0.33,23950000.0,24232000.0,0.255,0.4605,0.374,0.1692,0.084,0.1011,35453000.0,16048000.0,7973000.0,425218000.0,0.0421,238036000.0,187182000.0,0.0,106359000.0,106359000.0,80823000.0,11440000.0,69337000.0,29679000.0,0.0,0.0,39658000.0,0.0,39658000.0,1.66,1.66,23950000.0,24232000.0,1.02,0.4402,0.377,0.19,0.093,0.1603,160501000.0,80777000.0,39658000.0,16.561,45.701,0.4,13.5216,0.0701,0.8165,0.2864,5.754,3.2397,0.773,0.032,0.2936,0.0,1094549000.0,1416712000.0,92217500.0,71428000.0,0.0,-0.6289,0.101,0.035,0.19,0.374,3.2022,67.65,79.4451,0.0,4.611,5.9531,0.0,0.614,14.0,0.2501,0.0,1439889750.0,391206250.0,1137987750.0,2.846,17.754,7.0609,-0.4632,MGRC,33.57,35.3000003611111,804001500.0
2016-12-31,0.0549,0.0505,-0.1549,-0.1458,-0.1277,0.0028,-0.1887,-0.0211,0.038,-0.1443,0.0196,0.0,0.02,0.1238,0.0,0.0529,0.0573,0.0004,105283000.0,0.0,55960000.0,49323000.0,0.0,26627000.0,26627000.0,22696000.0,2721000.0,19795000.0,10061000.0,0.0,0.0,9734000.0,0.0,9734000.0,0.41,0.41,23927000.0,24033000.0,0.255,0.4685,0.401,0.2139,0.092,0.2429,42167000.0,22516000.0,9734000.0,424080000.0,0.0483,239913000.0,184167000.0,0.0,104908000.0,104908000.0,79259000.0,12207000.0,66931000.0,28680000.0,0.0,0.0,38251000.0,0.0,38251000.0,1.6,1.6,23900000.0,23976000.0,1.015,0.4343,0.378,0.1866,0.09,0.1899,160317000.0,79138000.0,38251000.0,16.479,45.634,1.069,13.6359,0.0356,0.8275,0.2892,8.2749,3.6386,0.622,0.0323,0.2529,0.0,1091873000.0,1417287000.0,95947000.0,75073500.0,0.0,-0.2778,0.099,0.034,0.187,0.373,3.6782,67.31,83.3807,0.0,4.4199,5.6489,0.0,0.634,16.0,0.2474,0.0,1450714000.0,387178000.0,1138393000.0,3.369,17.744,6.483,-0.4277,MGRC,39.189999,37.77470573529412,937699106.073
2016-09-30,0.0057,-0.0293,-0.0546,0.0,0.0,-0.0538,-0.07,-0.0036,0.0626,-0.0964,-0.0331,0.0,0.02,2.2424,0.0,0.0482,-0.0365,-0.0562,121993000.0,0.0791,71560000.0,50433000.0,0.0,26201000.0,26201000.0,24232000.0,2940000.0,21277000.0,8405000.0,0.0,0.0,12872000.0,0.0,12872000.0,0.54,0.54,23911000.0,24041000.0,0.255,0.4134,0.363,0.1985,0.106,0.196,44328000.0,24217000.0,12872000.0,424079000.0,0.0317,242479000.0,181600000.0,0.0,103570000.0,103570000.0,78030000.0,12396000.0,65659000.0,25624000.0,0.0,0.0,40035000.0,0.0,40035000.0,1.68,1.66,23911000.0,24041000.0,1.01,0.4282,0.379,0.1841,0.094,0.1832,160560000.0,78055000.0,40035000.0,16.336,46.351,1.0,14.4405,0.0457,0.884,0.3016,8.2371,2.5553,0.472,0.032,0.2148,0.0,1108303000.0,1452497000.0,105782000.0,71680000.0,0.0,-0.2732,0.104,0.035,0.184,0.371,3.7201,62.3113,89.5151,0.0,4.009,5.9163,0.0,0.601,14.0,0.2442,0.0,1470255750.0,383528000.0,1144461250.0,3.249,17.736,6.2968,-0.4783,MGRC,31.709999,31.770555416666664,758217786.089
2016-06-30,0.0694,0.0987,0.0694,0.1515,0.1875,-0.0885,0.073,0.0135,-0.0177,0.0769,0.0201,0.0,0.02,2.1705,0.0,0.0503,0.0977,-0.0858,103105000.0,0.0737,59349000.0,43756000.0,0.0,25683000.0,25683000.0,18073000.0,2990000.0,15006000.0,5927000.0,0.0,0.0,9079000.0,0.0,9079000.0,0.38,0.38,23900000.0,23949000.0,0.255,0.4244,0.374,0.1745,0.088,0.0882,38553000.0,17996000.0,9079000.0,415134000.0,0.01,233821000.0,181313000.0,0.0,102365000.0,102365000.0,78948000.0,11900000.0,66887000.0,26108000.0,0.0,0.0,40779000.0,0.0,40779000.0,1.68,1.66,23900000.0,23949000.0,1.005,0.4368,0.391,0.1898,0.098,0.1473,162313000.0,78787000.0,40779000.0,16.038,46.493,0.381,15.1933,0.0518,0.9473,0.3163,6.0187,3.6184,0.671,0.0321,0.2491,0.0,1111180000.0,1473063000.0,94917000.0,75207500.0,0.0,-0.7232,0.106,0.036,0.19,0.362,3.7129,64.869,84.2834,0.0,4.3737,5.5198,0.0,0.598,14.0,0.2466,0.0,1480371500.0,383244000.0,1145504250.0,2.559,17.37,6.6208,-0.596,MGRC,30.59,28.853611277777773,731101000.0
2016-03-31,0.0401,0.0512,-0.0409,0.0769,0.0385,-0.09,0.1419,0.0183,-0.023,0.1398,0.0282,0.0,0.0204,1.8299,0.0,0.047,0.0276,-0.0854,93699000.0,0.0389,53044000.0,40655000.0,0.0,26397000.0,26397000.0,14258000.0,3556000.0,10853000.0,4287000.0,0.0,0.0,6566000.0,0.0,6566000.0,0.28,0.27,23862000.0,23911000.0,0.25,0.4339,0.376,0.1538,0.07,0.2341,35269000.0,14409000.0,6566000.0,408055000.0,-0.0066,229580000.0,178475000.0,0.0,101135000.0,101135000.0,77340000.0,11257000.0,65914000.0,25724000.0,0.0,0.0,40190000.0,0.0,40190000.0,1.63,1.6,23862000.0,23911000.0,1.0,0.4374,0.396,0.1891,0.098,0.1086,161405000.0,77171000.0,40190000.0,15.946,45.901,0.919,15.3286,0.0445,0.9613,0.323,4.052,6.021,0.893,0.0327,0.2817,0.0,1095299000.0,1460009000.0,90622000.0,67143500.0,0.0,-0.4451,0.102,0.035,0.189,0.357,3.7117,57.2874,82.1882,0.0,4.5028,6.0774,0.0,0.613,13.0,0.2478,0.0,1469975500.0,394121500.0,1141687250.0,1.857,17.101,6.8554,-0.703,MGRC,25.08,25.223714257142866,598458960.0
