,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-04-30,0.0173,-0.4057,-0.3596,-0.3077,-0.2895,-0.0431,-0.1356,0.1489,0.1149,0.458,0.0416,0.1985,0.0833,-1.7036,0.0,0.0794,-0.4057,-0.0424,2089037000.0,0.1314,1683922000.0,405115000.0,0.0,315809000.0,373211000.0,31904000.0,13119000.0,18785000.0,-477000.0,0.0,0.0,19262000.0,0.0,19262000.0,0.54,0.54,37536106.0,37952140.0,0.26,0.1939,0.043,0.0153,0.009,-0.0124,89306000.0,31904000.0,19262000.0,8391124000.0,0.1178,6621731000.0,1769393000.0,0.0,1283046000.0,1504016000.0,265377000.0,50940000.0,214437000.0,-103466000.0,0.0,0.0,317903000.0,0.0,317903000.0,8.41,8.34,37536106.0,1.04,0.2109,0.058,0.0316,0.038,-0.0182,486347000.0,265377000.0,317903000.0,33.864,88.706,-0.688,35.8774,1.4301,1.0594,0.3881,2.4319,0.781,6.4283,0.481,0.0404,0.1512,0.0,-111010000.0,3329669000.0,-1801946000.0,4114839000.0,44144500.0,307661000.0,221656000.0,-1.2085,0.258,0.094,0.056,0.032,5.0,2.486,1.3205,13.9812,1.9594,10.5122,190.0831,27.2739,37.8565,0.124,18.0,0.1529,0.0,3871624500.0,1230447000.0,3375192750.0,-4.06,223.548,5.2096,0.1139,-1.363,CASY,96.599998,105.84571337142857,3625987764.527788
2018-01-31,0.0778,-0.1368,7.4504,7.8448,7.7586,-0.0365,-0.2835,0.1602,0.141,0.4131,0.2016,0.2189,0.0833,-1.7104,0.0,0.1051,-0.1368,-0.0412,2054603000.0,0.1608,1634679000.0,419924000.0,0.0,323041000.0,380083000.0,39841000.0,13470000.0,26371000.0,-166594000.0,0.0,0.0,192965000.0,0.0,192965000.0,5.13,5.08,37579497.0,38183599.0,0.26,0.2044,0.047,0.0194,0.094,-0.0592,96883000.0,39841000.0,192965000.0,8148547000.0,0.125,6386050000.0,1762497000.0,0.0,1259827000.0,1475342000.0,287155000.0,48183000.0,238972000.0,-89747000.0,0.0,0.0,328719000.0,0.0,328719000.0,8.68,8.58,37579497.0,1.02,0.2163,0.062,0.0352,0.04,-0.011,502670000.0,287155000.0,328719000.0,35.386,88.224,-3.237,34.984,3.6911,0.9886,0.3807,2.9578,1.033,0.282,0.051,0.0399,0.1572,0.0,15016000.0,3315422000.0,-1647143000.0,4030172000.0,38024500.0,262367000.0,232638000.0,-3.2353,0.272,0.101,0.0626,0.035,6.0,2.497,1.3362,13.181,1.8592,11.4484,214.2973,31.0578,35.0267,0.118,19.0,0.1546,0.0,3669634250.0,1210316750.0,3262736500.0,-2.392,216.835,5.9597,0.1166,-1.2046,CASY,121.110001,117.39323555882352,4551252919.249496
2017-10-31,0.0544,-0.0904,-0.1445,-0.1164,-0.1111,-0.0151,0.5803,0.1585,-0.0023,0.4133,0.2906,0.1616,0.0833,0.2308,0.0,0.0937,-0.0904,-0.0353,2153745000.0,0.1217,1686088000.0,467657000.0,0.0,322949000.0,377106000.0,90551000.0,12976000.0,77575000.0,28657000.0,0.0,0.0,48918000.0,0.0,48918000.0,1.29,1.28,37804649.0,38840288.0,0.26,0.2171,0.067,0.042,0.023,-0.0149,144708000.0,90551000.0,48918000.0,7863937000.0,0.1172,6131735000.0,1732202000.0,0.0,1229107000.0,1438732000.0,293470000.0,45272000.0,248198000.0,89609000.0,0.0,0.0,158589000.0,0.0,158589000.0,4.13,4.08,37804649.0,1.0,0.2203,0.064,0.0373,0.02,-0.0017,503095000.0,293470000.0,158589000.0,30.534,86.838,-0.85,34.7857,7.5436,1.1392,0.3845,6.9783,1.232,2.5435,0.202,0.0401,0.1499,0.0,108599000.0,3282863000.0,-1689622000.0,3845109000.0,37714000.0,279029000.0,224872500.0,-1.2583,0.134,0.05,0.0684,0.037,5.0,2.502,2.9053,14.2543,1.9725,11.2175,208.5151,28.1832,34.9706,0.242,18.0,0.1563,0.0,3480639000.0,1181742500.0,3143536000.0,-0.347,208.015,6.4824,0.0568,-1.0285,CASY,114.57,110.59621635135136,4331278635.929999
2017-07-31,0.0598,-0.0781,-0.1578,-0.1395,-0.1412,0.0059,-0.274,0.094,0.0363,0.2082,0.388,0.0982,0.0833,-0.66,0.0,0.0997,-0.0781,-0.0203,2093739000.0,0.0628,1617042000.0,476697000.0,0.0,321247000.0,373616000.0,103081000.0,11375000.0,91706000.0,34948000.0,0.0,0.0,56758000.0,0.0,56758000.0,1.48,1.46,38360104.0,39658116.0,0.26,0.2277,0.074,0.0492,0.027,0.013,155450000.0,103081000.0,56758000.0,7630247000.0,0.0833,5922184000.0,1708063000.0,0.0,1201447000.0,1405590000.0,302473000.0,42371000.0,260102000.0,93251000.0,0.0,0.0,166851000.0,0.0,166851000.0,4.3,4.24,38360104.0,0.98,0.2239,0.066,0.0396,0.022,-0.003,506616000.0,302473000.0,166851000.0,30.41,78.849,0.709,27.9631,4.1476,0.9196,0.3397,9.0621,0.994,2.0638,0.176,0.0421,0.1534,0.0,-2564000.0,3024675000.0,-1551670000.0,3496378000.0,38318500.0,275746000.0,215873000.0,-0.7678,0.14,0.055,0.0735,0.04,4.0,2.521,2.4876,13.4728,2.1308,10.8096,199.127,27.6713,35.346,0.228,16.0,0.1575,0.0,3316395000.0,1193012750.0,3026553250.0,-0.593,198.911,7.1387,0.0652,-1.0548,CASY,106.75,106.2671428,4094941102.0
2017-04-30,0.0258,-0.3264,-0.3606,-0.35,-0.3613,0.007,0.1658,0.1078,0.0948,0.1019,0.5611,-0.0163,0.0909,-0.1701,0.0,0.1141,-0.3264,0.0038,1846460000.0,0.1665,1448241000.0,398219000.0,0.0,292590000.0,344537000.0,53682000.0,10362000.0,43320000.0,13242000.0,0.0,0.0,30078000.0,0.0,30078000.0,0.78,0.76,39198171.0,39662539.0,0.24,0.2157,0.057,0.0291,0.016,0.0199,105629000.0,53682000.0,30078000.0,7506587000.0,0.054,5825426000.0,1681161000.0,0.0,1172328000.0,1369957000.0,311204000.0,41536000.0,269668000.0,92183000.0,0.0,0.0,177485000.0,0.0,177485000.0,4.54,4.48,39198171.0,0.96,0.224,0.068,0.0415,0.024,0.004,508833000.0,311204000.0,177485000.0,30.374,73.659,0.936,23.5643,1.9572,0.7758,0.3058,5.1807,0.821,4.7625,0.308,0.044,0.1585,0.0,-76693000.0,2887296000.0,-1478797000.0,3306878000.0,35472500.0,267555000.0,203316000.0,-0.7439,0.149,0.06,0.0768,0.041,4.0,2.537,2.5877,14.2907,2.1027,9.8047,211.6171,28.0562,36.9208,0.211,17.0,0.1562,0.0,3201179750.0,1188645500.0,2958702750.0,0.766,191.504,7.4924,0.0728,-0.9346,CASY,112.07,111.58382370588238,4392939023.969999
2017-01-31,0.0497,-0.3184,-0.4006,-0.4082,-0.4021,0.0131,-0.2348,0.1145,0.1605,0.0963,0.4429,0.1053,0.0909,-17.7444,0.0,0.1259,-0.3184,0.0041,1769993000.0,0.1303,1380364000.0,389629000.0,0.0,292321000.0,343473000.0,46156000.0,10559000.0,35597000.0,12762000.0,0.0,0.0,22835000.0,0.0,22835000.0,0.58,0.58,39194671.0,39631139.0,0.24,0.2201,0.055,0.0261,0.013,-0.0254,97308000.0,46156000.0,22835000.0,7243081000.0,0.007,5571919000.0,1671162000.0,0.0,1142358000.0,1333949000.0,337213000.0,41122000.0,296091000.0,101640000.0,0.0,0.0,194451000.0,0.0,194451000.0,4.96,4.91,39194671.0,0.94,0.2307,0.073,0.0466,0.027,0.0052,528494000.0,337213000.0,194451000.0,31.012,72.62,-1.145,23.7372,2.9525,0.7654,0.3126,4.3712,0.971,3.3257,0.414,0.0437,0.1652,0.0,-11054000.0,2846298000.0,-1385171000.0,3274191000.0,29241000.0,218555500.0,199707000.0,-1.5909,0.167,0.067,0.0847,0.047,6.0,2.51,2.2571,11.6142,1.7407,10.567,247.7029,33.1407,36.2685,0.19,16.0,0.1577,0.0,3117580250.0,1161856250.0,2885214250.0,0.958,184.798,8.2003,0.0797,-0.9145,CASY,114.900002,118.50470549999996,4503467776.289342
2016-10-31,0.0012,-0.2526,-0.2765,-0.2808,-0.28,0.0097,-0.4567,0.1222,0.1825,0.0999,0.0315,0.0185,0.0909,-2.149,0.0,0.1019,-0.2526,0.0048,1920055000.0,-0.0024,1476537000.0,443518000.0,0.0,295289000.0,343964000.0,99554000.0,10075000.0,89479000.0,32299000.0,0.0,0.0,57180000.0,0.0,57180000.0,1.46,1.44,39189804.0,39437408.0,0.24,0.231,0.077,0.0518,0.03,-0.0218,148229000.0,99554000.0,57180000.0,7039028000.0,-0.0356,5386326000.0,1652702000.0,0.0,1109662000.0,1293923000.0,358779000.0,40695000.0,318084000.0,108369000.0,0.0,0.0,209715000.0,0.0,209715000.0,5.36,5.3,39189804.0,0.92,0.2348,0.077,0.051,0.03,0.0114,542830000.0,358779000.0,209715000.0,30.605,72.025,-1.066,23.7424,4.5413,0.7758,0.3152,9.8813,1.101,1.377,0.164,0.0439,0.1538,0.0,38978000.0,2822660000.0,-1326845000.0,3188133000.0,32427500.0,248501500.0,206170500.0,-1.5306,0.187,0.075,0.0933,0.051,6.0,2.506,2.2039,13.0126,1.7075,10.7889,217.0697,28.3259,34.1418,0.172,14.0,0.1576,0.0,3043507250.0,1118762250.0,2808756750.0,2.042,179.614,8.8163,0.0868,-0.8269,CASY,112.989998,117.09277816666668,4428055875.580392
2016-07-31,0.0937,0.0328,0.0904,0.0818,0.0828,0.0108,0.5314,0.1299,0.2217,0.0402,-0.0464,-0.0444,0.0909,11.2865,0.0,0.1083,0.0328,0.0049,1970079000.0,-0.0383,1520284000.0,449795000.0,0.0,292128000.0,337983000.0,111812000.0,10540000.0,101272000.0,33880000.0,0.0,0.0,67392000.0,0.0,67392000.0,1.72,1.7,39156462.0,39426293.0,0.24,0.2283,0.08,0.0568,0.034,0.0406,157667000.0,111812000.0,67392000.0,7043573000.0,-0.0639,5391399000.0,1652174000.0,0.0,1082351000.0,1259744000.0,392430000.0,40629000.0,351801000.0,120233000.0,0.0,0.0,231568000.0,0.0,231568000.0,5.93,5.86,39156462.0,0.9,0.2346,0.081,0.0557,0.033,0.0225,569713000.0,392430000.0,231568000.0,29.345,70.417,2.043,22.6739,4.8393,0.7727,0.3076,10.6083,1.036,2.3942,0.14,0.0446,0.1483,0.0,15217000.0,2757288000.0,-1301707000.0,3035517000.0,32873500.0,256514500.0,210551000.0,-0.5043,0.216,0.085,0.107,0.056,7.0,2.582,2.2817,13.9835,1.6631,10.6632,214.2629,27.4588,33.453,0.152,15.0,0.1537,0.0,2967663250.0,1071261000.0,2728397250.0,4.039,179.883,9.6589,0.0999,-0.7007,CASY,133.53999299999998,127.7679411470588,5228953661.384766
2016-04-30,0.1203,0.1092,0.1379,0.1321,0.1333,0.0118,0.1295,0.1037,0.2316,-0.018,0.2252,0.0388,0.1,0.0839,0.0,0.1293,0.1092,0.0051,1582954000.0,-0.0429,1194734000.0,388220000.0,0.0,262620000.0,308529000.0,79691000.0,9948000.0,69743000.0,22699000.0,0.0,0.0,47044000.0,0.0,47044000.0,1.2,1.19,39050570.0,39385492.0,0.22,0.2453,0.079,0.0503,0.03,0.0279,125290000.0,79691000.0,47044000.0,7122086000.0,-0.0831,5508465000.0,1613621000.0,0.0,1053805000.0,1224742000.0,388879000.0,40173000.0,348706000.0,122724000.0,0.0,0.0,225982000.0,0.0,225982000.0,5.79,5.73,39050570.0,0.88,0.2266,0.079,0.0546,0.032,0.0119,559816000.0,388879000.0,225982000.0,27.745,66.518,1.132,21.4656,1.9404,0.7737,0.3075,8.0108,0.841,2.6118,0.183,0.0472,0.1659,0.0,-61686000.0,2597582000.0,-1316800000.0,2972480000.0,25155000.0,233892000.0,201159500.0,-0.6402,0.222,0.085,0.1067,0.055,7.0,2.692,2.0904,12.3616,1.4196,10.5054,283.128,30.4503,35.4052,0.152,13.0,0.148,0.0,2920125750.0,1017975500.0,2645471000.0,2.168,182.381,9.6801,0.1032,-0.8207,CASY,112.0,110.21171394285713,4373663840.0
2016-01-31,0.0573,-0.0572,-0.031,-0.0297,-0.0396,0.0059,0.7575,0.1185,0.2356,-0.027,0.0776,0.1274,0.1,0.9396,0.0,0.0873,-0.0572,0.0061,1565940000.0,-0.0634,1194771000.0,371169000.0,0.0,259625000.0,303447000.0,67722000.0,10132000.0,57590000.0,19491000.0,0.0,0.0,38099000.0,0.0,38099000.0,0.98,0.97,39033987.0,39118151.0,0.22,0.237,0.071,0.0432,0.024,-0.0015,111644000.0,67722000.0,38099000.0,7192990000.0,-0.1046,5621046000.0,1571944000.0,0.0,1023728000.0,1190912000.0,381032000.0,40393000.0,340639000.0,120358000.0,0.0,0.0,220281000.0,0.0,220281000.0,5.66,5.59,39033987.0,0.86,0.2185,0.076,0.053,0.031,0.0113,548266000.0,381032000.0,220281000.0,26.724,65.137,-0.061,21.7412,1.3722,0.8136,0.3178,6.684,0.847,2.6048,0.224,0.0479,0.1658,0.0,-55026000.0,2542568000.0,-1322693000.0,2977899000.0,23078500.0,190671500.0,179001000.0,-1.0241,0.228,0.085,0.1047,0.053,7.0,2.786,2.0805,10.4857,1.2148,9.6272,311.6749,37.7245,40.1841,0.152,14.0,0.1423,0.0,2872788750.0,965917000.0,2581425250.0,2.082,184.275,9.4331,0.1018,-0.8227,CASY,120.739998,119.089688,4712963512.312026
