,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2015-12-31,0.0,-4.5472,-4.0266,-1.0,-1.0,1.6319,-3.6852,0.9891,8.1351,-0.1591,0.0,0.0,0.0,-3.6852,2.6522,6.4521,-4.8811,1.6319,0.0,0.0,0.0,0.0,1163678.0,3368756.0,4532434.0,-4532434.0,0.0,-3936894.0,17615.0,0.0,0.0,-3954509.0,0.0,-3954509.0,-0.12,-0.12,33971913.0,33971913.0,0.0,0.0,0.0,0.0,-3936645.0,-3936894.0,-3954509.0,0.0,0.0,0.0,0.0,3116789.0,7753681.0,10870470.0,-10870470.0,-5184.0,-15258306.0,17615.0,0.0,0.0,-15275921.0,0.0,-15275921.0,-0.67,-0.67,33971913.0,33971913.0,0.0,0.0,0.0,0.0,-15262495.0,-15263490.0,-15275921.0,0.338,0.413,-0.096,0.0024,0.4078,0.0072,0.0059,0.0,5.537,0.8211,0.0,0.0,0.0,0.0,11490557.0,14023960.0,11490292.0,-2279170.0,0.0,1868635.5,0.0,0.0,-1.718,-1.394,0.0,3.0,0.0,0.4439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,-1825236.0,8892989.0,10959284.0,-0.2,0.0,2944.3461,-1.3293,0.0,AVXL,5.57,6.257285714285715,189223555.41
2015-09-30,0.0,0.4481,0.3546,0.7558,0.7558,0.7608,-0.5633,1.1037,37.2778,-0.5545,0.0,0.0,0.0,-0.5622,1.1698,9.9043,-5.2042,0.7608,0.0,0.0,0.0,0.0,746503.0,3220234.0,3966737.0,-3966737.0,-1702.0,-5356309.0,0.0,0.0,0.0,-5356309.0,0.0,-5356309.0,-0.21,-0.21,18584820.0,18584820.0,0.0,0.0,0.0,0.0,-5357762.0,-5358011.0,-5356309.0,0.0,0.0,0.0,0.0,2271736.0,4836978.0,7108714.0,-7108714.0,71825.0,-12108130.0,0.0,0.0,0.0,-12108130.0,0.0,-12108130.0,-0.65,-0.65,18584820.0,18584820.0,0.0,0.0,0.0,0.0,-12035310.0,-12036305.0,-12108130.0,0.689,0.832,-0.077,0.0046,0.8228,0.0067,0.0055,3148.0676,5.814,0.2676,0.0,0.0,0.0,0.0,12808083.0,15469913.0,12807751.0,-2396071.0,0.0,1876405.0,0.0,0.0,-1.973,-1.314,0.0,4.0,0.0,0.3491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,-1568010.0,6138446.0,9215919.0,-0.227,0.0,-167.5782,-0.9453,0.0,AVXL,1.41,1.329722222222222,26204596.2
2015-06-30,0.0,-3.239,-3.202,-0.8333,-0.8333,0.9455,-0.4899,-0.1433,-0.5444,-0.5418,0.0,0.0,0.0,-0.4899,2.0167,-0.0277,-0.5147,0.9455,0.0,0.0,0.0,0.0,799462.0,713498.0,1512960.0,-1512960.0,-1254.0,-4240244.0,0.0,0.0,0.0,-4240244.0,0.0,-4240244.0,-0.22,-0.22,19095055.0,19095055.0,0.0,0.0,0.0,0.0,-4241250.0,-4241498.0,-4240244.0,0.0,0.0,0.0,0.0,1869281.0,1912063.0,3781344.0,-3781344.0,63758.0,-16450861.0,-1400000.0,0.0,0.0,-15050861.0,0.0,-15050861.0,-1.26,-1.26,19095055.0,19095055.0,0.0,0.0,0.0,0.0,-16386165.0,-16387103.0,-15050861.0,0.344,0.418,-0.075,0.0048,0.4169,0.0141,0.0116,3382.3748,5.902,0.3373,0.0,0.0,0.0,0.0,6625818.0,7978886.0,6567856.0,-1241496.0,0.0,1481179.0,0.0,0.0,-5.043,-2.094,0.0,3.0,0.0,0.2465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1258422.0,2984352.0,7186816.0,-0.194,0.0,-257.0203,-2.271,0.0002,AVXL,0.45,0.39999999999999997,8592774.75
2015-03-31,0.0,-0.7036,-0.6929,0.0,0.0,0.5128,-0.9287,-0.3817,-0.6306,-0.5357,0.0,0.0,0.0,-0.9287,2.446,-0.5003,0.1595,0.5128,0.0,0.0,0.0,0.0,407146.0,451193.0,858339.0,-858339.0,-2228.0,-1724859.0,0.0,0.0,0.0,-1724859.0,0.0,-1724859.0,-0.12,-0.12,14326945.0,14326945.0,0.0,0.0,0.0,0.0,-1726838.0,-1727087.0,-1724859.0,0.0,0.0,0.0,0.0,1334834.0,1932383.0,3267217.0,-3267217.0,73504.0,-13219707.0,-1400000.0,0.0,0.0,-11819707.0,0.0,-11819707.0,-1.16,-1.16,14326945.0,14326945.0,0.0,0.0,0.0,0.0,-13145321.0,-13146203.0,-11819707.0,0.328,0.444,-0.047,0.0063,0.4405,0.0192,0.0142,775.1737,4.163,0.3886,0.0,0.0,0.0,0.0,4834277.0,6364377.0,4700550.0,-1384205.0,0.0,1563772.0,0.0,0.0,-3.7,-1.572,0.0,2.0,0.0,0.2741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1090043.0,3194184.0,7520573.0,-0.226,0.0,-178.8502,-2.4441,0.0002,AVXL,0.21,0.18638888888888888,3008658.4499999997
2014-12-31,0.0,-2.9609,-3.1936,-2.5,-0.5,0.1752,-0.5933,45.727,1.2079,-0.5093,0.0,0.0,0.0,-0.5848,60.5106,0.4849,-1.4892,0.3774,0.0,0.0,0.0,0.0,318625.0,452053.0,770678.0,-770678.0,77009.0,-786718.0,0.0,0.0,0.0,-786718.0,0.0,-786718.0,-0.06,-0.06,12907598.0,12907598.0,0.0,0.0,0.0,0.0,-709460.0,-709709.0,-786718.0,0.0,0.0,0.0,0.0,1045840.0,2384205.0,3430045.0,-3430045.0,80811.0,-12513708.0,-1400000.0,0.0,0.0,-11113708.0,0.0,-11113708.0,-1.16,-1.16,12907598.0,12907598.0,0.0,0.0,0.0,0.0,-12432072.0,-12432897.0,-11113708.0,0.037,0.546,-0.054,0.0076,0.5408,0.2078,0.0139,-9.2159,4.97,0.881,0.0,0.0,0.0,0.0,5630348.0,7050498.0,471128.0,-1250266.0,0.0,1470308.5,0.0,0.0,-2.697,-1.307,0.0,4.0,0.0,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-891400.0,4120655.0,8502609.0,-0.226,0.0,-153.8515,-1.9732,0.0002,AVXL,0.19,0.18857142857142864,2452443.62
2014-09-30,0.0,-2.2593,-1.777,-1.15,-1.15,0.1438,-0.8923,17.6898,1.0674,-0.0891,0.0,0.0,0.0,-0.8938,2.5373,-0.7846,0.5646,0.1438,0.0,0.0,0.0,0.0,344048.0,295319.0,639367.0,-639367.0,-9769.0,-9699040.0,-1400000.0,0.0,0.0,-8299040.0,0.0,-8299040.0,-0.86,-0.86,10554478.0,10554478.0,0.0,0.0,0.0,0.0,-9708617.0,-9708809.0,-8299040.0,0.0,0.0,0.0,0.0,732395.0,2236580.0,2968975.0,-2968975.0,7089.0,-11368353.0,-1400000.0,0.0,0.0,-9968353.0,0.0,-9968353.0,-1.02,-1.02,9804539.0,9804539.0,0.0,0.0,0.0,0.0,-11360496.0,-11361264.0,-9968353.0,0.018,0.697,-0.087,0.0182,0.6881,0.9971,0.0261,993.8386,5.101,0.1105,0.0,0.0,0.0,0.0,5910106.0,7353502.0,190379.0,-1157720.0,0.0,1495440.5,0.0,0.0008,-2.781,-1.471,0.0,4.0,0.0,0.2668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-970288.0,3584810.0,6777706.0,-0.272,0.0,-1602.661,-1.686,0.0011,AVXL,0.18,0.23750000000000002,1899806.04
2014-06-30,0.0,-6.3,-5.6421,-2.0,-2.0,0.2983,-28.8231,2675.4126,2.6064,-0.7335,0.0,0.0,0.0,-28.8231,5.7916,7.4385,-6.9284,0.2983,0.0,0.0,0.0,0.0,265015.0,733818.0,998833.0,-998833.0,8492.0,-1009090.0,0.0,0.0,0.0,-1009090.0,0.0,-1009090.0,-0.12,-0.12,9815025.0,9815025.0,0.0,0.0,0.0,0.0,-1000406.0,-1000598.0,-1009090.0,0.0,0.0,0.0,0.0,485610.0,3312405.0,3798015.0,-3798015.0,26561.0,-4657818.0,0.0,0.0,0.0,-4657818.0,0.0,-4657818.0,-0.6,-0.68,9815025.0,9815025.0,0.0,0.0,0.0,0.0,-4630681.0,-4631257.0,-4657818.0,0.755,0.949,-0.098,0.0206,0.8334,0.0273,0.0217,-117.8283,4.306,0.9514,0.0,0.0,0.0,0.0,6294458.0,9313916.0,6293367.0,-567981.0,0.0,2251275.5,0.0,0.0,-1.595,-0.925,0.0,4.0,0.0,0.4781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1104213.0,2920851.0,5037693.0,-0.227,0.0,-174.3631,-0.7398,0.001,AVXL,0.35,0.3262857142857143,3435258.75
2014-03-31,0.0,-10.3218,-8.6028,0.0,0.0,0.2527,-1.6877,21133.538,2.9559,-0.7442,0.0,0.0,0.0,-1.6877,209.9857,6.1356,-7.0337,0.2527,0.0,0.0,0.0,0.0,118152.0,903015.0,1021167.0,-1021167.0,5079.0,-1018860.0,0.0,0.0,0.0,-1018860.0,0.0,-1018860.0,-0.12,-0.12,9470302.0,9470302.0,0.0,0.0,0.0,0.0,-1013589.0,-1013781.0,-1018860.0,0.0,0.0,0.0,0.0,259616.0,2665548.0,2925164.0,-2925164.0,32924.0,-3800652.0,0.0,0.0,0.0,-3800652.0,0.0,-3800652.0,-0.52,-0.6,9470302.0,9470302.0,0.0,0.0,0.0,0.0,-3767344.0,-3767728.0,-3800652.0,0.888,1.087,-0.037,0.0206,0.9708,0.0232,0.0189,-199.6025,4.897,0.3411,0.0,0.0,0.0,0.0,7338711.0,10292520.0,7337700.0,-589632.0,0.0,2181794.0,0.0,0.0,-21.075,-1.402,0.0,4.0,0.0,0.3418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,-1661570.0,180339.0,2710084.0,-0.137,0.0,-114.4371,-0.5178,0.0018,AVXL,0.45,0.39257142857142857,4261635.9
2013-12-31,0.0,1.8173,1.7908,2.0,0.0,0.4528,-2.3061,0.8884,0.5955,-0.6655,0.0,0.0,0.0,-2.3238,-0.9592,0.0574,0.2546,0.2395,0.0,0.0,0.0,0.0,5180.0,304428.0,309608.0,-309608.0,3287.0,358637.0,0.0,0.0,0.0,358637.0,0.0,358637.0,0.04,-0.04,9371198.0,10983440.0,0.0,0.0,0.0,0.0,362116.0,361924.0,358637.0,0.0,0.0,0.0,0.0,142024.0,1889084.0,2031108.0,-2031108.0,44403.0,-2887892.0,0.0,0.0,0.0,-2887892.0,0.0,-2887892.0,-0.4,-0.48,9371198.0,10983440.0,0.0,0.0,0.0,0.0,-2843186.0,-2843489.0,-2887892.0,-0.178,0.016,-0.047,0.0214,0.0102,-0.12,1.3279,110.1077,0.082,-1.2129,0.0,0.0,0.0,0.0,-1672389.0,150887.0,-1672389.0,-1565817.0,0.0,2215182.5,0.0,0.0053,1.039,-21.068,0.0,4.0,0.0,0.3743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-2182658.0,-2780404.0,137076.0,-0.116,0.0,-64.0382,1.729,0.0022,AVXL,0.25,0.37028571428571433,2342799.5
2013-09-30,0.0,-3.4567,-3.4118,-9.0,-9.0,0.2204,-0.9232,28.9133,0.2974,-0.2948,0.0,0.0,0.0,-0.9232,-0.1389,1.603,-1.2894,0.2204,0.0,0.0,0.0,0.0,97263.0,1371144.0,1468407.0,-1468407.0,9703.0,-2988505.0,0.0,0.0,0.0,-2988505.0,0.0,-2988505.0,-0.4,-0.4,9227926.0,9227926.0,0.0,0.0,0.0,0.0,-2978802.0,-2978802.0,-2988505.0,0.0,0.0,0.0,0.0,263847.0,1873520.0,2137367.0,-2137367.0,51341.0,-3700046.0,0.0,0.0,0.0,-3700046.0,0.0,-3700046.0,-0.48,-0.48,7977110.0,7977110.0,0.0,0.0,0.0,0.0,-3648129.0,-3648705.0,-3700046.0,-0.267,0.043,-0.053,0.0229,0.0374,-0.0856,0.5359,-306.998,0.201,0.1621,0.0,0.0,0.0,0.0,-1559211.0,393449.0,-2463211.0,-1693422.0,0.0,2165560.5,0.0,0.0,1.158,-31.007,0.0,4.0,0.0,0.2102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,-2493573.0,-3195013.0,119329.0,-0.097,0.0,-71.0681,2.373,0.0,AVXL,0.65,0.6477142857142856,5998151.9
2013-06-30,0.0,0.9696,0.9666,0.9375,0.9375,0.0665,0.8651,-0.8428,-0.5161,14.4612,0.0,0.0,0.0,0.8651,-0.901,-0.712,0.8191,0.0665,0.0,0.0,0.0,0.0,39021.0,86961.0,125982.0,-125982.0,14855.0,-151924.0,0.0,0.0,0.0,-151924.0,0.0,-151924.0,-0.04,-0.04,7560172.0,7560172.0,0.0,0.0,0.0,0.0,-137069.0,-137069.0,-151924.0,0.0,0.0,0.0,0.0,279541.0,1028169.0,1309853.0,-1309853.0,51122.0,-1388924.0,0.0,0.0,0.0,-1388924.0,0.0,-1388924.0,-0.12,-0.12,7560172.0,7560172.0,0.0,0.0,0.0,0.0,-1336762.0,-1337802.0,-1388924.0,-0.47,0.0,-0.004,0.1002,0.0002,-0.2132,217.7011,-9.2271,0.001,0.2119,0.0,0.0,0.0,0.0,-3553364.0,3480.0,-3553364.0,-2797409.0,0.0,2485083.5,0.0,0.0,0.421,-57.263,0.0,2.0,0.0,0.3924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,-2717101.0,-3298003.0,24255.0,-0.072,0.0,-26.1688,0.3909,0.0,AVXL,0.6,0.6273529411764707,4536103.2
2013-03-31,0.0,0.8958,0.8834,1.0,1.0,0.106,-0.1324,-0.9975,-0.0607,-0.366,0.0,0.0,0.0,-0.1324,-0.9987,-0.6529,0.84,0.106,0.0,0.0,0.0,0.0,560.0,126551.0,127111.0,-127111.0,16558.0,-106100.0,0.0,0.0,0.0,-106100.0,0.0,-106100.0,0.0,0.0,7560172.0,7560172.0,0.0,0.0,0.0,0.0,-89431.0,-89542.0,-106100.0,0.0,0.0,0.0,0.0,634483.0,1243125.0,1880216.0,-1880216.0,75823.0,-5779618.0,0.0,0.0,0.0,-5779618.0,0.0,-5779618.0,-0.72,-0.72,7560172.0,7560172.0,0.0,0.0,0.0,0.0,-5702290.0,-5703795.0,-5779618.0,-0.454,0.0,-0.017,0.1007,0.0001,-0.2216,1563.2279,-5.4078,0.0,1.2187,0.0,0.0,0.0,0.0,-3434788.0,487.0,-3434788.0,-2673983.0,0.0,2296365.0,0.0,0.0,1.953,-199.857,0.0,1.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,-2559494.0,-2959109.0,28919.0,-0.099,0.0,-75.2251,1.6827,0.0,AVXL,0.71,0.6893939393939394,5367722.12
2012-12-31,0.0,0.7921,0.7915,0.875,0.875,0.131,0.8791,-0.0555,-0.186,-0.4819,0.0,0.0,0.0,0.8791,-0.926,-0.3682,0.81,0.131,0.0,0.0,0.0,0.0,127003.0,287909.0,415377.0,-415377.0,10715.0,-453517.0,0.0,0.0,0.0,-453517.0,0.0,-453517.0,-0.04,-0.04,7560172.0,7560172.0,0.0,0.0,0.0,0.0,-442337.0,-442802.0,-453517.0,0.0,0.0,0.0,0.0,1063530.0,1481161.0,2547764.0,-2547764.0,110276.0,-6583719.0,0.0,0.0,0.0,-6583719.0,0.0,-6583719.0,-0.84,-0.84,7560172.0,7560172.0,0.0,0.0,0.0,0.0,-6471584.0,-6473443.0,-6583719.0,-0.44,0.011,-0.017,0.0792,0.0106,-0.18,7.4969,-41.3254,0.023,0.2901,0.0,0.0,0.0,0.0,-3328799.0,79900.0,-3328799.0,-2809477.0,0.0,2103441.5,0.0,0.0,2.324,-85.981,0.0,2.0,0.0,0.1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,-2367572.0,-2832500.0,76572.0,-0.097,0.0,-58.7022,1.9779,0.0,AVXL,0.79,0.956764705882353,5972535.88
2012-09-30,0.0,0.503,0.5234,0.8,0.8,0.1652,0.7269,-0.9352,-1.1591,-0.6555,0.0,0.0,0.0,0.7269,-0.8091,-0.1531,0.4762,0.1652,0.0,0.0,0.0,0.0,112957.0,526748.0,641383.0,-641383.0,8994.0,-677383.0,0.0,0.0,0.0,-677383.0,0.0,-677383.0,-0.04,-0.04,7561489.0,7561489.0,0.0,0.0,0.0,0.0,-667925.0,-668389.0,-677383.0,0.0,0.0,0.0,0.0,2653860.0,1648966.0,4315528.0,-4315528.0,144304.0,-8301705.0,0.0,0.0,0.0,-8301705.0,0.0,-8301705.0,-1.16,-1.16,7042196.0,7042196.0,0.0,0.0,0.0,0.0,-8155543.0,-8157401.0,-8301705.0,-0.38,0.002,-0.033,0.0395,0.0015,-0.104,22.7325,-74.315,0.004,0.3719,0.0,0.0,0.0,0.0,-2875747.0,13153.0,-2875747.0,-2587533.0,0.0,1499674.0,0.0,0.0,3.168,-106.781,0.0,1.0,0.0,0.2039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-1998773.0,-2620652.0,77745.0,-0.24,0.0,-56.5293,2.8874,0.0,AVXL,0.77,0.9776470588235299,5822346.53
2012-06-30,0.0,-1.8642,-1.8771,-1.6667,-1.6667,0.121,0.8021,-0.9827,-1.013,-0.9408,0.0,0.0,0.0,0.8021,-0.4936,-0.6402,0.5739,0.121,0.0,0.0,0.0,0.0,393963.0,301917.0,696345.0,-696345.0,39556.0,-4542618.0,0.0,0.0,0.0,-4542618.0,0.0,-4542618.0,-0.64,-0.64,7088863.0,7088863.0,0.0,0.0,0.0,0.0,-4502597.0,-4503062.0,-4542618.0,0.0,0.0,0.0,0.0,3132679.0,1744158.0,4901689.0,-4901689.0,211844.0,-9048773.0,0.0,0.0,0.0,-9048773.0,0.0,-9048773.0,-1.28,-1.28,7088863.0,7088863.0,0.0,0.0,0.0,0.0,-8835153.0,-8836929.0,-9048773.0,-0.31,0.003,-0.034,0.0069,0.0026,-0.0223,2.2137,-113.8402,0.01,0.0525,0.0,0.0,0.0,0.0,-2198828.0,22135.0,-2198828.0,-2166983.0,0.0,1769105.0,0.0,0.0,4.137,-72.265,0.0,1.0,0.0,0.2612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-1454186.0,-2187461.0,125217.0,-0.333,0.0,-41.7143,4.1172,0.0,AVXL,1.0,0.9880000000000001,7088863.0
2012-03-31,0.0,0.5631,0.5385,0.625,0.625,0.0865,0.8061,1.9475,-1.1949,5.0035,0.0,0.0,0.0,0.8061,-0.4117,-0.696,0.5916,0.0865,0.0,0.0,0.0,0.0,429607.0,364587.0,794659.0,-794659.0,51011.0,-910201.0,0.0,0.0,0.0,-910201.0,0.0,-910201.0,-0.12,-0.12,6835744.0,6835744.0,0.0,0.0,0.0,0.0,-858725.0,-859190.0,-910201.0,0.0,0.0,0.0,0.0,3516687.0,2281367.0,5839755.0,-5839755.0,179009.0,-6085039.0,0.0,0.0,0.0,-6085039.0,0.0,-6085039.0,-0.88,-0.88,6835744.0,6835744.0,0.0,0.0,0.0,0.0,-5904342.0,-5906030.0,-6085039.0,-0.428,0.028,-0.017,0.1757,0.0261,-0.41,6.2831,-16.8432,0.061,0.1254,0.0,0.0,0.0,0.0,-2929859.0,191100.0,-2929859.0,-1906294.0,0.0,1506168.0,0.0,0.0,3.234,-13.846,0.0,3.0,0.0,0.5474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,-1254492.0,-1881377.0,439492.0,-0.487,0.0,-32.9929,2.078,0.0,AVXL,1.25,1.6154285714285714,8544680.0
2011-12-31,0.0,-0.1349,-0.1526,0.0,0.0,0.1019,-0.0038,-0.8271,-23.7333,4.7805,0.0,0.0,0.0,-0.0038,2.4534,-0.4729,-0.5992,0.1019,0.0,0.0,0.0,0.0,1717333.0,455714.0,2186294.0,-2186294.0,44743.0,-2174656.0,0.0,0.0,0.0,-2174656.0,0.0,-2174656.0,-0.32,-0.32,6684714.0,6684714.0,0.0,0.0,0.0,0.0,-2129449.0,-2129913.0,-2174656.0,0.0,0.0,0.0,0.0,3817322.0,3116001.0,6991073.0,-6991073.0,133691.0,-7147224.0,0.0,0.0,0.0,-7147224.0,0.0,-7147224.0,-1.08,-1.08,6684714.0,6684714.0,0.0,0.0,0.0,0.0,-7011903.0,-7013533.0,-7147224.0,-0.371,0.013,-0.163,0.1729,0.0014,-0.4659,13.6665,-47.6033,0.032,0.5004,0.0,0.0,0.0,0.0,-2483266.0,84593.0,-2483266.0,-1334281.0,0.0,890116.0,0.0,0.0,4.907,-17.521,0.0,1.0,0.0,0.5325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,-1036018.0,-1456477.0,407925.0,-0.569,0.0,-52.4608,2.8804,0.0,AVXL,1.22,1.355,8155351.08
2011-09-30,0.0,0.4935,0.4907,0.6154,0.6154,0.1513,0.4454,-0.3844,0.6648,-0.6518,0.0,0.0,0.0,0.4465,-0.4564,-0.2873,0.3758,0.1513,0.0,0.0,0.0,0.0,591776.0,621940.0,1224391.0,-1224391.0,76534.0,-1421298.0,0.0,0.0,0.0,-1421298.0,0.0,-1421298.0,-0.2,-0.2,6489604.0,6489604.0,0.0,0.0,0.0,0.0,-1344382.0,-1344764.0,-1421298.0,0.0,0.0,0.0,0.0,2597279.0,3524793.0,6171881.0,-6171881.0,98947.0,-7307147.0,0.0,0.0,0.0,-7307147.0,0.0,-7307147.0,-1.16,-1.16,6292266.0,6292266.0,0.0,0.0,0.0,0.0,-7206543.0,-7208200.0,-7307147.0,-0.176,0.031,-0.142,0.1337,0.0208,-0.7597,4.2746,-17.5708,0.149,0.6491,0.0,0.0,0.0,0.0,-1144838.0,203039.0,-1144838.0,-409187.0,0.0,603893.5,0.0,0.0,8.501,-14.353,0.0,4.0,0.0,0.5202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,-781805.0,-859565.0,509099.0,-0.604,0.0,-72.8491,6.3963,0.0,AVXL,1.95,1.8797222222222223,12654727.799999999
2011-06-30,0.0,0.1586,0.1968,0.3333,0.3333,0.1952,-0.0973,-0.186,0.888,-0.7678,0.0,0.0,0.0,-0.0973,0.2688,0.2225,-0.2559,0.1952,0.0,0.0,0.0,0.0,777971.0,839126.0,1634411.0,-1634411.0,6721.0,-1578884.0,0.0,0.0,0.0,-1578884.0,0.0,-1578884.0,-0.24,-0.24,6323525.0,6323525.0,0.0,0.0,0.0,0.0,-1571786.0,-1572163.0,-1578884.0,0.0,0.0,0.0,0.0,3094090.0,3775477.0,6909041.0,-6909041.0,158028.0,-8228667.0,0.0,0.0,0.0,-8228667.0,0.0,-8228667.0,-1.4,-1.4,6323525.0,6323525.0,0.0,0.0,0.0,0.0,-8069024.0,-8070639.0,-8228667.0,-0.154,0.202,-0.191,0.1309,0.1934,-0.8505,0.6472,-233.918,0.567,0.7638,0.0,0.0,0.0,0.0,-976269.0,1279234.0,-976269.0,-1368207.0,0.0,1571046.5,0.0,0.0,6.262,-15.216,0.0,3.0,0.0,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,-862654.0,-1314020.0,540802.0,-0.719,0.0,-51.0709,8.4531,0.0007,AVXL,2.3,2.948055555555555,14544107.499999998
2011-03-31,0.0,-0.1709,-0.1507,0.0,0.0,0.1959,0.4396,-0.717,0.8174,-0.9441,0.0,0.0,0.0,0.4396,-0.1047,0.7089,-0.2823,0.1959,0.0,0.0,0.0,0.0,730242.0,1199221.0,1945977.0,-1945977.0,5693.0,-1972386.0,0.0,0.0,0.0,-1972386.0,0.0,-1972386.0,-0.32,-0.32,6291637.0,6291637.0,0.0,0.0,0.0,0.0,-1966286.0,-1966693.0,-1972386.0,0.0,0.0,0.0,0.0,2929280.0,3622745.0,6576067.0,-6576067.0,248569.0,-8615478.0,0.0,0.0,0.0,-8615478.0,0.0,-8615478.0,-1.52,-1.52,6291637.0,6291637.0,0.0,0.0,0.0,0.0,-8365481.0,-8366909.0,-8615478.0,-0.195,0.01,-0.094,0.0318,0.0006,-0.1628,3.0848,-345.4581,0.048,0.2986,0.0,0.0,0.0,0.0,-1231948.0,64834.0,-1231948.0,-1032396.0,0.0,1419825.0,0.0,0.0,2.982,-14.035,0.0,3.0,0.0,0.5148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,-1571932.0,-2889473.0,613869.0,-0.706,0.0,-33.6603,7.0116,0.0007,AVXL,3.6,3.7149999999999994,22649893.2
