,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-06-30,0.1731,0.0663,0.2506,0.24,0.2449,0.3764,-0.4399,0.1735,-0.669,-0.174,0.0,0.0,0.3977,0.0,0.1587,0.1669,0.0139,153731000.0,0.1192,85604000.0,68127000.0,0.0,32654000.0,43022000.0,25105000.0,3580000.0,33268000.0,8929000.0,0.0,0.0,24339000.0,0.0,24339000.0,0.62,0.61,39110155.0,0.0,0.4432,0.278,0.2397,0.158,0.2377,42661000.0,36848000.0,24339000.0,618657000.0,0.1079,347035000.0,271622000.0,0.0,127519000.0,165505000.0,106117000.0,16732000.0,188884000.0,91635000.0,0.0,0.0,97249000.0,0.0,97249000.0,2.51,2.42,39110155.0,39673152.0,1.75,0.4391,0.351,0.3324,0.157,0.1767,216910000.0,205616000.0,97249000.0,6.75,14.797,0.934,6.413,5.848,0.95,0.3848,10.2927,1.565,1.5519,0.0,0.1121,0.2124,0.0,184373000.0,578720000.0,122922000.0,274522000.0,5054500.0,1275500.0,0.0,-0.0325,0.0442,-5.3782,-0.008,-0.2109,0.377,0.097,0.6914,0.332,8.0,0.615,1.1893,0.7334,2.698,0.0,122.3973,485.031,0.0,0.697,10.0,0.2061,0.0,630291500.0,257942250.0,1005782000.0,2.795,15.818,12.2888,0.4821,-0.0548,0.0342,-0.0102,-0.5614,HF,34.349998,34.478000228571425,1343433746.02969
2018-03-31,-0.0972,-0.3706,-0.1317,-0.1373,-0.16,-1.1468,0.0925,0.1672,0.1389,0.8271,0.0,0.1146,-1.194,0.0,0.3413,-0.7153,0.0131,131618000.0,-0.0518,78644000.0,52974000.0,0.0,36120000.0,46056000.0,6918000.0,4216000.0,17873000.0,805000.0,0.0,0.0,17068000.0,0.0,17068000.0,0.44,0.42,38726900.0,1.75,0.4025,0.209,0.1678,0.13,-0.0183,27570000.0,22089000.0,17068000.0,602290000.0,0.118,340721000.0,261569000.0,0.0,123047000.0,159042000.0,102527000.0,15275000.0,188050000.0,95678000.0,0.0,0.0,92372000.0,0.0,92372000.0,2.39,2.3,38726900.0,38843156.0,1.75,0.4343,0.353,0.3376,0.153,0.1642,212839000.0,203325000.0,92372000.0,6.033,32.35,-0.062,24.7679,4.9792,4.1052,0.7249,5.2393,1.146,-0.1127,3.977,0.0533,0.2744,0.0,149967000.0,1252799000.0,88392000.0,991096000.0,5291000.0,1550500.0,0.0,0.2548,0.0437,-7.0861,-0.0037,-0.0894,0.373,0.081,0.6422,0.338,3.0,0.531,1.1403,1.083,4.1446,0.0,113.8329,388.4489,0.0,0.732,10.0,0.2043,0.0,770493500.0,247405750.0,1133733500.0,2.554,15.552,13.311,0.5524,-0.0609,0.0319,-0.0106,-0.6738,HF,49.700001,47.395882529411764,1924726968.7269
2017-12-31,0.223,1.0996,0.2472,0.2361,0.1972,0.2683,0.245,0.1981,0.545,0.0697,0.0,0.0,0.2535,0.0,0.3632,0.1211,0.0109,185286000.0,0.19,98767000.0,86519000.0,0.0,31421000.0,40544000.0,45975000.0,5458000.0,100414000.0,66175000.0,0.0,0.0,34239000.0,0.0,34239000.0,0.89,0.85,38662118.0,0.0,0.4669,0.571,0.5714,0.185,0.2965,105872000.0,105872000.0,34239000.0,609478000.0,0.1779,342208000.0,267270000.0,0.0,113857000.0,147359000.0,119911000.0,14604000.0,201728000.0,106768000.0,0.0,0.0,94960000.0,0.0,94960000.0,2.46,2.39,38662118.0,38449212.0,1.57,0.4385,0.355,0.3549,0.156,0.1867,216332000.0,216332000.0,94960000.0,7.41,21.33,1.421,11.6564,7.1595,1.5732,0.5051,19.3976,1.374,1.6693,0.0,0.0757,0.1696,0.0,203647000.0,824680000.0,141710000.0,454737000.0,2198000.0,2796000.0,0.0,-0.0389,0.0234,-2.616,-0.012,0.0,0.398,0.086,1.051,0.355,4.0,0.551,1.2674,2.1122,1.3606,0.0,277.2875,217.9821,0.0,0.638,11.0,0.1868,0.0,754199250.0,238392000.0,1105731750.0,2.943,15.764,14.8132,0.4286,-0.0547,0.0285,-0.0108,0.0,HF,48.639998999999996,45.35393984848484,1880525380.8578818
2017-09-30,0.1597,0.1941,0.0791,0.0769,0.0588,0.2489,-0.042,0.1891,-0.1099,-0.3647,0.0,0.0,0.3244,0.0,0.2184,0.0755,0.013,148022000.0,0.1698,84020000.0,64002000.0,0.0,27324000.0,35883000.0,28119000.0,3478000.0,37329000.0,15726000.0,0.0,0.0,21603000.0,0.0,21603000.0,0.56,0.54,38576172.0,0.0,0.4324,0.276,0.2757,0.146,0.1369,40807000.0,40807000.0,21603000.0,579888000.0,0.0925,328395000.0,251493000.0,0.0,105486000.0,136548000.0,114945000.0,12978000.0,147907000.0,59733000.0,0.0,0.0,88174000.0,0.0,88174000.0,2.29,2.24,38576172.0,37982351.0,1.57,0.4337,0.291,0.2774,0.152,0.177,168584000.0,160885000.0,88174000.0,6.42,28.446,0.525,19.0427,5.7498,2.9664,0.6355,11.7329,1.205,1.0488,0.0,0.0506,0.1846,0.0,166187000.0,1097333000.0,67260000.0,800811000.0,4019500.0,1621500.0,0.0,-0.106,0.029,-5.4753,-0.0162,0.0,0.39,0.083,0.5836,0.277,5.0,0.546,1.2278,0.8346,1.9657,0.0,144.2687,357.6244,0.0,0.686,13.0,0.1819,0.0,731550500.0,225910750.0,1061845250.0,2.661,15.032,12.3967,0.4815,-0.0517,0.0283,-0.0096,-0.7267,HF,39.560001,37.55828582857142,1526073402.896172
2017-06-30,0.1347,0.2302,0.2282,0.2195,0.1951,-0.1933,1.269,0.1988,4.0264,0.6321,0.0,0.0,-0.214,0.0,0.1113,0.1118,0.0129,137364000.0,0.1674,79290000.0,58074000.0,0.0,28182000.0,36559000.0,21515000.0,2123000.0,32434000.0,12972000.0,0.0,0.0,19462000.0,0.0,19462000.0,0.5,0.49,38572725.0,0.0,0.4228,0.281,0.2516,0.142,0.1903,38590000.0,34557000.0,19462000.0,558401000.0,0.0782,315723000.0,242678000.0,0.0,100589000.0,129706000.0,112972000.0,11394000.0,142858000.0,56267000.0,0.0,0.0,86591000.0,0.0,86591000.0,2.25,2.21,38572725.0,37745685.0,1.57,0.4346,0.29,0.2762,0.155,0.175,161951000.0,154252000.0,86591000.0,5.752,28.775,0.678,19.6451,5.2311,3.4154,0.6512,16.2774,1.185,1.4101,0.0,0.0461,0.2052,0.0,153722000.0,1109913000.0,42590000.0,835330000.0,4464000.0,1045000.0,0.0,-0.0472,0.0353,-5.2892,-0.0094,-0.3213,0.402,0.081,0.5483,0.276,3.0,0.52,1.1981,0.855,3.6186,0.0,125.0898,534.355,0.0,0.698,13.0,0.1801,0.0,760081500.0,215406250.0,1074508750.0,2.533,14.477,13.538,0.5111,-0.0582,0.0269,-0.0108,-0.7848,HF,34.77,32.270833305555556,1341173648.2500002
2017-03-31,0.1968,0.4056,0.4165,0.4167,0.3889,1.7312,0.4358,0.1993,0.6308,0.3325,0.0,-0.1278,1.6788,0.0,0.1016,0.3029,0.0065,138806000.0,0.181,80131000.0,58675000.0,0.0,26930000.0,34373000.0,24302000.0,3545000.0,31551000.0,11895000.0,0.0,0.0,19656000.0,0.0,19656000.0,0.51,0.5,38227615.0,1.57,0.4227,0.279,0.2528,0.142,0.0896,38762000.0,35096000.0,19656000.0,538702000.0,0.0256,302919000.0,235783000.0,0.0,97767000.0,124975000.0,110808000.0,11048000.0,136737000.0,53762000.0,0.0,0.0,82975000.0,0.0,82975000.0,2.16,2.13,38227615.0,37151792.0,1.57,0.4377,0.281,0.2743,0.154,0.1946,151451000.0,147785000.0,82975000.0,5.169,30.387,0.325,22.0311,4.5983,4.2623,0.6953,9.9001,1.149,0.6662,3.078,0.041,0.194,0.0,134233000.0,1161634000.0,22679000.0,925919000.0,3276000.0,1009000.0,0.0,-0.0502,0.0281,-4.5925,-0.0047,-0.1795,0.404,0.091,0.5286,0.274,3.0,0.591,1.3296,0.8903,2.5361,0.0,164.4389,533.8969,0.0,0.727,8.0,0.1815,0.0,611900750.0,205621500.0,911818000.0,2.742,14.092,13.3766,0.5541,-0.0498,0.0248,-0.0102,-1.4997,HF,27.67,29.417222166666672,1057758107.0500001
2016-12-31,-0.0888,-0.1157,-0.1955,-0.2,-0.1932,-0.2158,-0.0348,0.0951,-0.0874,-0.4699,0.0,0.0,-0.2061,0.0,-0.0279,-0.1453,0.0071,155696000.0,-0.079,84954000.0,70742000.0,0.0,23050000.0,29733000.0,41009000.0,3832000.0,46593000.0,19140000.0,0.0,0.0,27453000.0,0.0,27453000.0,0.72,0.71,38245682.0,0.0,0.4544,0.324,0.3239,0.176,0.2815,50425000.0,50425000.0,27453000.0,517426000.0,0.0307,291290000.0,226136000.0,0.0,95283000.0,120978000.0,105158000.0,9427000.0,128231000.0,51036000.0,0.0,0.0,77195000.0,0.0,77195000.0,2.02,1.99,38245682.0,36125173.0,1.8,0.437,0.266,0.266,0.149,0.1431,137658000.0,137658000.0,77195000.0,6.185,17.684,1.146,7.6267,6.1597,1.2331,0.407,13.1589,1.474,1.6414,0.0,0.0563,0.148,0.0,174432000.0,676333000.0,62611000.0,364142000.0,3065500.0,2091500.0,0.0,-0.0275,0.0216,-4.657,-0.008,0.0,0.392,0.094,0.5802,0.266,5.0,0.631,1.0275,1.4567,1.4983,0.0,168.7901,247.3947,0.0,0.891,13.0,0.1841,0.0,536686250.0,197143500.0,819907500.0,1.936,13.529,14.6025,0.4057,-0.0662,0.0249,-0.0102,0.0,HF,30.25,30.131470500000006,1156931880.5
2016-09-30,0.1007,-0.0071,0.0397,0.0196,0.02,0.6037,1.6575,0.148,8.5186,0.3029,0.0,0.0,0.6339,0.0,0.1144,0.0303,0.0065,126535000.0,0.113,71348000.0,55187000.0,0.0,22427000.0,29041000.0,26146000.0,1894000.0,32280000.0,12260000.0,0.0,0.0,20020000.0,0.0,20020000.0,0.52,0.51,38082582.0,0.0,0.4361,0.27,0.2701,0.158,0.1209,34174000.0,34174000.0,20020000.0,530772000.0,0.1164,297740000.0,233032000.0,0.0,95944000.0,120900000.0,112132000.0,6620000.0,137633000.0,53767000.0,0.0,0.0,83866000.0,0.0,83866000.0,2.19,2.16,38082582.0,27085646.0,1.8,0.439,0.272,0.2718,0.158,0.161,144253000.0,144253000.0,83866000.0,5.399,30.742,0.402,21.6715,5.0365,4.0137,0.684,18.0433,1.164,0.9062,0.0,0.0297,0.1772,0.0,145417000.0,1170751000.0,33828000.0,914935000.0,4344500.0,2150500.0,0.0,-0.157,0.0229,-5.6577,-0.0225,0.0,0.438,0.101,0.5668,0.272,4.0,0.642,1.0936,1.3183,3.3806,0.0,122.171,246.8133,0.0,0.822,7.0,0.1808,0.0,543209250.0,191634000.0,826375250.0,2.243,13.937,21.7905,0.5211,-0.0685,0.0218,-0.0118,0.0,HF,27.690001000000002,27.02916675000001,1054506733.662582
2016-06-30,-0.0803,-0.2387,-0.2516,-0.2679,-0.2545,0.2184,-0.3655,0.1575,-0.665,-0.274,0.0,0.0,0.2361,0.0,0.0884,-0.2943,0.0065,117665000.0,-0.0586,66486000.0,51179000.0,0.0,25360000.0,31828000.0,19351000.0,1777000.0,26313000.0,10467000.0,0.0,0.0,15846000.0,0.0,15846000.0,0.41,0.41,38080547.0,0.0,0.435,0.239,0.2387,0.135,0.2827,28090000.0,28090000.0,15846000.0,517922000.0,0.0918,289941000.0,227981000.0,0.0,93642000.0,116618000.0,111363000.0,6250000.0,138247000.0,55145000.0,0.0,0.0,83102000.0,0.0,83102000.0,2.18,2.15,38080547.0,16637967.0,1.8,0.4402,0.279,0.279,0.16,0.1535,144497000.0,144497000.0,83102000.0,4.798,12.546,0.874,3.9589,4.6395,0.825,0.294,15.8075,1.64,2.1469,0.0,0.0683,0.2155,0.0,133828000.0,477773000.0,12998000.0,242607000.0,4032000.0,1257500.0,0.0,-0.0221,0.0271,-6.283,-0.0064,0.0,0.45,0.13,0.5492,0.279,8.0,0.811,1.0215,0.5511,2.3905,0.0,128.4529,411.8664,0.0,0.826,10.0,0.1808,0.0,358094750.0,184709500.0,638246250.0,2.088,13.601,23.1195,0.5664,-0.0634,0.0203,-0.0104,0.0,HF,28.879998999999998,30.786666777777775,1099766159.279453
2016-03-31,0.2939,0.3028,0.4748,0.44,0.44,0.0577,-0.0956,0.2179,-0.1464,-0.2033,0.0,0.0,0.0688,0.0,0.1623,0.4882,0.008,117530000.0,0.2467,68502000.0,49028000.0,0.0,24446000.0,30376000.0,18652000.0,1924000.0,23045000.0,9169000.0,0.0,0.0,13876000.0,0.0,13876000.0,0.36,0.36,37978980.0,1.8,0.4172,0.212,0.2124,0.118,-0.1559,24969000.0,24969000.0,13876000.0,525249000.0,0.1826,292797000.0,232452000.0,0.0,91582000.0,113020000.0,119432000.0,6203000.0,147100000.0,58670000.0,0.0,0.0,88430000.0,0.0,88430000.0,2.33,2.29,37978980.0,16472141.0,1.8,0.4426,0.292,0.2919,0.168,0.1393,153303000.0,153303000.0,88430000.0,4.31,21.358,-0.482,13.598,3.7794,3.1551,0.6122,12.9777,1.208,-1.2906,5.0,0.0385,0.208,0.0,116050000.0,811160000.0,-4900000.0,625061000.0,3167500.0,1077000.0,0.0,0.0231,0.0292,-5.7758,-0.0035,0.0,0.496,0.124,0.5335,0.292,7.0,0.738,0.8909,0.4892,1.952,0.0,165.8245,487.6964,0.0,0.773,7.0,0.1744,0.0,432371750.0,178233000.0,712106750.0,1.926,13.83,24.7143,0.6845,-0.0716,0.0183,-0.0107,0.0,HF,27.530001000000002,26.162571342857145,1045561357.37898
