,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.0777,-0.0321,-0.0048,0.0,0.0,0.0099,0.0186,0.0031,0.0591,0.3417,0.0,0.0,-0.0169,0.0,0.0842,-0.0366,0.0022,1518000000.0,0.0534,963000000.0,555000000.0,0.0,103000000.0,292000000.0,263000000.0,45000000.0,226000000.0,17000000.0,2000000.0,0.0,209000000.0,0.0,209000000.0,0.28,0.28,741336886.0,0.2,0.3656,0.303,0.1785,0.138,0.2306,460000000.0,271000000.0,211000000.0,5462000000.0,0.0076,3674000000.0,1788000000.0,0.0,342000000.0,911000000.0,877000000.0,174000000.0,738000000.0,80000000.0,7000000.0,0.0,658000000.0,0.0,658000000.0,0.88,0.88,741336886.0,0.85,0.3274,0.306,0.167,0.12,0.1955,1672000000.0,912000000.0,665000000.0,9.629,16.288,0.472,5.7032,0.8714,0.5923,0.3501,6.0222,1.9474,0.714,0.0,0.0679,0.0,12075000000.0,15657000000.0,140500000.0,231500000.0,0.0,-0.14,0.093,0.055,0.167,0.459,1.9347,16.1717,10.7589,0.0,38.8754,23.594,0.0,0.966,21.0,0.0626,0.0,15335250000.0,7072250000.0,11900750000.0,1.441,7.368,5.2414,-0.161,HST,21.07,21.310285657142856,15619968188.02
2018-03-31,-0.0046,0.5759,0.6013,0.619,0.619,0.1698,0.0245,0.0078,0.0697,0.0977,0.0,0.0,0.0946,0.0,-0.0353,0.5479,0.0026,1346000000.0,-0.0015,915000000.0,431000000.0,0.0,82000000.0,140000000.0,291000000.0,44000000.0,257000000.0,4000000.0,3000000.0,0.0,253000000.0,0.0,253000000.0,0.34,0.34,734110749.0,0.2,0.3202,0.356,0.2236,0.188,0.1204,479000000.0,301000000.0,256000000.0,5385000000.0,-0.0099,3637000000.0,1748000000.0,0.0,334000000.0,861000000.0,887000000.0,172000000.0,749000000.0,90000000.0,7000000.0,0.0,659000000.0,0.0,659000000.0,0.88,0.88,734110749.0,0.85,0.3246,0.31,0.171,0.122,0.1994,1670000000.0,921000000.0,666000000.0,9.67,16.433,0.221,5.8111,0.44,0.6009,0.3536,6.8409,0.9802,0.588,0.0,0.0609,0.0,12064000000.0,16007000000.0,139500000.0,225500000.0,0.0,-0.3468,0.093,0.056,0.171,0.455,1.9256,15.7929,9.896,0.0,38.6022,23.8803,0.0,0.966,18.0,0.062,0.0,15221000000.0,7063000000.0,11845500000.0,1.463,7.335,5.3547,-0.1537,HST,18.639999,18.863823500000002,13683823627.24925
2017-12-31,0.0168,-0.0679,-0.2698,-0.3333,-0.2941,-0.0543,0.025,-0.0033,0.0836,0.4364,0.0,0.0,-0.2736,0.0,-0.0361,-0.1329,0.0003,1344000000.0,0.0052,921000000.0,423000000.0,0.0,80000000.0,286000000.0,137000000.0,42000000.0,109000000.0,17000000.0,1000000.0,0.0,92000000.0,0.0,92000000.0,0.12,0.12,740088192.0,0.25,0.3147,0.274,0.1124,0.068,0.2746,368000000.0,151000000.0,93000000.0,5387000000.0,-0.0079,3637000000.0,1750000000.0,0.0,337000000.0,966000000.0,784000000.0,167000000.0,644000000.0,80000000.0,7000000.0,0.0,564000000.0,0.0,564000000.0,0.76,0.76,740088192.0,0.85,0.3249,0.29,0.1505,0.105,0.1903,1562000000.0,811000000.0,571000000.0,9.422,15.799,0.499,5.3426,1.2336,0.567,0.3382,3.5952,3.9783,2.083,0.0,0.0595,0.0,11693000000.0,14734000000.0,67000000.0,280500000.0,0.0,0.0082,0.08,0.048,0.151,0.458,2.1809,19.1749,5.3527,0.0,80.403,19.205,0.0,1.118,22.0,0.0626,0.0,15057000000.0,7044750000.0,11773500000.0,1.385,7.279,4.8563,-0.1667,HST,19.85,19.886666696969694,14690750611.2
2017-09-30,-0.0429,0.1524,-0.028,0.0,0.0,-0.1711,0.0198,0.0017,0.0557,0.0943,0.0,0.0,-0.0556,0.0,-0.061,0.1772,-0.0033,1254000000.0,-0.0317,875000000.0,379000000.0,0.0,77000000.0,193000000.0,186000000.0,43000000.0,146000000.0,42000000.0,1000000.0,0.0,104000000.0,0.0,104000000.0,0.14,0.14,740051905.0,0.2,0.3022,0.291,0.1507,0.083,0.1491,365000000.0,189000000.0,105000000.0,5380000000.0,-0.0072,3637000000.0,1743000000.0,0.0,340000000.0,938000000.0,805000000.0,163000000.0,659000000.0,61000000.0,8000000.0,0.0,598000000.0,0.0,598000000.0,0.81,0.8,740051905.0,0.85,0.324,0.286,0.1528,0.111,0.2229,1539000000.0,822000000.0,606000000.0,9.566,15.906,0.253,5.3523,1.0661,0.5595,0.3365,4.3953,2.4231,1.429,0.0,0.0614,0.0,11771000000.0,14943000000.0,111000000.0,246000000.0,0.0,-0.2579,0.085,0.051,0.153,0.46,2.097,16.961,7.8699,0.0,48.4685,21.8699,0.0,1.049,21.0,0.0632,0.0,15044250000.0,7050000000.0,11702250000.0,1.62,7.27,5.0429,-0.0439,HST,18.49,18.06057154285714,13683559723.449999
2017-06-30,0.0098,-0.3301,-0.3948,-0.4043,-0.4043,0.0281,0.0226,-0.0002,0.0746,0.0526,0.0,0.0,0.4127,0.0,0.0215,-0.3358,-0.0101,1441000000.0,-0.0123,926000000.0,515000000.0,0.0,95000000.0,242000000.0,273000000.0,43000000.0,237000000.0,27000000.0,2000000.0,0.0,210000000.0,0.0,210000000.0,0.28,0.28,739745335.0,0.2,0.3574,0.318,0.1943,0.146,0.2471,458000000.0,280000000.0,212000000.0,5421000000.0,0.0026,3661000000.0,1760000000.0,0.0,345000000.0,983000000.0,777000000.0,158000000.0,639000000.0,38000000.0,8000000.0,0.0,601000000.0,0.0,601000000.0,0.81,0.8,739745335.0,0.85,0.3247,0.28,0.147,0.111,0.2232,1520000000.0,797000000.0,609000000.0,9.599,16.024,0.481,5.3965,0.8733,0.5622,0.3368,6.5116,1.919,0.714,0.0,0.0659,0.0,11854000000.0,15200000000.0,117000000.0,224500000.0,0.0,-0.1166,0.085,0.052,0.147,0.466,2.173,14.8801,8.0797,0.0,46.3333,24.147,0.0,1.049,21.0,0.0636,0.0,15046500000.0,7053000000.0,11645000000.0,1.636,7.328,5.0443,-0.0735,HST,18.27,18.26249991666667,13515147270.449999
2017-03-31,0.0484,-0.0991,-0.1319,-0.125,-0.125,-0.032,0.0074,0.019,0.0068,-0.0148,0.0,0.0,1.902,0.0,0.0119,-0.1048,-0.0179,1348000000.0,0.0067,915000000.0,433000000.0,0.0,85000000.0,245000000.0,188000000.0,39000000.0,152000000.0,-6000000.0,3000000.0,0.0,158000000.0,0.0,158000000.0,0.21,0.21,732232279.0,0.2,0.3212,0.275,0.1417,0.117,0.1098,371000000.0,191000000.0,161000000.0,5439000000.0,0.0097,3684000000.0,1755000000.0,0.0,343000000.0,840000000.0,915000000.0,154000000.0,781000000.0,43000000.0,10000000.0,0.0,738000000.0,0.0,738000000.0,1.0,0.99,732232279.0,0.85,0.3227,0.305,0.1719,0.136,0.2033,1658000000.0,935000000.0,748000000.0,9.595,16.082,0.202,5.4464,0.564,0.5676,0.3387,4.8974,1.3418,0.952,0.0,0.0631,0.0,11776000000.0,15351000000.0,134000000.0,216500000.0,0.0,-0.3019,0.104,0.064,0.172,0.47,1.7547,14.6295,8.9254,0.0,40.5896,25.1224,0.0,0.85,18.0,0.0631,0.0,15006000000.0,7071500000.0,11579500000.0,1.51,7.428,6.0714,-0.1459,HST,18.66,18.26694441666666,13663454326.14
2016-12-31,0.0246,-0.2603,-0.227,-0.1429,-0.1905,0.081,-0.0213,0.0059,-0.0564,-0.0179,0.0,0.25,0.0901,0.0,0.0247,-0.1023,-0.0156,1337000000.0,0.0083,921000000.0,416000000.0,0.0,83000000.0,258000000.0,158000000.0,38000000.0,124000000.0,-2000000.0,2000000.0,0.0,126000000.0,0.0,126000000.0,0.18,0.17,739865175.0,0.25,0.3111,0.258,0.1212,0.094,0.38,345000000.0,162000000.0,128000000.0,5430000000.0,0.015,3695000000.0,1735000000.0,0.0,342000000.0,798000000.0,937000000.0,154000000.0,802000000.0,40000000.0,9000000.0,0.0,762000000.0,0.0,762000000.0,1.03,1.02,739865175.0,0.85,0.3195,0.309,0.1761,0.14,0.1858,1680000000.0,956000000.0,771000000.0,9.453,15.419,0.687,4.932,0.5055,0.5217,0.3199,4.2632,3.0714,1.389,0.0,0.0621,0.0,11408000000.0,14683000000.0,55500000.0,260500000.0,0.0,0.3127,0.108,0.066,0.176,0.47,1.7087,18.6869,3.6971,0.0,97.8378,20.8445,0.0,0.825,18.0,0.063,0.0,15018750000.0,7070000000.0,11558000000.0,1.364,7.339,6.2078,-0.225,HST,18.84,18.103235205882356,13939059897.0
2016-09-30,0.0476,0.1714,0.2588,0.2727,0.2727,0.2016,-0.0366,0.0306,-0.123,-0.1846,0.0,0.0,1.129,0.0,0.1389,0.1449,-0.0115,1295000000.0,0.0094,899000000.0,396000000.0,0.0,82000000.0,238000000.0,158000000.0,38000000.0,126000000.0,19000000.0,1000000.0,0.0,107000000.0,0.0,107000000.0,0.14,0.14,742481849.0,0.2,0.3058,0.267,0.1266,0.083,0.1529,346000000.0,164000000.0,108000000.0,5419000000.0,0.0203,3694000000.0,1725000000.0,0.0,340000000.0,770000000.0,955000000.0,176000000.0,837000000.0,38000000.0,9000000.0,0.0,799000000.0,0.0,799000000.0,1.06,1.06,742481849.0,0.8,0.3183,0.32,0.1869,0.147,0.1784,1734000000.0,1013000000.0,808000000.0,9.55,15.545,0.267,5.0533,0.4606,0.5291,0.3251,4.3158,2.8411,1.429,0.0,0.0633,0.0,11542000000.0,14952000000.0,118000000.0,245000000.0,0.0,-0.3487,0.113,0.069,0.187,0.466,1.5932,16.3001,7.1397,0.0,45.9237,22.1184,0.0,0.755,15.0,0.0627,0.0,15169750000.0,7087500000.0,11620000000.0,1.302,7.298,5.7557,-0.2404,HST,15.57,17.036388861111114,11560442388.93
2016-06-30,0.0387,0.4074,0.6368,0.6786,0.6786,0.0182,-0.0373,0.0062,-0.0834,-0.1556,0.0,0.0,0.0,0.0,0.022,0.4945,-0.0137,1459000000.0,0.0139,949000000.0,510000000.0,0.0,93000000.0,99000000.0,411000000.0,39000000.0,379000000.0,32000000.0,4000000.0,0.0,347000000.0,0.0,347000000.0,0.47,0.47,747315404.0,0.2,0.3496,0.408,0.2865,0.238,0.1727,596000000.0,418000000.0,351000000.0,5407000000.0,0.016,3700000000.0,1707000000.0,0.0,330000000.0,772000000.0,935000000.0,184000000.0,805000000.0,28000000.0,10000000.0,0.0,777000000.0,0.0,777000000.0,1.03,1.03,747315404.0,0.8,0.3157,0.315,0.1829,0.144,0.1594,1705000000.0,989000000.0,787000000.0,9.601,15.512,0.337,4.9711,0.36,0.5178,0.3205,10.7179,1.1297,0.426,0.0,0.0637,0.0,11592000000.0,15038000000.0,124500000.0,229000000.0,0.0,-0.3571,0.11,0.066,0.183,0.461,1.5727,15.3912,7.6956,0.0,43.4297,23.6114,0.0,0.777,16.0,0.061,0.0,15426500000.0,7054750000.0,11729500000.0,1.153,7.235,5.375,-0.2946,HST,16.209999,15.64499997222222,12113981951.524595
2016-03-31,0.0812,0.5362,0.8571,0.8462,0.8462,0.3354,-0.0266,-0.0301,-0.0018,-0.094,0.0,0.0,2.5,0.0,0.1053,0.5328,-0.007,1339000000.0,0.0284,926000000.0,413000000.0,0.0,84000000.0,203000000.0,210000000.0,39000000.0,173000000.0,-9000000.0,2000000.0,0.0,182000000.0,0.0,182000000.0,0.24,0.24,745576892.0,0.2,0.3084,0.294,0.1583,0.136,0.0381,393000000.0,212000000.0,184000000.0,5387000000.0,0.0137,3699000000.0,1688000000.0,0.0,328000000.0,889000000.0,799000000.0,217000000.0,651000000.0,9000000.0,8000000.0,0.0,642000000.0,0.0,642000000.0,0.84,0.84,745576892.0,0.8,0.3133,0.294,0.1611,0.119,0.16,1584000000.0,868000000.0,650000000.0,9.416,15.679,0.068,5.3127,0.334,0.5642,0.3388,5.4359,1.2033,0.833,0.0,0.0627,0.0,11690000000.0,15402000000.0,142000000.0,219500000.0,0.0,-0.7671,0.091,0.054,0.161,0.455,1.8925,14.5675,9.147,0.0,37.9366,24.5421,0.0,0.952,19.0,0.0609,0.0,15624250000.0,7068500000.0,11841750000.0,1.156,7.225,4.0,-0.2905,HST,16.700001,15.889999914285717,12451134841.976892
