,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,-0.0852,-1.3954,-1.5797,-1.6032,-1.6129,-0.4636,0.0307,0.1578,0.0406,0.264,0.0,0.0,-0.766,0.0,0.0525,-1.415,-0.0515,1928000000.0,0.0501,812000000.0,1116000000.0,0.0,561000000.0,1260000000.0,-144000000.0,22000000.0,-160000000.0,-40000000.0,0.0,0.0,-120000000.0,0.0,-120000000.0,-0.38,-0.38,316496757.0,0.0,0.5788,-0.009,-0.0716,-0.062,0.0171,-18000000.0,-138000000.0,-120000000.0,7251000000.0,0.0649,2766000000.0,4485000000.0,0.0,2223000000.0,4002000000.0,483000000.0,90000000.0,413000000.0,-406000000.0,0.0,0.0,819000000.0,0.0,819000000.0,2.5,2.48,316496757.0,0.0,0.6185,0.134,0.0694,0.113,0.032,972000000.0,503000000.0,819000000.0,14.158,31.406,0.104,4.2907,2.0916,0.3031,0.1366,-6.2727,0.591,-1.9667,0.0,0.0,0.291,0.0,-1001000000.0,9940000000.0,-4011000000.0,8187000000.0,201500000.0,355500000.0,38500000.0,-0.8602,0.182,0.083,0.0447,0.069,7.0,0.737,1.5336,20.9909,11.326,3.876,35.9851,20.3966,188.3377,0.0,13.0,0.3066,0.0,8198750000.0,4512250000.0,9836000000.0,0.733,22.91,5.5889,0.1187,-0.8153,JBLU,18.98,19.000857342857138,6007108447.860001
2018-03-31,0.0667,-0.0959,0.0732,0.12,0.125,0.1435,0.0585,0.2321,-0.1451,0.4852,0.0,0.0,0.9796,0.0,0.074,-0.0986,-0.045,1754000000.0,0.0963,683000000.0,1071000000.0,0.0,566000000.0,943000000.0,128000000.0,22000000.0,110000000.0,22000000.0,0.0,0.0,88000000.0,0.0,88000000.0,0.28,0.27,321859269.0,0.0,0.6106,0.142,0.0753,0.05,0.1659,249000000.0,132000000.0,88000000.0,7159000000.0,0.0821,2570000000.0,4589000000.0,0.0,2195000000.0,3615000000.0,974000000.0,92000000.0,898000000.0,-248000000.0,0.0,0.0,1146000000.0,0.0,1146000000.0,3.51,3.48,321859269.0,0.0,0.641,0.202,0.1383,0.16,0.0475,1448000000.0,990000000.0,1146000000.0,14.593,31.153,0.904,3.5512,1.7741,0.2433,0.114,6.0,0.525,5.6136,0.0,0.0,0.3227,0.0,-1192000000.0,10027000000.0,-4010000000.0,8087000000.0,210000000.0,360500000.0,0.0,-0.4109,0.26,0.117,0.0879,0.138,7.0,0.733,1.274,22.9941,12.7972,0.0,34.0905,19.8585,0.0,0.0,7.0,0.3066,0.0,8112250000.0,4412000000.0,9762000000.0,1.056,22.243,10.7609,0.165,-0.7671,JBLU,20.32,21.13735288235294,6540180346.08
2017-12-31,0.0045,-0.3567,2.907,3.0196,3.08,0.054,0.0491,0.1905,-0.1337,0.4244,0.1702,0.0,0.2347,0.0,0.1469,-0.3615,-0.0095,1756000000.0,0.0701,645000000.0,1111000000.0,0.0,562000000.0,922000000.0,189000000.0,23000000.0,170000000.0,-502000000.0,0.0,0.0,672000000.0,0.0,672000000.0,2.05,2.04,320646948.0,0.0,0.6327,0.177,0.1099,0.383,-0.0427,311000000.0,193000000.0,672000000.0,7015000000.0,0.0578,2482000000.0,4533000000.0,0.0,2154000000.0,3533000000.0,1000000000.0,95000000.0,921000000.0,-226000000.0,0.0,0.0,1147000000.0,0.0,1147000000.0,3.49,3.47,320646948.0,0.0,0.6462,0.208,0.1448,0.164,0.0279,1462000000.0,1016000000.0,1147000000.0,14.758,30.504,-0.234,3.7393,1.1196,0.2534,0.1226,8.3913,0.562,0.494,0.0,0.0,0.32,0.0,-940000000.0,9781000000.0,-3843000000.0,8475000000.0,208500000.0,310000000.0,51000000.0,-1.2259,0.271,0.119,0.0883,0.145,7.0,0.729,1.2188,19.6679,12.7477,2.8617,33.6451,22.629,137.549,0.0,8.0,0.3071,0.0,8062750000.0,4235750000.0,9623500000.0,0.611,21.878,10.6947,0.1613,-0.8598,JBLU,22.34,21.18666675757576,7163252818.32
2017-09-30,0.0233,-0.1173,-0.1005,-0.0984,-0.0517,-0.3742,0.0018,0.0589,-0.257,0.2828,0.0,0.0,-1.5862,0.0,0.1102,-0.1243,0.0163,1813000000.0,0.0468,626000000.0,1187000000.0,0.0,534000000.0,877000000.0,310000000.0,23000000.0,293000000.0,114000000.0,0.0,0.0,179000000.0,0.0,179000000.0,0.55,0.55,328902910.0,0.0,0.6547,0.237,0.1743,0.099,-0.0094,430000000.0,316000000.0,179000000.0,6890000000.0,0.0463,2373000000.0,4517000000.0,0.0,2084000000.0,3422000000.0,1095000000.0,98000000.0,1013000000.0,373000000.0,0.0,0.0,640000000.0,0.0,640000000.0,1.94,1.91,328902910.0,0.0,0.6556,0.224,0.1612,0.093,0.0251,1543000000.0,1111000000.0,640000000.0,12.584,29.176,-0.052,3.8157,1.3803,0.3032,0.1308,13.7391,0.563,1.0838,0.0,0.0,0.2945,0.0,-1028000000.0,9596000000.0,-4134000000.0,8046000000.0,165500000.0,281000000.0,0.0,-1.0876,0.158,0.067,0.1038,0.161,5.0,0.725,2.1578,15.6277,9.8534,0.0,41.6314,24.5196,0.0,0.0,6.0,0.3025,0.0,7943500000.0,4056000000.0,9509000000.0,0.526,20.948,11.3367,0.0953,-0.8747,JBLU,18.530001000000002,19.592000028571427,6094571251.20291
2017-06-30,0.1001,0.1009,0.1436,0.125,0.1698,0.0427,0.0197,0.0811,-0.2526,0.1634,0.0,0.0,-0.4797,0.0,0.0945,0.1086,0.0358,1836000000.0,0.1175,616000000.0,1220000000.0,0.0,533000000.0,873000000.0,347000000.0,24000000.0,325000000.0,118000000.0,0.0,0.0,207000000.0,0.0,207000000.0,0.63,0.62,333673598.0,0.0,0.6645,0.249,0.1901,0.113,0.0768,458000000.0,349000000.0,207000000.0,6809000000.0,0.0411,2319000000.0,4490000000.0,0.0,2031000000.0,3351000000.0,1139000000.0,103000000.0,1050000000.0,390000000.0,0.0,0.0,660000000.0,0.0,660000000.0,2.0,1.94,333673598.0,0.0,0.6594,0.231,0.1693,0.097,0.0322,1572000000.0,1153000000.0,660000000.0,12.228,28.902,0.423,3.911,1.8281,0.3199,0.1353,14.5417,0.58,2.1256,0.0,0.0,0.2903,0.0,-1049000000.0,9644000000.0,-4115000000.0,7841000000.0,165500000.0,317500000.0,0.0,-0.6795,0.166,0.069,0.1131,0.169,4.0,0.716,2.2682,15.76,9.5418,0.0,41.142,21.4457,0.0,0.0,7.0,0.2983,0.0,7887500000.0,3982750000.0,9504750000.0,0.656,20.406,11.1942,0.1,-0.8537,JBLU,22.83,22.406111111111112,7617768242.339999
2017-03-31,-0.1292,-0.5852,-0.6039,-0.6094,-0.6066,-0.2615,0.0454,0.1139,-0.2489,0.1655,0.0,0.0,-0.6492,0.0,0.0561,-0.5931,0.0497,1600000000.0,-0.0099,596000000.0,1004000000.0,0.0,527000000.0,862000000.0,142000000.0,25000000.0,121000000.0,39000000.0,0.0,0.0,82000000.0,0.0,82000000.0,0.25,0.24,337036221.0,0.0,0.6275,0.157,0.0913,0.051,0.0919,251000000.0,146000000.0,82000000.0,6616000000.0,0.0164,2237000000.0,4379000000.0,0.0,1985000000.0,3274000000.0,1105000000.0,107000000.0,1014000000.0,380000000.0,0.0,0.0,634000000.0,0.0,634000000.0,1.93,1.85,337036221.0,0.0,0.6619,0.231,0.1694,0.096,0.0528,1528000000.0,1121000000.0,634000000.0,11.844,28.107,0.436,3.9669,1.4806,0.3349,0.1411,5.84,0.607,5.2683,0.0,0.0,0.3294,0.0,-953000000.0,9473000000.0,-4012000000.0,7889000000.0,157000000.0,265000000.0,0.0,-0.6597,0.164,0.067,0.1125,0.169,5.0,0.699,2.3328,14.8957,9.3236,0.0,42.1401,24.966,0.0,0.0,7.0,0.3,0.0,7824750000.0,3873750000.0,9458250000.0,1.035,19.63,10.4766,0.0975,-0.764,JBLU,20.610001,19.965555555555554,6946316851.846221
2016-12-31,0.0366,-0.0991,-0.0947,-0.15,-0.1071,0.0362,0.0786,0.2166,-0.2425,0.2647,0.0682,0.0,-0.1529,0.0,0.0515,-0.103,0.0275,1641000000.0,0.0295,535000000.0,1106000000.0,0.0,490000000.0,810000000.0,296000000.0,26000000.0,274000000.0,102000000.0,0.0,0.0,172000000.0,0.0,172000000.0,0.51,0.5,323732696.0,0.0,0.674,0.246,0.1828,0.105,-0.0597,404000000.0,300000000.0,172000000.0,6632000000.0,0.0337,2104000000.0,4528000000.0,0.0,1957000000.0,3216000000.0,1312000000.0,111000000.0,1216000000.0,457000000.0,0.0,0.0,759000000.0,0.0,759000000.0,2.32,2.22,323732696.0,0.0,0.6828,0.259,0.2001,0.114,0.0936,1720000000.0,1327000000.0,759000000.0,12.396,28.798,-0.303,4.2751,1.529,0.3449,0.1485,11.5385,0.634,1.8314,0.0,0.0,0.2986,0.0,-811000000.0,9323000000.0,-3907000000.0,7998000000.0,154000000.0,223500000.0,45500000.0,-1.3111,0.204,0.081,0.1309,0.2,7.0,0.709,2.1502,13.3188,9.4662,2.5867,43.0649,29.6734,145.7582,0.0,6.0,0.2951,0.0,7738750000.0,3729250000.0,9355500000.0,1.918,20.486,11.955,0.1175,-0.6195,JBLU,22.42,21.390294205882345,7258087044.320001
2016-09-30,0.0623,0.0113,0.0051,-0.0317,0.0,-0.2327,0.1146,0.2401,-0.1478,-0.0268,0.0,0.0,-0.8876,0.0,0.0502,0.0085,0.028,1732000000.0,0.0267,572000000.0,1160000000.0,0.0,481000000.0,806000000.0,354000000.0,28000000.0,330000000.0,131000000.0,0.0,0.0,199000000.0,0.0,199000000.0,0.61,0.58,323634904.0,0.0,0.6697,0.265,0.2067,0.115,0.0167,459000000.0,358000000.0,199000000.0,6585000000.0,0.0506,2096000000.0,4489000000.0,0.0,1933000000.0,3143000000.0,1346000000.0,115000000.0,1245000000.0,468000000.0,0.0,0.0,777000000.0,0.0,777000000.0,2.41,2.28,323634904.0,0.0,0.6817,0.265,0.2065,0.118,0.0963,1742000000.0,1360000000.0,777000000.0,11.884,29.598,0.09,5.2188,2.9076,0.4392,0.1763,12.7857,0.802,1.5578,0.0,0.0,0.2777,0.0,-497000000.0,9579000000.0,-3725000000.0,7822000000.0,147000000.0,265500000.0,0.0,-0.9065,0.22,0.085,0.1404,0.207,7.0,0.717,2.0862,14.7995,8.0372,0.0,44.7959,24.8023,0.0,0.0,5.0,0.2935,0.0,7693000000.0,3528500000.0,9185750000.0,1.959,20.347,11.8261,0.1204,-0.6089,JBLU,17.24,16.693888805555556,5579465744.959999
2016-06-30,0.1157,0.1241,0.1908,0.1667,0.2045,0.1657,0.1372,0.2686,-0.1407,0.0625,0.0,0.0,1.1855,0.0,0.0944,0.1099,0.0284,1643000000.0,0.0192,534000000.0,1109000000.0,0.0,487000000.0,796000000.0,313000000.0,28000000.0,289000000.0,108000000.0,0.0,0.0,181000000.0,0.0,181000000.0,0.56,0.53,322154732.0,0.0,0.675,0.252,0.1929,0.11,0.1649,414000000.0,317000000.0,181000000.0,6540000000.0,0.0704,2119000000.0,4421000000.0,0.0,1910000000.0,3078000000.0,1343000000.0,119000000.0,1237000000.0,461000000.0,0.0,0.0,776000000.0,0.0,776000000.0,2.43,2.28,322154732.0,0.0,0.676,0.263,0.2073,0.119,0.132,1721000000.0,1356000000.0,776000000.0,11.311,29.359,0.841,5.4198,3.1072,0.4791,0.1846,11.3214,0.795,2.3315,0.0,0.0,0.2964,0.0,-535000000.0,9458000000.0,-3736000000.0,7590000000.0,148500000.0,303500000.0,0.0,-0.3578,0.234,0.087,0.1469,0.207,7.0,0.732,2.2101,19.0313,8.539,0.0,44.0404,21.5486,0.0,0.0,5.0,0.292,0.0,7672750000.0,3321250000.0,8939500000.0,2.679,20.301,11.395,0.124,-0.4968,JBLU,16.559998999999998,17.41999988888889,5334882039.765267
2016-03-31,0.1998,0.375,0.5109,0.4545,0.525,0.108,0.0913,0.2201,-0.1839,-0.0645,0.0,0.0,0.1639,0.0,0.1471,0.3794,0.0329,1616000000.0,0.0611,463000000.0,1153000000.0,0.0,499000000.0,804000000.0,349000000.0,29000000.0,323000000.0,116000000.0,0.0,0.0,207000000.0,0.0,207000000.0,0.64,0.61,321079016.0,0.0,0.7135,0.274,0.2178,0.128,0.2593,443000000.0,352000000.0,207000000.0,6509000000.0,0.0865,2203000000.0,4306000000.0,0.0,1868000000.0,2994000000.0,1312000000.0,123000000.0,1198000000.0,451000000.0,0.0,0.0,747000000.0,0.0,747000000.0,2.35,2.19,321079016.0,0.0,0.6615,0.257,0.2029,0.115,0.11,1670000000.0,1321000000.0,747000000.0,10.633,28.224,1.305,5.5438,2.5632,0.5214,0.1964,12.1379,0.717,2.8261,0.0,0.0,0.3088,0.0,-700000000.0,9062000000.0,-3874000000.0,7545000000.0,150000000.0,254000000.0,0.0,-0.2838,0.24,0.086,0.1443,0.203,7.0,0.752,2.2155,14.5798,8.131,0.0,43.3933,25.626,0.0,0.0,6.0,0.287,0.0,7695000000.0,3108500000.0,8654250000.0,2.23,20.272,10.7398,0.124,-0.5674,JBLU,21.120001000000002,21.153714399999995,6781189138.999017
