,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-03-24,0.085,-0.2377,-0.1239,-0.1237,-0.134,-0.374,0.0339,0.0832,-0.0662,-0.0142,0.0785,-1.0,-0.389,0.0,0.172,-0.1408,0.0047,32149000.0,0.0089,23161000.0,8988000.0,0.0,6950000.0,7273000.0,1715000.0,189000.0,1491000.0,275000.0,0.0,0.0,1216000.0,0.0,1216000.0,0.085,0.084,14373836.0,0.0,0.2796,0.081,0.0523,0.038,0.1079,2593000.0,1680000.0,1216000.0,178670000.0,0.0575,133239000.0,45431000.0,0.0,29568000.0,31112000.0,14319000.0,826000.0,14971000.0,1082000.0,0.0,0.0,13889000.0,0.0,13889000.0,0.975,0.974,14373836.0,0.345,0.2543,0.11,0.0884,0.078,0.0471,19719000.0,15797000.0,13889000.0,7.737,7.604,0.241,1.5786,0.1992,0.204,0.1511,8.8889,2.332,3.0214,0.0,0.2724,0.2162,0.0,42970000.0,109305000.0,36215000.0,96876000.0,29057500.0,5875000.0,38654000.0,-0.0561,0.128,0.09,0.0668,0.088,6.0,1.162,0.8041,10.5984,58.9369,81.9478,6.1488,30.4119,4.6223,0.354,13.0,0.1655,0.0,110970000.0,108268500.0,153705500.0,0.585,12.43,19.1247,0.2442,-0.2465,ESCA,13.85,12.897142857142859,199077628.6
2017-12-30,0.1729,0.2952,1.1539,1.08,1.1667,-0.5189,0.0354,0.0927,-0.0911,0.0963,0.0402,0.0455,-0.5445,0.0,0.0646,0.3641,0.0048,52236000.0,0.0481,40230000.0,12006000.0,0.0,6495000.0,6862000.0,5144000.0,203000.0,5816000.0,-1643000.0,0.0,0.0,7459000.0,0.0,7459000.0,0.52,0.52,14370586.0,0.115,0.2298,0.129,0.1152,0.143,0.0859,6762000.0,6019000.0,7459000.0,177333000.0,0.033,132606000.0,44727000.0,0.0,28548000.0,30127000.0,14600000.0,804000.0,15517000.0,1456000.0,0.0,0.0,14061000.0,0.0,14061000.0,0.98,0.98,14370586.0,0.46,0.2522,0.114,0.092,0.079,0.0599,20231000.0,16321000.0,14061000.0,7.771,7.993,0.312,1.6089,0.1094,0.207,0.1481,29.6502,4.107,0.6616,0.221,0.2642,0.1243,0.0,60718000.0,114866000.0,35825000.0,116873000.0,37622000.0,4335500.0,34481000.0,-0.0904,0.133,0.092,0.067,0.092,6.0,1.163,0.9504,8.8403,80.9931,72.3689,4.7135,40.9025,5.1429,0.469,12.0,0.161,0.0,114133750.0,106016500.0,152474500.0,0.739,12.34,20.2998,0.1875,-0.205,ESCA,12.3,13.304411764705883,176758207.8
2017-10-07,0.1041,-0.2021,-0.2651,-0.2667,-0.2667,0.8165,-0.0425,0.0476,-0.3039,-0.061,-0.0127,0.0455,-1.5928,0.0,0.4981,-0.2254,0.0065,41892000.0,0.0799,30533000.0,11359000.0,0.0,6866000.0,7231000.0,4128000.0,200000.0,4537000.0,1419000.0,0.0,0.0,3118000.0,0.0,3118000.0,0.22,0.22,14364586.0,0.115,0.2711,0.136,0.1131,0.074,-0.0327,5712000.0,4737000.0,3118000.0,175989000.0,0.0384,133032000.0,42957000.0,0.0,28154000.0,29730000.0,13227000.0,804000.0,14145000.0,4080000.0,0.0,0.0,10065000.0,0.0,10065000.0,0.717,0.707,14364586.0,0.455,0.2441,0.107,0.0849,0.057,0.0909,18878000.0,14949000.0,10065000.0,7.388,8.12,-0.095,1.8127,0.1146,0.2454,0.1645,23.685,3.762,-0.1453,0.523,0.2629,0.1639,0.0,60798000.0,116641000.0,30685000.0,119021000.0,35904000.0,9830500.0,42664000.0,2.0221,0.097,0.067,0.0608,0.085,5.0,1.164,1.8564,20.6051,72.121,87.9207,4.9017,17.9023,4.125,0.635,14.0,0.16,0.0,113529500.0,103527250.0,151138500.0,1.113,12.252,18.5933,0.1342,-0.1443,ESCA,13.65,12.685714285714283,196076598.9
2017-07-15,0.0286,0.0483,0.0029,0.0,0.0,0.1139,-0.0319,0.0573,-0.3041,-0.0344,-0.0013,0.0455,0.2749,0.0,0.0389,0.1088,0.0063,52393000.0,0.0811,39315000.0,13078000.0,0.0,9257000.0,9746000.0,3332000.0,234000.0,3127000.0,1031000.0,0.0,0.0,2096000.0,0.0,2096000.0,0.15,0.15,14346528.0,0.115,0.2496,0.089,0.0641,0.04,0.0349,4652000.0,3361000.0,2096000.0,172890000.0,0.046,131004000.0,41886000.0,0.0,25871000.0,27458000.0,14428000.0,815000.0,15334000.0,4144000.0,0.0,0.0,11190000.0,0.0,11190000.0,0.797,0.787,14346528.0,0.45,0.2423,0.116,0.0934,0.065,0.0973,20087000.0,16149000.0,11190000.0,7.254,7.547,0.127,1.651,0.1589,0.2276,0.1576,14.3632,4.081,1.437,0.767,0.2793,0.1767,0.0,57228000.0,108278000.0,29626000.0,111110000.0,32810500.0,6946500.0,37495000.0,-0.3934,0.11,0.073,0.069,0.093,6.0,1.131,1.4896,16.9886,68.0556,79.1055,5.2693,24.8888,4.611,0.565,12.0,0.1496,0.0,117330750.0,102156750.0,152896250.0,1.173,12.051,19.8147,0.1573,0.0097,ESCA,12.95,12.766176470588237,185787537.6
2017-03-25,-0.2489,-0.1477,-0.1821,-0.1917,-0.1917,2.4997,-0.0642,0.037,-0.2863,-0.0987,-0.0049,0.0455,3.287,0.0,-0.2361,-0.1945,0.0082,31866000.0,-0.0782,23582000.0,8284000.0,0.0,5930000.0,6288000.0,1996000.0,167000.0,2037000.0,649000.0,0.0,0.0,1388000.0,0.0,1388000.0,0.097,0.097,14306959.0,0.115,0.26,0.097,0.0692,0.044,0.1781,3105000.0,2204000.0,1388000.0,168960000.0,0.052,127438000.0,41522000.0,0.0,25524000.0,27421000.0,14101000.0,837000.0,15157000.0,3973000.0,0.0,0.0,11184000.0,0.0,11184000.0,0.797,0.787,14306959.0,0.445,0.2458,0.122,0.0947,0.066,0.0973,20529000.0,15994000.0,11184000.0,7.143,7.188,0.397,1.6985,0.1773,0.2378,0.1672,13.1976,4.77,4.2284,1.186,0.2922,0.1861,0.0,56810000.0,102837000.0,28784000.0,109531000.0,30867000.0,6516000.0,37285500.0,-0.0329,0.111,0.073,0.0683,0.095,6.0,1.096,1.4629,14.1757,63.2204,80.3493,5.4738,25.93,4.5315,0.558,12.0,0.1511,0.0,120842750.0,100590250.0,154134250.0,1.149,11.81,19.1087,0.159,0.0046,ESCA,12.75,12.923714285714288,182413727.25
2016-12-31,0.0224,0.3388,0.2113,0.25,0.1429,0.0594,0.0489,0.0416,0.0901,-0.0793,0.307,0.0,0.1574,0.0,-0.0971,0.5078,0.0122,49838000.0,0.0456,39602000.0,10236000.0,0.0,6101000.0,6465000.0,3771000.0,203000.0,4444000.0,981000.0,0.0,0.0,3463000.0,0.0,3463000.0,0.25,0.24,14301959.0,0.11,0.2054,0.109,0.0932,0.069,0.1977,5409000.0,4647000.0,3463000.0,171662000.0,0.0765,127395000.0,44267000.0,0.0,27357000.0,29684000.0,14583000.0,834000.0,15542000.0,4049000.0,0.0,0.0,11493000.0,0.0,11493000.0,0.81,0.8,14301959.0,0.44,0.2579,0.126,0.0954,0.067,0.0704,21620000.0,16376000.0,11493000.0,7.112,7.583,0.689,1.7787,0.0708,0.2501,0.1687,22.8916,4.106,2.9619,0.44,0.2807,0.1224,0.0,57205000.0,108448000.0,26575000.0,114456000.0,37439000.0,3461500.0,29832000.0,-0.0392,0.116,0.073,0.0687,0.095,4.0,1.096,1.0588,9.3046,76.3204,71.8722,4.5851,49.5918,5.7543,0.543,13.0,0.1594,0.0,124466000.0,99477500.0,156626000.0,0.845,12.003,19.6355,0.1621,-0.007,ESCA,13.2,13.60441176470588,188785858.79999998
2016-10-01,0.0912,0.9916,1.0922,1.1429,1.1429,0.5425,0.1053,0.0601,0.1866,0.1792,0.0644,0.0,0.9236,0.0,-0.3363,1.8452,0.0107,38793000.0,0.1217,28505000.0,10288000.0,0.0,4583000.0,4959000.0,5329000.0,211000.0,5726000.0,1483000.0,0.0,0.0,4243000.0,0.0,4243000.0,0.3,0.3,14271209.0,0.11,0.2652,0.178,0.153,0.109,-0.0136,6921000.0,5937000.0,4243000.0,169489000.0,0.1118,125446000.0,44043000.0,0.0,28013000.0,30730000.0,13313000.0,761000.0,14439000.0,3550000.0,0.0,0.0,10889000.0,0.0,10889000.0,0.77,0.78,14271209.0,0.44,0.2599,0.124,0.0897,0.064,0.0634,21088000.0,15200000.0,10889000.0,7.052,8.591,-0.037,2.6209,0.3017,0.3717,0.2263,28.1374,4.172,-0.5819,0.367,0.2582,0.1181,0.0,68104000.0,122601000.0,24939000.0,134226000.0,34220500.0,8178000.0,41636500.0,-0.7861,0.111,0.07,0.0591,0.09,4.0,1.094,1.0647,20.9453,79.7539,92.4641,4.9528,20.725,4.0707,0.571,14.0,0.1653,0.0,123263250.0,98169250.0,154870000.0,0.753,11.876,19.9737,0.1332,-0.0733,ESCA,12.76,12.30142857142857,182100626.84
2016-07-09,-0.0368,-0.3138,-0.3513,-0.3478,-0.3478,-0.6738,0.2416,0.0344,1.6279,0.2199,0.1873,0.0,-0.775,0.0,0.0867,-0.2771,0.016,48463000.0,0.1066,35749000.0,12714000.0,0.0,8910000.0,9709000.0,3005000.0,256000.0,2950000.0,860000.0,0.0,0.0,2090000.0,0.0,2090000.0,0.15,0.15,14256222.0,0.11,0.2623,0.105,0.0662,0.043,0.0296,5094000.0,3206000.0,2090000.0,165280000.0,0.1059,122097000.0,43183000.0,0.0,30335000.0,33326000.0,9857000.0,658000.0,11586000.0,2912000.0,0.0,0.0,8674000.0,0.0,8674000.0,0.61,0.62,14256222.0,0.44,0.2613,0.111,0.0741,0.052,0.0264,18355000.0,12244000.0,8674000.0,6.861,7.867,0.101,2.3874,0.2289,0.348,0.2193,12.5234,4.453,1.2938,0.733,0.2774,0.1839,0.0,61338000.0,112148000.0,21707000.0,125158000.0,30375500.0,5104000.0,34560500.0,-0.47,0.09,0.057,0.0454,0.074,3.0,1.095,0.9991,12.9102,73.7266,82.8582,5.4412,32.3824,4.7823,0.721,13.0,0.1835,0.0,112673750.0,96490250.0,150935000.0,0.306,11.594,18.6079,0.1147,-0.4965,ESCA,9.8,10.41352941176471,139710975.60000002
2016-03-19,0.018,-0.4849,-0.5147,-0.52,-0.52,-0.4195,0.2434,0.0699,0.8612,0.1425,0.2467,0.1,-0.4531,0.0,0.3126,-0.422,0.0126,34568000.0,0.0344,23539000.0,11029000.0,0.0,7763000.0,8551000.0,2478000.0,164000.0,2422000.0,725000.0,0.0,0.0,1697000.0,0.0,1697000.0,0.12,0.12,14190844.0,0.11,0.3191,0.121,0.0748,0.049,0.0383,4196000.0,2586000.0,1697000.0,160612000.0,0.1179,116943000.0,43669000.0,0.0,29624000.0,32660000.0,11009000.0,533000.0,13177000.0,3371000.0,0.0,0.0,9806000.0,0.0,9806000.0,0.69,0.7,14190844.0,0.44,0.2719,0.121,0.0854,0.061,0.0579,19434000.0,13710000.0,9806000.0,6.888,7.851,0.093,2.3993,0.2297,0.3483,0.2193,15.7683,4.286,0.9882,0.917,0.2824,0.2246,0.0,59735000.0,111412000.0,20397000.0,124024000.0,30444000.0,5643000.0,33679000.0,-0.2105,0.103,0.068,0.0507,0.085,4.0,1.12,1.4533,14.7034,73.7877,84.9414,5.2757,28.4622,4.7689,0.638,14.0,0.1844,0.0,101707000.0,95305250.0,143384750.0,0.655,11.318,25.7223,0.1329,-0.3475,ESCA,12.6,12.337142857142858,178804634.4
2015-12-26,-0.0758,-0.4212,-0.2906,-0.3103,-0.2759,-0.0515,0.124,0.0611,0.1036,0.2126,0.0878,0.1,-0.0779,0.0,0.1126,0.4558,0.0128,47665000.0,0.1728,37653000.0,10012000.0,0.0,6757000.0,7511000.0,2501000.0,130000.0,3341000.0,482000.0,0.0,0.0,2859000.0,0.0,2859000.0,0.2,0.21,14129986.0,0.11,0.21,0.102,0.0728,0.06,0.1786,4877000.0,3471000.0,2859000.0,159463000.0,0.1557,115989000.0,43474000.0,0.0,27775000.0,30656000.0,12818000.0,470000.0,15674000.0,4068000.0,0.0,0.0,11606000.0,0.0,11606000.0,0.82,0.82,14129986.0,0.43,0.2726,0.134,0.1012,0.073,0.0652,21362000.0,16144000.0,11606000.0,6.828,7.56,0.603,1.6515,0.1403,0.2419,0.1624,26.7,3.927,3.3865,0.55,0.2568,0.1418,0.0,54244000.0,106822000.0,25518000.0,109645000.0,35567000.0,2200000.0,24818500.0,-0.1205,0.124,0.085,0.0641,0.101,6.0,1.174,1.3323,5.8299,89.2317,59.1964,4.4835,72.4832,6.4252,0.524,13.0,0.1742,0.0,91648000.0,93421500.0,135785250.0,0.736,11.285,34.3489,0.1692,-0.3277,ESCA,13.18,12.36676470588235,186233215.48
