,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-05-26,0.0315,-0.4036,-0.2658,-0.2727,-0.2593,-0.8343,0.0153,0.024,-0.864,0.0581,0.0687,0.1,-1.0031,0.0,0.0717,-0.1309,0.0033,116980000.0,0.025,45660000.0,71320000.0,0.0,65456000.0,65657000.0,5663000.0,0.0,5430000.0,1141000.0,0.0,0.0,4289000.0,0.0,4289000.0,0.4,0.4,10755292.0,0.11,0.6097,0.075,0.0464,0.037,-0.0001,8814000.0,5430000.0,4289000.0,459738000.0,0.0484,179629000.0,280109000.0,0.0,255601000.0,257642000.0,22467000.0,234000.0,21693000.0,8764000.0,0.0,0.0,12929000.0,0.0,12929000.0,1.2,1.2,10755292.0,0.79,0.6093,0.077,0.0477,0.028,0.0426,35221000.0,21927000.0,12929000.0,17.861,23.498,-0.001,0.0503,2.0965,0.0028,0.0019,0.0,1.989,0.2865,0.275,0.1017,0.5595,0.0,69088000.0,252732000.0,49666000.0,160894000.0,20052500.0,21322500.0,60089500.0,-1.0098,0.068,0.045,0.0844,0.048,6.0,1.611,2.0668,17.2974,16.3701,49.292,22.9267,21.5612,7.6509,0.658,13.0,0.556,0.0,154762000.0,190837000.0,285379250.0,1.823,42.745,93.7051,0.0757,-0.2663,BSET,28.15,28.705555499999996,302761469.8
2018-02-24,0.047,-0.638,-1.3191,-1.3333,-1.3333,-1.6736,0.0631,0.0343,-0.8409,0.1664,0.1477,0.15,-0.5176,0.0,0.0979,-0.5605,0.0016,110272000.0,0.0414,43269000.0,67003000.0,0.0,64251000.0,64953000.0,2050000.0,0.0,1423000.0,2336000.0,0.0,0.0,-913000.0,0.0,-913000.0,-0.09,-0.09,10740591.0,0.46,0.6076,0.043,0.0129,-0.008,-0.0486,4727000.0,1423000.0,-913000.0,456883000.0,0.0599,178950000.0,277933000.0,0.0,251220000.0,254613000.0,23320000.0,234000.0,25368000.0,10886000.0,0.0,0.0,14482000.0,0.0,14482000.0,1.35,1.34,10740591.0,0.78,0.6083,0.085,0.056,0.032,0.0515,38867000.0,25602000.0,14482000.0,17.603,24.005,-0.499,0.0601,2.2634,0.0034,0.0023,0.0,1.818,1.5323,-5.111,0.1006,0.5827,0.0,64012000.0,257825000.0,44658000.0,155915000.0,20006500.0,21983500.0,59571000.0,2.8292,0.076,0.051,0.0903,0.056,5.0,1.607,2.2723,20.4125,17.2105,50.8646,22.8367,20.783,7.6696,0.578,12.0,0.5499,0.0,155082000.0,189559250.0,284316250.0,2.191,42.538,109.4103,0.0863,-0.2849,BSET,34.049999,34.47794141176472,365717112.809409
2017-11-25,0.0294,-0.0721,-0.0141,-0.0213,-0.0213,0.0791,0.0556,0.066,-0.4749,0.0698,0.0237,0.1,-0.0332,0.0,0.052,-0.1682,-0.0061,118225000.0,0.039,45380000.0,72845000.0,0.0,64521000.0,65351000.0,7494000.0,234000.0,8163000.0,3189000.0,0.0,0.0,4974000.0,0.0,4974000.0,0.46,0.46,10735310.0,0.11,0.6162,0.099,0.071,0.042,0.1438,11649000.0,8397000.0,4974000.0,452503000.0,0.0474,177579000.0,274924000.0,0.0,245493000.0,248990000.0,25934000.0,234000.0,27876000.0,9620000.0,0.0,0.0,18256000.0,0.0,18256000.0,1.71,1.7,10735310.0,0.72,0.6076,0.092,0.0621,0.04,0.056,41422000.0,28110000.0,18256000.0,17.835,25.747,1.584,0.3478,5.0254,0.0195,0.0127,35.8846,1.912,4.3599,0.239,0.0591,0.5457,0.0,76026000.0,276397000.0,57094000.0,142826000.0,18999000.0,21520500.0,53845500.0,-0.2159,0.097,0.065,0.1186,0.062,8.0,1.616,1.993,17.5521,15.8421,43.9417,23.8172,21.0266,8.4037,0.421,14.0,0.5425,0.0,156785250.0,187919750.0,280062250.0,2.362,42.151,120.1282,0.1018,-0.303,BSET,39.150002,38.66285717142858,420287407.97062004
2017-08-26,0.0669,-0.0313,0.0994,0.1026,0.1316,-0.3456,0.0155,0.0646,-0.723,0.011,0.0812,0.1,1.514,0.0,0.0805,-0.0371,-0.0165,114261000.0,0.0912,45320000.0,68941000.0,0.0,61373000.0,61681000.0,7260000.0,0.0,6677000.0,2098000.0,0.0,0.0,4579000.0,0.0,4579000.0,0.43,0.43,10724586.0,0.11,0.6034,0.088,0.0584,0.04,0.0698,10031000.0,6677000.0,4579000.0,448064000.0,0.0329,175222000.0,272842000.0,0.0,242305000.0,245393000.0,27449000.0,552000.0,28210000.0,9883000.0,0.0,0.0,18327000.0,0.0,18327000.0,1.72,1.71,10724586.0,0.71,0.6089,0.094,0.0642,0.041,0.0579,42205000.0,28762000.0,18327000.0,17.784,24.46,0.743,0.3637,3.4031,0.0204,0.0139,0.0,2.072,1.1369,0.256,0.0623,0.5371,0.0,75377000.0,262325000.0,56662000.0,159413000.0,19408000.0,19308000.0,55580500.0,0.5313,0.099,0.066,0.112,0.064,9.0,1.622,1.8986,15.516,15.8964,47.0424,23.0866,23.2061,8.0615,0.413,12.0,0.5408,0.0,160044000.0,185231000.0,276192000.0,2.419,41.779,52.1051,0.1033,-0.2545,BSET,34.5,37.17499983333333,369998217.0
2017-05-27,0.0762,0.7333,0.7258,0.7742,0.7419,-0.1368,0.0031,0.05,-0.746,0.0263,0.0594,0.1111,0.0872,0.0,0.0514,0.1133,-0.0158,114125000.0,0.0699,44981000.0,69144000.0,0.0,61075000.0,62628000.0,6516000.0,0.0,9105000.0,3263000.0,0.0,0.0,5842000.0,0.0,5842000.0,0.55,0.54,10720148.0,0.1,0.6059,0.109,0.0798,0.051,0.0343,12460000.0,9105000.0,5842000.0,438515000.0,-0.0036,169993000.0,268522000.0,0.0,237732000.0,240793000.0,27729000.0,552000.0,28426000.0,10513000.0,0.0,0.0,17913000.0,0.0,17913000.0,1.68,1.66,10720148.0,0.7,0.6123,0.097,0.0661,0.041,0.0482,42322000.0,28978000.0,17913000.0,17.442,24.215,0.365,0.371,2.7796,0.0213,0.0144,0.0,1.943,1.2693,0.182,0.0632,0.5352,0.0,67512000.0,259584000.0,48990000.0,162174000.0,19236500.0,20528000.0,56463500.0,-0.4723,0.098,0.065,0.1111,0.066,7.0,1.594,2.0959,17.3613,16.2193,48.354,22.796,21.3618,7.7663,0.417,10.0,0.5421,0.0,164285750.0,183090750.0,275127750.0,1.972,40.906,52.4964,0.1027,-0.4369,BSET,28.9,29.297142628571425,309812277.2
2017-02-25,-0.0138,-0.2343,-0.1153,-0.1,-0.1,-0.1417,-0.0146,0.0381,-0.703,-0.0644,-0.0359,0.3793,0.424,0.0,-0.0073,-0.1946,-0.0136,105892000.0,-0.0092,41898000.0,63994000.0,0.0,58524000.0,59330000.0,4664000.0,0.0,3931000.0,1070000.0,0.0,0.0,2861000.0,0.0,2861000.0,0.27,0.27,10722947.0,0.4,0.6043,0.069,0.0371,0.027,-0.0333,7282000.0,3931000.0,2861000.0,431057000.0,-0.0313,167431000.0,263626000.0,0.0,234745000.0,236560000.0,27066000.0,552000.0,24574000.0,9118000.0,0.0,0.0,15456000.0,0.0,15456000.0,1.44,1.43,10722947.0,0.69,0.6116,0.088,0.0583,0.036,0.0483,37909000.0,25126000.0,15456000.0,17.02,23.506,-0.329,0.378,2.1932,0.0222,0.015,0.0,1.863,0.726,1.481,0.0652,0.5527,0.0,60294000.0,252057000.0,43017000.0,162728000.0,19105500.0,19325000.0,56506000.0,-2.6996,0.085,0.056,0.1081,0.058,6.0,1.568,2.5051,15.5939,15.6396,46.9721,22.5619,22.3057,7.6285,0.479,10.0,0.5446,0.0,167584500.0,181577750.0,274915500.0,1.942,40.199,45.5181,0.0925,-0.4621,BSET,26.9,27.81911770588235,288447274.3
2016-11-26,0.0118,0.0515,-0.1121,-0.1132,-0.0962,-0.0458,-0.0151,0.0313,-0.4837,-0.1339,-0.1115,0.1111,-0.0442,0.0,0.008,0.0569,-0.0121,113786000.0,-0.0153,43023000.0,70763000.0,0.0,61333000.0,61754000.0,9009000.0,552000.0,8497000.0,3452000.0,0.0,0.0,5045000.0,0.0,5045000.0,0.47,0.47,10801148.0,0.1,0.6219,0.109,0.0795,0.044,0.1546,12432000.0,9049000.0,5045000.0,432038000.0,0.0026,167519000.0,264519000.0,0.0,235178000.0,236326000.0,28193000.0,552000.0,25777000.0,9948000.0,0.0,0.0,15829000.0,0.0,15829000.0,1.47,1.46,10801148.0,0.58,0.6123,0.089,0.0609,0.037,0.0422,38578000.0,26329000.0,15829000.0,16.73,24.155,1.628,0.6584,3.2537,0.0394,0.0256,16.3931,1.825,3.9835,0.213,0.0624,0.539,0.0,63556000.0,260907000.0,43007000.0,155861000.0,19777500.0,21098500.0,56555500.0,-0.1249,0.088,0.057,0.1205,0.061,6.0,1.566,2.4677,17.9789,15.5094,44.9578,21.8449,20.4772,7.6392,0.395,12.0,0.5443,0.0,170290500.0,180509000.0,275916750.0,1.688,39.999,47.6975,0.0941,-0.5334,BSET,29.549999,25.377142914285713,319173912.598852
2016-08-27,-0.0237,-0.0453,-0.0237,0.0,-0.0256,1.5595,0.018,0.0311,-0.051,-0.0124,-0.1837,0.1111,14.6094,0.0,-0.0258,-0.0198,0.0034,104712000.0,-0.0567,40091000.0,64621000.0,0.0,56800000.0,57081000.0,7540000.0,0.0,6893000.0,2728000.0,0.0,0.0,4165000.0,0.0,4165000.0,0.39,0.38,10904934.0,0.1,0.6171,0.097,0.0658,0.04,0.0303,10148000.0,6893000.0,4165000.0,433807000.0,0.0578,170111000.0,263696000.0,0.0,234692000.0,235988000.0,27708000.0,607000.0,25279000.0,8813000.0,0.0,0.0,16466000.0,0.0,16466000.0,1.53,1.51,10904934.0,0.57,0.6079,0.087,0.0597,0.038,0.0439,37587000.0,25886000.0,16466000.0,16.705,23.664,0.291,1.2912,2.5723,0.0773,0.0511,0.0,2.0,1.91,0.256,0.0633,0.5424,0.0,67702000.0,258059000.0,42076000.0,176380000.0,19423500.0,20589000.0,59425000.0,-0.6014,0.092,0.059,0.1072,0.06,5.0,1.566,2.4308,16.4651,16.2405,44.9411,22.3341,21.0698,7.3001,0.373,10.0,0.541,0.0,171954250.0,179674250.0,276985750.0,1.746,39.781,42.6458,0.095,-0.5243,BSET,24.65,25.703055555555547,268806623.09999996
2016-05-28,-0.0059,-0.2687,-0.2526,-0.2619,-0.2619,-0.2284,0.0157,0.0402,0.0318,-0.0668,-0.1293,0.125,-0.6422,0.0,0.0115,-0.1282,0.0127,106667000.0,-0.0438,42419000.0,64248000.0,0.0,58088000.0,58395000.0,5853000.0,0.0,5253000.0,1868000.0,0.0,0.0,3385000.0,0.0,3385000.0,0.31,0.31,10892609.0,0.09,0.6023,0.075,0.0492,0.032,0.0337,8047000.0,5253000.0,3385000.0,440106000.0,0.1453,174844000.0,265262000.0,0.0,236195000.0,237402000.0,27860000.0,607000.0,25606000.0,9039000.0,0.0,0.0,16567000.0,0.0,16567000.0,1.53,1.52,10892609.0,0.56,0.6027,0.085,0.0596,0.038,0.0355,37232000.0,26213000.0,16567000.0,16.611,23.752,0.33,1.4375,2.729,0.0865,0.0567,0.0,1.947,2.5377,0.29,0.0634,0.5446,0.0,65632000.0,258726000.0,39607000.0,175369000.0,19666500.0,22487000.0,58906000.0,-0.581,0.093,0.06,0.1085,0.06,5.0,1.596,2.1234,16.7511,15.7468,45.4763,22.3785,19.5716,7.4713,0.366,11.0,0.5367,0.0,172422250.0,178152750.0,275765250.0,1.436,40.404,43.1845,0.0976,-0.5555,BSET,27.98,29.182500027777778,304775199.82
2016-02-27,0.2754,-0.4577,-0.457,-0.4737,-0.4643,3.674,0.0508,0.0389,-0.1076,0.1164,-0.0671,0.0357,-0.2706,0.0,0.2419,1.0129,0.0353,106873000.0,0.1516,41986000.0,64887000.0,0.0,58957000.0,59096000.0,5791000.0,0.0,5134000.0,1900000.0,0.0,0.0,3234000.0,0.0,3234000.0,0.3,0.3,10870858.0,0.29,0.6071,0.074,0.048,0.03,-0.0573,7951000.0,5134000.0,3234000.0,444992000.0,0.2433,179346000.0,265646000.0,0.0,235532000.0,236925000.0,28721000.0,607000.0,27536000.0,9825000.0,0.0,0.0,17711000.0,0.0,17711000.0,1.64,1.63,10870858.0,0.55,0.597,0.088,0.0632,0.04,0.0497,38951000.0,28143000.0,17711000.0,16.395,23.554,-0.564,1.2555,2.3101,0.0766,0.0499,0.0,1.881,0.7483,0.967,0.0643,0.5517,0.0,62606000.0,256053000.0,38221000.0,173552000.0,18712000.0,19974500.0,59607500.0,-3.5322,0.101,0.064,0.112,0.063,7.0,1.62,2.1298,16.5967,16.1923,47.1958,23.7811,22.278,7.4654,0.335,11.0,0.5293,0.0,171712750.0,175860000.0,274699250.0,2.033,40.934,46.3641,0.1077,-0.4142,BSET,30.27,28.38705882352942,329060871.65999997
