,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,tangible_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,return_on_sales_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.438,1.1285,1.1405,1.1176,1.1176,0.008,-5.427,0.3615,0.0582,3.8658,0.6596,0.0,3.2381,-5.427,0.0,0.1405,0.7066,0.0107,11107000.0,0.438,0.0,11107000.0,0.0,3223000.0,3738000.0,7369000.0,0.0,11713000.0,60000.0,0.0,0.0,11653000.0,0.0,11653000.0,0.72,0.72,16180291.0,16201443.0,0.89,1.0,1.086,1.0546,1.049,-1.641,12057000.0,11713000.0,11653000.0,38509000.0,0.4241,0.0,38509000.0,0.0,11831000.0,14155000.0,24354000.0,0.0,45579000.0,63000.0,0.0,0.0,45516000.0,0.0,45516000.0,2.83,2.83,16180291.0,16201443.0,1.67,1.0,1.212,1.1836,1.182,-2.0581,46669000.0,45579000.0,45516000.0,18.997,27.869,-1.126,7.5182,0.7745,0.3957,0.2698,0.0,-1.5641,1.236,0.0,0.2902,0.0,450926000.0,560040000.0,4544000.0,4631500.0,0.0,0.0,0.151,0.111,1.184,0.094,-1.7412,0.0,53.7515,0.0,8.4747,8.3146,0.0,0.59,8.0,0.3072,0.0,482207000.0,301678250.0,409984000.0,-4.898,2.38,0.0,0.0,CSWC,18.110001,17.86657154285714,293025086.190291
2018-03-31,0.278,1.5283,1.507,1.5135,1.5135,0.0134,0.2813,0.2816,0.0723,2.8122,0.6637,0.0,-0.3778,0.2813,0.0,-0.0327,0.5653,0.0085,9874000.0,0.278,0.0,9874000.0,0.0,2929000.0,3447000.0,6427000.0,0.0,15256000.0,279000.0,0.0,0.0,14977000.0,0.0,14977000.0,0.93,0.93,16169480.0,16226798.0,0.28,1.0,1.578,1.5451,1.517,-1.2548,15579000.0,15256000.0,14977000.0,35126000.0,0.4964,0.0,35126000.0,0.0,11434000.0,13823000.0,21303000.0,0.0,39369000.0,62000.0,0.0,0.0,39307000.0,0.0,39307000.0,2.45,2.45,16073642.0,16138541.0,0.99,1.0,1.147,1.1208,1.119,-1.8181,40296000.0,39369000.0,39307000.0,19.066,25.82,-0.766,5.8941,0.489,0.3091,0.2283,0.0,-0.8273,0.301,0.0,0.2966,0.0,417490000.0,504888000.0,4178000.0,0.0,0.0,0.0,0.132,0.103,1.121,0.092,-1.6247,0.0,54.2315,0.0,8.4074,0.0,0.0,0.404,9.0,0.3255,0.0,428154750.0,296689750.0,380050000.0,-3.973,2.185,0.0,0.0,CSWC,17.02,17.13382355882353,275204549.59999996
2017-12-31,0.3138,0.1784,0.299,0.28,0.28,0.0154,-0.0806,0.2898,0.0305,5.0157,0.2724,0.0,0.5294,-0.0806,0.0,0.0671,0.4861,0.0149,9019000.0,0.3138,0.0,9019000.0,0.0,2750000.0,3443000.0,5576000.0,0.0,9953000.0,-290000.0,0.0,0.0,10243000.0,0.0,10243000.0,0.64,0.64,16104806.0,16176436.0,0.26,1.0,1.13,1.1036,1.136,-4.6699,10189000.0,9953000.0,10243000.0,32978000.0,0.6861,0.0,32978000.0,0.0,11533000.0,13996000.0,18982000.0,0.0,30147000.0,-157000.0,0.0,0.0,30304000.0,0.0,30304000.0,1.89,1.89,16104806.0,16176436.0,1.16,1.0,0.938,0.9142,0.919,-2.0836,30932000.0,30147000.0,30304000.0,18.537,25.014,-2.615,5.603,1.2746,0.3023,0.224,0.0,-4.1119,0.406,0.0,0.3049,0.0,402850000.0,472559000.0,3670000.0,0.0,0.0,0.0,0.104,0.085,0.914,0.092,-2.2674,0.0,45.4894,0.0,8.9858,0.0,0.0,0.614,10.0,0.3497,0.0,384024250.0,290885750.0,357115500.0,-4.267,2.048,0.0,0.0,CSWC,16.549999,16.82575763636364,266534523.195194
2017-09-30,0.8005,0.181,0.2493,0.2273,0.2273,0.0172,0.8204,0.1998,0.0301,0.0,1.1341,0.0,1.1818,0.8204,0.0,0.2327,1.65,0.018,8509000.0,0.8005,0.0,8509000.0,0.0,2929000.0,3527000.0,4982000.0,0.0,8657000.0,14000.0,0.0,0.0,8643000.0,0.0,8643000.0,0.54,0.54,16010231.0,16077837.0,0.24,1.0,1.039,1.0174,1.016,-0.7661,8844000.0,8657000.0,8643000.0,30824000.0,0.9264,0.0,30824000.0,0.0,11360000.0,13666000.0,17158000.0,0.0,28640000.0,694000.0,0.0,0.0,27946000.0,0.0,27946000.0,1.75,1.75,16010231.0,16077837.0,1.07,1.0,0.953,0.9291,0.907,-2.1272,29369000.0,28640000.0,27946000.0,18.27,23.027,-0.407,3.4978,2.0817,0.1914,0.1519,0.0,-0.7543,0.444,0.0,0.3442,0.0,368670000.0,391341000.0,2723500.0,9680500.0,0.0,0.0,0.097,0.084,0.929,0.092,-2.3463,0.0,43.9198,0.0,11.3178,3.1841,0.0,0.611,10.0,0.3685,0.0,339550250.0,287614250.0,334486500.0,-4.095,1.925,0.0,0.0,CSWC,17.129998999999998,16.7074286,274255241.01976895
2017-06-30,0.8581,0.4612,1.0185,1.0,1.0,0.0178,-1.9588,0.1792,0.033,0.0,1.4689,0.0,2.5,-1.9588,0.0,0.0147,3.7037,0.0181,7724000.0,0.8581,0.0,7724000.0,0.0,2826000.0,3406000.0,4318000.0,0.0,5503000.0,59000.0,0.0,0.0,5444000.0,0.0,5444000.0,0.34,0.34,16009703.0,16072463.0,0.21,1.0,0.736,0.7125,0.705,-0.3672,5684000.0,5503000.0,5444000.0,27041000.0,1.189,0.0,27041000.0,0.0,10807000.0,12985000.0,14056000.0,0.0,27313000.0,1092000.0,0.0,0.0,26221000.0,0.0,26221000.0,1.65,1.65,16009703.0,16072463.0,0.94,1.0,1.033,1.0101,0.97,-3.5262,27930000.0,27313000.0,26221000.0,17.953,20.687,-0.177,1.5616,0.772,0.087,0.0755,0.0,-0.5209,0.618,0.0,0.3659,0.0,331190000.0,343831000.0,2400500.0,4631500.0,0.0,0.0,0.092,0.082,1.01,0.085,-3.6365,125.0322,46.1227,0.0,11.2647,5.8385,0.0,0.57,10.0,0.3997,0.0,304073750.0,284218000.0,319137750.0,-5.956,1.689,0.0,0.0,CSWC,16.08,16.022777833333333,257436024.23999998
2017-03-31,1.0273,2.498,1.3763,1.3125,1.3125,0.0136,0.6041,0.145,0.0253,0.0,0.7905,0.0,10.25,0.6041,0.0,0.1847,4.7994,0.0198,7726000.0,1.0273,0.0,7726000.0,0.0,3028000.0,3620000.0,4106000.0,0.0,6034000.0,60000.0,0.0,0.0,5974000.0,0.0,5974000.0,0.37,0.37,16033076.0,16011863.0,0.45,1.0,0.804,0.781,0.773,-2.2313,6215000.0,6034000.0,5974000.0,23474000.0,1.5627,0.0,23474000.0,0.0,10765000.0,12818000.0,10656000.0,0.0,25576000.0,2102000.0,0.0,0.0,23474000.0,0.0,23474000.0,1.48,1.48,15824879.0,15877331.0,0.79,1.0,1.109,1.0895,1.0,-3.8152,26035000.0,25576000.0,23474000.0,17.78,20.317,-1.075,1.5593,1.3962,0.0877,0.0767,0.0,-2.8857,1.216,0.0,0.3919,0.0,325752000.0,328366000.0,2444500.0,1970000.0,0.0,0.0,0.084,0.077,1.09,0.077,-3.8152,0.0,48.7776,0.0,9.6028,11.9157,0.0,0.534,10.0,0.4586,0.0,264090750.0,280682250.0,306554250.0,-5.659,1.483,0.0,0.0,CSWC,16.91,16.242222138888888,271119315.16
2016-12-31,1.0759,5.8624,7.9779,8.1429,8.1429,0.0114,0.036,0.0899,0.0405,0.0,3.6475,0.0,0.0,0.036,0.0,-0.1384,6.9841,0.0131,6865000.0,1.0759,0.0,6865000.0,0.0,2577000.0,3113000.0,3752000.0,0.0,8446000.0,561000.0,0.0,0.0,7885000.0,0.0,7885000.0,0.5,0.5,15868977.0,15931501.0,0.17,1.0,1.257,1.2303,1.149,-5.6773,8626000.0,8446000.0,7885000.0,19559000.0,2.255,0.0,19559000.0,0.0,10294000.0,12301000.0,7258000.0,0.0,21267000.0,1253000.0,0.0,0.0,20014000.0,0.0,20014000.0,1.27,1.27,15868977.0,15931501.0,0.38,1.0,1.103,1.0873,1.023,-5.9239,21568000.0,21267000.0,20014000.0,17.988,19.682,-2.456,0.9452,2.0588,0.0525,0.048,0.0,-4.9429,0.34,0.0,0.3754,0.0,312334000.0,294663000.0,1962500.0,2425000.0,0.0,0.0,0.072,0.068,1.087,0.066,-5.7892,0.0,60.2766,0.0,9.9664,8.0656,0.0,0.299,9.0,0.5263,0.0,229130250.0,277573000.0,296239500.0,-7.301,1.233,0.0,0.0,CSWC,16.15,15.233529352941177,256283978.54999998
2016-09-30,3.384,1.8273,1.7731,1.7719,1.7719,0.0085,-1.3403,0.0757,0.0029,0.0,4.8716,0.0,0.0,-1.3403,0.0,-0.4819,1.2033,0.0092,4726000.0,3.384,0.0,4726000.0,0.0,2376000.0,2846000.0,1880000.0,0.0,7330000.0,412000.0,0.0,0.0,6918000.0,0.0,6918000.0,0.44,0.44,15726419.0,15805577.0,0.11,1.0,1.567,1.551,1.464,-7.6815,7405000.0,7330000.0,6918000.0,16001000.0,0.5363,0.0,16001000.0,0.0,10708000.0,13122000.0,2879000.0,0.0,11084000.0,85000.0,0.0,0.0,10999000.0,0.0,10999000.0,0.7,0.7,15726419.0,15805577.0,0.21,1.0,0.702,0.6927,0.687,-7.332,11232000.0,11084000.0,10999000.0,17.736,19.539,-2.308,0.0,3.6779,0.0,0.0,0.0,-5.2476,0.25,0.0,0.5028,0.0,307275000.0,249435000.0,1017000.0,9680500.0,0.0,0.0,0.04,0.038,0.693,0.055,-10.6664,441.6452,39.6456,0.0,15.7335,1.6529,0.0,0.3,12.0,0.6692,0.0,191189500.0,273908250.0,289801000.0,-7.46,1.017,0.0,0.0,CSWC,14.7,14.768055555555556,231178359.29999998
2016-06-30,3.3122,0.7165,0.2463,0.2143,0.2143,0.0073,1.2461,-0.6381,-0.648,0.0,13.5684,0.0,-0.4,1.2461,0.0,0.245,1.3279,0.0097,4157000.0,3.3122,0.0,4157000.0,0.0,2785000.0,3239000.0,918000.0,0.0,3766000.0,1069000.0,0.0,0.0,2697000.0,0.0,2697000.0,0.17,0.17,15724620.0,15791299.0,0.06,1.0,0.911,0.9059,0.649,0.7116,3789000.0,3766000.0,2697000.0,12353000.0,0.2192,0.0,12353000.0,0.0,12918000.0,20601000.0,-8248000.0,0.0,-5106000.0,-239000.0,0.0,0.0,-4867000.0,0.0,-4867000.0,-0.31,-0.31,15724620.0,15791299.0,0.1,1.0,-0.406,-0.4133,-0.394,-7.8142,-5013000.0,-5106000.0,-4867000.0,17.379,17.861,0.188,0.0,6.1659,0.0,0.0,0.0,1.0968,0.353,0.0,0.67,0.0,280856000.0,183899000.0,739500.0,0.0,0.0,0.0,-0.018,-0.017,-0.413,0.043,19.8334,0.0,40.8937,0.0,16.7045,0.0,0.0,-0.323,-23.0,1.0457,0.0,154215500.0,273073750.0,284394750.0,-6.139,0.786,0.0,0.0,CSWC,13.67,13.847222222222227,214955555.4
2016-03-31,4.7742,-0.9487,-0.9252,,,,-1.2176,-0.6338,-0.6499,0.0,21.7532,0.0,0.0,-1.2176,0.0,0.0079,1.1704,0.0149,3811000.0,4.7742,0.0,3811000.0,0.0,2556000.0,3103000.0,708000.0,0.0,1725000.0,-789000.0,0.0,0.0,2514000.0,0.0,2514000.0,0.16,0.16,15722105.0,15796871.0,0.04,1.0,0.459,0.4526,0.66,-11.4264,1748000.0,1725000.0,2514000.0,9160000.0,-0.0792,0.0,9160000.0,0.0,11700000.0,21125000.0,-11965000.0,0.0,-6678000.0,-1278000.0,0.0,0.0,-5400000.0,0.0,-5400000.0,-0.35,-0.35,15635597.0,15723617.0,0.14,1.0,-0.72,-0.729,-0.59,-12.1731,-6592000.0,-6678000.0,-5400000.0,17.341,18.095,-2.77,0.0,6.1041,0.0,0.0,0.0,-17.3214,0.25,0.0,0.6707,0.0,284493000.0,188524000.0,914500.0,1970000.0,0.0,0.0,-0.014,-0.013,-0.729,0.022,20.6493,156.9978,69.8122,0.0,10.0164,4.6497,0.0,-0.4,-11.0,1.2773,0.0,249119250.0,396949250.0,408215000.0,-7.132,0.586,0.0,0.0,CSWC,13.87,13.963428571428569,218065596.35
2015-12-31,-0.5712,-1.0565,-1.0368,,,,0.0399,-0.6399,-0.6336,0.0,-0.9141,0.0,-1.0,0.0399,0.0,-0.0468,-1.14,0.0078,3307000.0,-0.5712,0.0,3307000.0,0.0,2991000.0,3934000.0,-627000.0,0.0,-1737000.0,-607000.0,0.0,0.0,-1130000.0,0.0,-1130000.0,-0.07,-0.07,15663297.0,15751241.0,0.0,1.0,-0.517,-0.5252,-0.342,-12.2253,-1710000.0,-1737000.0,-1130000.0,6009000.0,-0.4775,0.0,6009000.0,0.0,12350000.0,22838000.0,-16829000.0,0.0,25211000.0,-492000.0,0.0,0.0,25703000.0,0.0,25703000.0,3.44,3.44,15663297.0,15530974.0,0.1,1.0,4.21,4.1955,4.277,22.001,25300000.0,25211000.0,25703000.0,17.288,18.296,-2.581,0.0,9.173,0.0,0.0,0.0,35.7779,0.0,0.0,0.9044,0.0,286580000.0,142900000.0,4394500.0,2425000.0,0.0,0.0,0.049,0.048,4.196,0.011,5.1435,294.5998,42.2158,0.0,1.3674,2.4779,0.0,0.058,1.0,2.0553,0.0,339757000.0,520645000.0,531309750.0,8.44,0.384,0.0,0.0,CSWC,13.88,14.52857142857143,217406562.36
2015-09-30,0.356,0.7076,0.7075,,,,-1.447,-0.6273,-0.6405,0.0,-0.9803,0.0,0.0,-1.447,0.0,3.1881,-8.7337,0.011,1078000.0,0.356,0.0,1078000.0,0.0,4586000.0,10325000.0,-9247000.0,0.0,-8860000.0,88000.0,0.0,0.0,-8948000.0,0.0,-8948000.0,-0.57,-0.57,15583332.0,15671664.0,0.0,1.0,-8.2,-8.2189,-8.301,-14.3896,-8840000.0,-8860000.0,-8948000.0,10415000.0,-0.1428,0.0,10415000.0,0.0,12497000.0,22137000.0,-11722000.0,0.0,57693000.0,166000.0,0.0,0.0,57527000.0,0.0,57527000.0,7.32,7.32,15583332.0,15298343.0,0.2,1.0,5.547,5.5394,5.523,12.5325,57775000.0,57693000.0,57527000.0,17.685,18.33,-0.995,0.0,11.8146,0.0,0.0,0.0,1.7336,0.0,0.0,4.2542,0.0,285650000.0,101539000.0,7659500.0,0.0,0.0,0.0,0.09,0.087,5.539,0.016,2.269,0.0,10.3735,0.0,1.3597,0.0,0.0,0.027,9.0,1.1999,0.0,440651250.0,636251250.0,658643000.0,8.376,0.668,0.0,0.0,CSWC,47.400002,47.005000194444456,738649967.966664
2015-06-30,0.2359,-0.8884,-0.8903,,,,-8.8658,-0.0256,-0.0352,0.0,-0.844,0.0,0.0,-8.8658,0.0,0.3221,-0.8065,0.0104,964000.0,0.2359,0.0,964000.0,0.0,2237000.0,3764000.0,-2800000.0,0.0,2194000.0,30000.0,0.0,0.0,2164000.0,0.0,2164000.0,0.14,0.14,15573291.0,15676513.0,0.1,1.0,2.293,2.2759,2.245,-12.4678,2210000.0,2194000.0,2164000.0,10132000.0,-0.1784,0.0,10132000.0,0.0,9006000.0,13557000.0,-3425000.0,0.0,36252000.0,367000.0,0.0,0.0,35885000.0,0.0,35885000.0,,,15573291.0,,0.2,1.0,3.585,3.578,3.542,17.8382,36321000.0,36252000.0,35885000.0,49.366,49.838,-0.772,0.0,13.6531,0.0,0.0,0.0,-5.5541,0.714,0.0,2.3205,0.0,776137000.0,563514000.0,352000.0,0.0,0.0,0.0,0.047,0.046,3.578,0.013,5.0366,0.0,3.4223,0.0,28.7841,0.0,0.0,,15.0,0.8889,0.0,576155750.0,756921250.0,778857250.0,11.606,0.651,0.0,0.0,CSWC,49.93,50.15083361111111,777574419.63
2015-03-31,-0.7016,29.3902,28.3977,,,,7.8023,-0.0023,-0.0209,0.0,-0.936,0.0,0.0,7.8023,0.0,-0.1926,-4.8832,0.0174,660000.0,-0.7016,0.0,660000.0,0.0,2536000.0,4815000.0,-4155000.0,0.0,33614000.0,-3000.0,0.0,0.0,33617000.0,0.0,33617000.0,,,15491870.0,,0.0,1.0,50.97,50.9303,50.935,303.2788,33640000.0,33614000.0,33617000.0,9948000.0,-0.2109,0.0,9948000.0,0.0,9557000.0,12123000.0,-2175000.0,0.0,53712000.0,270000.0,0.0,0.0,53442000.0,0.0,53442000.0,,,15491870.0,,0.2,1.0,5.405,5.3993,5.372,19.53,53767000.0,53712000.0,53442000.0,49.537,50.147,12.921,0.0,14.5752,0.0,0.0,0.0,5.9542,,0.0,3.8424,0.0,776872000.0,551075000.0,640500.0,0.0,0.0,0.0,0.07,0.068,5.399,0.013,3.6354,0.0,2.8252,0.0,15.5316,0.0,0.0,,9.0,0.9607,0.0,612375750.0,761895750.0,783959000.0,12.541,0.642,0.0,0.0,CSWC,46.419998,48.04583322222222,719132574.41626
2014-12-31,-0.0777,-0.4777,-0.4847,,,,-22.2893,0.0206,-0.0625,0.0,-0.2657,0.0,0.0,-22.2893,0.0,0.2618,-0.1942,0.0185,7713000.0,-0.0777,0.0,7713000.0,0.0,3138000.0,3233000.0,4480000.0,0.0,30745000.0,51000.0,0.0,0.0,30694000.0,0.0,30694000.0,,,15541832.0,,0.1,1.0,3.989,3.9861,3.98,-5.4592,30765000.0,30745000.0,30694000.0,11500000.0,0.0032,0.0,11500000.0,0.0,9066000.0,8450000.0,3050000.0,0.0,18914000.0,316000.0,0.0,0.0,18598000.0,0.0,18598000.0,,,15541832.0,,0.2,1.0,1.648,1.6447,1.617,1.4661,18950000.0,18914000.0,18598000.0,47.177,51.211,-2.709,0.0,16.0493,0.0,0.0,0.0,-1.3718,,0.0,0.4068,0.0,795913000.0,546477000.0,9558000.0,1913000.0,0.0,0.0,0.024,0.024,1.645,0.015,0.9065,0.0,256.8965,0.0,1.2032,6.0115,0.0,,25.0,0.7883,0.0,647239750.0,762638250.0,784414500.0,1.085,0.74,0.0,0.0,CSWC,37.91,38.3745714857143,589190851.12
