,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.4516,0.6738,0.825,0.8519,0.8846,0.0409,5.9696,0.2176,0.0429,0.6282,0.408,0.1864,0.0,2.0389,0.0,0.3328,0.6738,-0.0312,208606000.0,0.3805,159034000.0,49572000.0,0.0,29443000.0,29906000.0,19666000.0,2484000.0,17182000.0,3157000.0,0.0,0.0,14025000.0,0.0,14025000.0,0.5,0.49,28091729.0,19658830.0,0.0,0.2376,0.136,0.0943,0.067,0.024,28409000.0,19666000.0,14025000.0,708619000.0,0.1566,557269000.0,151350000.0,0.0,106365000.0,123440000.0,27910000.0,7871000.0,20039000.0,2313000.0,0.0,0.0,17726000.0,0.0,17726000.0,0.64,0.63,28091729.0,0.0,0.2136,0.086,0.0394,0.025,0.0355,60970000.0,27910000.0,17726000.0,12.505,17.679,0.179,9.4457,0.3776,0.7553,0.3471,7.9171,3.053,0.6534,0.0,0.3503,0.1411,0.0,237706000.0,496642000.0,-59638000.0,635590000.0,144938000.0,40210000.0,146951000.0,-0.4527,0.052,0.024,0.0272,0.039,4.0,0.975,2.3337,25.538,87.3051,82.1455,4.8891,17.623,4.8221,0.0,46.0,0.1501,0.0,592557500.0,339143750.0,727144250.0,0.895,25.225,3.5459,0.0489,-0.3922,ATRO,35.970001,36.41685717142857,1010459520.221729
2018-03-31,-0.0309,-0.6236,-0.7157,-0.7,-0.7105,0.0672,-1.1655,0.2723,0.0126,0.9513,0.3978,0.3092,0.0,-2.4988,0.0,0.4264,-0.6236,-0.0354,179059000.0,0.175,141927000.0,37132000.0,0.0,30500000.0,30875000.0,6257000.0,2331000.0,3926000.0,632000.0,0.0,0.0,3294000.0,0.0,3294000.0,0.12,0.11,28066764.0,19578680.0,0.0,0.2074,0.09,0.0349,0.018,-0.0302,16098000.0,6257000.0,3294000.0,651127000.0,0.0402,515199000.0,135928000.0,0.0,99013000.0,115935000.0,19993000.0,6567000.0,13426000.0,2040000.0,0.0,0.0,11386000.0,0.0,11386000.0,0.41,0.4,28066764.0,0.0,0.2088,0.078,0.0307,0.017,0.0235,50599000.0,19993000.0,11386000.0,12.044,17.613,-0.192,9.8374,0.5839,0.8168,0.3597,2.6843,2.855,-0.32,0.0,0.356,0.1703,0.0,227354000.0,494348000.0,-79649000.0,631527000.0,135215500.0,45446500.0,141072500.0,4.1233,0.034,0.016,0.0198,0.031,4.0,0.94,2.6663,34.4115,88.3733,89.6688,4.8155,14.3273,4.6155,0.0,65.0,0.1521,0.0,555286750.0,338252000.0,692995500.0,0.545,23.199,3.0445,0.0323,-0.496,ATRO,37.299999,39.48911776470589,1046890269.133236
2017-12-31,-0.1188,-1.5256,-1.5719,-1.5588,-1.5455,0.0541,-0.3474,0.2178,0.0139,0.8348,0.2122,0.2882,0.0,-0.4299,0.0,0.139,-1.5256,-0.0357,171318000.0,0.112,139165000.0,32153000.0,0.0,24012000.0,40249000.0,-8096000.0,1619000.0,-9715000.0,-4062000.0,0.0,0.0,-5653000.0,0.0,-5653000.0,-0.19,-0.18,28002226.0,19453208.0,0.0,0.1877,-0.002,-0.0473,-0.033,0.0683,-302000.0,-8096000.0,-5653000.0,624464000.0,-0.0137,487351000.0,137113000.0,0.0,90516000.0,106753000.0,30360000.0,5369000.0,24991000.0,5312000.0,0.0,0.0,19679000.0,0.0,19679000.0,0.69,0.67,28002226.0,0.0,0.2196,0.092,0.0486,0.032,0.0389,57423000.0,30360000.0,19679000.0,11.782,16.314,0.418,9.7052,0.6397,0.8237,0.3693,-5.0006,3.065,-2.7366,0.0,0.3793,0.1402,0.0,212438000.0,456818000.0,-90700000.0,607780000.0,121024000.0,33458000.0,133396500.0,-0.2432,0.058,0.03,0.0307,0.049,5.0,0.958,1.92,24.459,77.5242,87.7898,5.1598,18.6641,4.6813,0.0,44.0,0.1449,0.0,507422750.0,340270000.0,651924500.0,0.868,22.301,5.6547,0.0582,-0.3567,ATRO,41.470001,40.92484869696969,1161252340.2222261
2017-09-30,-0.1596,-0.4247,-0.4981,-0.5,-0.4878,0.0281,8.7144,0.0342,0.038,0.0814,-0.0328,0.1539,0.0,8.4232,0.0,0.0602,-0.4247,-0.0133,149636000.0,-0.0352,117143000.0,32493000.0,0.0,22410000.0,22410000.0,10083000.0,1437000.0,8646000.0,2586000.0,0.0,0.0,6060000.0,0.0,6060000.0,0.21,0.21,28701344.0,18971395.0,0.0,0.2171,0.112,0.0674,0.04,0.0924,16765000.0,10083000.0,6060000.0,607214000.0,-0.0459,465768000.0,141446000.0,0.0,86966000.0,87586000.0,53860000.0,4858000.0,49002000.0,13785000.0,0.0,0.0,35217000.0,0.0,35217000.0,1.22,1.18,28701344.0,0.0,0.2329,0.131,0.0887,0.058,0.0546,79462000.0,53860000.0,35217000.0,11.753,14.858,0.482,6.179,0.5358,0.5257,0.2768,7.0167,3.069,2.9351,0.0,0.3343,0.1498,0.0,192579000.0,426455000.0,-17627000.0,495333000.0,116936500.0,31684500.0,129978000.0,-0.2229,0.103,0.057,0.0629,0.089,5.0,0.981,1.3067,21.5653,69.1182,83.713,5.1927,19.1644,4.6717,0.0,19.0,0.1432,0.0,464151000.0,342150500.0,619021500.0,1.154,21.156,11.0869,0.1111,-0.28,ATRO,29.75,27.388285714285708,853864984.0
2017-07-01,-0.2383,-0.4804,-0.487,-0.4706,-0.48,0.0484,-1.081,0.0254,0.1051,-0.0217,0.1323,0.1265,0.0,-1.2534,0.0,-0.006,-0.4804,-0.0119,151114000.0,-0.081,116964000.0,34150000.0,0.0,22091000.0,22401000.0,11749000.0,1180000.0,10569000.0,2884000.0,0.0,0.0,7685000.0,0.0,7685000.0,0.27,0.26,28997779.0,18886074.0,0.0,0.226,0.119,0.0777,0.051,-0.0319,18038000.0,11749000.0,7685000.0,612677000.0,-0.1009,465061000.0,147616000.0,0.0,85694000.0,86314000.0,61302000.0,4524000.0,56778000.0,15547000.0,0.0,0.0,41231000.0,0.0,41231000.0,1.43,1.38,28997779.0,0.0,0.2409,0.141,0.1001,0.067,0.0285,86533000.0,61302000.0,41231000.0,11.991,14.342,-0.166,5.6199,0.2851,0.4687,0.2596,9.9568,3.3,-0.2399,0.0,0.3376,0.1462,0.0,193425000.0,415899000.0,-2590000.0,486507000.0,113348000.0,29040000.0,126876000.0,1.6177,0.121,0.067,0.0712,0.1,5.0,0.998,0.7291,18.3728,71.7159,80.082,5.4053,21.0977,4.8289,0.0,17.0,0.1399,0.0,455377500.0,340160750.0,613721500.0,0.602,21.128,13.5504,0.1304,-0.4195,ATRO,30.469998999999998,30.44685702857142,883562297.132221
2017-04-01,-0.0295,-0.0554,0.0089,0.0256,0.0,,10.7311,-0.0172,0.126,-0.179,0.0622,0.0296,0.0,2.8894,0.0,-0.0229,-0.0554,-0.0116,152396000.0,-0.0447,114079000.0,38317000.0,0.0,21383000.0,21693000.0,16624000.0,1133000.0,15491000.0,3904000.0,0.0,0.0,11587000.0,0.0,11587000.0,0.4,0.38,29097719.0,18345707.0,0.0,0.2514,0.15,0.1091,0.076,0.0236,22922000.0,16624000.0,11587000.0,625989000.0,-0.093,467688000.0,158301000.0,0.0,85827000.0,86137000.0,72164000.0,4400000.0,67764000.0,19238000.0,0.0,0.0,48526000.0,0.0,48526000.0,1.67,1.62,29097719.0,0.0,0.2529,0.156,0.1153,0.078,0.066,97706000.0,72164000.0,48526000.0,11.894,13.488,0.124,4.8628,0.3699,0.4088,0.2345,14.6726,3.085,0.5498,0.0,0.3495,0.1403,0.0,173277000.0,392463000.0,-784000.0,440071000.0,109479000.0,29797500.0,120425000.0,-0.4344,0.146,0.08,0.0881,0.115,6.0,1.027,1.1268,17.2043,65.76,71.2427,5.7179,21.0081,5.1982,0.0,15.0,0.1371,0.0,445493000.0,332841000.0,609827250.0,1.42,21.513,16.4009,0.1643,-0.2442,ATRO,31.73,32.105428971428566,923270623.87
2016-12-31,-0.0621,-0.0356,-0.2892,-0.2766,-0.2826,,-0.329,-0.008,0.1365,-0.1276,0.1484,0.0098,0.0,-0.369,0.0,-0.0805,-0.0356,-0.011,154068000.0,-0.0208,117582000.0,36486000.0,0.0,21082000.0,21082000.0,15404000.0,1108000.0,14296000.0,4411000.0,0.0,0.0,9885000.0,0.0,9885000.0,0.34,0.33,29039097.0,18454449.0,0.0,0.2368,0.141,0.1,0.064,0.1333,21737000.0,15404000.0,9885000.0,633123000.0,-0.0855,473656000.0,159467000.0,0.0,86328000.0,86328000.0,73139000.0,4354000.0,68785000.0,20361000.0,0.0,0.0,48424000.0,0.0,48424000.0,1.66,1.61,29039097.0,0.0,0.2519,0.156,0.1155,0.076,0.0566,98929000.0,73139000.0,48424000.0,11.621,13.466,0.707,5.1007,0.6164,0.4389,0.2451,13.9025,2.947,2.398,0.0,0.353,0.1368,0.0,168513000.0,391034000.0,-11822000.0,434693000.0,102346000.0,26104000.0,116032000.0,-0.1336,0.149,0.079,0.091,0.116,6.0,1.034,1.0089,14.453,63.0785,67.219,6.1861,24.2539,5.4565,0.0,15.0,0.1364,0.0,448938750.0,324059250.0,612461000.0,1.233,21.802,16.7981,0.1662,-0.2669,ATRO,33.84,36.56205870588236,982683042.4800001
2016-10-01,-0.3494,-0.528,-0.5111,-0.5,-0.5,,-0.9179,-0.0447,0.1667,-0.2136,-0.0463,0.0073,0.0,-1.0995,0.0,-0.052,-0.528,-0.0059,155099000.0,-0.2251,116436000.0,38663000.0,0.0,21138000.0,21138000.0,17525000.0,1103000.0,16422000.0,4348000.0,0.0,0.0,12074000.0,0.0,12074000.0,0.42,0.41,29088837.0,18452776.0,0.0,0.2493,0.154,0.113,0.078,-0.012,23836000.0,17525000.0,12074000.0,636395000.0,-0.0922,474513000.0,161882000.0,0.0,88174000.0,88174000.0,73708000.0,4397000.0,69311000.0,16865000.0,0.0,0.0,52446000.0,0.0,52446000.0,1.79,1.75,29088837.0,0.0,0.2544,0.157,0.1158,0.082,0.0751,99643000.0,73708000.0,52446000.0,11.323,13.845,-0.064,5.6376,0.4565,0.4979,0.2647,15.8885,2.853,0.1516,0.0,0.3498,0.1363,0.0,172737000.0,402746000.0,-24100000.0,460239000.0,121775500.0,27628000.0,120251000.0,-2.0169,0.167,0.085,0.0893,0.116,6.0,1.037,1.1531,15.7684,68.1874,69.2215,5.226,23.0344,5.2922,0.0,17.0,0.1386,0.0,448414000.0,314753250.0,613685750.0,1.644,21.878,16.7632,0.1769,-0.2092,ATRO,39.173912,37.920993857142854,1139523540.820344
2016-07-02,-0.0934,-0.1969,-0.1532,-0.1626,-0.1424,,4.8577,-0.0407,0.237,-0.2794,0.0757,-0.1056,0.0,2.7128,0.0,0.0435,-0.1969,0.0051,164426000.0,-0.0504,119591000.0,44835000.0,0.0,22224000.0,22224000.0,22611000.0,1056000.0,21555000.0,6575000.0,0.0,0.0,14980000.0,0.0,14980000.0,0.51,0.5,29348184.0,18014460.0,0.0,0.2727,0.178,0.1375,0.091,0.1159,29211000.0,22611000.0,14980000.0,681441000.0,0.0016,498795000.0,182646000.0,0.0,89333000.0,89333000.0,93313000.0,4537000.0,88776000.0,23710000.0,0.0,0.0,65066000.0,0.0,65066000.0,2.21,2.16,29348184.0,0.0,0.268,0.175,0.1369,0.095,0.1004,119223000.0,93313000.0,65066000.0,10.851,13.392,0.649,5.6763,0.6955,0.5231,0.2721,21.4119,2.79,1.5204,0.0,0.358,0.1352,0.0,165116000.0,393039000.0,-36443000.0,446969000.0,102576000.0,32924500.0,126373500.0,-0.1636,0.214,0.105,0.1161,0.137,5.0,1.097,1.244,14.5906,56.946,63.9161,6.6433,20.6971,5.3923,0.0,11.0,0.1311,0.0,456906000.0,303407000.0,620927000.0,2.331,23.219,20.5671,0.2253,-0.1549,ATRO,28.991304,31.369441,850842124.191936
2016-04-02,-0.0169,0.0032,0.0751,0.0685,0.0644,,-0.9797,0.0226,0.2943,-0.2049,0.3907,-0.0175,0.0,-1.0967,0.0,-0.0325,0.0032,0.0138,159530000.0,-0.013,120047000.0,39483000.0,0.0,21884000.0,21884000.0,17599000.0,1087000.0,16512000.0,5027000.0,0.0,0.0,11485000.0,0.0,11485000.0,0.39,0.38,29440538.0,,0.0,0.2475,0.151,0.1103,0.072,-0.012,24145000.0,17599000.0,11485000.0,690171000.0,0.0124,502908000.0,187263000.0,0.0,88406000.0,88406000.0,98857000.0,4592000.0,94265000.0,26489000.0,0.0,0.0,67776000.0,0.0,67776000.0,2.309,2.243,29440538.0,0.0,0.2713,0.181,0.1432,0.098,0.0554,124585000.0,98857000.0,67776000.0,10.563,13.33,-0.065,5.854,0.5364,0.5542,0.2808,16.1904,2.701,0.0473,0.0,0.3607,0.1372,0.0,161890000.0,392446000.0,-45811000.0,453854000.0,91261500.0,32482000.0,119725000.0,-4.512,0.235,0.108,0.1222,0.143,6.0,1.1,0.7711,15.9127,56.1522,62.757,7.5626,21.2478,5.7646,0.0,11.0,0.1281,0.0,471891500.0,287833000.0,627416750.0,1.299,23.443,21.5281,0.2371,-0.2685,ATRO,33.173912,29.55600997058824,976657816.844656
