,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,0.0322,1.605,1.6715,1.7619,1.7143,-0.0987,-0.0867,-0.0799,0.0329,-0.1781,0.0352,-0.1196,0.3333,-0.0632,0.0,-0.0566,1.6308,-0.0222,566900000.0,-0.0533,332700000.0,234200000.0,0.0,163300000.0,160800000.0,73400000.0,5700000.0,67500000.0,12200000.0,200000.0,0.0,55300000.0,0.0,55300000.0,0.58,0.57,94757025.0,99955680.0,0.08,0.4131,0.142,0.1291,0.098,0.2143,80500000.0,73200000.0,55500000.0,2260900000.0,-0.104,1346000000.0,914900000.0,0.0,683500000.0,815900000.0,99000000.0,30200000.0,69600000.0,4700000.0,-800000.0,0.0,64900000.0,0.0,64900000.0,0.68,0.67,94757025.0,0.28,0.4047,0.059,0.0441,0.029,0.0616,133900000.0,99800000.0,64100000.0,10.655,12.607,1.282,6.9852,3.7454,0.6556,0.2877,12.8421,2.647,2.2857,0.138,0.4807,0.2881,0.0,611200000.0,1194600000.0,-302800000.0,1130600000.0,292150000.0,190950000.0,313750000.0,-0.0388,0.066,0.028,0.0383,0.044,6.0,0.97,2.4684,28.139,47.98,47.4311,7.7388,11.8403,7.2061,0.412,37.0,0.3023,0.0,1237850000.0,978100000.0,2330500000.0,1.47,23.86,3.3046,0.0875,-0.1305,WWW,34.77,34.46342862857143,3294701759.2500005
2018-03-31,-0.029,1.0733,1.7964,1.8824,1.8235,,-0.9903,-0.077,-0.0292,-0.1732,0.0264,-0.1851,0.3333,-0.5442,0.0,-0.0916,1.0631,-0.0074,534100000.0,-0.0967,306200000.0,227900000.0,0.0,163700000.0,165800000.0,62100000.0,7200000.0,55000000.0,8300000.0,-100000.0,0.0,46700000.0,0.0,46700000.0,0.49,0.48,96009236.0,,0.08,0.4267,0.131,0.1165,0.087,-0.1211,70000000.0,62200000.0,46600000.0,2292800000.0,-0.0859,1385200000.0,907600000.0,0.0,693300000.0,854100000.0,53500000.0,30400000.0,24300000.0,-6000000.0,-1200000.0,0.0,30300000.0,0.0,30300000.0,0.31,0.31,96009236.0,0.26,0.3958,0.039,0.0239,0.013,0.0643,90500000.0,54700000.0,29100000.0,9.911,11.401,-0.674,7.0025,2.6779,0.7066,0.305,8.6389,3.182,-1.3126,0.163,0.5034,0.3065,0.0,603700000.0,1094600000.0,-366300000.0,1233100000.0,291500000.0,105500000.0,323500000.0,0.0555,0.031,0.013,0.0196,0.024,6.0,0.963,5.6832,15.4737,47.01,46.2459,7.8655,21.7327,7.0875,0.839,56.0,0.3024,0.0,1284400000.0,975625000.0,2380425000.0,1.536,23.881,1.7993,0.0411,-0.1434,WWW,28.9,29.525294117647057,2774666920.4
2017-12-30,-0.1688,-29.68,-30.7368,-30.5,-30.0,,0.0007,-0.0134,0.0132,-0.0464,0.0304,-0.2065,-0.5,0.1309,0.0,-0.1763,-4.6837,-0.0302,578600000.0,-0.207,356500000.0,222100000.0,0.0,184100000.0,294300000.0,-72200000.0,8700000.0,-80400000.0,-20100000.0,-500000.0,0.0,-60300000.0,0.0,-60300000.0,-0.63,-0.62,95680718.0,,0.06,0.3839,-0.108,-0.1239,-0.104,0.2584,-62500000.0,-71700000.0,-60800000.0,2350000000.0,-0.058,1435600000.0,914400000.0,0.0,713700000.0,892900000.0,21500000.0,32100000.0,-9600000.0,-9900000.0,-1000000.0,0.0,300000.0,0.0,300000.0,0.0,0.0,95680718.0,0.24,0.3891,0.025,0.0096,0.0,0.0725,59700000.0,22500000.0,-700000.0,9.925,13.458,1.562,8.1793,5.0271,0.8241,0.3262,-8.2414,2.965,-2.5406,-0.095,0.4632,0.3182,0.0,712000000.0,1287700000.0,-369500000.0,1227000000.0,267300000.0,156550000.0,312700000.0,-0.0242,0.0,0.0,0.0085,0.01,5.0,0.969,675.6667,25.2083,42.1381,42.9768,8.7916,15.0112,7.5152,0.4,156.0,0.3037,0.0,1334050000.0,984625000.0,2426375000.0,1.78,24.561,0.7009,0.0004,-0.1598,WWW,31.879998999999998,29.453235147058823,3050301194.1592817
2017-09-30,-0.0278,-0.473,-0.5187,-0.5102,-0.5102,,-1.8253,-0.1233,-0.0013,-0.243,-0.0485,-0.2596,0.0,-2.0436,0.0,0.0299,-0.4826,-0.0282,581300000.0,-0.0371,350600000.0,230700000.0,0.0,172400000.0,195000000.0,35700000.0,8600000.0,27500000.0,4300000.0,-400000.0,0.0,23200000.0,0.0,23200000.0,0.24,0.24,96636010.0,,0.06,0.3969,0.079,0.0621,0.04,-0.1153,45900000.0,36100000.0,22800000.0,2501000000.0,-0.006,1541500000.0,959500000.0,0.0,749200000.0,846200000.0,113300000.0,33300000.0,63400000.0,4700000.0,-1000000.0,0.0,58700000.0,0.0,58700000.0,0.6,0.6,96636010.0,0.24,0.3836,0.055,0.0387,0.023,0.0612,138200000.0,96700000.0,57700000.0,10.366,12.803,-0.693,8.2443,3.5463,0.7953,0.3294,4.1977,3.086,-2.5043,0.25,0.4885,0.2966,0.0,689500000.0,1237200000.0,-388600000.0,1360700000.0,302000000.0,154850000.0,398200000.0,0.1532,0.059,0.024,0.0396,0.039,8.0,1.027,3.4514,20.6799,42.9798,49.445,8.2815,16.1511,6.2808,0.282,33.0,0.2996,0.0,1367875000.0,988850000.0,2434550000.0,1.583,25.881,2.9039,0.0706,-0.2448,WWW,28.85,26.86742865714286,2787948888.5
2017-07-01,0.0013,-0.3079,-0.1375,-0.16,-0.125,,-0.0877,0.019,0.0323,-0.0033,-0.0816,-0.2404,0.0,-0.0277,0.0,-0.0541,-0.3145,-0.0266,598800000.0,0.0259,371900000.0,226900000.0,0.0,173100000.0,199000000.0,27900000.0,5900000.0,22200000.0,1500000.0,-200000.0,0.0,20700000.0,0.0,20700000.0,0.21,0.21,96908087.0,,0.06,0.3789,0.062,0.0469,0.035,0.2166,37100000.0,28100000.0,20500000.0,2523400000.0,-0.0262,1557300000.0,966100000.0,0.0,744200000.0,819500000.0,146600000.0,33300000.0,95800000.0,12100000.0,-600000.0,0.0,83700000.0,0.0,83700000.0,0.85,0.85,96908087.0,0.24,0.3829,0.068,0.0512,0.033,0.1126,170500000.0,129100000.0,83100000.0,10.316,13.555,1.338,8.3099,4.2597,0.8055,0.3221,4.7627,2.806,6.686,0.286,0.4746,0.2891,0.0,703200000.0,1313600000.0,-399000000.0,1316800000.0,299850000.0,190250000.0,386500000.0,-0.0629,0.084,0.033,0.0528,0.051,5.0,1.001,3.9558,30.0285,41.5279,48.2684,8.4155,13.2636,6.5288,0.27,25.0,0.2949,0.0,1366050000.0,996475000.0,2519625000.0,2.933,26.039,3.8769,0.0981,-0.1416,WWW,28.01,26.084571485714285,2714395516.8700004
2017-04-01,0.0258,-0.115,-0.0402,-0.0556,-0.0556,,0.6096,-0.0152,0.0466,-0.0657,-0.1175,-0.2585,0.0,0.5282,0.0,-0.0212,-0.1173,-0.0317,591300000.0,0.0237,356600000.0,234700000.0,0.0,180200000.0,204600000.0,30100000.0,8900000.0,21100000.0,4400000.0,100000.0,0.0,16700000.0,0.0,16700000.0,0.17,0.17,96727473.0,,0.06,0.3969,0.066,0.0507,0.028,-0.0709,39200000.0,30000000.0,16800000.0,2508300000.0,-0.0491,1542500000.0,965800000.0,0.0,754100000.0,806400000.0,159400000.0,35200000.0,106400000.0,19400000.0,-300000.0,0.0,87000000.0,0.0,87000000.0,0.89,0.88,96727473.0,0.24,0.385,0.074,0.0565,0.035,0.1148,184500000.0,141600000.0,86700000.0,10.209,12.435,-0.433,8.4061,3.1439,0.8234,0.3405,3.3708,3.527,-1.8443,0.353,0.4963,0.3048,0.0,707700000.0,1202800000.0,-404500000.0,1431700000.0,306850000.0,109850000.0,418650000.0,0.3604,0.087,0.035,0.0542,0.056,6.0,1.0,3.9586,16.5598,41.8652,51.8768,8.1744,22.8339,5.9914,0.267,20.0,0.3006,0.0,1412100000.0,995250000.0,2508000000.0,2.976,25.932,4.0227,0.102,-0.1641,WWW,24.969998999999998,24.9428572,2415284904.0825267
2016-12-31,-0.0184,-0.8634,-1.1638,-1.1667,-1.1667,,0.4484,-0.0011,0.0459,0.0135,-0.1191,-0.2527,0.0,0.504,0.0,-0.0329,0.0538,-0.0411,729600000.0,-0.0288,462400000.0,267200000.0,0.0,223500000.0,247600000.0,19600000.0,9900000.0,-7400000.0,-5500000.0,-500000.0,0.0,-1900000.0,0.0,-1900000.0,-0.02,-0.02,98660413.0,,0.12,0.3662,0.022,0.0034,-0.003,0.1812,16000000.0,2500000.0,-2400000.0,2494600000.0,-0.0732,1534700000.0,959900000.0,0.0,758000000.0,796500000.0,163400000.0,34800000.0,110700000.0,23000000.0,-200000.0,0.0,87700000.0,0.0,87700000.0,0.9,0.89,98660413.0,0.24,0.3848,0.076,0.0583,0.035,0.0966,189000000.0,145500000.0,87500000.0,9.796,12.62,1.34,8.3184,3.7482,0.8491,0.3375,0.2525,3.091,-80.5789,-6.0,0.488,0.3063,0.0,697700000.0,1245100000.0,-426200000.0,1362300000.0,281100000.0,175250000.0,407650000.0,-0.1365,0.088,0.035,0.058,0.058,5.0,0.991,3.3786,22.0645,38.525,51.0204,8.8744,14.2345,6.1195,0.231,18.0,0.3039,0.0,1455000000.0,991975000.0,2517200000.0,2.443,25.285,4.181,0.1039,-0.1866,WWW,21.950001,23.353235264705884,2165596164.010413
2016-09-10,-0.1266,-0.0693,0.0524,0.0889,0.1136,,3.7248,0.0705,0.0458,0.2919,-0.1738,-0.0765,0.0,29.5714,0.0,-0.1236,-0.0849,-0.0355,603700000.0,-0.1108,366400000.0,237300000.0,0.0,167400000.0,168300000.0,69000000.0,8600000.0,59900000.0,11700000.0,0.0,0.0,48200000.0,0.0,48200000.0,0.49,0.49,99444918.0,,0.06,0.3931,0.13,0.1135,0.08,0.1063,78200000.0,68500000.0,48200000.0,2516200000.0,-0.0848,1551300000.0,964900000.0,0.0,765600000.0,802500000.0,162400000.0,35600000.0,125700000.0,24500000.0,600000.0,0.0,101200000.0,0.0,101200000.0,1.04,1.03,99444918.0,0.24,0.3835,0.082,0.0641,0.04,0.0782,207200000.0,161300000.0,101800000.0,10.38,15.654,0.646,10.5827,5.3386,1.0196,0.3814,7.9651,1.85,1.4606,0.122,0.4358,0.2773,0.0,615800000.0,1556700000.0,-377700000.0,1353400000.0,342050000.0,175550000.0,476550000.0,-0.0881,0.102,0.04,0.0537,0.064,4.0,0.999,2.4595,24.3701,44.8961,66.3795,7.3562,14.3332,5.28,0.24,18.0,0.3043,0.0,1485675000.0,991275000.0,2517875000.0,1.978,25.302,4.5309,0.1324,-0.2097,WWW,22.540001,23.910857057142852,2241488551.164918
2016-06-18,-0.0804,-0.1155,-0.0514,0.0,0.0,,0.1001,-0.0352,0.0369,-0.0164,-0.1202,-0.0285,0.0,0.0381,0.0,-0.062,-0.1114,-0.0355,583700000.0,-0.0736,357100000.0,226600000.0,0.0,183000000.0,185900000.0,40700000.0,7800000.0,32800000.0,8800000.0,100000.0,0.0,24000000.0,0.0,24000000.0,0.25,0.24,99553536.0,,0.06,0.3882,0.088,0.0696,0.041,0.2285,51100000.0,40600000.0,24100000.0,2591400000.0,-0.0683,1592100000.0,999300000.0,0.0,789200000.0,830500000.0,168800000.0,36000000.0,130400000.0,31600000.0,800000.0,0.0,98800000.0,0.0,98800000.0,1.0,0.98,99553536.0,0.24,0.3856,0.082,0.0642,0.038,0.0519,213700000.0,166400000.0,99600000.0,9.993,12.513,1.34,8.1162,2.2269,0.8122,0.3293,5.2051,3.083,6.3208,0.24,0.4923,0.3135,0.0,689500000.0,1245700000.0,-431000000.0,1501000000.0,333950000.0,187500000.0,445750000.0,-0.1206,0.1,0.04,0.0551,0.064,5.0,1.048,1.9575,24.3531,44.0299,61.8756,7.7598,13.8208,5.8136,0.24,16.0,0.3045,0.0,1549900000.0,989050000.0,2472425000.0,1.352,26.03,4.6222,0.1178,-0.304,WWW,20.25,18.528857085714286,2015959104.0
2016-03-26,-0.1247,-0.4752,-0.5661,-0.55,-0.5385,,-0.8349,-0.0014,0.0397,0.0301,-0.0873,0.1453,0.0,-0.7976,0.0,-0.0739,-0.4721,-0.0309,577600000.0,-0.0852,348800000.0,228800000.0,0.0,184100000.0,194700000.0,34100000.0,8500000.0,25400000.0,8000000.0,200000.0,0.0,17400000.0,0.0,17400000.0,0.18,0.18,99894872.0,,0.0,0.3961,0.076,0.0587,0.03,-0.1537,43700000.0,33900000.0,17600000.0,2637800000.0,-0.046,1618700000.0,1019100000.0,0.0,801300000.0,845200000.0,173900000.0,37200000.0,134500000.0,34400000.0,600000.0,0.0,100100000.0,0.0,100100000.0,1.0,0.98,99894872.0,0.24,0.3863,0.083,0.0651,0.038,0.0492,219300000.0,171700000.0,100700000.0,9.754,12.165,-0.889,8.7122,1.5837,0.8932,0.3589,3.9882,3.103,-4.5345,0.0,0.4988,0.3187,0.0,681300000.0,1215200000.0,-438200000.0,1603300000.0,341600000.0,101150000.0,450300000.0,0.1255,0.101,0.04,0.054,0.065,4.0,1.057,1.7942,14.6537,45.1096,66.5297,7.7219,26.0781,5.8579,0.197,14.0,0.3038,0.0,1555425000.0,989025000.0,2494800000.0,1.298,26.406,4.6156,0.1226,-0.2778,WWW,17.719998999999998,18.155882441176477,1770137031.9451277
