,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-06-30,-0.0609,-0.2753,-0.255,-0.2431,-0.2448,-0.0152,1.3342,-0.0101,0.1373,-0.3609,0.2847,-0.7512,0.0,1.3167,0.0,0.0784,-0.2657,-0.0178,345636000.0,0.017,103656000.0,241980000.0,0.0,148665000.0,158154000.0,83826000.0,8894000.0,75120000.0,17838000.0,-5000.0,0.0,57282000.0,0.0,57282000.0,1.09,1.08,51780000.0,52210000.0,0.0,0.7001,0.264,0.2431,0.166,0.47,91357000.0,84014000.0,57277000.0,1028386000.0,0.0948,296953000.0,731433000.0,0.0,543323000.0,572905000.0,158528000.0,35320000.0,118931000.0,14941000.0,-21000.0,0.0,103990000.0,0.0,103990000.0,1.95,1.93,51780000.0,0.0,0.7112,0.177,0.15,0.101,0.2871,181687000.0,154251000.0,103969000.0,11.714,52.943,3.138,13.9983,8.9095,1.195,0.2578,9.4461,1.235,3.0096,0.0,0.025,0.4301,0.0,330058000.0,2741384000.0,-468296000.0,1598313000.0,967950500.0,1127620500.0,81916000.0,-0.0576,0.0183,1.8688,-0.0287,-1.3526,0.178,0.04,0.1146,0.15,8.0,0.393,3.1409,460.05,386.3605,11.5844,1.0624,0.912,12.5542,0.0,21.0,0.5283,0.0,1821160000.0,583494000.0,2615389750.0,5.702,19.861,4.3672,0.1515,-0.096,0.0254,-0.0305,-1.1426,BID,54.34,56.764000114285714,2813725200.0
2018-03-31,0.4006,0.8787,0.4241,0.4286,0.4286,-0.0463,-6.9389,-0.0004,0.2179,-0.368,0.8479,-0.5668,0.0,-5.7819,0.0,0.1616,1.4916,-0.0104,195796000.0,-0.0176,53531000.0,142265000.0,0.0,128254000.0,135354000.0,6911000.0,9313000.0,-10658000.0,-4136000.0,-4000.0,0.0,-6522000.0,0.0,-6522000.0,-0.12,-0.12,52464000.0,52464000.0,0.0,0.7266,0.029,-0.0069,-0.033,-0.8414,5755000.0,-1345000.0,-6526000.0,1022609000.0,0.1386,275472000.0,747137000.0,0.0,532511000.0,558280000.0,188857000.0,33998000.0,152170000.0,28571000.0,-15000.0,0.0,123599000.0,0.0,123599000.0,2.3,2.28,52464000.0,0.0,0.7306,0.207,0.1821,0.121,0.1985,211937000.0,186168000.0,123584000.0,11.261,44.693,-3.14,13.8832,6.6981,1.2328,0.3015,-0.1444,1.253,23.8582,0.0,0.0295,0.655,0.0,255275000.0,2344761000.0,-560323000.0,1712416000.0,558227000.0,770039000.0,108035000.0,0.0588,0.0428,54.3771,-0.0467,-1.2877,0.218,0.047,0.1176,0.182,8.0,0.39,1.8453,330.85,258.5716,23.3104,1.8319,1.328,9.4655,0.0,16.0,0.5207,0.0,1980093250.0,567590250.0,2622567500.0,3.868,19.492,5.4759,0.2027,-0.1102,0.0252,-0.0246,-0.9758,BID,51.310001,50.17970585294117,2691927892.464
2017-12-31,0.1172,0.1373,0.1711,0.2655,0.2566,-0.0898,0.7033,0.2327,0.2311,-0.0104,0.834,-0.5317,0.0,0.7116,0.0,0.0733,0.177,-0.0088,315560000.0,0.0223,44657000.0,270903000.0,0.0,156042000.0,163328000.0,107575000.0,9046000.0,99276000.0,22567000.0,-5000.0,0.0,76709000.0,0.0,76709000.0,1.43,1.42,52503235.0,52532000.0,0.0,0.8585,0.366,0.3433,0.243,1.374,115608000.0,108322000.0,76704000.0,989389000.0,0.2285,282941000.0,706448000.0,0.0,512222000.0,536113000.0,170335000.0,32218000.0,144211000.0,25415000.0,-17000.0,0.0,118796000.0,0.0,118796000.0,2.22,2.2,52503235.0,0.0,0.714,0.203,0.1783,0.12,0.3492,200482000.0,176429000.0,118779000.0,11.747,57.621,8.258,22.0641,17.2563,1.8783,0.3752,11.9746,1.254,5.7337,0.0,0.0201,0.4945,0.0,385463000.0,3025268000.0,-568278000.0,1761067000.0,614426500.0,842183000.0,116763000.0,-0.0142,0.0192,1.4245,-0.0197,-0.8553,0.219,0.045,0.1202,0.178,7.0,0.377,3.0825,400.8238,293.3752,27.4779,1.6103,1.1748,8.4735,0.0,19.0,0.5177,0.0,2121555000.0,542436500.0,2622839000.0,6.58,18.844,5.4761,0.1611,-0.0565,0.0237,-0.0209,-0.8604,BID,51.599998,50.30969727272727,2709166820.99353
2017-09-30,0.4586,0.4321,0.569,0.5455,0.5455,-0.1582,-1.4647,-0.0895,0.0572,-0.1353,0.0282,-0.6474,0.0,-1.3224,0.0,-0.0313,0.4051,-0.0451,171394000.0,0.8733,95109000.0,76285000.0,0.0,110362000.0,116069000.0,-39784000.0,8067000.0,-44807000.0,-21328000.0,-7000.0,0.0,-23479000.0,0.0,-23479000.0,-0.45,-0.45,52532000.0,53054000.0,0.0,0.4451,-0.181,-0.2144,-0.137,-0.7937,-31033000.0,-36740000.0,-23486000.0,1019251000.0,0.2243,341222000.0,678029000.0,0.0,504008000.0,526320000.0,151709000.0,30749000.0,132600000.0,25011000.0,5000.0,0.0,107589000.0,0.0,107589000.0,1.91,1.9,52532000.0,0.0,0.6652,0.182,0.1603,0.106,0.16,185719000.0,163349000.0,107594000.0,9.896,39.675,-2.59,19.0951,6.0315,1.9297,0.4673,-4.5544,1.733,5.5367,0.0,0.0291,0.6439,0.0,408826000.0,2084192000.0,-660224000.0,2212844000.0,447681500.0,474379000.0,121441500.0,0.0465,0.0316,-20.4535,-0.0353,-1.0587,0.209,0.043,0.0769,0.16,7.0,0.411,1.6961,166.2382,162.5465,22.6749,2.2767,2.1486,8.3929,0.0,18.0,0.4945,0.0,2259653750.0,514602250.0,2477118750.0,3.105,19.402,5.3123,0.1417,-0.106,0.0222,-0.019,-0.865,BID,46.110001000000004,45.378285828571435,2422250572.532
2017-06-30,0.007,-0.1147,-0.1357,-0.0649,-0.0592,-0.2197,-0.7116,0.0114,0.0318,0.0019,0.0142,-0.3603,0.0,-0.7188,0.0,0.1436,-0.1224,-0.0768,339859000.0,0.1379,82175000.0,257684000.0,0.0,137853000.0,143529000.0,114155000.0,7572000.0,108359000.0,31468000.0,1000.0,0.0,76891000.0,0.0,76891000.0,1.44,1.43,52716000.0,53016000.0,0.0,0.7582,0.358,0.3411,0.226,0.2063,121607000.0,115931000.0,76892000.0,939349000.0,0.0686,285304000.0,654045000.0,0.0,507571000.0,529426000.0,124619000.0,30231000.0,105162000.0,28564000.0,-18000.0,0.0,76598000.0,0.0,76598000.0,1.37,1.36,52716000.0,0.0,0.6963,0.168,0.1441,0.082,0.2561,157482000.0,135393000.0,76580000.0,10.3,52.69,1.33,21.5131,10.5786,2.0887,0.3993,15.3105,1.491,0.9605,0.0,0.0221,0.4056,0.0,549681000.0,2777620000.0,-627553000.0,2234046000.0,841381500.0,926126500.0,168146000.0,-0.0505,0.0175,4.138,-0.011,-0.6568,0.149,0.03,0.069,0.144,7.0,0.371,3.3909,372.6559,329.2452,50.9773,1.1164,1.0143,5.5865,0.0,25.0,0.5403,0.0,2315911250.0,513384250.0,2529870250.0,4.564,17.819,4.4786,0.0854,-0.0737,0.021,-0.0204,-0.8666,BID,53.669998,52.30861088888889,2829267614.568
2017-03-31,0.2409,0.6439,0.5625,0.4878,0.4878,-0.2128,0.9354,0.0012,-0.0584,0.0192,-0.2177,-0.2663,0.0,0.9209,0.0,0.0143,0.5605,-0.1588,199309000.0,0.8709,97733000.0,101576000.0,0.0,110412000.0,115634000.0,-14058000.0,7533000.0,-18617000.0,-7292000.0,-6000.0,0.0,-11325000.0,0.0,-11325000.0,-0.21,-0.21,53016000.0,55013000.0,0.0,0.5096,-0.029,-0.0556,-0.057,-0.1219,-5700000.0,-11084000.0,-11331000.0,898155000.0,-0.0156,245906000.0,652249000.0,0.0,490262000.0,511702000.0,140547000.0,30297000.0,120122000.0,31451000.0,-53000.0,0.0,88671000.0,0.0,88671000.0,1.47,1.45,53016000.0,0.0,0.7262,0.192,0.1675,0.099,0.4675,172324000.0,150419000.0,88618000.0,9.246,44.402,-0.458,21.7397,9.9753,2.3512,0.4769,-1.4714,1.793,1.7307,0.0,0.0261,0.554,0.0,554990000.0,2353999000.0,-672189000.0,2278263000.0,446579000.0,551811000.0,178118500.0,0.2394,0.0305,-88.6965,-0.0235,-0.8715,0.17,0.035,0.0816,0.167,6.0,0.356,4.9848,249.1756,159.3133,61.268,2.0112,1.6276,5.0425,0.0,20.0,0.5459,0.0,2347494250.0,520167000.0,2521899500.0,7.92,16.941,4.9648,0.0984,-0.0501,0.0175,-0.0247,-1.0109,BID,45.48,44.98722236111111,2411167680.0
2016-12-31,-0.0441,0.0474,6.873,8.5333,8.0625,-0.1721,0.0215,-0.2326,-0.2092,0.0155,-0.5046,-0.2603,-1.0,0.0206,0.0,0.1806,0.032,-0.2074,308689000.0,-0.0808,66205000.0,242484000.0,0.0,145381000.0,151088000.0,91396000.0,7577000.0,87665000.0,22163000.0,17000.0,0.0,65502000.0,0.0,65502000.0,1.13,1.13,52967115.0,57712000.0,0.0,0.7855,0.327,0.3085,0.212,0.8207,100845000.0,95242000.0,65519000.0,805377000.0,-0.1624,172844000.0,632533000.0,0.0,488710000.0,509917000.0,122616000.0,30310000.0,100069000.0,25957000.0,-73000.0,0.0,74112000.0,0.0,74112000.0,1.28,1.27,52967115.0,0.0,0.7854,0.189,0.1619,0.092,0.1701,152196000.0,130379000.0,74039000.0,9.542,46.085,4.783,22.0999,10.4808,2.316,0.4674,12.5699,1.708,3.9422,0.0,0.0253,0.471,0.0,525878000.0,2441004000.0,-729971000.0,2313462000.0,654439500.0,832394500.0,187031500.0,-0.0189,0.0167,5.7262,-0.0158,-0.8724,0.134,0.029,0.0652,0.162,6.0,0.319,2.1369,270.9575,196.5156,72.0789,1.2306,0.9675,4.3061,0.0,22.0,0.6068,0.0,2405319500.0,552321000.0,2521149750.0,2.587,15.205,4.3015,0.0849,-0.1349,0.0189,-0.0265,-0.9792,BID,39.860001000000004,39.31735273529412,2111269256.8671153
2016-09-30,-0.3612,-2.1507,-2.044,-2.8077,-2.8077,-0.0865,-0.7377,-0.0554,-0.192,-0.027,0.8069,-0.1773,-1.0,-0.705,0.0,0.1532,-2.0808,-0.1903,91492000.0,-0.337,39191000.0,52301000.0,0.0,113925000.0,119175000.0,-66874000.0,7549000.0,-72245000.0,-17775000.0,-30000.0,0.0,-54470000.0,0.0,-54470000.0,-0.99,-0.99,55013000.0,63022000.0,0.0,0.5716,-0.648,-0.7071,-0.595,-0.6402,-59270000.0,-64696000.0,-54500000.0,832509000.0,-0.1478,188779000.0,643730000.0,0.0,466466000.0,523944000.0,119786000.0,30305000.0,95761000.0,98304000.0,-164000.0,0.0,-2543000.0,0.0,-2543000.0,-0.01,-0.04,55013000.0,0.1,0.7732,0.177,0.1514,-0.003,0.1584,147317000.0,126066000.0,-2707000.0,9.361,41.734,-1.065,21.0865,7.5027,2.2526,0.492,-8.5701,1.964,0.9683,0.0,0.0262,1.2452,0.0,583793000.0,2295934000.0,-653402000.0,2437874000.0,342888000.0,413790000.0,198918500.0,0.1106,0.028,-11.3813,-0.0638,-1.0752,-0.004,-0.001,0.0588,0.151,3.0,0.307,-60.1353,212.44,193.5496,78.7269,2.4279,2.0119,4.1852,-10.0,22.0,0.5603,0.0,2408774750.0,627573250.0,2710871500.0,2.398,15.133,4.1599,-0.0027,-0.1375,0.0258,-0.0253,-0.9893,BID,38.02,38.9883331111111,2091594260.0000002
2016-06-30,-0.0809,0.0965,0.3166,0.5876,0.5833,-0.0222,0.2135,-0.1036,-0.2686,0.0224,0.0154,-0.205,-1.0,0.19,0.0,-0.2354,0.117,-0.1764,298665000.0,-0.1004,42777000.0,255888000.0,0.0,120544000.0,125805000.0,130083000.0,7638000.0,123319000.0,34355000.0,-34000.0,0.0,88964000.0,0.0,88964000.0,1.54,1.52,57104000.0,67946000.0,0.0,0.8568,0.457,0.4385,0.298,0.8351,136449000.0,130957000.0,88930000.0,879009000.0,-0.058,205704000.0,673305000.0,0.0,451329000.0,508352000.0,164953000.0,30194000.0,140034000.0,106001000.0,-117000.0,0.0,34033000.0,0.0,34033000.0,0.72,0.69,57104000.0,0.2,0.766,0.217,0.1937,0.039,0.1776,190934000.0,170228000.0,33916000.0,9.983,48.111,4.368,19.8223,8.716,1.9855,0.403,17.1455,1.615,2.879,0.0,0.0218,0.4036,0.0,627918000.0,2747325000.0,-589119000.0,2360378000.0,829078000.0,888191500.0,231546000.0,-0.0263,0.0066,4.1682,-0.0225,-1.2252,0.049,0.012,0.0838,0.194,4.0,0.32,5.1513,370.8931,346.9047,85.1654,1.0602,0.9897,3.7963,0.278,14.0,0.5135,0.0,2455136000.0,695621250.0,2745464250.0,2.734,15.393,5.6378,0.0348,-0.1095,0.0285,-0.0218,-0.927,BID,27.4,29.090833444444442,1564649600.0
2016-03-31,-0.3641,-2.7498,-5.9758,-6.8571,-6.8571,0.0107,-0.0933,-0.0314,-0.2089,0.1137,0.0523,-0.2061,-1.0,-0.1022,0.0,0.0702,-2.7382,-0.0878,106531000.0,-0.3157,24671000.0,81860000.0,0.0,108860000.0,113849000.0,-31989000.0,7546000.0,-38670000.0,-12786000.0,-26000.0,0.0,-25884000.0,0.0,-25884000.0,-0.41,-0.41,63022000.0,69884000.0,0.0,0.7684,-0.242,-0.2922,-0.243,-2.8832,-25828000.0,-31124000.0,-25910000.0,912350000.0,-0.0262,216520000.0,695830000.0,0.0,488446000.0,544502000.0,151328000.0,31630000.0,127076000.0,114435000.0,-203000.0,0.0,12641000.0,0.0,12641000.0,0.15,0.13,63022000.0,0.3,0.7627,0.196,0.174,0.014,0.1275,178701000.0,158706000.0,12438000.0,9.819,37.323,-4.874,17.9432,6.6543,1.8274,0.4684,-4.1246,2.288,11.7153,0.0,0.0256,1.0219,0.0,713429000.0,2352197000.0,-527415000.0,2509564000.0,488682000.0,504608000.0,232151500.0,0.0129,0.0519,-24.5628,-0.0367,-0.7387,0.016,0.004,0.0691,0.174,5.0,0.323,10.3035,196.2227,200.4874,82.2035,1.867,1.808,3.93,2.0,12.0,0.5354,0.0,2506346250.0,789682750.0,2826591500.0,1.846,14.477,5.0176,0.0119,-0.107,0.0358,-0.0153,-0.6971,BID,26.73,24.647999799999997,1684578060.0
