,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-06-30,0.1753,0.2049,0.2648,0.2616,0.2649,0.0036,0.5194,-0.0272,0.5656,-0.0982,0.104,0.0106,0.0118,0.5337,0.0,0.1552,0.145,0.0009,4773796000.0,0.2778,2735168000.0,2038628000.0,0.0,1334840000.0,1408733000.0,629895000.0,93507000.0,538086000.0,134482000.0,0.0,0.0,403604000.0,0.0,403604000.0,4.34,4.25,92926421.0,94884187.0,0.86,0.427,0.163,0.1323,0.085,0.1003,778028000.0,631593000.0,403604000.0,17225386000.0,0.3715,9799030000.0,7426356000.0,0.0,5200957000.0,5533597000.0,1892759000.0,366101000.0,1554283000.0,-313447000.0,0.0,0.0,1867730000.0,0.0,1867730000.0,20.07,19.64,92926421.0,3.42,0.4311,0.15,0.1115,0.108,0.095,2585167000.0,1920384000.0,1867730000.0,40.323,82.829,5.152,111.6455,1.6677,2.7688,0.5148,6.7545,1.202,1.3338,0.198,0.6181,0.2796,0.0,847118000.0,7697008000.0,-11370438000.0,13726763000.0,2501470000.0,1916385500.0,1864794000.0,-0.1107,0.0046,13.1356,-0.0125,-0.4068,0.539,0.092,0.0719,0.111,5.0,0.848,1.0049,43.4202,55.6242,39.7232,6.8861,8.9885,9.2372,0.17,25.0,0.3019,0.0,13719620000.0,3467578000.0,20315125500.0,17.605,185.366,5.2455,0.7119,-0.1284,0.0053,-0.014,-0.3625,SHW,407.570007,392.03314205714275,37874022057.45495
2018-03-31,0.256,0.1891,0.0459,0.0388,0.0356,0.0082,-0.8242,1.9143,0.7716,4.5328,0.7146,0.6043,0.0118,-1.0079,0.0,0.204,0.1802,0.0085,3965006000.0,0.4359,2278159000.0,1686847000.0,0.0,1217555000.0,1302604000.0,384243000.0,91547000.0,303586000.0,53459000.0,0.0,0.0,250127000.0,0.0,250127000.0,2.68,2.62,93339564.0,95546152.0,0.86,0.4254,0.139,0.0997,0.063,-0.0004,551773000.0,395133000.0,250127000.0,16187407000.0,0.3441,9065062000.0,7122345000.0,0.0,5021671000.0,5309336000.0,1813009000.0,329323000.0,1483660000.0,-299577000.0,0.0,0.0,1783237000.0,0.0,1783237000.0,19.17,18.75,93339564.0,3.41,0.44,0.149,0.112,0.11,0.0908,2410619000.0,1812983000.0,1783237000.0,39.534,81.331,-0.016,115.8373,1.6993,2.9301,0.5309,4.3162,1.129,0.1629,0.321,0.6273,0.3071,0.0,559751000.0,7591409000.0,-11790737000.0,13917850000.0,1841631000.0,1598550500.0,1624659000.0,-1.0369,0.0037,19.3079,-0.0107,-0.2697,0.57,0.087,0.0674,0.112,2.0,0.791,0.9493,44.5404,52.4568,45.1335,8.7897,10.1263,9.9636,0.178,26.0,0.3102,0.0,13957698750.0,3128620750.0,20455792000.0,15.742,173.425,5.5052,0.7431,-0.132,0.0054,-0.0138,-0.374,SHW,392.119995,401.352058882353,36600309368.982185
2017-12-31,0.2954,0.0775,3.42,3.3864,3.4112,0.0057,0.8277,1.9557,0.9529,4.3882,0.7096,0.6862,0.0119,0.9766,0.0,0.2987,0.0847,0.0065,3979564000.0,0.4302,2180825000.0,1798739000.0,0.0,1338332000.0,1428319000.0,370420000.0,89454000.0,284889000.0,-612504000.0,0.0,0.0,897393000.0,0.0,897393000.0,9.65,9.44,93513916.0,95207884.0,0.85,0.452,0.147,0.0941,0.226,0.1371,585091000.0,374343000.0,897393000.0,14983788000.0,0.2639,8202577000.0,6781211000.0,0.0,4806280000.0,5015066000.0,1766145000.0,263471000.0,1486679000.0,-285583000.0,0.0,0.0,1772262000.0,0.0,1772262000.0,19.08,18.67,93513916.0,3.4,0.4526,0.15,0.1168,0.118,0.1109,2241911000.0,1750150000.0,1772262000.0,39.483,76.371,5.836,112.5036,2.1838,2.8494,0.5271,4.1848,1.12,0.6966,0.088,0.6422,0.3363,0.0,478660000.0,7141721000.0,-11800399000.0,13470983000.0,1667771000.0,1413080000.0,1434850500.0,-0.1269,0.0078,17.6322,-0.0199,-0.3766,0.651,0.104,0.0673,0.117,3.0,0.876,1.063,43.6416,51.2662,43.8809,8.9843,10.6036,10.4428,0.178,28.0,0.3208,0.0,11379132000.0,2722446750.0,17111096250.0,17.764,160.231,6.6427,0.7523,-0.1182,0.006,-0.0149,-0.453,SHW,410.040009,401.07181981818184,38344446958.26524
2017-09-30,0.1624,-0.1042,-0.1813,-0.1905,-0.1838,0.0091,0.4734,2.0038,0.6971,4.5815,0.664,0.5319,0.0119,0.5418,0.0,0.2468,-0.1198,0.0108,4507020000.0,0.3743,2604878000.0,1902142000.0,0.0,1310230000.0,1393941000.0,508201000.0,91593000.0,427722000.0,111116000.0,0.0,0.0,316606000.0,0.0,316606000.0,3.4,3.33,92988118.0,94968636.0,0.85,0.422,0.149,0.1152,0.07,0.136,670275000.0,519315000.0,316606000.0,13786815000.0,0.1806,7418423000.0,6368392000.0,0.0,4507616000.0,4642958000.0,1725434000.0,217395000.0,1505824000.0,427925000.0,0.0,0.0,1077899000.0,0.0,1077899000.0,11.62,11.36,92988118.0,3.39,0.4619,0.149,0.125,0.078,0.1009,2053848000.0,1723219000.0,1077899000.0,29.477,79.506,6.591,117.7503,2.2362,3.9947,0.5269,5.6698,1.071,2.1247,0.25,0.6442,0.2907,0.0,312243000.0,7393102000.0,-13354764000.0,13762884000.0,1942147500.0,1528396000.0,1408362500.0,-0.0889,0.0052,16.0254,-0.0133,-0.3959,0.475,0.078,0.0632,0.125,3.0,0.998,1.4852,48.5129,64.2332,45.1183,7.0987,9.0204,9.7893,0.292,26.0,0.327,0.0,8912433000.0,2269010000.0,13809619750.0,14.965,148.264,7.9267,0.4882,-0.1308,0.006,-0.0152,-0.6331,SHW,358.040009,341.9505729142857,33293466605.61306
2017-06-30,0.0603,-0.0964,-0.1559,-0.165,-0.1579,0.0012,-0.3806,2.1081,0.8963,4.838,0.6142,0.6099,0.0119,-0.3879,0.0,0.0992,-0.05,0.0115,3735817000.0,0.1604,2001200000.0,1734617000.0,0.0,1155554000.0,1184472000.0,550145000.0,56729000.0,467463000.0,148352000.0,0.0,0.0,319111000.0,0.0,319111000.0,3.44,3.36,92841148.0,94541859.0,0.85,0.4643,0.162,0.1403,0.085,0.0836,603480000.0,524192000.0,319111000.0,12559257000.0,0.0873,6456582000.0,6102675000.0,0.0,4248280000.0,4308094000.0,1794581000.0,169902000.0,1613722000.0,465696000.0,0.0,0.0,1148026000.0,0.0,1148026000.0,12.42,12.11,92841148.0,3.38,0.4859,0.16,0.142,0.091,0.0936,2013065000.0,1783624000.0,1148026000.0,25.756,81.179,3.362,123.9137,2.2625,4.811,0.5553,9.2403,1.169,1.1103,0.247,0.6362,0.3093,0.0,702088000.0,7536751000.0,-13472137000.0,14679078000.0,1925476000.0,1536527000.0,1503584500.0,-0.119,0.005,18.7152,-0.0113,-0.5317,0.579,0.111,0.0656,0.142,3.0,1.214,1.2062,51.8368,69.1063,53.9086,6.5227,8.1738,8.3529,0.272,19.0,0.3383,0.0,6537015750.0,1983208500.0,10344148250.0,12.668,135.277,10.498,0.4429,-0.1506,0.0061,-0.0166,-0.9091,SHW,350.959991,344.16222294444447,32583528466.509666
2017-03-31,0.0644,0.3726,0.4505,0.4333,0.4457,0.0019,4.7354,0.1574,1.0397,-0.0419,0.0512,0.0874,0.0119,2.6688,0.0,-0.0084,0.3463,0.0117,2761387000.0,0.0728,1418334000.0,1343053000.0,0.0,1011297000.0,1017467000.0,325586000.0,25695000.0,306605000.0,67453000.0,0.0,0.0,239152000.0,0.0,239152000.0,2.58,2.53,92550559.0,94771807.0,0.85,0.4864,0.139,0.1203,0.087,0.0689,383065000.0,332300000.0,239152000.0,12042965000.0,0.0506,6039006000.0,6003959000.0,0.0,4143955000.0,4180435000.0,1823524000.0,154051000.0,1685473000.0,478494000.0,0.0,0.0,1206979000.0,0.0,1206979000.0,13.1,12.74,92550559.0,3.37,0.4985,0.169,0.1527,0.1,0.1141,2039090000.0,1839524000.0,1206979000.0,22.316,60.574,2.057,21.115,10.9973,0.9462,0.2796,12.9325,1.319,0.9693,0.329,0.1978,0.3662,0.0,937662000.0,5606186000.0,-1046889000.0,3603583000.0,1323800000.0,1187350500.0,1197524500.0,-0.1789,0.0063,2.4445,-0.015,-0.8171,0.711,0.177,0.3019,0.153,6.0,1.763,1.3277,37.0298,41.1236,37.8151,9.0973,10.1427,10.0565,0.257,16.0,0.3441,0.0,3921405500.0,1697050750.0,6831218000.0,14.845,130.123,11.941,0.6033,-0.1426,0.0061,-0.019,-1.145,SHW,310.190002,310.8047230833332,28708258081.31112
2016-12-31,0.0499,0.0967,0.0253,0.0138,0.0094,-0.0064,-0.3724,0.1685,1.1688,0.0014,0.1047,0.0489,0.2537,-0.4108,0.0,0.0554,0.0742,-0.0021,2782591000.0,0.0683,1394011000.0,1388580000.0,0.0,1030535000.0,1047078000.0,341502000.0,43378000.0,304034000.0,101004000.0,0.0,0.0,203030000.0,0.0,203030000.0,2.2,2.14,92907741.0,94669751.0,0.84,0.499,0.143,0.1249,0.073,0.0992,397028000.0,347412000.0,203030000.0,11855602000.0,0.0455,5932851000.0,5922751000.0,0.0,4146885000.0,4182977000.0,1739774000.0,154088000.0,1595233000.0,462530000.0,0.0,0.0,1132703000.0,0.0,1132703000.0,12.33,11.99,92907741.0,3.36,0.4996,0.164,0.1476,0.096,0.0902,1946799000.0,1749321000.0,1132703000.0,20.218,57.806,2.972,21.0159,9.5772,1.0394,0.2892,8.0089,1.282,1.6847,0.382,0.2046,0.3704,0.0,798119000.0,5370619000.0,-1246782000.0,3604187000.0,1172631000.0,1096084500.0,1043428000.0,-0.1927,0.0086,2.6768,-0.0237,-1.3287,0.792,0.172,0.2881,0.148,7.0,1.798,1.1553,31.8526,37.8986,32.8907,10.1103,10.8163,11.3622,0.273,15.0,0.3498,0.0,4107311500.0,1430919000.0,6593569500.0,11.512,127.606,11.3527,0.598,-0.1827,0.0061,-0.0202,-1.2104,SHW,268.73999,268.54941241176465,24968025387.26259
2016-09-30,0.0393,0.0211,0.0327,0.0345,0.0277,-0.0269,-0.1751,0.1361,0.6404,0.0075,0.0312,0.0567,0.2537,-0.177,0.0,0.048,0.0097,-0.0022,3279462000.0,0.0403,1643037000.0,1636425000.0,0.0,1050894000.0,1059077000.0,577348000.0,44100000.0,535620000.0,148887000.0,0.0,0.0,386733000.0,0.0,386733000.0,4.2,4.08,91992854.0,94114114.0,0.84,0.499,0.192,0.1768,0.118,0.1212,629492000.0,579720000.0,386733000.0,11677607000.0,0.033,5820910000.0,5856697000.0,0.0,4098507000.0,4140511000.0,1716186000.0,130270000.0,1588420000.0,460730000.0,0.0,0.0,1127690000.0,0.0,1127690000.0,12.29,11.94,91992854.0,3.19,0.5015,0.164,0.1472,0.097,0.1081,1918171000.0,1718690000.0,1127690000.0,17.369,59.982,4.321,21.3247,7.6372,1.2278,0.2836,13.1456,1.474,1.1805,0.2,0.2024,0.3204,0.0,1192424000.0,5517874000.0,-1611757000.0,4261215000.0,1436009500.0,1220350000.0,1082671000.0,-0.1293,0.0049,2.0003,-0.018,-1.1858,0.957,0.178,0.2859,0.147,8.0,1.839,1.3403,38.269,45.5741,34.7731,8.132,9.5691,10.7859,0.26,16.0,0.351,0.0,4201895750.0,1178286250.0,6350173500.0,13.719,126.94,13.1933,0.4954,-0.165,0.0062,-0.0214,-1.2505,SHW,276.660004,283.567499,25450743355.611416
2016-06-30,0.0692,0.1141,0.0804,0.0871,0.0784,-0.0417,0.4156,0.0876,0.6545,-0.1354,0.0131,0.0179,0.2537,0.4187,0.0,0.0417,0.1119,-0.0051,3219525000.0,0.0279,1583624000.0,1635901000.0,0.0,1051229000.0,1056813000.0,579088000.0,40878000.0,539214000.0,161150000.0,0.0,0.0,378064000.0,0.0,378064000.0,4.12,3.99,91788734.0,94433075.0,0.84,0.5081,0.196,0.1802,0.117,0.1584,629505000.0,580092000.0,378064000.0,11550430000.0,0.0219,5755606000.0,5794824000.0,0.0,4050355000.0,4084176000.0,1710648000.0,103165000.0,1603522000.0,488074000.0,0.0,0.0,1115448000.0,0.0,1115448000.0,12.15,11.83,91788734.0,3.02,0.5017,0.165,0.1478,0.097,0.1167,1905036000.0,1706687000.0,1115448000.0,13.582,57.457,5.556,21.4689,4.3868,1.5807,0.2956,14.1908,1.327,1.5131,0.204,0.2088,0.3265,0.0,858729000.0,5273907000.0,-1935106000.0,4216637000.0,1463561500.0,1271650000.0,1142104000.0,-0.1085,0.005,2.4908,-0.0193,-1.2564,1.09,0.182,0.289,0.148,8.0,1.88,1.442,40.7459,46.5501,36.4112,7.892,9.083,10.1133,0.249,17.0,0.3507,0.0,4196344000.0,1022881750.0,6142975250.0,14.681,125.837,16.5433,0.5777,-0.1622,0.0062,-0.0226,-1.3153,SHW,293.670013,291.10055627777786,26955598707.03354
2016-03-31,0.1142,0.1776,0.2547,0.2676,0.2681,-0.0621,-0.127,0.0317,1.1627,-0.1922,0.0455,-0.012,0.2537,-0.1642,0.0,0.0996,0.1801,-0.0136,2574024000.0,0.0505,1312279000.0,1261745000.0,0.0,1019909000.0,1019909000.0,241836000.0,25732000.0,216365000.0,51489000.0,0.0,0.0,164876000.0,0.0,164876000.0,1.8,1.75,91475860.0,94592057.0,0.84,0.4902,0.113,0.0941,0.064,-0.0443,290774000.0,242097000.0,164876000.0,11463044000.0,0.0223,5774135000.0,5688909000.0,0.0,4008321000.0,4036558000.0,1652351000.0,75172000.0,1572090000.0,484769000.0,0.0,0.0,1087321000.0,0.0,1087321000.0,11.82,11.54,91475860.0,2.85,0.4963,0.161,0.1437,0.095,0.1044,1845094000.0,1647262000.0,1087321000.0,10.941,50.731,-1.247,22.2969,0.7712,2.038,0.3378,9.4084,1.277,-0.3764,0.467,0.2315,0.3962,0.0,626064000.0,4640688000.0,-2148861000.0,4347207000.0,1262680500.0,1163881500.0,1154305500.0,0.8379,0.0061,6.7719,-0.0202,-1.0682,1.207,0.181,0.2692,0.144,9.0,1.908,1.3248,36.7107,41.0993,36.5336,9.0783,9.849,9.9307,0.241,17.0,0.3497,0.0,4029633750.0,900560000.0,6008699750.0,13.086,125.312,21.9132,0.646,-0.169,0.0061,-0.0212,-1.2305,SHW,284.670013,272.85914174285716,26040434255.386177
