,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,-0.049,-0.1669,-0.0135,0.0325,0.0325,-0.057,1.1863,0.1064,0.2247,0.1373,0.3281,0.2575,0.28,4.6923,0.0,0.0344,-0.2,-0.043,5742000000.0,0.0019,1820000000.0,3922000000.0,0.0,1927000000.0,2950000000.0,972000000.0,33000000.0,960000000.0,227000000.0,0.0,0.0,733000000.0,0.0,733000000.0,1.27,1.27,578000000.0,579000000.0,0.16,0.683,0.224,0.1729,0.128,0.1933,1285000000.0,993000000.0,733000000.0,21231000000.0,0.0208,6697000000.0,14534000000.0,0.0,7467000000.0,11339000000.0,3195000000.0,123000000.0,3091000000.0,-496000000.0,0.0,0.0,3587000000.0,0.0,3587000000.0,6.05,6.05,578000000.0,0.535,0.6846,0.206,0.1514,0.169,0.0991,4364000000.0,3214000000.0,3587000000.0,17.296,44.109,1.92,6.09,3.6574,0.3521,0.133,30.0909,0.701,2.2251,0.126,0.0367,0.3356,0.0,-2308000000.0,25495000000.0,-11060000000.0,19185000000.0,670500000.0,1277500000.0,412000000.0,-0.3194,0.377,0.142,0.1294,0.151,6.0,0.838,1.1687,23.0027,13.1518,7.8911,31.6644,16.6192,51.5316,0.088,10.0,0.3517,0.0,18927250000.0,9514250000.0,25331750000.0,3.64,36.732,26.1301,0.214,-0.4981,LUV,50.880001,51.535142914285714,29408640578.0
2018-03-31,-0.0009,0.1301,0.3658,0.4364,0.4364,-0.0592,-0.3834,0.0732,0.2245,0.1716,0.1624,0.2079,0.25,-0.5103,0.0,0.0526,0.0165,-0.0424,4944000000.0,0.0185,1605000000.0,3339000000.0,0.0,1821000000.0,2723000000.0,616000000.0,32000000.0,602000000.0,139000000.0,0.0,0.0,463000000.0,0.0,463000000.0,0.79,0.79,587000000.0,588000000.0,0.125,0.6754,0.184,0.1282,0.094,0.1199,911000000.0,634000000.0,463000000.0,21220000000.0,0.0376,6484000000.0,14736000000.0,0.0,7403000000.0,11298000000.0,3438000000.0,117000000.0,3296000000.0,-301000000.0,0.0,0.0,3597000000.0,0.0,3597000000.0,6.01,6.01,587000000.0,0.5,0.6944,0.216,0.1608,0.17,0.056,4590000000.0,3413000000.0,3597000000.0,16.387,41.794,1.01,6.1193,3.1039,0.3734,0.1408,19.8125,0.67,2.1641,0.158,0.038,0.3683,0.0,-2361000000.0,24533000000.0,-11083000000.0,19141000000.0,632500000.0,1228500000.0,393000000.0,-0.4082,0.393,0.146,0.139,0.161,5.0,0.859,0.9194,21.3805,11.6965,7.3963,33.5494,17.2731,53.9949,0.083,11.0,0.3489,0.0,18484000000.0,9147500000.0,24695750000.0,2.026,36.15,29.1709,0.2192,-0.6405,LUV,57.279999,58.22882344117646,33623359412.999996
2017-12-31,0.0314,-0.0835,2.6169,2.7059,2.7059,-0.0642,-0.2059,0.0783,0.1849,0.083,0.2125,0.2463,0.25,0.2286,0.0,0.1258,-0.0852,-0.0361,5274000000.0,0.0392,1631000000.0,3643000000.0,0.0,1924000000.0,2870000000.0,773000000.0,30000000.0,738000000.0,-1150000000.0,0.0,0.0,1888000000.0,0.0,1888000000.0,3.15,3.15,593387660.0,598000000.0,0.125,0.6907,0.199,0.1456,0.358,0.0082,1047000000.0,768000000.0,1888000000.0,21171000000.0,0.0365,6431000000.0,14740000000.0,0.0,7319000000.0,11225000000.0,3515000000.0,114000000.0,3251000000.0,-237000000.0,0.0,0.0,3488000000.0,0.0,3488000000.0,5.8,5.79,593387660.0,0.475,0.6962,0.216,0.1589,0.165,0.0853,4583000000.0,3365000000.0,3488000000.0,16.247,40.682,0.072,6.1815,2.5194,0.3805,0.1461,25.6,0.702,0.2982,0.04,0.0386,0.3648,0.0,-2048000000.0,24140000000.0,-10654000000.0,19450000000.0,604000000.0,1249000000.0,378500000.0,-0.9236,0.397,0.144,0.1434,0.159,6.0,0.873,1.1264,22.7575,11.4133,7.241,35.0513,16.9504,55.9339,0.082,12.0,0.3457,0.0,17836250000.0,8793750000.0,24260750000.0,3.044,35.678,29.5175,0.2115,-0.5403,LUV,65.449997,60.75121157575756,38837220566.83702
2017-09-30,0.0148,0.2619,0.2964,0.3333,0.3548,-0.0664,0.1636,0.0522,0.132,-0.0656,-0.3172,0.3233,0.25,-0.0867,0.0,-0.0597,0.2,-0.034,5271000000.0,0.0257,1641000000.0,3630000000.0,0.0,1795000000.0,2796000000.0,834000000.0,28000000.0,791000000.0,288000000.0,0.0,0.0,503000000.0,0.0,503000000.0,0.84,0.84,597000000.0,605000000.0,0.125,0.6887,0.213,0.1554,0.095,0.0679,1121000000.0,819000000.0,503000000.0,20931000000.0,0.0298,6303000000.0,14628000000.0,0.0,7097000000.0,11128000000.0,3500000000.0,113000000.0,3297000000.0,1190000000.0,0.0,0.0,2107000000.0,0.0,2107000000.0,3.47,3.47,597000000.0,0.45,0.6989,0.223,0.1629,0.101,0.0859,4667000000.0,3410000000.0,2107000000.0,14.74,38.993,0.6,5.1575,2.4456,0.3499,0.127,29.25,0.615,1.9801,0.149,0.04,0.3405,0.0,-2685000000.0,23279000000.0,-11169000000.0,17933000000.0,713500000.0,1072500000.0,384500000.0,-0.6406,0.248,0.089,0.1502,0.163,5.0,0.879,1.9345,19.6006,10.0967,7.638,29.3357,19.5161,54.4369,0.13,10.0,0.3391,0.0,17268500000.0,8493750000.0,23804750000.0,3.013,35.06,30.177,0.1362,-0.5586,LUV,55.98,53.608856971428565,33420060000.0
2017-06-30,0.0759,-0.1078,-0.0939,-0.0538,-0.0391,-0.0739,-0.3291,0.0657,0.1413,-0.0772,0.0992,0.1128,0.25,-0.7,0.0,0.1367,-0.0478,-0.0443,5731000000.0,0.0645,1607000000.0,4124000000.0,0.0,1863000000.0,2909000000.0,1215000000.0,27000000.0,1165000000.0,422000000.0,0.0,0.0,743000000.0,0.0,743000000.0,1.23,1.23,604000000.0,614000000.0,0.125,0.7196,0.264,0.208,0.13,0.034,1511000000.0,1192000000.0,743000000.0,20799000000.0,0.0143,6224000000.0,14575000000.0,0.0,7211000000.0,11214000000.0,3361000000.0,116000000.0,3124000000.0,1132000000.0,0.0,0.0,1992000000.0,0.0,1992000000.0,3.26,3.25,604000000.0,0.425,0.7008,0.217,0.1558,0.096,0.0881,4510000000.0,3240000000.0,1992000000.0,14.123,37.998,0.323,5.1242,2.5447,0.3628,0.1294,44.1481,0.612,1.004,0.102,0.0406,0.3251,0.0,-2754000000.0,22951000000.0,-11048000000.0,17412000000.0,550000000.0,1232000000.0,346500000.0,-0.7386,0.24,0.085,0.1503,0.156,6.0,0.885,1.9759,21.357,10.1082,6.4054,37.8164,16.8823,60.026,0.13,12.0,0.3467,0.0,16682250000.0,8305500000.0,23503750000.0,3.035,34.435,27.931,0.1335,-0.5343,LUV,62.139998999999996,59.907777527777775,37532559396.0
2017-03-31,-0.0027,-0.3369,-0.3392,-0.3125,-0.3038,-0.0713,0.0056,0.0684,0.1444,-0.0732,0.1448,0.2318,0.3333,0.028,0.0,0.1241,-0.3581,-0.0437,4854000000.0,0.0058,1512000000.0,3342000000.0,0.0,1730000000.0,2736000000.0,606000000.0,29000000.0,532000000.0,193000000.0,0.0,0.0,339000000.0,0.0,339000000.0,0.55,0.55,613000000.0,625000000.0,0.1,0.6885,0.181,0.1156,0.07,0.2495,879000000.0,561000000.0,339000000.0,20452000000.0,0.0109,6168000000.0,14284000000.0,0.0,6987000000.0,10862000000.0,3422000000.0,121000000.0,3263000000.0,1194000000.0,0.0,0.0,2069000000.0,0.0,2069000000.0,3.33,3.3,613000000.0,0.4,0.6984,0.227,0.1655,0.101,0.1119,4634000000.0,3384000000.0,2069000000.0,13.383,37.183,1.976,5.0016,3.0196,0.3737,0.129,19.3448,0.625,4.7935,0.182,0.0408,0.3564,0.0,-2800000000.0,22793000000.0,-10901000000.0,16550000000.0,548000000.0,1183500000.0,322500000.0,-0.2548,0.255,0.089,0.1632,0.165,6.0,0.884,2.0793,21.6659,10.4403,6.3534,37.3212,17.2809,63.4171,0.12,10.0,0.3416,0.0,16068750000.0,8128250000.0,23135250000.0,3.732,33.364,27.9669,0.1428,-0.4682,LUV,53.759997999999996,55.48722261111111,32954878773.999996
2016-12-31,-0.0093,-0.0434,-0.0261,0.0241,0.0366,-0.063,1.1883,0.0926,0.2119,0.0658,0.1519,0.0836,0.3333,1.072,0.0,0.0308,-0.1764,-0.0534,5075000000.0,0.0197,1543000000.0,3532000000.0,0.0,1709000000.0,2687000000.0,845000000.0,29000000.0,809000000.0,287000000.0,0.0,0.0,522000000.0,0.0,522000000.0,0.85,0.85,615597738.0,639000000.0,0.1,0.696,0.228,0.1651,0.103,0.0069,1156000000.0,838000000.0,522000000.0,20425000000.0,0.0305,6132000000.0,14293000000.0,0.0,6798000000.0,10533000000.0,3760000000.0,122000000.0,3547000000.0,1303000000.0,0.0,0.0,2244000000.0,0.0,2244000000.0,3.58,3.55,615597738.0,0.375,0.6998,0.239,0.1796,0.11,0.1104,4890000000.0,3669000000.0,2244000000.0,13.712,36.251,0.057,5.502,2.7291,0.4013,0.1455,28.8966,0.657,1.3582,0.118,0.0417,0.3367,0.0,-2346000000.0,22316000000.0,-10347000000.0,17179000000.0,510000000.0,1183000000.0,324000000.0,-0.9506,0.282,0.099,0.1715,0.18,7.0,0.898,1.9131,21.0512,9.7572,6.0223,40.049,17.2654,63.0401,0.105,9.0,0.3328,0.0,15415750000.0,7951250000.0,22754750000.0,3.663,33.179,30.0738,0.1527,-0.4747,LUV,49.84,48.43147038235294,30681391261.920002
2016-09-30,-0.0487,-0.3268,-0.3356,-0.2921,-0.2955,-0.0622,0.0239,0.0891,0.224,0.235,0.8237,0.0747,0.3333,-0.3531,0.0,0.1236,-0.4327,-0.0565,5139000000.0,-0.0337,1562000000.0,3577000000.0,0.0,1909000000.0,2882000000.0,695000000.0,31000000.0,618000000.0,230000000.0,0.0,0.0,388000000.0,0.0,388000000.0,0.63,0.62,618000000.0,648000000.0,0.1,0.696,0.188,0.1263,0.076,0.0763,964000000.0,649000000.0,388000000.0,20326000000.0,0.0439,6000000000.0,14326000000.0,0.0,6745000000.0,10385000000.0,3941000000.0,122000000.0,3585000000.0,1328000000.0,0.0,0.0,2257000000.0,0.0,2257000000.0,3.56,3.51,618000000.0,0.35,0.7048,0.24,0.1824,0.111,0.0853,4875000000.0,3707000000.0,2257000000.0,13.021,35.72,0.634,5.3317,3.1812,0.4095,0.143,20.9355,0.619,2.2062,0.159,0.0421,0.3715,0.0,-2977000000.0,22075000000.0,-10159000000.0,15588000000.0,656500000.0,1128000000.0,319500000.0,-0.5421,0.294,0.101,0.1931,0.182,6.0,0.913,1.7315,18.3344,15.2278,5.9439,30.9612,18.0195,63.6182,0.098,7.0,0.3318,0.0,14753750000.0,7680500000.0,22261250000.0,2.806,32.89,30.3852,0.1663,-0.5563,LUV,38.889998999999996,37.122500083333335,24034019381.999996
2016-06-30,0.0926,0.328,0.3487,0.4286,0.4222,-0.0501,0.7735,0.0651,0.1497,0.2482,0.1342,0.0061,0.3333,2.2663,0.0,0.0199,0.176,-0.0496,5384000000.0,0.0534,1551000000.0,3833000000.0,0.0,1639000000.0,2557000000.0,1276000000.0,32000000.0,1304000000.0,484000000.0,0.0,0.0,820000000.0,0.0,820000000.0,1.3,1.28,632000000.0,663000000.0,0.1,0.7119,0.304,0.2481,0.152,0.1207,1635000000.0,1336000000.0,820000000.0,20505000000.0,0.0819,5996000000.0,14509000000.0,0.0,6535000000.0,10038000000.0,4471000000.0,122000000.0,3900000000.0,1447000000.0,0.0,0.0,2453000000.0,0.0,2453000000.0,3.82,3.77,632000000.0,0.325,0.7076,0.25,0.1961,0.12,0.095,5133000000.0,4022000000.0,2453000000.0,12.375,33.983,1.028,5.307,3.2278,0.4288,0.1494,41.75,0.571,1.3561,0.077,0.0432,0.3044,0.0,-3364000000.0,21477000000.0,-10157000000.0,14958000000.0,493000000.0,1190500000.0,327000000.0,-0.4155,0.331,0.113,0.2298,0.196,7.0,0.941,1.585,22.1973,9.3275,5.8386,41.5923,17.2239,62.7064,0.085,6.0,0.3187,0.0,14365000000.0,7410750000.0,21789750000.0,3.082,32.445,32.9672,0.1897,-0.499,LUV,39.209998999999996,41.27138880555556,24780719367.999996
2016-03-31,0.1309,0.1205,0.1325,0.194,0.197,-0.0481,0.1129,0.0509,0.142,0.2311,0.024,-0.0493,0.25,0.3402,0.0,0.0846,0.2103,-0.049,4826000000.0,0.0933,1475000000.0,3351000000.0,0.0,1539000000.0,2407000000.0,944000000.0,30000000.0,816000000.0,303000000.0,0.0,0.0,513000000.0,0.0,513000000.0,0.8,0.79,641000000.0,673000000.0,0.075,0.6944,0.235,0.1753,0.106,0.2441,1136000000.0,846000000.0,513000000.0,20232000000.0,0.0731,6048000000.0,14184000000.0,0.0,6503000000.0,9904000000.0,4280000000.0,119000000.0,3573000000.0,1332000000.0,0.0,0.0,2241000000.0,0.0,2241000000.0,3.43,3.39,641000000.0,0.3,0.7011,0.235,0.1825,0.111,0.074,4754000000.0,3692000000.0,2241000000.0,11.694,33.184,1.838,5.1607,3.7254,0.4413,0.1487,28.2,0.554,3.1501,0.094,0.0436,0.3189,0.0,-3679000000.0,21271000000.0,-10171000000.0,13938000000.0,505000000.0,1149000000.0,296500000.0,-0.271,0.309,0.104,0.2355,0.182,7.0,0.943,1.5185,20.801,9.2188,5.2138,40.0634,17.6084,68.2361,0.087,8.0,0.3214,0.0,14161500000.0,7245000000.0,21446750000.0,2.335,31.563,31.0252,0.1824,-0.5601,LUV,44.799999,41.88428588571429,28716799359.0
