,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-06-30,-1.4606,67.0643,69.042,69.3529,-10.0,-0.5882,1.0277,0.7804,1.3084,-0.1787,0.0,0.0,-0.6957,0.0,0.0,-1.4606,0.0074,5553000.0,1.0423,6009000.0,-456000.0,0.0,0.0,0.0,-456000.0,807000.0,119803000.0,-179000.0,-396000.0,-120465000.0,119982000.0,0.0,119982000.0,11.96,-0.09,10014667.0,0.0,-0.0821,21.772,21.7198,21.607,0.3341,120899000.0,120610000.0,119586000.0,42684000.0,0.3624,34067000.0,8617000.0,0.0,0.0,0.0,8617000.0,5754000.0,165827000.0,5691000.0,17874000.0,-120465000.0,160136000.0,0.0,160136000.0,15.99,5.77,10014667.0,9710000.0,0.0,0.2019,4.369,4.0198,3.752,0.2155,186493000.0,171581000.0,178010000.0,36.623,54.914,0.185,8.859,31.0966,0.2419,0.1613,149.4548,1.009,0.0141,0.0,0.0,0.0,0.0,178000.0,549944000.0,-83832000.0,327242000.0,718500.0,3142500.0,0.0,0.0976,0.2001,10.3103,0.0297,0.5709,0.59,0.355,0.0208,4.02,6.0,0.095,0.1192,26.2693,5.5412,0.0,59.4071,13.5828,0.0,0.0,4.0,0.0,0.0,471911750.0,271358500.0,450688500.0,0.918,4.262,29.8194,0.0407,-0.5181,0.0307,-0.2317,-0.6632,FRPH,64.75,59.56142848571427,648449688.25
2018-03-31,-0.1604,0.2845,0.0811,0.0667,0.0714,0.0907,0.5509,0.2067,1.9493,0.5478,0.0,0.0,2.2446,0.0,0.0,-0.1604,0.0101,12622000.0,0.354,9764000.0,2858000.0,0.0,0.0,0.0,2858000.0,1243000.0,2139000.0,579000.0,-531000.0,0.0,1560000.0,0.0,1560000.0,0.16,0.15,10014667.0,0.0,0.2264,0.619,0.2679,0.124,0.2964,7812000.0,3382000.0,1029000.0,39850000.0,0.0528,29787000.0,10063000.0,0.0,0.0,0.0,10063000.0,4947000.0,47796000.0,5929000.0,18270000.0,-1588000.0,41867000.0,0.0,41867000.0,4.2,5.87,10014667.0,9605000.0,0.0,0.2525,1.651,1.3235,1.051,0.3372,65799000.0,52743000.0,60137000.0,24.477,41.737,0.374,11.7059,0.7219,0.4782,0.2805,2.7208,0.914,3.4135,0.0,0.0,0.0,0.0,-1883000.0,417984000.0,-86712000.0,527985000.0,746500.0,4205500.0,0.0,-0.2975,0.0032,10.9386,-0.1255,-0.3576,0.181,0.11,0.0207,1.324,5.0,0.105,0.5136,40.4019,8.3075,0.0,53.3825,9.4757,0.0,0.0,13.0,0.0,0.0,467512000.0,230789000.0,381005000.0,1.342,3.979,10.6616,0.0425,-0.375,0.0058,-0.2024,-0.6176,FRPH,56.0,53.81176479411764,560821352.0
2017-12-31,-0.1541,0.5147,6.8496,6.8235,17.7647,0.0265,0.5709,0.2095,1.1989,-0.1338,0.0,0.0,8.4153,0.0,0.0,-0.1541,0.0127,12455000.0,0.3094,9068000.0,3387000.0,0.0,0.0,0.0,3387000.0,2453000.0,1917000.0,-11286000.0,-992000.0,0.0,13203000.0,0.0,13203000.0,1.33,3.19,10007167.0,0.0,0.2719,0.781,0.3509,1.06,0.1383,9733000.0,4370000.0,12211000.0,43191000.0,0.1323,29586000.0,13605000.0,0.0,0.0,0.0,13605000.0,4323000.0,49079000.0,7329000.0,18801000.0,0.0,41750000.0,0.0,41750000.0,4.19,6.03,10007167.0,9474000.0,0.0,0.315,1.574,1.2364,0.967,0.103,67993000.0,53402000.0,60551000.0,24.336,41.843,0.172,9.0089,0.4854,0.3702,0.2153,1.7815,0.931,0.4346,0.0,0.0,0.0,0.0,-1350000.0,418734000.0,-83248000.0,504031000.0,662500.0,2914000.0,0.0,-0.6997,0.01,8.4201,-0.3224,-0.7486,0.19,0.121,0.0072,1.236,5.0,0.126,0.5044,17.5862,5.1973,0.0,65.194,14.8219,0.0,0.0,10.0,0.0,0.0,412805750.0,219779000.0,343888250.0,0.445,4.316,12.353,0.0573,-0.7887,0.0165,-0.3846,-1.1384,FRPH,44.25,44.61818172727273,442817139.75
2017-09-30,-0.3435,11.3201,11.9745,11.7,11.6,0.0904,0.5714,0.1565,1.7448,0.0466,0.0,0.0,1.0845,0.0,0.0,-0.3435,0.0142,12054000.0,0.233,9226000.0,2828000.0,0.0,0.0,0.0,2828000.0,1251000.0,41968000.0,16577000.0,19793000.0,0.0,25391000.0,0.0,25391000.0,2.54,2.52,10002167.0,0.0,0.2346,3.986,3.5854,2.106,0.1559,48049000.0,43219000.0,45184000.0,33607000.0,-0.1028,22381000.0,11226000.0,0.0,0.0,0.0,11226000.0,1805000.0,48704000.0,18475000.0,19793000.0,-1588000.0,30229000.0,0.0,30229000.0,3.03,2.84,10002167.0,9451000.0,0.0,0.334,1.728,1.5029,0.899,0.277,58079000.0,50509000.0,50022000.0,22.996,41.6,0.188,11.5088,0.2815,0.5005,0.2767,34.5476,1.038,0.2495,0.0,0.0,0.0,0.0,661000.0,416092000.0,-82991000.0,528389000.0,1010000.0,4584500.0,0.0,-0.7034,0.0027,26.3816,-0.3697,-0.9226,0.145,0.099,0.0143,1.503,6.0,0.11,0.6918,52.4035,11.2192,0.0,33.2743,7.3306,0.0,0.0,10.0,0.0,0.0,363687750.0,208601500.0,305844750.0,0.931,3.36,27.9828,0.0558,-0.5548,0.0198,-0.3452,-1.5325,FRPH,45.25,44.65142854285715,452598056.75
2017-06-30,-0.4964,0.0604,1.2132,1.125,-0.875,-0.1006,0.0611,0.0459,0.0365,-0.1095,0.0,0.0,0.9731,0.0,0.0,-0.4964,0.0078,2719000.0,-0.7058,1729000.0,990000.0,0.0,0.0,0.0,990000.0,0.0,1772000.0,59000.0,0.0,-1588000.0,1713000.0,0.0,1713000.0,0.17,0.01,9941098.0,0.0,0.3641,0.075,0.6517,0.63,2.2416,205000.0,1772000.0,1713000.0,31329000.0,-0.1435,18623000.0,12706000.0,0.0,0.0,0.0,12706000.0,827000.0,9971000.0,3176000.0,0.0,-1588000.0,6795000.0,0.0,6795000.0,0.69,0.52,9941098.0,9424000.0,0.0,0.4056,0.503,0.3447,0.217,-0.4726,15758000.0,10798000.0,6795000.0,20.57,27.282,0.613,3.8661,0.0,0.1879,0.1417,0.0,0.963,2.3958,0.0,0.0,0.0,0.0,-734000.0,271210000.0,-88844000.0,309643000.0,837500.0,3236000.0,0.0,0.4851,0.0121,7.881,0.7323,-1.2706,0.034,0.025,0.0197,0.345,6.0,0.117,3.0001,37.4332,9.1923,0.0,37.4078,9.6814,0.0,0.0,46.0,0.0,0.0,308272250.0,200124250.0,268019000.0,-1.489,3.151,13.0568,0.0578,-1.7263,0.0212,-1.1233,-7.0954,FRPH,46.150002,44.26250016666667,458781692.582196
2017-03-31,-0.0299,-0.231,-0.2071,-0.1667,-0.2222,0.4843,0.0522,0.033,-0.0012,-0.2774,0.0,0.0,-0.5058,0.0,0.0,-0.0299,0.0075,9322000.0,-0.0305,5918000.0,3404000.0,0.0,0.0,0.0,3404000.0,248000.0,2385000.0,942000.0,0.0,0.0,1443000.0,0.0,1443000.0,0.15,0.14,9914054.0,0.0,0.3652,0.512,0.2825,0.155,0.1237,4769000.0,2633000.0,1443000.0,37853000.0,0.0563,24171000.0,13682000.0,0.0,0.0,0.0,13682000.0,1219000.0,9478000.0,3622000.0,0.0,0.0,5856000.0,0.0,5856000.0,0.6,0.59,9914054.0,9352000.0,0.0,0.3615,0.511,0.2826,0.155,-0.4706,19335000.0,10697000.0,5856000.0,20.284,27.185,0.116,4.0094,0.0107,0.1977,0.1475,10.6169,0.811,3.3832,0.0,0.0,0.0,0.0,-3965000.0,269517000.0,-77430000.0,309160000.0,698500.0,2983000.0,0.0,-0.7638,0.056,4.2754,-0.4,-1.7458,0.03,0.022,0.0217,0.283,6.0,0.143,3.5596,38.5703,5.6505,0.0,54.1918,12.6896,0.0,0.0,41.0,0.0,0.0,303160000.0,197502000.0,264112000.0,-1.797,3.818,8.7752,0.0636,-1.8545,0.0175,-1.0213,-4.4753,FRPH,40.0,39.15138891666667,396562160.0
2016-12-31,-0.3933,-0.7752,-0.7749,-0.7763,-0.7763,-0.0408,0.0368,0.0332,-0.0277,0.2478,0.0,0.0,-0.9722,0.0,0.0,-0.3933,0.0086,9512000.0,0.0781,5508000.0,4004000.0,0.0,0.0,0.0,4004000.0,306000.0,2579000.0,897000.0,0.0,0.0,1682000.0,0.0,1682000.0,0.17,0.17,9881415.0,0.0,0.4209,0.532,0.3033,0.177,0.0192,5056000.0,2885000.0,1682000.0,38146000.0,0.0847,24359000.0,13787000.0,0.0,0.0,0.0,13787000.0,1386000.0,10102000.0,3869000.0,0.0,0.0,6233000.0,0.0,6233000.0,0.63,0.63,9881415.0,9378000.0,0.0,0.3614,0.524,0.3012,0.163,-0.436,19988000.0,11488000.0,6233000.0,20.121,26.976,0.019,4.1491,0.0,0.2062,0.1538,9.4281,1.135,3.3234,0.0,0.0,0.0,0.0,2530000.0,266560000.0,-76910000.0,307559000.0,639500.0,2778000.0,0.0,-0.9673,0.0083,5.9706,-0.5684,-2.4906,0.032,0.024,0.0403,0.301,7.0,0.146,3.0887,35.8532,6.7936,0.0,59.6497,13.7315,0.0,0.0,36.0,0.0,0.0,299561000.0,195537500.0,260768250.0,-1.683,3.86,8.2886,0.0406,-1.864,0.0153,-0.9407,-4.2218,FRPH,37.700001,38.72941158823529,372529355.381415
2016-09-30,0.1373,-0.0968,-0.055,-0.0476,-0.0476,0.4349,0.0488,0.0665,-0.1386,0.2686,0.0,0.0,-19.9582,0.0,0.0,0.1373,0.0084,9776000.0,0.0986,5468000.0,4308000.0,0.0,0.0,0.0,4308000.0,273000.0,3235000.0,1278000.0,0.0,0.0,1957000.0,0.0,1957000.0,0.2,0.2,9862379.0,0.0,0.4407,0.586,0.3588,0.2,-2.2748,5728000.0,3508000.0,1957000.0,37457000.0,0.0811,21074000.0,16383000.0,0.0,0.0,0.0,16383000.0,1561000.0,19875000.0,7851000.0,0.0,0.0,12024000.0,0.0,12024000.0,1.22,1.22,9862379.0,,0.0,0.4374,0.794,0.5723,0.321,-0.2153,29724000.0,21436000.0,12024000.0,19.884,26.848,-2.255,4.2523,0.0,0.2139,0.1584,12.8498,1.618,2.9688,0.0,0.0,0.0,0.0,10209000.0,264789000.0,-69439000.0,306727000.0,882500.0,3900000.0,0.0,-4.8275,0.0032,7.1138,-2.8691,-12.6342,0.062,0.047,0.0385,0.572,7.0,0.145,1.6209,42.3301,9.6178,0.0,42.4442,9.6044,0.0,0.0,16.0,0.0,0.0,297197000.0,193529250.0,258405500.0,-0.818,3.798,13.7322,0.0387,-1.4138,0.0154,-0.7356,-3.3246,FRPH,31.07,32.55833338888888,306424115.53000003
2016-06-30,-0.4945,-0.5619,-0.6217,-0.619,-0.619,-0.0699,0.0246,0.0673,-0.2565,0.3145,0.0,0.0,-0.1692,0.0,0.0,-0.4945,0.0095,9243000.0,0.0878,7277000.0,1966000.0,0.0,0.0,0.0,1966000.0,392000.0,1279000.0,505000.0,0.0,0.0,774000.0,0.0,774000.0,0.08,0.08,9863800.0,0.0,0.2127,0.409,0.1808,0.084,0.3342,3782000.0,1671000.0,774000.0,36580000.0,0.0819,20717000.0,15863000.0,0.0,0.0,0.0,15863000.0,1778000.0,20034000.0,7896000.0,0.0,0.0,12138000.0,0.0,12138000.0,1.23,1.23,9863800.0,,0.0,0.4337,0.813,0.5963,0.332,0.3603,29750000.0,21812000.0,12138000.0,19.668,25.911,0.313,3.7593,0.3517,0.1911,0.1451,4.2628,1.107,5.8953,0.0,0.0,0.0,0.0,1908000.0,255582000.0,-78067000.0,289194000.0,780000.0,2914500.0,0.0,-0.323,0.0035,6.7641,-0.1595,-0.6982,0.064,0.048,0.0364,0.596,6.0,0.143,1.4606,32.5187,8.8406,0.0,46.8974,12.551,0.0,0.0,17.0,0.0,0.0,295701250.0,190090000.0,255327750.0,1.336,3.709,12.2677,0.0365,-0.2565,0.016,-0.1243,-0.5729,FRPH,34.5,32.01611125,340301100.0
2016-03-31,0.6253,0.3577,0.3373,0.2857,1.0,0.7202,0.0161,0.0728,-0.256,-0.1733,0.0,0.0,0.8845,0.0,0.0,0.6253,0.0126,9615000.0,0.0745,6106000.0,3509000.0,0.0,0.0,0.0,3509000.0,415000.0,3009000.0,1189000.0,0.0,0.0,1820000.0,0.0,1820000.0,0.18,0.18,9840600.0,0.0,0.365,0.564,0.3561,0.189,0.2426,5422000.0,3424000.0,1820000.0,35834000.0,0.0861,18048000.0,17786000.0,0.0,0.0,0.0,17786000.0,1845000.0,22110000.0,8700000.0,0.0,0.0,13410000.0,0.0,13410000.0,1.36,1.36,9840600.0,,0.0,0.4963,0.882,0.6685,0.374,0.3854,31594000.0,23955000.0,13410000.0,19.636,26.029,0.237,4.0442,0.1194,0.206,0.1554,8.2506,1.335,1.8071,0.0,0.0,0.0,0.0,6754000.0,256142000.0,-74068000.0,294764000.0,896000.0,2219000.0,0.0,-0.2907,0.0461,9.0573,-0.0994,-0.4785,0.072,0.053,0.0372,0.668,5.0,0.141,1.3477,20.0254,8.2607,0.0,39.9933,16.1487,0.0,0.0,16.0,0.0,0.0,298040500.0,186601750.0,253792500.0,1.403,3.641,12.9837,0.0327,-0.2358,0.0157,-0.1189,-0.5579,FRPH,35.599998,33.416000257142855,350325340.3188
