,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,weighted_average_shares_diluted_t,dividends_per_common_share_t,gross_margin_t,ebit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2015-09-30,0.0,-0.6734,-0.5967,-0.5294,-0.5294,0.079,-0.5491,-0.3131,-0.4881,0.0,0.0,0.0,0.0,-0.5491,1.2557,-0.0421,-0.6966,0.079,0.0,0.0,0.0,0.0,4464000.0,1435000.0,5899000.0,-5899000.0,0.0,-5887000.0,0.0,0.0,0.0,-5887000.0,265000.0,-6152000.0,-0.26,-0.26,23793000.0,23793000.0,0.0,0.0,0.0,0.0,-5885000.0,-5887000.0,-5887000.0,0.0,0.0,0.0,0.0,12280000.0,6850000.0,19130000.0,-19130000.0,0.0,-19087000.0,0.0,0.0,0.0,-19087000.0,1038000.0,-20125000.0,-0.87,-0.87,23793000.0,23793000.0,0.0,0.0,0.0,0.0,-19079000.0,-19087000.0,-19087000.0,0.539,0.904,-0.214,0.0,0.896,0.0,0.0,0.0,12.458,0.8264,0.0,0.0005,0.0,0.0,19776000.0,21502000.0,19776000.0,-1543000.0,0.0,883500.0,0.0,0.0,-1.091,-0.746,0.0,1.0,0.0,0.7699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1248750.0,18438500.0,26960500.0,-0.651,0.0,0.0,-0.9652,0.0,GALT,2.34,2.145833333333333,55675620.0
2015-06-30,0.0,-0.354,-0.3216,-0.2353,-0.2353,0.0795,-0.2384,-0.2288,-0.3564,0.0,0.0,0.0,0.0,-0.2384,0.6311,0.155,-0.3799,0.0795,0.0,0.0,0.0,0.0,2600000.0,2057000.0,4657000.0,-4657000.0,0.0,-4643000.0,0.0,0.0,0.0,-4643000.0,288000.0,-4931000.0,-0.21,-0.21,23731000.0,23731000.0,0.0,0.0,0.0,0.0,-4641000.0,-4643000.0,-4643000.0,0.0,0.0,0.0,0.0,9795000.0,6913000.0,16708000.0,-16708000.0,0.0,-16718000.0,0.0,0.0,0.0,-16718000.0,1108000.0,-17826000.0,-0.78,-0.78,23731000.0,23731000.0,0.0,0.0,0.0,0.0,-16709000.0,-16718000.0,-16718000.0,0.753,1.124,-0.126,0.0,1.1109,0.0,0.0,0.0,13.976,0.6058,0.0,0.0004,0.0,0.0,24759000.0,26667000.0,24759000.0,-1603000.0,0.0,788500.0,0.0,0.0,-0.847,-0.606,0.0,2.0,0.0,0.7681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1182750.0,21034000.0,29412250.0,-0.577,0.0,0.0,-0.6752,0.0,GALT,2.73,2.868055555555556,64785630.0
2015-03-31,0.0,0.0556,0.0618,0.1852,0.1852,0.1377,-0.1912,-0.1877,-0.3207,0.0,0.0,0.0,0.0,-0.1912,0.1313,-0.1776,0.0008,0.1377,0.0,0.0,0.0,0.0,3136000.0,1704000.0,4840000.0,-4840000.0,0.0,-4826000.0,0.0,0.0,0.0,-4826000.0,248000.0,-5074000.0,-0.22,-0.22,23062000.0,23062000.0,0.0,0.0,0.0,0.0,-4824000.0,-4826000.0,-4826000.0,0.0,0.0,0.0,0.0,8789000.0,6637000.0,15426000.0,-15426000.0,0.0,-15504000.0,0.0,0.0,0.0,-15504000.0,1122000.0,-16626000.0,-0.74,-0.74,23062000.0,23062000.0,0.0,0.0,0.0,0.0,-15494000.0,-15504000.0,-15504000.0,0.947,1.299,-0.187,0.0,1.2726,0.0,0.0,0.0,23.207,0.8496,0.0,0.0005,0.0,0.0,28669000.0,29960000.0,28669000.0,-680000.0,0.0,704000.0,0.0,0.0,-0.723,-0.53,0.0,3.0,0.0,0.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-1280750.0,22995750.0,31391000.0,-0.569,0.0,0.0,-0.5408,0.0,GALT,3.35,3.656944444444443,77257700.0
2014-12-31,0.0,-0.333,-0.2755,-0.2,-0.2,0.221,-0.8913,1.7702,10.7901,0.0,0.0,0.0,0.0,-0.8913,0.491,0.1739,-0.3317,0.221,0.0,0.0,0.0,0.0,2080000.0,1654000.0,3734000.0,-3734000.0,0.0,-3731000.0,0.0,0.0,0.0,-3731000.0,237000.0,-3968000.0,-0.18,-0.18,22200000.0,22200000.0,0.0,0.0,0.0,0.0,-3729000.0,-3731000.0,-3731000.0,0.0,0.0,0.0,0.0,8425000.0,7005000.0,15430000.0,-15430000.0,0.0,-15788000.0,0.0,0.0,0.0,-15788000.0,1172000.0,-16960000.0,-0.78,-0.78,21849000.0,21849000.0,0.0,0.0,0.0,0.0,-15778000.0,-15788000.0,-15788000.0,0.955,1.336,-0.14,0.0,1.3121,0.0,0.0,0.0,17.417,0.7845,0.0,0.0005,0.0,0.0,27958000.0,29662000.0,27958000.0,-1169000.0,0.0,904500.0,0.0,0.0,-0.689,-0.512,0.0,3.0,0.0,0.7327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1524000.0,24600500.0,33122250.0,-0.569,0.0,0.0,-0.5647,0.0,GALT,3.47,3.925142857142857,77034000.0
2014-09-30,0.0,0.0068,-0.0349,0.2273,0.2273,0.298,-1.2131,2.2033,12.6753,0.0,0.0,0.0,0.0,-1.2131,0.6602,-0.3634,0.0192,0.298,0.0,0.0,0.0,0.0,1979000.0,1498000.0,3477000.0,-3477000.0,0.0,-3518000.0,0.0,0.0,0.0,-3518000.0,335000.0,-3853000.0,-0.17,-0.17,22051000.0,22051000.0,0.0,0.0,0.0,0.0,-3515000.0,-3518000.0,-3518000.0,0.0,0.0,0.0,0.0,7740000.0,6760000.0,14500000.0,-14500000.0,0.0,-14856000.0,0.0,0.0,0.0,-14856000.0,1247000.0,-16103000.0,-0.76,-0.76,22051000.0,22051000.0,0.0,0.0,0.0,0.0,-14845000.0,-14856000.0,-14856000.0,1.053,1.42,-0.149,0.0,1.4149,0.0,0.0,0.0,22.675,0.8518,0.0,0.0005,0.0,0.0,29911000.0,31302000.0,29911000.0,-1279000.0,0.0,607500.0,0.0,0.0,-0.819,-0.567,0.0,3.0,0.0,0.6806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,-1803000.0,19672000.0,28381250.0,-0.497,0.0,0.0,-0.4967,0.0,GALT,5.03,5.35388888888889,110916530.0
2014-06-30,0.0,0.6967,0.6795,0.7639,0.7639,0.354,-0.2484,5.6209,7.1579,0.0,0.0,0.0,0.0,-0.2484,0.1816,0.4866,-0.3251,0.354,0.0,0.0,0.0,0.0,1594000.0,1781000.0,3375000.0,-3375000.0,0.0,-3429000.0,0.0,0.0,0.0,-3429000.0,302000.0,-3731000.0,-0.17,-0.17,21983000.0,21983000.0,0.0,0.0,0.0,0.0,-3426000.0,-3429000.0,-3429000.0,0.0,0.0,0.0,0.0,6953000.0,7615000.0,14568000.0,-14568000.0,0.0,-14880000.0,0.0,0.0,0.0,-14880000.0,1093000.0,-15973000.0,-0.81,-0.81,21983000.0,21983000.0,0.0,0.0,0.0,0.0,-14869000.0,-14880000.0,-14880000.0,1.17,1.573,-0.11,0.0,1.5659,0.0,0.0,0.0,16.074,0.6465,0.0,0.0005,0.0,0.0,32363000.0,34575000.0,32363000.0,-1995000.0,0.0,549000.0,0.0,0.0,-1.125,-0.695,0.0,3.0,0.0,0.5735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,0.0,-1874500.0,14192750.0,22995750.0,-0.417,0.0,0.0,-0.4598,0.0,GALT,13.81,13.053142857142856,303585230.0
2014-03-31,0.0,-0.5954,-0.5576,-0.2273,-0.2273,0.2607,-0.4936,4.1277,22.7813,0.0,0.0,0.0,0.0,-0.4936,0.5822,0.4231,-0.51,0.2607,0.0,0.0,0.0,0.0,2772000.0,2072000.0,4844000.0,-4844000.0,0.0,-5110000.0,0.0,0.0,0.0,-5110000.0,298000.0,-5408000.0,-0.27,-0.27,20270000.0,20270000.0,0.0,0.0,0.0,0.0,-5108000.0,-5110000.0,-5110000.0,0.0,0.0,0.0,0.0,6708000.0,7032000.0,13740000.0,-13740000.0,0.0,-22758000.0,0.0,8763000.0,0.0,-22758000.0,1125000.0,-23883000.0,-1.36,-1.36,20270000.0,20270000.0,0.0,0.0,0.0,0.0,-22747000.0,-22758000.0,-13995000.0,1.394,1.819,-0.179,0.0,1.8053,0.0,0.0,0.0,18.97,0.6692,0.0,0.0006,0.0,0.0,34808000.0,36878000.0,34808000.0,-1653000.0,0.0,401000.0,0.0,0.0,-3.417,-1.526,0.0,2.0,0.0,0.3634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,-1724000.0,6989500.0,15653500.0,-0.428,0.0,0.0,-0.6538,0.0,GALT,15.31,15.957142799999996,310333700.0
2013-12-31,0.0,-0.178,-0.1488,0.1176,0.1176,0.1384,0.06,0.1205,0.1096,0.0,0.0,0.0,0.0,0.0616,0.3922,0.021,-0.1772,0.1384,0.0,0.0,0.0,0.0,1395000.0,1409000.0,2804000.0,-2804000.0,0.0,-2799000.0,0.0,0.0,0.0,-2799000.0,312000.0,-3111000.0,-0.15,-0.15,18182000.0,18182000.0,0.0,0.0,0.0,0.0,-2796000.0,-2799000.0,-2799000.0,0.0,0.0,0.0,0.0,5688000.0,6416000.0,12104000.0,-12104000.0,0.0,-20851000.0,0.0,8763000.0,0.0,-20851000.0,1096000.0,-21947000.0,-1.3,-1.3,16874000.0,16874000.0,0.0,0.0,0.0,0.0,-20839000.0,-20851000.0,-12088000.0,0.081,0.588,-0.091,0.0,0.5769,0.0,0.0,0.0,4.299,0.5291,0.0,0.0021,0.0,0.0,8201000.0,10690000.0,8201000.0,-2285000.0,0.0,656000.0,0.0,0.0,65.318,-2.667,0.0,1.0,0.0,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,-1640250.0,-336000.0,8227750.0,-0.444,0.0,0.0,-2.5416,0.0,GALT,8.08,8.109428571428571,146910560.0
2013-09-30,0.0,-0.3172,-0.2472,-0.1579,-0.1579,0.0737,0.2867,-0.1265,-0.601,0.0,0.0,0.0,0.0,0.2874,-0.154,0.5824,-0.2241,0.0737,0.0,0.0,0.0,0.0,1192000.0,2353000.0,3545000.0,-3545000.0,0.0,-3542000.0,0.0,0.0,0.0,-3542000.0,181000.0,-3723000.0,-0.22,-0.22,16988000.0,16988000.0,0.0,0.0,0.0,0.0,-3539000.0,-3542000.0,-3542000.0,0.0,0.0,0.0,0.0,5295000.0,6387000.0,11682000.0,-11682000.0,0.0,-20428000.0,0.0,8763000.0,0.0,-20428000.0,1116000.0,-21544000.0,-1.33,-1.33,16988000.0,16988000.0,0.0,0.0,0.0,0.0,-20415000.0,-20428000.0,-11665000.0,0.077,0.574,-0.087,0.0,0.5719,0.0,0.0,0.0,6.077,0.3983,0.0,0.0025,0.0,0.0,8139000.0,9753000.0,8138000.0,-1565000.0,0.0,316500.0,0.0,0.0,51.913,-2.713,0.0,1.0,0.0,0.3523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,-1436750.0,-415000.0,7939750.0,-0.447,0.0,0.0,-2.5083,0.0004,GALT,9.97,8.212000000000002,169370360.0
2013-06-30,0.0,-3.2508,-2.9011,-2.7895,-2.7895,0.0335,0.1154,-0.6078,-1.609,0.0,0.0,0.0,0.0,0.1154,0.1103,-0.1755,0.0454,0.0335,0.0,0.0,0.0,0.0,1349000.0,1198000.0,2547000.0,-2547000.0,0.0,-11307000.0,0.0,8763000.0,0.0,-11307000.0,334000.0,-11641000.0,-0.72,-0.72,16236000.0,16236000.0,0.0,0.0,0.0,0.0,-11304000.0,-11307000.0,-2544000.0,0.0,0.0,0.0,0.0,5512000.0,5521000.0,11033000.0,-11033000.0,0.0,-19575000.0,0.0,8763000.0,0.0,-19575000.0,1231000.0,-20806000.0,-1.3,-1.3,16236000.0,16236000.0,0.0,0.0,0.0,0.0,-19564000.0,-19575000.0,-10812000.0,-0.19,0.32,-0.119,0.0,0.3141,0.0,0.0,0.0,3.474,0.166,0.0,0.005,0.0,0.0,3694000.0,5199000.0,3689000.0,-1393000.0,0.0,345000.0,0.0,0.0,-857.979,-2.509,0.0,1.0,0.0,0.3934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-1380750.0,24250.0,8293750.0,-0.504,0.0,0.0,-5.2905,0.0006,GALT,4.25,4.167058823529413,69003000.0
2013-03-31,0.0,-0.6426,-0.5753,-0.2941,-0.2941,0.2359,-0.6306,-0.5369,-1.1219,0.0,0.0,0.0,0.0,-0.6306,0.9445,0.384,-0.6426,0.2359,0.0,0.0,0.0,0.0,1752000.0,1456000.0,3208000.0,-3208000.0,0.0,-3203000.0,0.0,0.0,0.0,-3203000.0,269000.0,-3472000.0,-0.22,-0.22,16079000.0,16079000.0,0.0,0.0,0.0,0.0,-3200000.0,-3203000.0,-3203000.0,0.0,0.0,0.0,0.0,5378000.0,5776000.0,11154000.0,-11154000.0,0.0,-10928000.0,0.0,0.0,0.0,-10928000.0,1221000.0,-12149000.0,-0.77,-0.77,16079000.0,16079000.0,0.0,0.0,0.0,0.0,-10918000.0,-10928000.0,-10928000.0,-0.064,0.446,-0.151,0.0,0.4365,0.0,0.0,0.0,4.874,0.6979,0.0,0.0039,0.0,0.0,5687000.0,7168000.0,5682000.0,-1318000.0,0.0,492500.0,0.0,0.0,-6.005,-1.177,0.0,2.0,0.0,0.6945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,-1455250.0,2023000.0,10318000.0,-0.525,0.0,0.0,-1.9192,0.0006,GALT,3.59,3.624848484848484,57723610.0
2012-12-31,0.0,0.2945,0.2717,0.4138,0.4138,0.2426,-0.1355,0.446,1.4424,0.0,0.0,0.0,0.0,-0.1375,0.1624,-0.4502,0.2936,0.2426,0.0,0.0,0.0,0.0,1002000.0,1380000.0,2382000.0,-2382000.0,0.0,-2376000.0,0.0,0.0,0.0,-2376000.0,332000.0,-2708000.0,-0.17,-0.17,15971000.0,15971000.0,0.0,0.0,0.0,0.0,-2372000.0,-2376000.0,-2376000.0,0.0,0.0,0.0,0.0,4527000.0,5372000.0,9899000.0,-9899000.0,0.0,-9675000.0,0.0,0.0,0.0,-9675000.0,1206000.0,-10881000.0,-0.72,-0.72,15131000.0,15131000.0,0.0,0.0,0.0,0.0,-9666000.0,-9675000.0,-9675000.0,0.073,0.597,-0.11,0.0,0.5863,0.0,0.0,0.0,5.81,0.6466,0.0,0.0031,0.0,0.0,7879000.0,9531000.0,7873000.0,-1471000.0,0.0,470500.0,0.0,0.0017,-2.728,-0.877,0.0,3.0,0.0,0.6893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1629500.0,3988000.0,12403500.0,-0.496,0.0,0.0,-1.2267,0.0007,GALT,2.05,1.9317647058823528,32740549.999999996
2012-09-30,0.0,-0.3259,-0.2762,0.0,0.0,0.2808,-0.6619,0.3813,1.8806,0.0,0.0,0.0,0.0,-0.6568,1.1511,0.0791,-0.4245,0.2808,0.0,0.0,0.0,0.0,1409000.0,1487000.0,2896000.0,-2896000.0,0.0,-2689000.0,0.0,0.0,0.0,-2689000.0,296000.0,-2985000.0,-0.19,-0.19,15822000.0,15822000.0,0.0,0.0,0.0,0.0,-2688000.0,-2689000.0,-2689000.0,0.0,0.0,0.0,0.0,4387000.0,6502000.0,10889000.0,-10889000.0,0.0,-10667000.0,0.0,0.0,0.0,-10667000.0,1224000.0,-11891000.0,-0.84,-0.84,15822000.0,15822000.0,0.0,0.0,0.0,0.0,-10660000.0,-10667000.0,-10667000.0,0.193,0.705,-0.132,0.0,0.699,0.0,0.0,0.0,7.731,0.6965,0.0,0.0029,0.0,0.0,9706000.0,11160000.0,9706000.0,-1341000.0,0.0,227000.0,0.0,0.001,-3.756,-1.019,0.0,2.0,0.0,0.6132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1770750.0,3165500.0,11666250.0,-0.461,0.0,0.0,-1.0983,0.0003,GALT,2.23,2.151764705882353,35283060.0
2012-06-30,0.0,0.1493,0.2415,0.4412,0.4412,0.3555,-0.4406,0.6326,2.9494,0.0,0.0,0.0,0.0,-0.4406,-0.0589,-0.1453,0.108,0.3555,0.0,0.0,0.0,0.0,1215000.0,1453000.0,2668000.0,-2668000.0,0.0,-2660000.0,0.0,0.0,0.0,-2660000.0,324000.0,-2984000.0,-0.19,-0.19,15710000.0,15710000.0,0.0,0.0,0.0,0.0,-2658000.0,-2660000.0,-2660000.0,0.0,0.0,0.0,0.0,3633000.0,6393000.0,10026000.0,-10026000.0,0.0,-10006000.0,0.0,0.0,0.0,-10006000.0,1239000.0,-11245000.0,-0.84,-0.84,15710000.0,15710000.0,0.0,0.0,0.0,0.0,-9998000.0,-10006000.0,-10006000.0,0.312,0.846,-0.139,0.0,0.8402,0.0,0.0,0.0,7.424,0.7319,0.0,0.0026,0.0,0.0,11435000.0,13288000.0,11435000.0,-1691000.0,0.0,268000.0,0.0,0.0,-4.313,-1.032,0.0,2.0,0.0,0.5747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1624750.0,2607000.0,10893750.0,-0.412,0.0,0.0,-0.8747,0.0008,GALT,2.05,2.189714285714286,32205499.999999996
2012-03-31,0.0,0.1848,0.1903,0.2917,0.2917,0.1662,-0.0871,1.1811,41.3846,0.0,0.0,0.0,0.0,-0.0871,0.211,-0.171,0.0298,0.1662,0.0,0.0,0.0,0.0,901000.0,1052000.0,1953000.0,-1953000.0,0.0,-1950000.0,0.0,0.0,0.0,-1950000.0,254000.0,-2204000.0,-0.17,-0.17,13010000.0,13010000.0,0.0,0.0,0.0,0.0,-1948000.0,-1950000.0,-1950000.0,0.0,0.0,0.0,0.0,3709000.0,6640000.0,10349000.0,-10349000.0,0.0,-10473000.0,0.0,0.0,0.0,-10473000.0,1722000.0,-12195000.0,-0.99,-0.99,13010000.0,13010000.0,0.0,0.0,0.0,0.0,-10464000.0,-10473000.0,-10473000.0,0.525,1.192,-0.114,0.0,1.1824,0.0,0.0,0.0,7.227,0.6742,0.0,0.0023,0.0,0.0,13294000.0,15503000.0,13294000.0,-2015000.0,0.0,425500.0,0.0,0.0,-7.578,-1.27,0.0,2.0,0.0,0.4752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,-1380000.0,1609250.0,9603250.0,-0.446,0.0,0.0,-0.7875,0.0009,GALT,4.04,5.0394285714285685,52560400.0
2011-12-31,0.0,-3.6264,-1.4493,-0.9333,-0.9333,0.2356,-1.6449,0.0495,-0.0123,0.0,-1.0,0.0,0.0,-1.6449,1.2103,1.792,-1.616,0.2356,0.0,0.0,0.0,0.0,862000.0,2510000.0,3372000.0,-3372000.0,0.0,-3368000.0,0.0,0.0,0.0,-3368000.0,350000.0,-3718000.0,-0.29,-0.29,12853000.0,12853000.0,0.0,0.0,0.0,0.0,-3366000.0,-3368000.0,-3368000.0,0.0,0.0,0.0,0.0,3552000.0,6857000.0,10409000.0,-10409000.0,0.0,-10915000.0,0.0,0.0,0.0,-10915000.0,1798000.0,-12713000.0,-1.06,-1.06,11986000.0,11986000.0,0.0,0.0,0.0,0.0,-10906000.0,-10915000.0,-10915000.0,-0.165,0.512,-0.12,0.0,0.4977,0.0,0.0,0.0,2.935,0.4147,0.0,0.0054,0.0,0.0,4286000.0,6576000.0,4286000.0,-2036000.0,117000.0,318500.0,0.0,0.0,96.493,-1.695,0.0,2.0,0.0,0.4465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,-1071250.0,-131750.0,7499750.0,-0.474,0.0,0.0,-2.5431,0.0009,GALT,5.76,5.064705882352941,74033280.0
2011-09-30,0.0,-0.8287,-0.2317,-0.0556,-0.0556,0.2613,-0.5127,1.7146,1.2318,0.0,0.0,0.0,0.0,-0.5187,1.0927,0.5328,-0.6774,0.2613,0.0,0.0,0.0,0.0,655000.0,1378000.0,2033000.0,-2033000.0,0.0,-2028000.0,0.0,0.0,0.0,-2028000.0,311000.0,-2339000.0,-0.19,-0.19,12353000.0,12353000.0,0.0,0.0,0.0,0.0,-2026000.0,-2028000.0,-2028000.0,0.0,0.0,0.0,0.0,3080000.0,5246000.0,8326000.0,-8326000.0,0.0,-8275000.0,0.0,0.0,0.0,-8275000.0,2238000.0,-10513000.0,-0.92,-0.92,12353000.0,12353000.0,0.0,0.0,0.0,0.0,-8267000.0,-8275000.0,-8275000.0,0.067,0.653,-0.102,0.0,0.6483,0.0,0.0,0.0,9.81,0.5348,0.0,0.0046,0.0,0.0,7180000.0,8066000.0,7180000.0,-757000.0,0.0,193500.0,0.0,0.004,438.042,-1.417,0.0,3.0,0.0,0.4487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,-927250.0,-24000.0,7421750.0,-0.382,0.0,0.0,-1.1514,0.0011,GALT,5.16,5.486666666666668,63741480.0
2011-06-30,0.0,-0.8906,-0.5895,-0.1333,-0.1333,0.2899,-0.6284,1.6719,1.2423,0.0,0.0,0.0,0.0,-0.6284,4.5171,0.5233,-1.2156,0.2899,0.0,0.0,0.0,0.0,1291000.0,1700000.0,2991000.0,-2991000.0,0.0,-3127000.0,0.0,0.0,0.0,-3127000.0,807000.0,-3934000.0,-0.34,-0.34,11590000.0,11590000.0,0.0,0.0,0.0,0.0,-3124000.0,-3127000.0,-3127000.0,0.0,0.0,0.0,0.0,2738000.0,4767000.0,7505000.0,-7505000.0,0.0,-7356000.0,0.0,0.0,0.0,-7356000.0,2717000.0,-10073000.0,-0.91,-0.91,11590000.0,11590000.0,0.0,0.0,0.0,0.0,-7347000.0,-7356000.0,-7356000.0,0.079,0.701,-0.131,0.0,0.6944,0.0,0.0,0.0,10.248,0.3854,0.0,0.0047,0.0,0.0,7269000.0,8122000.0,7266000.0,-712000.0,0.0,269000.0,0.0,0.0,10.753,-1.64,0.0,3.0,0.0,0.4262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,-916000.0,-936750.0,6142250.0,-0.37,0.0,0.0,-1.0116,0.0,GALT,7.32,7.595000000000001,84838800.0
2011-03-31,0.0,-0.1188,0.0337,0.3333,0.3333,0.3414,-0.7963,22.3574,0.9813,0.0,0.0,0.0,0.0,-0.7963,4.7674,0.4053,-0.9506,0.3414,0.0,0.0,0.0,0.0,744000.0,1269000.0,2013000.0,-2013000.0,0.0,-2392000.0,0.0,0.0,0.0,-2392000.0,330000.0,-2722000.0,-0.24,-0.24,11156000.0,11156000.0,0.0,0.0,0.0,0.0,-2390000.0,-2392000.0,-2392000.0,0.0,0.0,0.0,0.0,1681000.0,4183000.0,5864000.0,-5864000.0,0.0,-5883000.0,0.0,0.0,0.0,-5883000.0,2731000.0,-8614000.0,-0.87,-0.87,11156000.0,11156000.0,0.0,0.0,0.0,0.0,-5873000.0,-5883000.0,-5883000.0,-0.013,0.635,-0.123,0.0,0.6281,0.0,0.0,0.0,8.183,0.5022,0.0,0.0055,0.0,0.0,6163000.0,7085000.0,6156000.0,-780000.0,0.0,176000.0,0.0,0.0,4.541,-1.77,0.0,3.0,0.0,0.4305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,-977500.0,-1896750.0,4865750.0,-0.332,0.0,0.0,-0.9538,0.0,GALT,6.24,6.735000000000003,69613440.0
2010-12-31,0.0,-0.1115,-0.1606,0.1667,0.1667,0.2895,0.2908,13.4495,0.7058,0.0,0.0,0.0,0.0,0.2908,0.5918,0.031,-0.154,0.2895,0.0,0.0,0.0,0.0,390000.0,899000.0,1289000.0,-1289000.0,0.0,-728000.0,0.0,0.0,0.0,-728000.0,790000.0,-1518000.0,-0.15,-0.15,10401999.0,10401999.0,0.0,0.0,0.0,0.0,-727000.0,-728000.0,-728000.0,0.0,0.0,0.0,0.0,1066000.0,3817000.0,4883000.0,-4883000.0,0.0,-5629000.0,0.0,0.0,0.0,-5629000.0,3080000.0,-8709000.0,-0.93,-0.93,9384000.0,9384000.0,0.0,0.0,0.0,0.0,-5617000.0,-5629000.0,-5629000.0,-0.163,0.602,-0.056,0.0,0.572,0.0,0.0,0.0,3.498,0.3841,0.0,0.0062,0.0,0.0,4424000.0,6261000.0,4412000.0,-1460000.0,117000.0,223000.0,0.0,0.0,2.633,-2.755,0.0,3.0,0.0,0.3562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,-986250.0,-3307250.0,3161000.0,-0.331,0.0,0.0,-1.2704,0.0,GALT,5.4,4.402285714285715,56170794.6
