,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,weighted_average_shares_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,weighted_average_shares_diluted_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,ticker,price,sma_50,market_cap
2018-06-30,-0.4803,-34.4423,-17.2019,-14.6667,-21.5,0.0826,-0.5503,-0.5525,-0.6394,-0.9477,-0.0458,0.0,0.0,-0.5093,-0.0699,0.1371,-22.5,0.1639,29292000.0,-0.1532,23765000.0,5527000.0,2965000.0,6817000.0,10945000.0,-5418000.0,0.0,-5217000.0,0.0,0.0,0.0,-5217000.0,0.0,-5217000.0,-0.41,-0.41,12886225.0,9135200.0,0.0,0.1887,-0.104,-0.1781,-0.178,0.0951,-3036000.0,-5217000.0,-5217000.0,131834000.0,-0.1561,99391000.0,32443000.0,12476000.0,28265000.0,88176000.0,-55733000.0,0.0,-56282000.0,24985000.0,0.0,0.0,-81267000.0,0.0,-81267000.0,-6.77,-6.76,12886225.0,0.0,0.2461,-0.364,-0.4269,-0.616,0.0121,-47932000.0,-56282000.0,-81267000.0,4.23,3.803,0.216,0.0776,1.4179,0.0183,0.0134,0.0,2.172,-0.5612,0.0,0.3445,0.2327,0.1012,23725000.0,49001000.0,23725000.0,11489000.0,24641500.0,8693000.0,0.0,-0.0485,-1.048,-0.79,-0.9417,-0.427,4.0,1.282,-0.0343,24.627,66.6244,0.0,5.3501,15.1655,0.0,0.0,-1.0,0.2144,0.0946,27437750.0,77508250.0,102828500.0,0.123,10.231,0.0,-2.963,-0.4289,AUTO,4.52,3.9108571428571426,58245736.99999999
2018-03-31,-0.4044,-10.2651,-22.2376,-21.25,-21.25,0.0935,-1.4786,-0.5476,-0.6143,-0.9511,-0.1225,0.0,0.0,-1.5781,0.0406,0.1478,-9.4988,0.1863,32349000.0,-0.1337,24659000.0,7690000.0,3385000.0,8287000.0,17965000.0,-10275000.0,0.0,-10275000.0,4000.0,0.0,0.0,-10279000.0,0.0,-10279000.0,-0.81,-0.81,13074558.0,9198400.0,0.0,0.2377,-0.25,-0.3176,-0.318,-0.059,-8096000.0,-10275000.0,-10279000.0,137133000.0,-0.1308,99581000.0,37552000.0,12699000.0,27443000.0,87615000.0,-50063000.0,0.0,-50909000.0,24819000.0,0.0,0.0,-75728000.0,0.0,-75728000.0,-6.33,-6.33,13074558.0,0.0,0.2738,-0.313,-0.3712,-0.552,0.0327,-42918000.0,-50909000.0,-75728000.0,4.481,3.636,-0.146,0.0765,1.1594,0.0171,0.0133,0.0,2.57,0.1612,0.0,0.3658,0.2562,0.1046,25723000.0,47544000.0,25723000.0,17003000.0,26770500.0,6610500.0,0.0,0.1509,-0.786,-0.601,-0.7083,-0.371,4.0,1.089,-0.0841,15.9273,66.6051,0.0,5.1225,20.7447,0.0,0.0,0.0,0.2001,0.0926,38459500.0,96345000.0,125899750.0,0.343,10.489,0.0,-2.5418,-0.2961,AUTO,2.98,5.531176470588235,38962182.839999996
2017-12-31,-0.4425,-14.6104,-48.7794,-43.7692,-56.5,,-1.1591,-0.4378,-0.5295,-0.6098,-0.2296,0.0,0.0,-1.0953,-0.0704,-0.2066,-23.2928,0.1935,33321000.0,-0.1748,25181000.0,8140000.0,2985000.0,6625000.0,48423000.0,-40283000.0,0.0,-40940000.0,24900000.0,0.0,0.0,-65840000.0,0.0,-65840000.0,-5.56,-5.55,13083313.0,,0.0,0.2443,-1.164,-1.2287,-1.976,-0.0168,-38786000.0,-40940000.0,-65840000.0,142125000.0,-0.0929,99352000.0,42773000.0,12567000.0,26425000.0,81352000.0,-38579000.0,0.0,-39525000.0,25439000.0,0.0,0.0,-64964000.0,0.0,-64964000.0,-5.48,-5.48,13083313.0,0.0,0.301,-0.224,-0.2781,-0.457,0.0682,-31872000.0,-39525000.0,-64964000.0,5.134,4.484,-0.043,0.6879,1.9103,0.134,0.0969,0.0,3.163,0.0149,0.0,0.3686,0.1988,0.0896,36217000.0,58667000.0,27217000.0,25928000.0,29772500.0,8423500.0,0.0,-0.4276,-0.571,-0.437,-0.4735,-0.278,4.0,0.957,-0.1768,18.1903,66.5436,0.0,4.7737,16.8724,0.0,0.0,-2.0,0.1859,0.0884,49053250.0,113710250.0,148585000.0,0.741,10.863,0.0,-1.6029,-0.1566,AUTO,9.01,8.935757575757577,117880650.13
2017-09-30,-0.2964,-0.963,-0.9748,-0.9615,-0.9524,,-0.578,0.0403,-0.0685,-0.1707,-0.1439,0.0,0.0,-0.7689,0.0673,-0.1059,-0.9429,0.1932,36872000.0,-0.1603,25786000.0,11086000.0,3141000.0,6536000.0,10843000.0,243000.0,0.0,150000.0,81000.0,0.0,0.0,69000.0,0.0,69000.0,0.01,0.01,12868769.0,,0.0,0.3007,0.054,0.0041,0.002,0.0345,1986000.0,150000.0,69000.0,149182000.0,-0.0232,99947000.0,49235000.0,12793000.0,28101000.0,45724000.0,3511000.0,0.0,4423000.0,2170000.0,0.0,0.0,2253000.0,0.0,2253000.0,0.21,0.17,12868769.0,0.0,0.33,0.079,0.0296,0.015,0.1081,11733000.0,4423000.0,2253000.0,10.084,8.203,0.099,1.4862,3.4732,0.1474,0.1134,0.0,2.99,36.1594,0.0,0.3742,0.1773,0.0852,49083000.0,105564000.0,34833000.0,55331000.0,29815000.0,10722000.0,0.0,-0.4898,0.018,0.014,0.0211,0.03,5.0,0.895,8.2685,24.5989,67.2909,0.0,5.0036,13.9136,0.0,0.0,14.0,0.1884,0.0858,56085250.0,126820750.0,166677000.0,1.254,11.593,0.0,0.0419,-0.1339,AUTO,6.89,7.713142857142855,88665818.41
2017-06-30,-0.236,-0.7878,-0.2512,-0.25,-0.3333,,0.413,0.0735,0.1225,-0.2154,-0.1209,0.0,0.0,0.4051,-0.1254,-0.2571,-0.7342,0.036,34591000.0,-0.0431,23955000.0,10636000.0,3188000.0,5995000.0,10384000.0,252000.0,0.0,156000.0,-166000.0,0.0,0.0,322000.0,0.0,322000.0,0.03,0.02,11071584.0,,0.0,0.3075,0.057,0.0045,0.009,0.1641,1978000.0,156000.0,322000.0,156221000.0,0.0485,102317000.0,53904000.0,12595000.0,28875000.0,46380000.0,7524000.0,0.0,8323000.0,3401000.0,0.0,0.0,4922000.0,0.0,4922000.0,0.46,0.37,11071584.0,0.0,0.345,0.1,0.0533,0.032,0.1304,15669000.0,8323000.0,4922000.0,11.729,9.32,0.513,1.7274,4.0243,0.1473,0.1145,0.0,3.223,20.2205,0.0,0.3823,0.1733,0.0922,49296000.0,103185000.0,34296000.0,55576000.0,26953000.0,9174000.0,0.0,-0.1279,0.04,0.03,0.0451,0.053,6.0,0.947,4.4793,19.8387,58.9225,0.0,5.7961,17.0287,0.0,0.0,14.0,0.1848,0.0806,56479750.0,123569000.0,165043500.0,1.84,14.11,0.0,0.0915,-0.0761,AUTO,12.61,12.944444444444445,139612674.23999998
2017-03-31,-0.0531,2.0009,1.716,1.6667,1.6667,,1.2192,0.0876,0.1265,-0.2043,0.0271,0.0,0.0,3.9909,-0.2233,-0.2022,2.3676,0.0372,37341000.0,0.0302,24430000.0,12911000.0,3253000.0,7220000.0,11702000.0,1209000.0,0.0,1109000.0,625000.0,0.0,0.0,484000.0,0.0,484000.0,0.04,0.04,11021490.0,,0.0,0.3458,0.079,0.0297,0.013,0.0883,2950000.0,1109000.0,484000.0,157778000.0,0.1016,100589000.0,57189000.0,13052000.0,30950000.0,48969000.0,8220000.0,0.0,8902000.0,3872000.0,0.0,0.0,5030000.0,0.0,5030000.0,0.47,0.38,11021490.0,0.0,0.3625,0.103,0.0564,0.032,0.1187,16233000.0,8902000.0,5030000.0,11.618,9.118,0.299,1.8544,3.5969,0.1596,0.1233,0.0,3.162,7.1529,0.0,0.3936,0.1934,0.0871,47384000.0,100495000.0,31634000.0,59378000.0,28140500.0,8273500.0,0.0,-0.0471,0.042,0.031,0.0473,0.056,6.0,0.973,4.0048,16.7419,65.9706,0.0,5.6068,19.0703,0.0,0.0,14.0,0.1962,0.0827,57216250.0,119018750.0,162183250.0,1.7,14.315,0.0,0.0976,-0.0701,AUTO,12.53,12.914444444444444,138099269.7
2016-12-31,0.0088,0.2389,-0.0058,-0.0714,0.4286,,0.3426,0.0761,0.0588,-0.1458,0.1973,0.0,0.0,0.5989,-0.1523,0.0622,0.1583,0.0441,40378000.0,0.1086,25776000.0,14602000.0,3211000.0,8350000.0,12795000.0,1807000.0,0.0,3008000.0,1630000.0,0.0,0.0,1378000.0,0.0,1378000.0,0.13,0.1,10962330.0,,0.0,0.3616,0.119,0.0745,0.034,0.1457,4819000.0,3008000.0,1378000.0,156684000.0,0.1761,98771000.0,57913000.0,13986000.0,32781000.0,51785000.0,6128000.0,0.0,6686000.0,2815000.0,0.0,0.0,3871000.0,0.0,3871000.0,0.36,0.29,10962330.0,0.0,0.3696,0.089,0.0427,0.025,0.1027,13989000.0,6686000.0,3871000.0,10.911,9.001,0.537,2.1038,3.5131,0.1928,0.1395,0.0,2.673,4.471,0.0,0.403,0.2068,0.0795,48795000.0,98677000.0,32295000.0,54056000.0,30862500.0,8703500.0,0.0,-0.045,0.034,0.024,0.0369,0.043,5.0,0.986,4.7125,22.7455,78.3514,0.0,5.0768,18.0024,0.0,0.0,21.0,0.2092,0.0893,57575000.0,114404000.0,158846000.0,1.468,14.293,0.0,0.0727,-0.1178,AUTO,13.45,13.811764705882352,147443338.5
2016-09-30,0.0299,0.3052,0.6954,0.625,0.5,,0.1486,0.2547,0.3967,-0.1855,0.1589,0.0,0.0,0.3282,-0.1766,-0.0518,0.2823,0.0272,43911000.0,0.093,28156000.0,15755000.0,2943000.0,7310000.0,11499000.0,4256000.0,0.0,4050000.0,1312000.0,0.0,0.0,2738000.0,0.0,2738000.0,0.26,0.21,10785097.0,,0.0,0.3588,0.135,0.0922,0.062,0.1254,5922000.0,4050000.0,2738000.0,152727000.0,0.2432,94942000.0,57785000.0,14564000.0,32291000.0,51905000.0,5880000.0,0.0,6105000.0,2227000.0,0.0,0.0,3878000.0,0.0,3878000.0,0.38,0.25,10785097.0,0.0,0.3784,0.087,0.04,0.025,0.0909,13356000.0,6105000.0,3878000.0,10.826,8.73,0.511,2.1383,3.0347,0.1975,0.1422,0.0,2.504,2.1596,0.0,0.4193,0.1665,0.067,41466000.0,94149000.0,23654000.0,56909000.0,29925000.0,10477000.0,0.0,-0.0685,0.035,0.025,0.0343,0.04,5.0,0.98,4.2986,27.2208,76.7798,0.0,5.1037,14.5774,0.0,0.0,31.0,0.2114,0.0954,59196000.0,111552000.0,155922750.0,1.288,14.161,0.0,0.0834,-0.1668,AUTO,17.799999,16.83527780555555,191974715.814903
2016-06-30,0.1828,-0.5158,-0.5063,-0.5556,-0.625,,0.5396,0.2159,0.3847,-0.1772,0.0462,0.0,0.0,0.6023,0.4317,0.1622,-0.4427,0.0196,36148000.0,0.1896,22227000.0,13921000.0,3645000.0,8070000.0,12973000.0,948000.0,0.0,735000.0,305000.0,0.0,0.0,430000.0,0.0,430000.0,0.04,0.03,10686382.0,,0.0,0.3851,0.07,0.0203,0.012,0.1118,2542000.0,735000.0,430000.0,148991000.0,0.354,91664000.0,57327000.0,15195000.0,32690000.0,52384000.0,4943000.0,0.0,5158000.0,2403000.0,0.0,0.0,2755000.0,0.0,2755000.0,0.28,0.18,10686382.0,0.0,0.3848,0.077,0.0346,0.018,0.0841,11445000.0,5158000.0,2755000.0,10.449,8.057,0.378,2.2809,2.5394,0.2183,0.1567,0.0,2.458,10.7163,0.0,0.4467,0.2232,0.1008,36177000.0,86098000.0,17052000.0,58522000.0,28053500.0,10073000.0,0.0,-0.123,0.027,0.019,0.0284,0.035,5.0,1.009,5.7731,24.1478,70.2778,0.0,5.311,14.7911,0.0,0.0,29.0,0.2194,0.102,62193000.0,102709500.0,147693000.0,1.172,13.942,0.0,0.0669,-0.2123,AUTO,13.87,13.830555555555556,148220118.34
2016-03-31,0.3503,-2.0757,-1.8745,-1.6667,-1.8571,,3.9434,0.4796,0.2956,0.473,0.4785,0.0,0.0,1.7615,1.2873,0.365,-1.7511,0.1966,36247000.0,0.3812,22612000.0,13635000.0,4188000.0,9050000.0,14519000.0,-884000.0,0.0,-1108000.0,-432000.0,0.0,0.0,-676000.0,0.0,-676000.0,-0.06,-0.06,10626624.0,,0.0,0.3762,0.019,-0.0306,-0.019,0.0182,705000.0,-1108000.0,-676000.0,143230000.0,0.3568,88054000.0,55176000.0,14096000.0,31564000.0,49480000.0,5696000.0,0.0,5941000.0,2745000.0,0.0,0.0,3196000.0,0.0,3196000.0,0.33,0.23,10626624.0,0.0,0.3852,0.078,0.0415,0.022,0.0769,11172000.0,5941000.0,3196000.0,10.313,7.668,0.062,2.4172,2.261,0.2344,0.1686,0.0,2.547,-2.3077,0.0,0.4652,0.2497,0.1155,34545000.0,81488000.0,14108000.0,60813000.0,23271500.0,8602500.0,0.0,-0.5763,0.034,0.023,0.032,0.041,5.0,1.017,4.4712,23.7251,70.7524,0.0,6.1547,16.6498,0.0,0.0,32.0,0.2204,0.0984,66717750.0,94565750.0,140785750.0,1.036,13.478,0.0,0.0812,-0.2295,AUTO,17.360001,18.04828577142857,184478203.266624
