,gross_profit_growth_q,ebit_growth_q,net_income_growth_q,eps_growth_q,eps_diluted_growth_q,operating_cash_flow_growth_q,asset_growth_q,book_value_per_share_growth_q,debt_growth_q,trade_and_non-trade_receivables_growth_q,inventory_growth_q,dividends_per_basic_common_share_growth_q,free_cash_flow_growth_q,research_and_development_(r&d)_expenses_growth_q,"selling,_general_and_administrative_(sg&a)_expenses_growth_q",operating_income_growth_q,weighted_average_shares_growth_q,revenue_q,revenue_growth_q,cost_of_revenue_q,gross_profit_q,research_and_development_(r&d)_expenses_q,"selling,_general_and_administrative_(sg&a)_expenses_q",operating_expenses_q,operating_income_q,interest_expense_q,earnings_before_tax_q,income_tax_expense_q,net_income_to_non-controlling_interests_q,net_income_from_discontinued_operations_q,net_income_q,preferred_dividends_income_statement_impact_q,net_income_common_q,eps_q,eps_diluted_q,weighted_average_shares_q,dividends_per_common_share_q,gross_margin_q,ebitda_margin_q,ebit_margin_q,profit_margin_q,free_cash_flow_margin_q,ebitda_q,ebit_q,consolidated_income_q,revenue_t,revenue_growth_t,cost_of_revenue_t,gross_profit_t,research_and_development_(r&d)_expenses_t,"selling,_general_and_administrative_(sg&a)_expenses_t",operating_expenses_t,operating_income_t,interest_expense_t,earnings_before_tax_t,income_tax_expense_t,net_income_to_non-controlling_interests_t,net_income_from_discontinued_operations_t,net_income_t,preferred_dividends_income_statement_impact_t,net_income_common_t,eps_t,eps_diluted_t,weighted_average_shares_t,dividends_per_common_share_t,gross_margin_t,ebitda_margin_t,ebit_margin_t,profit_margin_t,free_cash_flow_margin_t,ebitda_t,ebit_t,consolidated_income_t,book_value_per_share_q,tangible_book_value_per_share_q,fcf_per_share_q,interest_debt_per_share_q,cash_per_share_q,debt_to_equity_ratio_q,total_debt_to_total_assets_q,interest_coverage_q,current_ratio_q,income_quality_q,payout_ratio_q,intangible_assets_out_of_total_assets_q,"selling,_general_and_administrative_expense_of_revenue_q",research_and_development_expense_of_revenue_q,working_capital_q,tangible_asset_value_q,net_current_asset_value_q,invested_capital_q,average_receivables_q,average_payables_q,average_inventory_q,capex/operating_cf_q,share_based_compensation_of_revenue_q,net_debt/ebitda_q,capex/revenue_q,capex/deprecation_q,roe_t,roa_t,roic_t,return_on_sales_t,piotroski_f-score_t,asset_turnover_t,income_quality_t,average_days_of_payables_t,average_days_of_receivables_t,days_of_inventory_on_hand_t,account_receivables_turnover_t,account_payables_turnover_t,inventory_turnover_t,payout_ratio_t,ev/ebit_t,"selling,_general_and_administrative_expense_of_revenue_t",research_and_development_expense_of_revenue_t,invested_capital_average_t,average_equity_t,average_assets_t,fcf_per_share_t,sales_per_share_t,interest_coverage_t,return_on_tangible_assets_t,capex/operating_cf_t,share_based_compensation_of_revenue_t,capex/revenue_t,capex/deprecation_t,ticker,price,sma_50,market_cap
2018-06-30,0.0054,-0.1617,0.2945,0.3529,0.3333,0.0,0.0138,0.7317,-0.0363,0.173,0.1965,0.05,-0.0924,0.0,0.0481,-0.0376,-0.0278,2297000000.0,0.1118,1547000000.0,750000000.0,0.0,392000000.0,392000000.0,358000000.0,38000000.0,299000000.0,88000000.0,13000000.0,0.0,211000000.0,0.0,211000000.0,0.69,0.68,310490824.0,0.105,0.3265,0.147,0.1467,0.092,0.0984,337000000.0,337000000.0,224000000.0,8027000000.0,0.0731,5392000000.0,2635000000.0,0.0,1474000000.0,1474000000.0,1161000000.0,161000000.0,880000000.0,285000000.0,49000000.0,0.0,595000000.0,0.0,595000000.0,1.92,1.89,310490824.0,0.415,0.3283,0.146,0.1297,0.074,0.0665,1168000000.0,1041000000.0,644000000.0,-0.11,13.714,0.728,9.5719,1.2368,-87.4118,0.5341,8.8684,1.673,1.3697,0.152,0.2349,0.1707,0.0,1192000000.0,4258000000.0,-2477000000.0,5076000000.0,1337500000.0,1026500000.0,933500000.0,-0.218,0.0,7.6795,-0.0274,0.0,-7.484,0.107,0.2231,0.13,7.0,1.446,1.2,49.7004,65.6609,46.2445,6.0015,7.8198,8.5988,0.216,14.0,0.1836,0.0,4956500000.0,-79500000.0,5553000000.0,1.72,25.853,6.4658,0.2501,-0.2521,0.0088,-0.0224,-1.4173,MAS,37.419998,37.92114262857143,11618566013.098352
2018-03-31,0.0231,-0.0576,0.0797,0.1163,0.093,-0.1463,0.0955,0.7252,0.0293,0.1853,0.2712,0.05,-0.2047,0.0,0.0776,-0.0506,-0.0216,1920000000.0,0.0799,1301000000.0,619000000.0,0.0,375000000.0,375000000.0,244000000.0,41000000.0,188000000.0,39000000.0,12000000.0,0.0,149000000.0,0.0,149000000.0,0.48,0.47,313391500.0,0.105,0.3224,0.119,0.1193,0.078,0.0891,229000000.0,229000000.0,161000000.0,7796000000.0,0.0514,5165000000.0,2631000000.0,0.0,1456000000.0,1456000000.0,1175000000.0,276000000.0,830000000.0,283000000.0,49000000.0,0.0,547000000.0,0.0,547000000.0,1.74,1.72,313391500.0,0.41,0.3375,0.158,0.1419,0.07,0.0714,1233000000.0,1106000000.0,596000000.0,-0.23,13.753,0.546,9.8503,1.1806,-42.875,0.5483,5.5854,1.691,1.4094,0.219,0.2345,0.1953,0.0,1223000000.0,4310000000.0,-2454000000.0,5257000000.0,1250000000.0,955500000.0,938000000.0,-0.1857,0.0,11.4323,-0.0203,0.0,-5.272,0.099,0.2258,0.142,6.0,1.409,1.3053,47.1934,63.4864,49.1598,6.2368,8.1591,8.3113,0.236,13.0,0.1868,0.0,4921500000.0,-103750000.0,5534000000.0,1.777,24.876,4.0072,0.2273,-0.2199,0.0091,-0.0201,-1.2362,MAS,40.439999,41.71323526470588,12673551946.6085
2017-12-31,0.075,-0.0962,-0.1122,-0.0968,-0.0667,-0.9496,0.0773,0.815,0.0294,0.1625,0.1011,0.05,-1.6429,0.0,-0.0168,0.2279,-0.0419,1874000000.0,0.0654,1258000000.0,616000000.0,0.0,352000000.0,352000000.0,264000000.0,39000000.0,149000000.0,62000000.0,12000000.0,0.0,87000000.0,0.0,87000000.0,0.28,0.28,314565292.0,0.105,0.3287,0.168,0.1003,0.046,-0.0192,315000000.0,188000000.0,99000000.0,7644000000.0,0.039,5033000000.0,2611000000.0,0.0,1442000000.0,1442000000.0,1169000000.0,278000000.0,838000000.0,305000000.0,47000000.0,0.0,533000000.0,0.0,533000000.0,1.68,1.66,314565292.0,0.405,0.3416,0.163,0.146,0.07,0.0788,1243000000.0,1116000000.0,580000000.0,-0.168,14.325,-0.114,9.8072,3.7957,-58.2075,0.5575,4.8205,1.957,0.069,0.375,0.1858,0.1878,0.0,1596000000.0,4506000000.0,-2088000000.0,4730000000.0,991500000.0,812000000.0,748000000.0,-7.0,0.0379,5.6603,-0.0224,-0.3307,-3.489,0.098,0.2988,0.146,8.0,1.413,1.409,39.3459,50.9014,37.4359,7.7095,9.4138,10.2193,0.241,14.0,0.1886,0.0,4866250000.0,-152750000.0,5411250000.0,1.914,24.3,4.0144,0.1956,-0.1984,0.0093,-0.0195,-1.1732,MAS,43.939999,41.848181818181814,13821998615.914707
2017-09-30,0.0586,0.1124,0.1045,0.1463,0.15,-0.1181,0.0205,-0.6801,0.03,0.0702,0.1425,0.0526,-0.1307,0.0,0.029,0.0967,-0.0352,1936000000.0,0.0314,1286000000.0,650000000.0,0.0,355000000.0,355000000.0,295000000.0,43000000.0,244000000.0,96000000.0,12000000.0,0.0,148000000.0,0.0,148000000.0,0.47,0.46,318593732.0,0.1,0.3357,0.148,0.1482,0.076,0.0894,287000000.0,287000000.0,160000000.0,7539000000.0,0.0309,4965000000.0,2574000000.0,0.0,1435000000.0,1435000000.0,1139000000.0,282000000.0,858000000.0,311000000.0,43000000.0,0.0,547000000.0,0.0,547000000.0,1.72,1.7,318593732.0,0.4,0.3414,0.169,0.1512,0.073,0.0919,1274000000.0,1140000000.0,590000000.0,-0.499,14.206,0.543,9.6863,3.5814,-19.4088,0.5628,6.6744,1.937,1.4122,0.213,0.1745,0.1834,0.0,1600000000.0,4526000000.0,-2115000000.0,4763000000.0,1091000000.0,891000000.0,812000000.0,-0.1722,0.0,6.5087,-0.0186,0.0,-2.556,0.103,0.29,0.151,7.0,1.419,1.5777,44.3481,54.612,41.9273,6.9102,8.4613,9.2845,0.233,13.0,0.1903,0.0,4858250000.0,-214000000.0,5312000000.0,2.175,23.663,4.0426,0.2028,-0.197,0.0092,-0.0225,-1.2687,MAS,39.009997999999996,37.2717143142857,12428340848.132534
2017-06-30,0.0657,0.2294,0.0867,0.1333,0.1333,0.3505,0.031,-0.1648,0.0294,0.106,0.1111,0.0526,0.4477,0.0,0.0247,0.1104,-0.0402,2066000000.0,0.0325,1320000000.0,746000000.0,0.0,374000000.0,374000000.0,372000000.0,153000000.0,249000000.0,86000000.0,13000000.0,0.0,163000000.0,0.0,163000000.0,0.51,0.51,319362898.0,0.1,0.3611,0.195,0.1946,0.079,0.1205,402000000.0,402000000.0,176000000.0,7480000000.0,0.0282,4942000000.0,2538000000.0,0.0,1425000000.0,1425000000.0,1113000000.0,282000000.0,829000000.0,296000000.0,43000000.0,0.0,533000000.0,0.0,533000000.0,1.66,1.64,319362898.0,0.395,0.3393,0.166,0.1485,0.071,0.0961,1245000000.0,1111000000.0,576000000.0,-0.41,14.203,0.78,9.6567,3.1062,-23.542,0.5619,2.6275,1.954,1.773,0.196,0.1736,0.181,0.0,1614000000.0,4536000000.0,-2113000000.0,4936000000.0,1172000000.0,936500000.0,807500000.0,-0.1384,0.0,4.8458,-0.0194,0.0,-2.682,0.101,0.2699,0.149,9.0,1.415,1.6717,46.8449,60.0689,41.4773,6.3823,7.9872,9.2632,0.238,13.0,0.1905,0.0,4872750000.0,-198750000.0,5284500000.0,2.251,23.422,3.9397,0.1978,-0.193,0.0092,-0.023,-1.2836,MAS,38.209998999999996,37.67638866666667,12202856013.2171
2017-03-31,0.0633,0.0897,0.2661,0.303,0.3438,0.1233,-0.2159,-1.2202,-0.3019,0.1042,0.094,0.0526,0.1813,0.0,0.0388,0.0983,-0.0408,1778000000.0,0.0337,1173000000.0,605000000.0,0.0,348000000.0,348000000.0,257000000.0,43000000.0,200000000.0,62000000.0,10000000.0,0.0,138000000.0,0.0,138000000.0,0.43,0.43,320320300.0,0.1,0.3403,0.137,0.1367,0.078,0.1209,243000000.0,243000000.0,148000000.0,7415000000.0,0.0294,4923000000.0,2492000000.0,0.0,1416000000.0,1416000000.0,1076000000.0,216000000.0,820000000.0,300000000.0,43000000.0,0.0,520000000.0,0.0,520000000.0,1.6,1.58,320320300.0,0.39,0.3361,0.158,0.1397,0.07,0.0866,1170000000.0,1036000000.0,563000000.0,-0.837,12.956,0.671,9.3625,2.151,-11.1903,0.5836,5.6512,2.077,1.7826,0.233,0.1924,0.1957,0.0,1534000000.0,4150000000.0,-2240000000.0,5036000000.0,1090000000.0,868500000.0,790500000.0,-0.126,0.0,8.7078,-0.0174,0.0,-2.663,0.099,0.2561,0.14,9.0,1.414,1.5692,44.4498,56.3129,40.6595,6.8028,8.5377,9.3801,0.244,12.0,0.191,0.0,4822750000.0,-195250000.0,5243250000.0,2.004,23.149,4.7963,0.1994,-0.2132,0.0093,-0.0235,-1.2985,MAS,33.990002000000004,33.89916694444443,10887687637.640602
2016-12-31,0.0771,0.0246,0.3067,0.4091,0.3636,-0.4803,-0.093,-1.2643,-0.1203,0.075,0.0364,0.0526,-0.7021,0.0,0.1188,0.0142,-0.0243,1759000000.0,0.0257,1186000000.0,573000000.0,0.0,358000000.0,358000000.0,215000000.0,43000000.0,165000000.0,67000000.0,8000000.0,0.0,98000000.0,0.0,98000000.0,0.31,0.3,328307161.0,0.1,0.3258,0.194,0.1182,0.056,0.0318,342000000.0,208000000.0,106000000.0,7357000000.0,0.0301,4901000000.0,2456000000.0,0.0,1403000000.0,1403000000.0,1053000000.0,229000000.0,787000000.0,296000000.0,43000000.0,0.0,491000000.0,0.0,491000000.0,1.49,1.47,328307161.0,0.385,0.3338,0.156,0.1381,0.067,0.0828,1150000000.0,1016000000.0,534000000.0,-0.908,12.644,0.171,9.1286,3.0155,-10.057,0.5834,4.8372,2.01,1.2143,0.323,0.1919,0.2035,0.0,1474000000.0,4151000000.0,-2306000000.0,4698000000.0,885000000.0,774500000.0,699500000.0,-0.5294,0.0392,5.2807,-0.0358,-0.4701,-3.074,0.088,0.287,0.138,9.0,1.314,1.6069,39.6901,45.4948,35.3242,8.313,9.499,10.5175,0.258,12.0,0.1907,0.0,4784750000.0,-159750000.0,5597000000.0,1.855,22.409,4.4367,0.1938,-0.2281,0.0094,-0.0245,-1.3433,MAS,31.620001000000002,31.99500020588234,10381072759.127161
2016-09-30,0.0424,0.0661,0.2072,0.2424,0.25,0.0487,-0.0618,0.3571,-0.125,0.0477,0.012,-0.9713,0.0311,0.0,0.0423,0.0426,-0.0399,1877000000.0,0.0207,1263000000.0,614000000.0,0.0,345000000.0,345000000.0,269000000.0,43000000.0,215000000.0,81000000.0,12000000.0,0.0,134000000.0,0.0,134000000.0,0.41,0.4,330214588.0,0.095,0.3271,0.137,0.1375,0.071,0.106,258000000.0,258000000.0,146000000.0,7313000000.0,0.031,4898000000.0,2415000000.0,0.0,1365000000.0,1365000000.0,1050000000.0,240000000.0,771000000.0,303000000.0,45000000.0,1000000.0,468000000.0,0.0,468000000.0,1.41,1.39,330214588.0,0.38,0.3302,0.156,0.1382,0.064,0.1013,1144000000.0,1011000000.0,513000000.0,-0.297,13.255,0.603,9.0729,3.1525,-30.5714,0.5576,6.0,2.066,1.7687,0.232,0.1854,0.1838,0.0,1611000000.0,4377000000.0,-2148000000.0,4821000000.0,1030000000.0,846500000.0,753500000.0,-0.1603,0.0,6.8721,-0.0202,0.0,-3.933,0.082,0.2688,0.138,8.0,1.277,1.9209,43.223,52.6063,37.8326,7.1,8.6391,9.7054,0.27,13.0,0.1867,0.0,4660500000.0,-119000000.0,5728750000.0,2.244,22.146,4.2125,0.1759,-0.1758,0.0105,-0.0216,-1.188,MAS,34.310001,34.7066666111111,11329662844.494589
2016-06-30,0.0989,0.2201,0.4286,0.5,0.5,0.0142,-0.0929,-1.6074,-0.1253,0.0072,-0.018,0.0556,-0.0115,0.0,0.0196,0.2007,-0.0427,2001000000.0,0.0373,1301000000.0,700000000.0,0.0,365000000.0,365000000.0,335000000.0,87000000.0,240000000.0,90000000.0,13000000.0,0.0,150000000.0,0.0,150000000.0,0.45,0.45,332746136.0,0.095,0.3498,0.163,0.1634,0.075,0.086,327000000.0,327000000.0,163000000.0,7275000000.0,0.0264,4885000000.0,2390000000.0,0.0,1351000000.0,1351000000.0,1039000000.0,251000000.0,744000000.0,299000000.0,43000000.0,1000000.0,445000000.0,0.0,445000000.0,1.33,1.31,332746136.0,0.375,0.3285,0.155,0.1368,0.061,0.101,1128000000.0,995000000.0,488000000.0,-0.352,13.007,0.517,9.0039,2.8731,-25.6068,0.5627,3.7586,1.873,1.4267,0.211,0.1871,0.1824,0.0,1425000000.0,4328000000.0,-2197000000.0,4736000000.0,1109000000.0,901000000.0,772000000.0,-0.1963,0.0,5.8257,-0.021,0.0,-3.315,0.076,0.2687,0.137,7.0,1.251,1.9955,45.8069,55.8412,38.3814,6.56,8.0744,9.4236,0.282,12.0,0.1857,0.0,4781750000.0,-134250000.0,5817250000.0,2.209,21.864,3.9641,0.1806,-0.1723,0.0106,-0.021,-1.1504,MAS,30.940001000000002,31.383333250000003,10295165780.586136
2016-03-31,0.1495,0.3938,0.7031,0.8333,0.7778,0.5208,-0.1224,-1.1714,0.0948,-0.1699,-0.1251,0.0556,0.5826,0.0,0.0152,0.4182,-0.0447,1720000000.0,0.0368,1151000000.0,569000000.0,0.0,335000000.0,335000000.0,234000000.0,56000000.0,167000000.0,58000000.0,10000000.0,0.0,109000000.0,0.0,109000000.0,0.33,0.32,333931600.0,0.095,0.3308,0.13,0.1297,0.063,0.1058,223000000.0,223000000.0,119000000.0,7203000000.0,0.0239,4876000000.0,2327000000.0,0.0,1344000000.0,1344000000.0,983000000.0,225000000.0,711000000.0,311000000.0,40000000.0,5000000.0,400000000.0,0.0,400000000.0,1.18,1.16,333931600.0,3.59,0.3231,0.148,0.1299,0.056,0.1023,1069000000.0,936000000.0,440000000.0,-0.377,16.626,0.545,12.8649,6.5133,-34.0952,0.6555,3.9821,1.523,2.0092,0.288,0.1529,0.1948,0.0,1459000000.0,5552000000.0,-2222000000.0,4884000000.0,1142000000.0,926500000.0,809000000.0,-0.1689,0.0,8.6368,-0.0215,0.0,-3.426,0.067,0.2469,0.13,6.0,1.21,2.2125,42.2616,52.4976,38.2584,6.3074,7.7744,8.9036,3.042,13.0,0.1866,0.0,4947250000.0,-116750000.0,5953500000.0,2.207,21.57,4.16,0.1601,-0.1672,0.0107,-0.0205,-1.1128,MAS,31.450001,29.072571571428576,10502149153.9316
